ProjectID,Date,Origin,Destination,Modo,F,M
42,2020-03-06,100:206,100:206,bus,10.0,31.0
42,2020-03-06,100:206,100:206,microtrip,,19.0
42,2020-03-06,100:206,100:206,private_transport,19.0,41.0
42,2020-03-06,100:206,101:205,private_transport,10.0,
42,2020-03-06,100:206,107:207,bus,11.0,22.0
42,2020-03-06,100:206,107:207,microtrip,10.0,13.0
42,2020-03-06,100:206,107:207,private_transport,18.0,29.0
42,2020-03-06,100:206,116:154,bus,14.0,
42,2020-03-06,100:206,116:154,private_transport,12.0,
42,2020-03-06,100:206,118:152,bus,19.0,
42,2020-03-06,100:206,118:152,private_transport,10.0,
42,2020-03-06,100:206,124:162,private_transport,11.0,
42,2020-03-06,100:206,126:160,bus,,43.0
42,2020-03-06,100:206,126:160,private_transport,,29.0
42,2020-03-06,100:206,128:142,microtrip,,10.0
42,2020-03-06,100:206,128:142,private_transport,13.0,
42,2020-03-06,100:206,131:139,private_transport,14.0,
42,2020-03-06,100:206,143:143,bus,16.0,26.0
42,2020-03-06,100:206,143:143,private_transport,26.0,33.0
42,2020-03-06,100:206,144:126,bus,13.0,
42,2020-03-06,100:206,144:126,private_transport,11.0,
42,2020-03-06,100:206,160:110,bus,,18.0
42,2020-03-06,100:206,160:110,private_transport,,12.0
42,2020-03-06,100:206,17:517,private_transport,47.0,
42,2020-03-06,100:206,48:301,private_transport,,55.0
42,2020-03-06,100:206,50:412,private_transport,53.0,67.0
42,2020-03-06,100:206,58:303,bus,30.0,
42,2020-03-06,100:206,58:303,private_transport,25.0,
42,2020-03-06,100:206,61:413,private_transport,52.0,
42,2020-03-06,100:206,64:306,private_transport,,94.0
42,2020-03-06,100:206,71:326,private_transport,,47.0
42,2020-03-06,100:206,76:314,private_transport,,14.0
42,2020-03-06,100:206,83:108,private_transport,23.0,15.0
42,2020-03-06,100:206,90:117,bus,,18.0
42,2020-03-06,101:205,100:206,private_transport,,10.0
42,2020-03-06,101:205,101:205,bus,26.0,14.0
42,2020-03-06,101:205,101:205,microtrip,82.0,140.0
42,2020-03-06,101:205,101:205,private_transport,16.0,12.0
42,2020-03-06,101:205,107:207,bus,,12.0
42,2020-03-06,101:205,107:207,private_transport,,11.0
42,2020-03-06,101:205,126:160,bus,,20.0
42,2020-03-06,101:205,126:160,microtrip,37.0,36.0
42,2020-03-06,101:205,126:160,private_transport,,15.0
42,2020-03-06,101:205,128:142,bus,12.0,
42,2020-03-06,101:205,144:126,bus,,30.0
42,2020-03-06,101:205,144:126,private_transport,,17.0
42,2020-03-06,101:205,160:110,bus,,26.0
42,2020-03-06,101:205,160:110,microtrip,54.0,65.0
42,2020-03-06,101:205,160:110,private_transport,,24.0
42,2020-03-06,101:205,48:301,private_transport,,14.0
42,2020-03-06,101:205,50:412,private_transport,,20.0
42,2020-03-06,101:205,58:303,bus,,15.0
42,2020-03-06,101:205,61:413,private_transport,,40.0
42,2020-03-06,101:205,71:326,private_transport,,13.0
42,2020-03-06,101:205,76:314,bus,,11.0
42,2020-03-06,101:205,76:314,private_transport,,35.0
42,2020-03-06,101:205,83:108,bus,29.0,17.0
42,2020-03-06,101:205,83:108,microtrip,77.0,122.0
42,2020-03-06,101:205,83:108,private_transport,29.0,13.0
42,2020-03-06,101:205,90:117,bus,,11.0
42,2020-03-06,101:205,90:117,private_transport,,11.0
42,2020-03-06,101:205,102:204,microtrip,15.0,10.0
42,2020-03-06,101:205,108:170,bus,,19.0
42,2020-03-06,101:205,108:170,microtrip,79.0,156.0
