ProjectID,Date,Origin,Destination,Modo,F,M
42,2020-03-03,100:206,100:206,bus,35.0,37.0
42,2020-03-03,100:206,100:206,private_transport,42.0,20.0
42,2020-03-03,100:206,104:202,private_transport,,11.0
42,2020-03-03,100:206,107:207,bus,34.0,14.0
42,2020-03-03,100:206,107:207,private_transport,39.0,
42,2020-03-03,100:206,110:168,bus,,14.0
42,2020-03-03,100:206,110:168,private_transport,,17.0
42,2020-03-03,100:206,122:164,bus,,13.0
42,2020-03-03,100:206,122:164,private_transport,,15.0
42,2020-03-03,100:206,128:142,bus,,15.0
42,2020-03-03,100:206,128:142,private_transport,,10.0
42,2020-03-03,100:206,143:143,bus,45.0,37.0
42,2020-03-03,100:206,143:143,private_transport,49.0,23.0
42,2020-03-03,100:206,149:121,bus,,15.0
42,2020-03-03,100:206,149:121,private_transport,,19.0
42,2020-03-03,100:206,157:129,private_transport,,11.0
42,2020-03-03,100:206,56:416,private_transport,,47.0
42,2020-03-03,100:206,61:413,private_transport,,57.0
42,2020-03-03,100:206,76:314,bus,36.0,
42,2020-03-03,100:206,76:314,private_transport,24.0,
42,2020-03-03,100:206,83:108,bus,15.0,58.0
42,2020-03-03,100:206,83:108,private_transport,25.0,29.0
42,2020-03-03,100:206,98:217,private_transport,,17.0
42,2020-03-03,101:205,100:206,bus,11.0,
42,2020-03-03,101:205,100:206,private_transport,,18.0
42,2020-03-03,101:205,104:202,bus,11.0,
42,2020-03-03,101:205,107:207,bus,,16.0
42,2020-03-03,101:205,107:207,private_transport,,20.0
42,2020-03-03,101:205,110:168,bus,13.0,15.0
42,2020-03-03,101:205,110:168,private_transport,16.0,31.0
42,2020-03-03,101:205,122:164,private_transport,12.0,
42,2020-03-03,101:205,149:121,bus,,12.0
42,2020-03-03,101:205,149:121,private_transport,,14.0
42,2020-03-03,101:205,76:314,bus,12.0,
42,2020-03-03,101:205,76:314,private_transport,,46.0
42,2020-03-03,101:205,83:108,bus,16.0,31.0
42,2020-03-03,101:205,83:108,microtrip,55.0,86.0
42,2020-03-03,101:205,83:108,private_transport,,36.0
42,2020-03-03,101:205,98:217,bus,10.0,11.0
42,2020-03-03,101:205,98:217,private_transport,,12.0
42,2020-03-03,101:205,101:205,bus,24.0,32.0
42,2020-03-03,101:205,101:205,microtrip,49.0,80.0
42,2020-03-03,101:205,101:205,private_transport,,22.0
42,2020-03-03,101:205,102:204,microtrip,12.0,
42,2020-03-03,101:205,108:170,microtrip,86.0,141.0
42,2020-03-03,101:205,109:169,bus,,20.0
42,2020-03-03,101:205,109:169,microtrip,,10.0
42,2020-03-03,101:205,109:169,private_transport,,16.0
42,2020-03-03,101:205,111:167,bus,,56.0
42,2020-03-03,101:205,111:167,private_transport,,62.0
42,2020-03-03,101:205,120:166,bus,10.0,
42,2020-03-03,101:205,120:166,microtrip,14.0,10.0
42,2020-03-03,101:205,126:160,bus,,19.0
42,2020-03-03,101:205,126:160,microtrip,33.0,26.0
42,2020-03-03,101:205,126:160,private_transport,,10.0
42,2020-03-03,101:205,127:159,bus,,17.0
42,2020-03-03,101:205,127:159,microtrip,,20.0
42,2020-03-03,101:205,127:159,private_transport,,11.0
42,2020-03-03,101:205,129:141,bus,28.0,38.0
42,2020-03-03,101:205,129:141,microtrip,99.0,153.0
42,2020-03-03,101:205,129:141,private_transport,14.0,61.0
42,2020-03-03,101:205,130:140,microtrip,40.0,51.0
42,2020-03-03,101:205,135:135,bus,,11.0
42,2020-03-03,101:205,135:135,private_transport,,19.0
42,2020-03-03,101:205,136:150,microtrip,11.0,
42,2020-03-03,101:205,145:125,microtrip,20.0,27.0
42,2020-03-03,101:205,146:124,bus,,21.0
42,2020-03-03,101:205,146:124,microtrip,21.0,18.0
42,2020-03-03,101:205,151:119,bus,58.0,
42,2020-03-03,101:205,151:119,microtrip,99.0,159.0
42,2020-03-03,101:205,151:119,private_transport,25.0,
42,2020-03-03,101:205,152:134,microtrip,58.0,66.0
42,2020-03-03,101:205,153:133,bus,,10.0
42,2020-03-03,101:205,153:133,microtrip,13.0,29.0
42,2020-03-03,101:205,154:132,bus,,31.0
42,2020-03-03,101:205,154:132,microtrip,125.0,152.0
42,2020-03-03,101:205,154:132,private_transport,,18.0
42,2020-03-03,101:205,155:131,microtrip,,10.0
42,2020-03-03,101:205,156:130,microtrip,,26.0
42,2020-03-03,101:205,158:128,bus,,11.0
42,2020-03-03,101:205,158:128,microtrip,,12.0
42,2020-03-03,101:205,160:110,bus,10.0,
42,2020-03-03,101:205,160:110,microtrip,32.0,55.0
42,2020-03-03,101:205,45:319,private_transport,19.0,
42,2020-03-03,101:205,50:412,private_transport,,53.0
42,2020-03-03,101:205,57:310,private_transport,40.0,
42,2020-03-03,101:205,58:303,private_transport,,11.0
42,2020-03-03,101:205,87:104,microtrip,15.0,
42,2020-03-03,101:205,88:103,bus,,10.0
42,2020-03-03,101:205,88:103,microtrip,11.0,
42,2020-03-03,101:205,89:118,bus,13.0,21.0
42,2020-03-03,101:205,89:118,microtrip,66.0,92.0
42,2020-03-03,101:205,89:118,private_transport,,15.0
42,2020-03-03,101:205,90:117,microtrip,,11.0
42,2020-03-03,101:205,92:115,bus,,10.0
42,2020-03-03,101:205,92:115,microtrip,12.0,15.0
42,2020-03-03,101:205,94:113,microtrip,,14.0
42,2020-03-03,101:205,96:111,microtrip,29.0,54.0
42,2020-03-03,101:205,97:102,bus,,23.0
42,2020-03-03,101:205,97:102,private_transport,11.0,
42,2020-03-03,101:205,99:101,bus,,21.0
42,2020-03-03,101:205,9:509,private_transport,,15.0
42,2020-03-03,102:204,110:168,bus,10.0,
42,2020-03-03,102:204,76:314,bus,10.0,
42,2020-03-03,102:204,101:205,microtrip,13.0,
42,2020-03-03,102:204,108:170,microtrip,14.0,26.0
42,2020-03-03,102:204,120:166,microtrip,25.0,26.0
42,2020-03-03,102:204,126:160,microtrip,,16.0
42,2020-03-03,102:204,126:160,private_transport,,13.0
42,2020-03-03,102:204,127:159,bus,,10.0
42,2020-03-03,102:204,127:159,private_transport,,16.0
42,2020-03-03,102:204,135:135,bus,,13.0
42,2020-03-03,102:204,136:150,microtrip,21.0,12.0
42,2020-03-03,102:204,145:125,bus,,11.0
42,2020-03-03,102:204,145:125,microtrip,25.0,20.0
42,2020-03-03,102:204,146:124,microtrip,,13.0
42,2020-03-03,102:204,151:119,microtrip,16.0,20.0
42,2020-03-03,102:204,155:131,microtrip,13.0,
42,2020-03-03,102:204,156:130,microtrip,11.0,11.0
42,2020-03-03,102:204,160:110,microtrip,19.0,15.0
42,2020-03-03,102:204,45:319,bus,,14.0
42,2020-03-03,102:204,45:319,private_transport,13.0,20.0
42,2020-03-03,102:204,50:412,private_transport,,17.0
42,2020-03-03,102:204,87:104,bus,,16.0
42,2020-03-03,102:204,87:104,microtrip,11.0,15.0
42,2020-03-03,102:204,96:111,microtrip,17.0,18.0
42,2020-03-03,102:204,99:101,bus,18.0,
42,2020-03-03,102:204,99:101,microtrip,17.0,20.0
42,2020-03-03,102:204,99:101,private_transport,17.0,
42,2020-03-03,102:204,116:154,bus,,10.0
42,2020-03-03,102:204,134:136,microtrip,,13.0
42,2020-03-03,102:204,140:146,microtrip,12.0,15.0
42,2020-03-03,102:204,141:145,bus,14.0,
42,2020-03-03,102:204,141:145,microtrip,18.0,22.0
42,2020-03-03,102:204,47:320,private_transport,10.0,10.0
42,2020-03-03,102:204,73:311,private_transport,,10.0
42,2020-03-03,103:203,100:206,bus,,15.0
42,2020-03-03,103:203,100:206,private_transport,,15.0
42,2020-03-03,103:203,104:202,bus,,34.0
42,2020-03-03,103:203,104:202,private_transport,,47.0
42,2020-03-03,103:203,107:207,private_transport,,53.0
42,2020-03-03,103:203,110:168,private_transport,14.0,14.0
42,2020-03-03,103:203,143:143,bus,,16.0
42,2020-03-03,103:203,143:143,private_transport,,14.0
42,2020-03-03,103:203,157:129,private_transport,,24.0
42,2020-03-03,103:203,56:416,private_transport,98.0,
42,2020-03-03,103:203,61:413,private_transport,,233.0
42,2020-03-03,103:203,76:314,private_transport,,19.0
42,2020-03-03,103:203,108:170,bus,13.0,
42,2020-03-03,103:203,111:167,bus,,26.0
42,2020-03-03,103:203,111:167,private_transport,,43.0
42,2020-03-03,103:203,135:135,microtrip,11.0,
42,2020-03-03,103:203,153:133,bus,,11.0
42,2020-03-03,103:203,155:131,bus,22.0,
42,2020-03-03,103:203,155:131,private_transport,19.0,
42,2020-03-03,103:203,156:130,bus,47.0,
42,2020-03-03,103:203,156:130,private_transport,52.0,
42,2020-03-03,103:203,158:128,bus,19.0,38.0
42,2020-03-03,103:203,158:128,private_transport,33.0,12.0
42,2020-03-03,103:203,160:110,bus,,10.0
42,2020-03-03,103:203,45:319,bus,,35.0
42,2020-03-03,103:203,45:319,private_transport,123.0,224.0
42,2020-03-03,103:203,50:412,private_transport,,41.0
42,2020-03-03,103:203,58:303,bus,46.0,16.0
42,2020-03-03,103:203,58:303,private_transport,118.0,74.0
42,2020-03-03,103:203,87:104,bus,,15.0
42,2020-03-03,103:203,87:104,private_transport,25.0,13.0
42,2020-03-03,103:203,90:117,bus,,10.0
42,2020-03-03,103:203,92:115,private_transport,,14.0
42,2020-03-03,103:203,97:102,bus,18.0,22.0
42,2020-03-03,103:203,97:102,private_transport,24.0,13.0
42,2020-03-03,103:203,9:509,bus,,29.0
42,2020-03-03,103:203,9:509,private_transport,44.0,309.0
42,2020-03-03,103:203,134:136,bus,,10.0
42,2020-03-03,103:203,134:136,private_transport,,11.0
42,2020-03-03,103:203,140:146,bus,,15.0
42,2020-03-03,103:203,73:311,private_transport,,103.0
42,2020-03-03,103:203,103:203,bus,87.0,64.0
42,2020-03-03,103:203,103:203,private_transport,120.0,135.0
42,2020-03-03,103:203,113:157,microtrip,,12.0
42,2020-03-03,103:203,113:157,private_transport,,14.0
42,2020-03-03,103:203,119:151,private_transport,,10.0
42,2020-03-03,103:203,121:165,bus,,13.0
42,2020-03-03,103:203,121:165,private_transport,,20.0
42,2020-03-03,103:203,124:162,microtrip,,14.0
42,2020-03-03,103:203,124:162,private_transport,22.0,13.0
42,2020-03-03,103:203,131:139,bus,,21.0
42,2020-03-03,103:203,131:139,microtrip,11.0,
42,2020-03-03,103:203,131:139,private_transport,19.0,57.0
42,2020-03-03,103:203,132:138,microtrip,,15.0
42,2020-03-03,103:203,137:149,bus,46.0,
42,2020-03-03,103:203,137:149,microtrip,22.0,20.0
42,2020-03-03,103:203,137:149,private_transport,49.0,13.0
42,2020-03-03,103:203,138:148,bus,135.0,45.0
42,2020-03-03,103:203,138:148,private_transport,76.0,53.0
42,2020-03-03,103:203,144:126,bus,10.0,20.0
42,2020-03-03,103:203,144:126,microtrip,,15.0
42,2020-03-03,103:203,144:126,private_transport,96.0,12.0
42,2020-03-03,103:203,147:123,private_transport,14.0,
42,2020-03-03,103:203,159:127,bus,17.0,29.0
42,2020-03-03,103:203,159:127,microtrip,22.0,19.0
42,2020-03-03,103:203,159:127,private_transport,21.0,18.0
42,2020-03-03,103:203,25:525,private_transport,29.0,
42,2020-03-03,103:203,32:532,private_transport,14.0,38.0
42,2020-03-03,103:203,46:420,private_transport,113.0,17.0
42,2020-03-03,103:203,54:419,private_transport,,100.0
42,2020-03-03,103:203,60:304,private_transport,,11.0
42,2020-03-03,103:203,64:306,private_transport,13.0,30.0
42,2020-03-03,103:203,66:316,private_transport,,20.0
42,2020-03-03,103:203,72:411,private_transport,,176.0
42,2020-03-03,103:203,75:313,private_transport,,22.0
42,2020-03-03,103:203,78:302,private_transport,12.0,23.0
42,2020-03-03,103:203,82:418,private_transport,,20.0
42,2020-03-03,103:203,86:105,private_transport,49.0,
42,2020-03-03,103:203,91:116,microtrip,,10.0
42,2020-03-03,103:203,91:116,private_transport,19.0,12.0
42,2020-03-03,103:203,95:112,microtrip,11.0,20.0
42,2020-03-03,103:203,95:112,private_transport,13.0,
42,2020-03-03,104:202,104:202,bus,27.0,97.0
42,2020-03-03,104:202,104:202,microtrip,11.0,
42,2020-03-03,104:202,104:202,private_transport,59.0,252.0
42,2020-03-03,104:202,110:168,bus,,115.0
42,2020-03-03,104:202,110:168,microtrip,,13.0
42,2020-03-03,104:202,110:168,private_transport,90.0,275.0
42,2020-03-03,104:202,122:164,private_transport,10.0,
42,2020-03-03,104:202,143:143,private_transport,10.0,
42,2020-03-03,104:202,56:416,private_transport,25.0,193.0
42,2020-03-03,104:202,61:413,private_transport,,17.0
42,2020-03-03,104:202,76:314,bus,,10.0
42,2020-03-03,104:202,83:108,bus,11.0,
42,2020-03-03,104:202,83:108,private_transport,11.0,
42,2020-03-03,104:202,98:217,bus,,17.0
42,2020-03-03,104:202,98:217,private_transport,15.0,38.0
42,2020-03-03,104:202,111:167,bus,31.0,72.0
42,2020-03-03,104:202,111:167,private_transport,33.0,149.0
42,2020-03-03,104:202,126:160,bus,65.0,
42,2020-03-03,104:202,126:160,private_transport,60.0,
42,2020-03-03,104:202,127:159,private_transport,25.0,
42,2020-03-03,104:202,130:140,bus,,10.0
42,2020-03-03,104:202,152:134,private_transport,21.0,
42,2020-03-03,104:202,153:133,private_transport,14.0,
42,2020-03-03,104:202,154:132,bus,14.0,19.0
42,2020-03-03,104:202,154:132,private_transport,39.0,13.0
42,2020-03-03,104:202,160:110,bus,10.0,
42,2020-03-03,104:202,160:110,private_transport,12.0,
42,2020-03-03,104:202,45:319,bus,19.0,119.0
42,2020-03-03,104:202,45:319,private_transport,,215.0
42,2020-03-03,104:202,50:412,private_transport,,138.0
42,2020-03-03,104:202,58:303,private_transport,17.0,32.0
42,2020-03-03,104:202,87:104,bus,,22.0
42,2020-03-03,104:202,87:104,private_transport,71.0,26.0
42,2020-03-03,104:202,89:118,bus,10.0,
42,2020-03-03,104:202,89:118,private_transport,12.0,
42,2020-03-03,104:202,90:117,bus,17.0,
42,2020-03-03,104:202,90:117,private_transport,15.0,
42,2020-03-03,104:202,92:115,private_transport,14.0,
42,2020-03-03,104:202,97:102,bus,14.0,
42,2020-03-03,104:202,97:102,private_transport,15.0,
42,2020-03-03,104:202,9:509,private_transport,34.0,
42,2020-03-03,104:202,134:136,bus,,12.0
42,2020-03-03,104:202,141:145,private_transport,,12.0
42,2020-03-03,104:202,73:311,private_transport,,117.0
42,2020-03-03,104:202,103:203,bus,18.0,
42,2020-03-03,104:202,103:203,private_transport,,21.0
42,2020-03-03,104:202,113:157,private_transport,16.0,
42,2020-03-03,104:202,121:165,bus,19.0,
42,2020-03-03,104:202,121:165,private_transport,11.0,11.0
42,2020-03-03,104:202,131:139,bus,,14.0
42,2020-03-03,104:202,131:139,private_transport,,13.0
42,2020-03-03,104:202,132:138,private_transport,12.0,
42,2020-03-03,104:202,138:148,bus,20.0,16.0
42,2020-03-03,104:202,138:148,private_transport,,10.0
42,2020-03-03,104:202,144:126,bus,,10.0
42,2020-03-03,104:202,144:126,private_transport,16.0,
42,2020-03-03,104:202,147:123,bus,,32.0
42,2020-03-03,104:202,147:123,private_transport,19.0,56.0
42,2020-03-03,104:202,159:127,bus,22.0,38.0
42,2020-03-03,104:202,159:127,private_transport,,16.0
42,2020-03-03,104:202,32:532,private_transport,16.0,
42,2020-03-03,104:202,64:306,private_transport,20.0,58.0
42,2020-03-03,104:202,66:316,private_transport,,10.0
42,2020-03-03,104:202,75:313,private_transport,,102.0
42,2020-03-03,104:202,78:302,private_transport,16.0,16.0
42,2020-03-03,104:202,91:116,bus,,18.0
42,2020-03-03,104:202,91:116,private_transport,37.0,10.0
42,2020-03-03,104:202,95:112,private_transport,21.0,
42,2020-03-03,104:202,114:156,bus,,17.0
42,2020-03-03,104:202,114:156,private_transport,,35.0
42,2020-03-03,104:202,117:153,private_transport,,12.0
42,2020-03-03,104:202,139:147,private_transport,,11.0
42,2020-03-03,104:202,148:122,private_transport,,11.0
42,2020-03-03,104:202,48:301,private_transport,36.0,
42,2020-03-03,104:202,51:308,private_transport,,15.0
42,2020-03-03,104:202,53:309,private_transport,,11.0
42,2020-03-03,104:202,84:107,private_transport,10.0,
42,2020-03-03,105:201,104:202,bus,,10.0
42,2020-03-03,105:201,104:202,private_transport,,13.0
42,2020-03-03,105:201,107:207,bus,,10.0
42,2020-03-03,105:201,110:168,bus,12.0,12.0
42,2020-03-03,105:201,110:168,private_transport,13.0,
42,2020-03-03,105:201,122:164,private_transport,26.0,
42,2020-03-03,105:201,61:413,private_transport,,38.0
42,2020-03-03,105:201,98:217,bus,11.0,
42,2020-03-03,105:201,45:319,private_transport,,72.0
42,2020-03-03,105:201,50:412,private_transport,,65.0
42,2020-03-03,105:201,57:310,private_transport,,24.0
42,2020-03-03,105:201,97:102,private_transport,20.0,
42,2020-03-03,105:201,9:509,private_transport,,10.0
42,2020-03-03,105:201,144:126,private_transport,14.0,
42,2020-03-03,105:201,147:123,bus,12.0,
42,2020-03-03,105:201,159:127,bus,24.0,
42,2020-03-03,105:201,159:127,private_transport,38.0,
42,2020-03-03,105:201,75:313,private_transport,,71.0
42,2020-03-03,105:201,82:418,private_transport,,11.0
42,2020-03-03,105:201,114:156,private_transport,19.0,
42,2020-03-03,105:201,53:309,private_transport,,45.0
42,2020-03-03,105:201,105:201,bus,10.0,
42,2020-03-03,105:201,105:201,private_transport,,25.0
42,2020-03-03,105:201,106:208,private_transport,,14.0
42,2020-03-03,105:201,112:158,bus,11.0,
42,2020-03-03,106:208,104:202,private_transport,,11.0
42,2020-03-03,106:208,107:207,bus,,21.0
42,2020-03-03,106:208,107:207,private_transport,22.0,
42,2020-03-03,106:208,110:168,bus,21.0,13.0
42,2020-03-03,106:208,110:168,private_transport,11.0,
42,2020-03-03,106:208,149:121,bus,11.0,
42,2020-03-03,106:208,149:121,private_transport,,14.0
42,2020-03-03,106:208,56:416,private_transport,,14.0
42,2020-03-03,106:208,61:413,private_transport,,127.0
42,2020-03-03,106:208,98:217,microtrip,,11.0
42,2020-03-03,106:208,111:167,bus,,11.0
42,2020-03-03,106:208,153:133,bus,12.0,
42,2020-03-03,106:208,45:319,private_transport,,72.0
42,2020-03-03,106:208,50:412,private_transport,,44.0
42,2020-03-03,106:208,57:310,bus,11.0,
42,2020-03-03,106:208,57:310,private_transport,,21.0
42,2020-03-03,106:208,58:303,private_transport,,26.0
42,2020-03-03,106:208,9:509,bus,,36.0
42,2020-03-03,106:208,9:509,private_transport,,17.0
42,2020-03-03,106:208,103:203,private_transport,,12.0
42,2020-03-03,106:208,144:126,bus,12.0,
42,2020-03-03,106:208,147:123,private_transport,14.0,11.0
42,2020-03-03,106:208,159:127,bus,21.0,
42,2020-03-03,106:208,159:127,private_transport,48.0,
42,2020-03-03,106:208,75:313,private_transport,,51.0
42,2020-03-03,106:208,82:418,private_transport,,34.0
42,2020-03-03,106:208,114:156,bus,19.0,
42,2020-03-03,106:208,48:301,private_transport,,12.0
42,2020-03-03,106:208,53:309,bus,,16.0
42,2020-03-03,106:208,53:309,private_transport,,25.0
42,2020-03-03,106:208,105:201,bus,15.0,
42,2020-03-03,106:208,105:201,private_transport,,20.0
42,2020-03-03,106:208,106:208,bus,12.0,
42,2020-03-03,106:208,106:208,private_transport,,14.0
42,2020-03-03,106:208,112:158,bus,13.0,23.0
42,2020-03-03,106:208,112:158,private_transport,22.0,
42,2020-03-03,107:207,100:206,bus,40.0,22.0
42,2020-03-03,107:207,100:206,private_transport,40.0,13.0
