ProjectID,Date,Origin,Destination,Modo,A,B1,B2,C1,C2,DE,NSEG
42,2020-03-09,0:500,116:154,private_transport,,,,26.0,,,
42,2020-03-09,0:500,134:136,private_transport,,,,30.0,,,
42,2020-03-09,0:500,135:135,private_transport,,,,78.0,,,
42,2020-03-09,0:500,57:310,private_transport,,,,,,,13.0
42,2020-03-09,100:206,100:206,bus,,14.0,26.0,18.0,,,
42,2020-03-09,100:206,100:206,microtrip,,,,15.0,,,
42,2020-03-09,100:206,100:206,private_transport,,,20.0,38.0,13.0,,
42,2020-03-09,100:206,103:203,private_transport,,,,17.0,,,
42,2020-03-09,100:206,107:207,bus,,,19.0,12.0,,,
42,2020-03-09,100:206,107:207,private_transport,,,15.0,32.0,,,
42,2020-03-09,100:206,109:169,private_transport,,,,11.0,,,
42,2020-03-09,100:206,111:167,private_transport,,,,36.0,,,
42,2020-03-09,100:206,121:165,bus,,,,10.0,,,
42,2020-03-09,100:206,121:165,private_transport,,,,64.0,,,
42,2020-03-09,100:206,122:164,private_transport,,17.0,,,,,
42,2020-03-09,100:206,128:142,bus,,,10.0,,,,
42,2020-03-09,100:206,128:142,private_transport,,,,10.0,,,
42,2020-03-09,100:206,137:149,private_transport,,,,21.0,,,
42,2020-03-09,100:206,138:148,private_transport,,,,38.0,,,
42,2020-03-09,100:206,143:143,bus,,15.0,,21.0,,,
42,2020-03-09,100:206,143:143,private_transport,,,,30.0,11.0,,
42,2020-03-09,100:206,149:121,bus,,11.0,,,,,
42,2020-03-09,100:206,149:121,private_transport,,22.0,16.0,,,,
42,2020-03-09,100:206,150:120,private_transport,,16.0,,,,,
42,2020-03-09,100:206,157:129,private_transport,,,23.0,,,,
42,2020-03-09,100:206,158:128,private_transport,,,10.0,,,,
42,2020-03-09,100:206,159:127,bus,,,,33.0,,,
42,2020-03-09,100:206,159:127,private_transport,,,,52.0,,,
42,2020-03-09,100:206,50:412,private_transport,,,,65.0,,,41.0
42,2020-03-09,100:206,58:303,private_transport,,,107.0,,,,60.0
42,2020-03-09,100:206,61:413,private_transport,,,,45.0,,,
42,2020-03-09,100:206,62:307,private_transport,,,,,,,46.0
42,2020-03-09,100:206,64:306,private_transport,79.0,,,,24.0,,
42,2020-03-09,100:206,76:314,bus,,,10.0,,,,
42,2020-03-09,100:206,76:314,private_transport,,,67.0,,,,
42,2020-03-09,100:206,78:302,private_transport,,,,,30.0,,
42,2020-03-09,100:206,83:108,microtrip,,,,12.0,,,
42,2020-03-09,100:206,83:108,private_transport,,,47.0,14.0,,,
42,2020-03-09,100:206,84:107,private_transport,,,,23.0,,,
42,2020-03-09,100:206,86:105,private_transport,,,,21.0,,,
42,2020-03-09,100:206,94:113,private_transport,,,,,,,12.0
42,2020-03-09,100:206,98:217,bus,,,,10.0,,,
42,2020-03-09,100:206,98:217,private_transport,,,,,,,26.0
42,2020-03-09,101:205,57:310,private_transport,,,,37.0,,,
42,2020-03-09,101:205,100:206,bus,,,,11.0,,,
42,2020-03-09,101:205,103:203,bus,,,,12.0,,,
42,2020-03-09,101:205,103:203,private_transport,,,,40.0,,,
42,2020-03-09,101:205,109:169,microtrip,,,,12.0,,,
42,2020-03-09,101:205,111:167,private_transport,,,22.0,11.0,,,
42,2020-03-09,101:205,121:165,bus,,,,11.0,,,
42,2020-03-09,101:205,121:165,private_transport,,,,10.0,,,
42,2020-03-09,101:205,128:142,microtrip,,,,11.0,,,
42,2020-03-09,101:205,138:148,private_transport,,,,20.0,,,
42,2020-03-09,101:205,143:143,bus,,,10.0,,,,
42,2020-03-09,101:205,143:143,microtrip,,,,10.0,,,
42,2020-03-09,101:205,159:127,bus,,,,10.0,,,
42,2020-03-09,101:205,50:412,private_transport,,,34.0,,,,12.0
42,2020-03-09,101:205,58:303,private_transport,,,17.0,31.0,,,
42,2020-03-09,101:205,61:413,private_transport,,,,26.0,,,
42,2020-03-09,101:205,62:307,private_transport,,,,,,,12.0
42,2020-03-09,101:205,64:306,private_transport,14.0,,,10.0,,,
42,2020-03-09,101:205,76:314,bus,,,,,,,25.0
42,2020-03-09,101:205,76:314,private_transport,,31.0,32.0,48.0,,,15.0
42,2020-03-09,101:205,78:302,private_transport,,,,13.0,13.0,,
42,2020-03-09,101:205,83:108,microtrip,,,53.0,70.0,,,20.0
42,2020-03-09,101:205,83:108,private_transport,,,18.0,13.0,14.0,,
42,2020-03-09,101:205,94:113,bus,,,,16.0,,,
42,2020-03-09,101:205,94:113,private_transport,,,,10.0,,,
42,2020-03-09,101:205,98:217,private_transport,,,,,,,11.0
42,2020-03-09,101:205,101:205,microtrip,,,27.0,87.0,12.0,,36.0
42,2020-03-09,101:205,101:205,private_transport,,,,30.0,,,
42,2020-03-09,101:205,102:204,private_transport,,,,12.0,,,
42,2020-03-09,101:205,108:170,microtrip,,,31.0,96.0,,,42.0
42,2020-03-09,101:205,110:168,bus,,,14.0,,,,
42,2020-03-09,101:205,119:151,private_transport,,,18.0,,,,
42,2020-03-09,101:205,120:166,bus,,,11.0,,,,
42,2020-03-09,101:205,120:166,microtrip,,,,13.0,,,
42,2020-03-09,101:205,120:166,private_transport,,,11.0,,,,
42,2020-03-09,101:205,123:163,private_transport,,,,10.0,,,
42,2020-03-09,101:205,126:160,microtrip,,,,23.0,,11.0,
42,2020-03-09,101:205,126:160,private_transport,,,,14.0,,,
42,2020-03-09,101:205,127:159,microtrip,,10.0,,,,,
42,2020-03-09,101:205,127:159,private_transport,,,,16.0,,,
42,2020-03-09,101:205,129:141,microtrip,,,54.0,146.0,20.0,,48.0
42,2020-03-09,101:205,129:141,private_transport,,,18.0,,,,11.0
42,2020-03-09,101:205,130:140,microtrip,,,21.0,34.0,,,
42,2020-03-09,101:205,130:140,private_transport,,,21.0,,,,
42,2020-03-09,101:205,136:150,bus,,,13.0,,,,
42,2020-03-09,101:205,136:150,microtrip,,,,10.0,,,
42,2020-03-09,101:205,140:146,bus,,,13.0,,,,
42,2020-03-09,101:205,140:146,private_transport,,,,11.0,,,
42,2020-03-09,101:205,141:145,bus,,,,,,13.0,
42,2020-03-09,101:205,141:145,private_transport,,,,,,11.0,
42,2020-03-09,101:205,144:126,private_transport,,,10.0,,,,
42,2020-03-09,101:205,145:125,microtrip,,,13.0,26.0,,,
42,2020-03-09,101:205,146:124,bus,,,,18.0,15.0,,
42,2020-03-09,101:205,146:124,microtrip,,,,20.0,13.0,,18.0
42,2020-03-09,101:205,146:124,private_transport,,,,48.0,,,
42,2020-03-09,101:205,151:119,microtrip,,17.0,42.0,112.0,24.0,,72.0
42,2020-03-09,101:205,151:119,private_transport,,,,19.0,,,
42,2020-03-09,101:205,152:134,microtrip,,,,45.0,,,19.0
42,2020-03-09,101:205,152:134,private_transport,,,,23.0,,,
42,2020-03-09,101:205,153:133,microtrip,,,17.0,,,,
42,2020-03-09,101:205,153:133,private_transport,,,,12.0,,,
42,2020-03-09,101:205,154:132,microtrip,,,52.0,87.0,15.0,12.0,27.0
42,2020-03-09,101:205,156:130,microtrip,,,14.0,18.0,,,
42,2020-03-09,101:205,160:110,microtrip,,12.0,25.0,39.0,,,20.0
42,2020-03-09,101:205,160:110,private_transport,,,10.0,19.0,,,
42,2020-03-09,101:205,25:525,private_transport,,,15.0,17.0,,,
42,2020-03-09,101:205,276:144,private_transport,,,,,,,11.0
42,2020-03-09,101:205,32:532,private_transport,,,,33.0,,,
42,2020-03-09,101:205,45:319,private_transport,,,35.0,27.0,11.0,42.0,
42,2020-03-09,101:205,47:320,private_transport,,,16.0,10.0,,,
42,2020-03-09,101:205,68:315,private_transport,,,,11.0,,,
42,2020-03-09,101:205,87:104,microtrip,,,,13.0,,,
42,2020-03-09,101:205,87:104,private_transport,,,20.0,,,,
42,2020-03-09,101:205,89:118,microtrip,,11.0,31.0,65.0,13.0,,33.0
42,2020-03-09,101:205,90:117,microtrip,,,,10.0,,,13.0
42,2020-03-09,101:205,90:117,private_transport,,,,23.0,,,
42,2020-03-09,101:205,93:114,bus,,,,19.0,,,
42,2020-03-09,101:205,96:111,bus,,,,,,,11.0
42,2020-03-09,101:205,96:111,microtrip,,,,40.0,,,
42,2020-03-09,101:205,99:101,microtrip,,,11.0,,,,
42,2020-03-09,101:205,9:509,private_transport,,,,31.0,,,
42,2020-03-09,102:204,57:310,private_transport,,,,11.0,,,
42,2020-03-09,102:204,111:167,private_transport,,,14.0,,,,
42,2020-03-09,102:204,50:412,private_transport,,,16.0,,,,
42,2020-03-09,102:204,76:314,private_transport,,,13.0,,,,
42,2020-03-09,102:204,101:205,microtrip,,,12.0,,,,
42,2020-03-09,102:204,102:204,microtrip,,,,,,,10.0
42,2020-03-09,102:204,108:170,microtrip,,,13.0,,,,10.0
42,2020-03-09,102:204,110:168,bus,,,13.0,,,,
42,2020-03-09,102:204,120:166,microtrip,,,,33.0,,,
42,2020-03-09,102:204,136:150,microtrip,,,,,13.0,,
42,2020-03-09,102:204,136:150,private_transport,,,,,,,11.0
42,2020-03-09,102:204,140:146,private_transport,,,10.0,,,,
42,2020-03-09,102:204,141:145,microtrip,,,,29.0,,,11.0
42,2020-03-09,102:204,141:145,private_transport,,,10.0,11.0,,,
42,2020-03-09,102:204,145:125,microtrip,,,,36.0,,,
42,2020-03-09,102:204,146:124,private_transport,,,,15.0,11.0,,
42,2020-03-09,102:204,151:119,microtrip,,,11.0,,,,
42,2020-03-09,102:204,152:134,microtrip,,,,12.0,,,
42,2020-03-09,102:204,156:130,microtrip,,,,12.0,,,
42,2020-03-09,102:204,160:110,bus,,,,,,,10.0
42,2020-03-09,102:204,160:110,microtrip,,11.0,,25.0,,,
42,2020-03-09,102:204,160:110,private_transport,,,,,,,10.0
42,2020-03-09,102:204,25:525,private_transport,,,14.0,11.0,,,
42,2020-03-09,102:204,45:319,private_transport,,,,,,11.0,
42,2020-03-09,102:204,89:118,microtrip,,,,14.0,,,
42,2020-03-09,102:204,90:117,private_transport,,,,,,,11.0
42,2020-03-09,102:204,96:111,microtrip,,10.0,,10.0,,,
42,2020-03-09,102:204,96:111,private_transport,,,,11.0,,,
42,2020-03-09,102:204,99:101,microtrip,,,,16.0,,,10.0
42,2020-03-09,102:204,113:157,private_transport,,,,10.0,,,
42,2020-03-09,102:204,75:313,private_transport,,,,11.0,,,
42,2020-03-09,102:204,92:115,microtrip,,,,10.0,,,
42,2020-03-09,103:203,116:154,private_transport,,,,14.0,,,
42,2020-03-09,103:203,134:136,private_transport,,,,35.0,,,
42,2020-03-09,103:203,135:135,private_transport,,,,53.0,,,
42,2020-03-09,103:203,57:310,private_transport,,,,54.0,,,39.0
42,2020-03-09,103:203,103:203,bus,,,12.0,33.0,,,
42,2020-03-09,103:203,103:203,microtrip,,,12.0,,,,13.0
42,2020-03-09,103:203,103:203,private_transport,33.0,,42.0,211.0,,,50.0
42,2020-03-09,103:203,107:207,private_transport,,,,31.0,,,
42,2020-03-09,103:203,109:169,private_transport,,,13.0,,,,
42,2020-03-09,103:203,111:167,private_transport,,,65.0,22.0,,,12.0
42,2020-03-09,103:203,121:165,microtrip,,,12.0,,,,
42,2020-03-09,103:203,121:165,private_transport,,,10.0,11.0,,,
42,2020-03-09,103:203,137:149,bus,,,,10.0,,,
