,ProjectID,Date,Origin,Destination,Modo,Distance,Trips
0,42,2019-11-20,126:160,126:160,bus,0_5,73.0
1,42,2019-11-20,160:110,126:160,bus,0_5,16.0
2,42,2019-11-20,90:117,126:160,bus,0_5,32.0
3,42,2019-11-20,92:115,126:160,bus,0_5,
4,42,2019-11-20,97:102,126:160,bus,0_5,
5,42,2019-11-20,160:110,145:125,bus,0_5,
6,42,2019-11-20,156:130,156:130,bus,0_5,
7,42,2019-11-20,160:110,156:130,bus,0_5,10.0
8,42,2019-11-20,96:111,156:130,bus,0_5,
9,42,2019-11-20,126:160,160:110,bus,0_5,17.0
10,42,2019-11-20,145:125,160:110,bus,0_5,
11,42,2019-11-20,156:130,160:110,bus,0_5,10.0
12,42,2019-11-20,160:110,160:110,bus,0_5,17.0
13,42,2019-11-20,90:117,160:110,bus,0_5,14.0
14,42,2019-11-20,96:111,160:110,bus,0_5,10.0
15,42,2019-11-20,126:160,85:106,bus,0_5,
16,42,2019-11-20,90:117,85:106,bus,0_5,
17,42,2019-11-20,92:115,85:106,bus,0_5,
18,42,2019-11-20,90:117,87:104,bus,0_5,
19,42,2019-11-20,90:117,88:103,bus,0_5,
20,42,2019-11-20,126:160,90:117,bus,0_5,39.0
21,42,2019-11-20,160:110,90:117,bus,0_5,12.0
22,42,2019-11-20,85:106,90:117,bus,0_5,
23,42,2019-11-20,87:104,90:117,bus,0_5,
24,42,2019-11-20,90:117,90:117,bus,0_5,122.0
25,42,2019-11-20,92:115,90:117,bus,0_5,29.0
26,42,2019-11-20,97:102,90:117,bus,0_5,
27,42,2019-11-20,126:160,92:115,bus,0_5,
28,42,2019-11-20,90:117,92:115,bus,0_5,
29,42,2019-11-20,92:115,92:115,bus,0_5,
30,42,2019-11-20,156:130,96:111,bus,0_5,
31,42,2019-11-20,160:110,96:111,bus,0_5,
32,42,2019-11-20,96:111,96:111,bus,0_5,
33,42,2019-11-20,126:160,97:102,bus,0_5,12.0
34,42,2019-11-20,90:117,97:102,bus,0_5,
35,42,2019-11-20,104:202,104:202,bus,5_10,12.0
36,42,2019-11-20,111:167,104:202,bus,5_10,18.0
37,42,2019-11-20,138:148,104:202,bus,5_10,
38,42,2019-11-20,144:126,108:170,bus,5_10,10.0
39,42,2019-11-20,87:104,108:170,bus,5_10,
40,42,2019-11-20,91:116,108:170,bus,5_10,13.0
41,42,2019-11-20,92:115,108:170,bus,5_10,
42,42,2019-11-20,109:169,109:169,bus,5_10,20.0
43,42,2019-11-20,110:168,109:169,bus,5_10,
44,42,2019-11-20,126:160,109:169,bus,5_10,
45,42,2019-11-20,276:144,109:169,bus,5_10,12.0
46,42,2019-11-20,90:117,109:169,bus,5_10,
47,42,2019-11-20,93:114,109:169,bus,5_10,
48,42,2019-11-20,94:113,109:169,bus,5_10,
49,42,2019-11-20,98:217,109:169,bus,5_10,
50,42,2019-11-20,109:169,110:168,bus,5_10,
51,42,2019-11-20,98:217,110:168,bus,5_10,
52,42,2019-11-20,104:202,111:167,bus,5_10,18.0
53,42,2019-11-20,111:167,111:167,bus,5_10,122.0
54,42,2019-11-20,138:148,111:167,bus,5_10,20.0
55,42,2019-11-20,115:155,115:155,bus,5_10,
56,42,2019-11-20,116:154,115:155,bus,5_10,
57,42,2019-11-20,125:161,115:155,bus,5_10,11.0
58,42,2019-11-20,135:135,115:155,bus,5_10,12.0
59,42,2019-11-20,159:127,115:155,bus,5_10,
60,42,2019-11-20,45:319,115:155,bus,5_10,
61,42,2019-11-20,115:155,116:154,bus,5_10,
62,42,2019-11-20,116:154,116:154,bus,5_10,
63,42,2019-11-20,126:160,116:154,bus,5_10,10.0
64,42,2019-11-20,127:159,116:154,bus,5_10,
65,42,2019-11-20,134:136,116:154,bus,5_10,
66,42,2019-11-20,135:135,116:154,bus,5_10,
67,42,2019-11-20,45:319,116:154,bus,5_10,14.0
68,42,2019-11-20,141:145,118:152,bus,5_10,
69,42,2019-11-20,120:166,120:166,bus,5_10,24.0
70,42,2019-11-20,136:150,120:166,bus,5_10,14.0
71,42,2019-11-20,140:146,120:166,bus,5_10,
72,42,2019-11-20,141:145,120:166,bus,5_10,10.0
73,42,2019-11-20,109:169,122:164,bus,5_10,
74,42,2019-11-20,123:163,122:164,bus,5_10,
75,42,2019-11-20,126:160,122:164,bus,5_10,23.0
76,42,2019-11-20,150:120,122:164,bus,5_10,
77,42,2019-11-20,160:110,122:164,bus,5_10,
78,42,2019-11-20,90:117,122:164,bus,5_10,13.0
79,42,2019-11-20,93:114,122:164,bus,5_10,
80,42,2019-11-20,94:113,122:164,bus,5_10,
81,42,2019-11-20,97:102,122:164,bus,5_10,10.0
82,42,2019-11-20,123:163,123:163,bus,5_10,
83,42,2019-11-20,126:160,123:163,bus,5_10,14.0
84,42,2019-11-20,160:110,123:163,bus,5_10,
85,42,2019-11-20,90:117,123:163,bus,5_10,
86,42,2019-11-20,93:114,123:163,bus,5_10,
87,42,2019-11-20,94:113,123:163,bus,5_10,
88,42,2019-11-20,97:102,123:163,bus,5_10,
89,42,2019-11-20,124:162,124:162,bus,5_10,
90,42,2019-11-20,137:149,124:162,bus,5_10,
91,42,2019-11-20,159:127,124:162,bus,5_10,
92,42,2019-11-20,115:155,125:161,bus,5_10,
93,42,2019-11-20,137:149,125:161,bus,5_10,
94,42,2019-11-20,159:127,125:161,bus,5_10,
95,42,2019-11-20,101:205,126:160,bus,5_10,
96,42,2019-11-20,102:204,126:160,bus,5_10,
97,42,2019-11-20,120:166,126:160,bus,5_10,15.0
98,42,2019-11-20,121:165,126:160,bus,5_10,
99,42,2019-11-20,122:164,126:160,bus,5_10,
100,42,2019-11-20,123:163,126:160,bus,5_10,
101,42,2019-11-20,126:160,126:160,bus,5_10,32.0
102,42,2019-11-20,127:159,126:160,bus,5_10,16.0
103,42,2019-11-20,129:141,126:160,bus,5_10,21.0
104,42,2019-11-20,141:145,126:160,bus,5_10,
105,42,2019-11-20,145:125,126:160,bus,5_10,13.0
106,42,2019-11-20,158:128,126:160,bus,5_10,
107,42,2019-11-20,160:110,126:160,bus,5_10,
108,42,2019-11-20,84:107,126:160,bus,5_10,
109,42,2019-11-20,85:106,126:160,bus,5_10,
110,42,2019-11-20,86:105,126:160,bus,5_10,
111,42,2019-11-20,87:104,126:160,bus,5_10,
112,42,2019-11-20,88:103,126:160,bus,5_10,
113,42,2019-11-20,89:118,126:160,bus,5_10,13.0
114,42,2019-11-20,90:117,126:160,bus,5_10,32.0
115,42,2019-11-20,93:114,126:160,bus,5_10,
116,42,2019-11-20,97:102,126:160,bus,5_10,54.0
117,42,2019-11-20,99:101,126:160,bus,5_10,31.0
118,42,2019-11-20,101:205,127:159,bus,5_10,
119,42,2019-11-20,121:165,127:159,bus,5_10,
120,42,2019-11-20,122:164,127:159,bus,5_10,
121,42,2019-11-20,123:163,127:159,bus,5_10,
122,42,2019-11-20,126:160,127:159,bus,5_10,
123,42,2019-11-20,127:159,127:159,bus,5_10,
124,42,2019-11-20,129:141,127:159,bus,5_10,31.0
125,42,2019-11-20,160:110,127:159,bus,5_10,
126,42,2019-11-20,84:107,127:159,bus,5_10,
127,42,2019-11-20,89:118,127:159,bus,5_10,16.0
128,42,2019-11-20,90:117,127:159,bus,5_10,
129,42,2019-11-20,93:114,127:159,bus,5_10,
130,42,2019-11-20,94:113,127:159,bus,5_10,
131,42,2019-11-20,97:102,127:159,bus,5_10,
132,42,2019-11-20,129:141,129:141,bus,5_10,
133,42,2019-11-20,130:140,129:141,bus,5_10,
134,42,2019-11-20,154:132,129:141,bus,5_10,10.0
135,42,2019-11-20,83:108,129:141,bus,5_10,
136,42,2019-11-20,89:118,129:141,bus,5_10,
137,42,2019-11-20,129:141,130:140,bus,5_10,11.0
138,42,2019-11-20,130:140,130:140,bus,5_10,19.0
139,42,2019-11-20,83:108,130:140,bus,5_10,
140,42,2019-11-20,135:135,133:137,bus,5_10,
141,42,2019-11-20,160:110,133:137,bus,5_10,
142,42,2019-11-20,45:319,133:137,bus,5_10,
