,Date,Destination,Distance,Modo,Origin,ProjectID,Trips
0,2020-03-06,101:205,0_5,bus,101:205,42,
1,2020-03-06,101:205,0_5,bus,129:141,42,11.0
2,2020-03-06,101:205,0_5,bus,89:118,42,
3,2020-03-06,120:166,0_5,bus,99:101,42,
4,2020-03-06,129:141,0_5,bus,101:205,42,
5,2020-03-06,129:141,0_5,bus,129:141,42,34.0
6,2020-03-06,129:141,0_5,bus,89:118,42,
7,2020-03-06,133:137,0_5,bus,133:137,42,
8,2020-03-06,133:137,0_5,bus,134:136,42,
9,2020-03-06,133:137,0_5,bus,144:126,42,
10,2020-03-06,133:137,0_5,bus,159:127,42,
11,2020-03-06,134:136,0_5,bus,133:137,42,
12,2020-03-06,134:136,0_5,bus,144:126,42,
13,2020-03-06,134:136,0_5,bus,156:130,42,
14,2020-03-06,141:145,0_5,bus,99:101,42,
15,2020-03-06,144:126,0_5,bus,133:137,42,
16,2020-03-06,144:126,0_5,bus,134:136,42,
17,2020-03-06,144:126,0_5,bus,144:126,42,
18,2020-03-06,144:126,0_5,bus,159:127,42,
19,2020-03-06,145:125,0_5,bus,99:101,42,
20,2020-03-06,155:131,0_5,bus,155:131,42,
21,2020-03-06,155:131,0_5,bus,156:130,42,
22,2020-03-06,156:130,0_5,bus,134:136,42,
23,2020-03-06,156:130,0_5,bus,155:131,42,
24,2020-03-06,156:130,0_5,bus,156:130,42,15.0
25,2020-03-06,156:130,0_5,bus,91:116,42,
26,2020-03-06,159:127,0_5,bus,133:137,42,
27,2020-03-06,159:127,0_5,bus,144:126,42,
28,2020-03-06,89:118,0_5,bus,101:205,42,
29,2020-03-06,89:118,0_5,bus,129:141,42,
30,2020-03-06,89:118,0_5,bus,89:118,42,
31,2020-03-06,91:116,0_5,bus,156:130,42,
32,2020-03-06,99:101,0_5,bus,120:166,42,12.0
33,2020-03-06,99:101,0_5,bus,141:145,42,
34,2020-03-06,99:101,0_5,bus,145:125,42,
35,2020-03-06,99:101,0_5,bus,99:101,42,
36,2020-03-06,100:206,5_10,bus,100:206,42,
37,2020-03-06,100:206,5_10,bus,107:207,42,
38,2020-03-06,100:206,5_10,bus,128:142,42,
39,2020-03-06,100:206,5_10,bus,143:143,42,
40,2020-03-06,100:206,5_10,bus,83:108,42,
41,2020-03-06,101:205,5_10,bus,101:205,42,
42,2020-03-06,101:205,5_10,bus,108:170,42,
43,2020-03-06,101:205,5_10,bus,129:141,42,
44,2020-03-06,101:205,5_10,bus,151:119,42,
45,2020-03-06,101:205,5_10,bus,152:134,42,10.0
46,2020-03-06,101:205,5_10,bus,154:132,42,
47,2020-03-06,101:205,5_10,bus,89:118,42,
48,2020-03-06,102:204,5_10,bus,99:101,42,
49,2020-03-06,103:203,5_10,bus,103:203,42,12.0
50,2020-03-06,103:203,5_10,bus,131:139,42,
51,2020-03-06,103:203,5_10,bus,138:148,42,
52,2020-03-06,103:203,5_10,bus,58:303,42,
53,2020-03-06,104:202,5_10,bus,104:202,42,
54,2020-03-06,104:202,5_10,bus,111:167,42,
55,2020-03-06,104:202,5_10,bus,138:148,42,
56,2020-03-06,107:207,5_10,bus,100:206,42,
57,2020-03-06,107:207,5_10,bus,107:207,42,
58,2020-03-06,107:207,5_10,bus,143:143,42,
59,2020-03-06,107:207,5_10,bus,83:108,42,
60,2020-03-06,109:169,5_10,bus,109:169,42,
61,2020-03-06,109:169,5_10,bus,110:168,42,
62,2020-03-06,109:169,5_10,bus,122:164,42,
63,2020-03-06,109:169,5_10,bus,128:142,42,
64,2020-03-06,109:169,5_10,bus,143:143,42,
65,2020-03-06,109:169,5_10,bus,149:121,42,12.0
66,2020-03-06,109:169,5_10,bus,150:120,42,12.0
67,2020-03-06,109:169,5_10,bus,160:110,42,
68,2020-03-06,109:169,5_10,bus,83:108,42,
69,2020-03-06,109:169,5_10,bus,96:111,42,
70,2020-03-06,109:169,5_10,bus,97:102,42,
71,2020-03-06,109:169,5_10,bus,98:217,42,
72,2020-03-06,110:168,5_10,bus,109:169,42,13.0
73,2020-03-06,110:168,5_10,bus,110:168,42,39.0
74,2020-03-06,110:168,5_10,bus,111:167,42,
75,2020-03-06,110:168,5_10,bus,122:164,42,
76,2020-03-06,110:168,5_10,bus,149:121,42,
77,2020-03-06,110:168,5_10,bus,150:120,42,
78,2020-03-06,110:168,5_10,bus,97:102,42,
79,2020-03-06,110:168,5_10,bus,98:217,42,
80,2020-03-06,111:167,5_10,bus,104:202,42,15.0
81,2020-03-06,111:167,5_10,bus,110:168,42,
82,2020-03-06,111:167,5_10,bus,111:167,42,215.0
83,2020-03-06,111:167,5_10,bus,126:160,42,11.0
84,2020-03-06,111:167,5_10,bus,127:159,42,11.0
85,2020-03-06,111:167,5_10,bus,138:148,42,13.0
86,2020-03-06,111:167,5_10,bus,152:134,42,
87,2020-03-06,113:157,5_10,bus,113:157,42,
88,2020-03-06,113:157,5_10,bus,117:153,42,
89,2020-03-06,113:157,5_10,bus,131:139,42,
90,2020-03-06,113:157,5_10,bus,132:138,42,10.0
91,2020-03-06,113:157,5_10,bus,95:112,42,
92,2020-03-06,115:155,5_10,bus,159:127,42,
93,2020-03-06,116:154,5_10,bus,159:127,42,
94,2020-03-06,117:153,5_10,bus,113:157,42,
95,2020-03-06,117:153,5_10,bus,95:112,42,
96,2020-03-06,117:153,5_10,bus,99:101,42,
97,2020-03-06,118:152,5_10,bus,120:166,42,
98,2020-03-06,118:152,5_10,bus,141:145,42,
99,2020-03-06,118:152,5_10,bus,145:125,42,10.0
100,2020-03-06,118:152,5_10,bus,99:101,42,
101,2020-03-06,119:151,5_10,bus,120:166,42,
102,2020-03-06,119:151,5_10,bus,141:145,42,
103,2020-03-06,119:151,5_10,bus,145:125,42,12.0
104,2020-03-06,119:151,5_10,bus,99:101,42,13.0
105,2020-03-06,120:166,5_10,bus,120:166,42,
106,2020-03-06,120:166,5_10,bus,136:150,42,
107,2020-03-06,120:166,5_10,bus,140:146,42,10.0
108,2020-03-06,120:166,5_10,bus,141:145,42,
109,2020-03-06,120:166,5_10,bus,145:125,42,
110,2020-03-06,120:166,5_10,bus,99:101,42,
111,2020-03-06,121:165,5_10,bus,103:203,42,10.0
112,2020-03-06,121:165,5_10,bus,138:148,42,
113,2020-03-06,121:165,5_10,bus,85:106,42,
114,2020-03-06,121:165,5_10,bus,87:104,42,
115,2020-03-06,121:165,5_10,bus,88:103,42,
116,2020-03-06,121:165,5_10,bus,90:117,42,
117,2020-03-06,122:164,5_10,bus,109:169,42,17.0
118,2020-03-06,122:164,5_10,bus,110:168,42,
119,2020-03-06,122:164,5_10,bus,122:164,42,14.0
120,2020-03-06,122:164,5_10,bus,123:163,42,
121,2020-03-06,122:164,5_10,bus,126:160,42,14.0
122,2020-03-06,122:164,5_10,bus,127:159,42,26.0
123,2020-03-06,122:164,5_10,bus,148:122,42,
124,2020-03-06,122:164,5_10,bus,149:121,42,
125,2020-03-06,122:164,5_10,bus,150:120,42,14.0
126,2020-03-06,122:164,5_10,bus,152:134,42,
127,2020-03-06,122:164,5_10,bus,158:128,42,
128,2020-03-06,122:164,5_10,bus,276:144,42,
129,2020-03-06,122:164,5_10,bus,93:114,42,
130,2020-03-06,122:164,5_10,bus,94:113,42,
131,2020-03-06,122:164,5_10,bus,97:102,42,
132,2020-03-06,122:164,5_10,bus,98:217,42,
133,2020-03-06,123:163,5_10,bus,101:205,42,
134,2020-03-06,123:163,5_10,bus,108:170,42,
135,2020-03-06,123:163,5_10,bus,109:169,42,11.0
136,2020-03-06,123:163,5_10,bus,110:168,42,
137,2020-03-06,123:163,5_10,bus,122:164,42,
138,2020-03-06,123:163,5_10,bus,123:163,42,
139,2020-03-06,123:163,5_10,bus,126:160,42,
140,2020-03-06,123:163,5_10,bus,127:159,42,
141,2020-03-06,123:163,5_10,bus,149:121,42,
142,2020-03-06,123:163,5_10,bus,150:120,42,14.0
143,2020-03-06,123:163,5_10,bus,152:134,42,
144,2020-03-06,123:163,5_10,bus,158:128,42,
145,2020-03-06,123:163,5_10,bus,160:110,42,13.0
146,2020-03-06,123:163,5_10,bus,96:111,42,
147,2020-03-06,123:163,5_10,bus,97:102,42,
148,2020-03-06,123:163,5_10,bus,98:217,42,
149,2020-03-06,124:162,5_10,bus,124:162,42,
150,2020-03-06,124:162,5_10,bus,137:149,42,
151,2020-03-06,124:162,5_10,bus,159:127,42,10.0
152,2020-03-06,124:162,5_10,bus,95:112,42,
153,2020-03-06,126:160,5_10,bus,101:205,42,
154,2020-03-06,126:160,5_10,bus,102:204,42,
155,2020-03-06,126:160,5_10,bus,108:170,42,15.0
156,2020-03-06,126:160,5_10,bus,109:169,42,15.0
157,2020-03-06,126:160,5_10,bus,110:168,42,
158,2020-03-06,126:160,5_10,bus,122:164,42,
159,2020-03-06,126:160,5_10,bus,126:160,42,120.0
160,2020-03-06,126:160,5_10,bus,127:159,42,
161,2020-03-06,126:160,5_10,bus,134:136,42,10.0
162,2020-03-06,126:160,5_10,bus,141:145,42,
163,2020-03-06,126:160,5_10,bus,144:126,42,12.0
164,2020-03-06,126:160,5_10,bus,145:125,42,13.0
165,2020-03-06,126:160,5_10,bus,152:134,42,
166,2020-03-06,126:160,5_10,bus,155:131,42,
167,2020-03-06,126:160,5_10,bus,158:128,42,
168,2020-03-06,126:160,5_10,bus,160:110,42,34.0
169,2020-03-06,126:160,5_10,bus,276:144,42,
170,2020-03-06,126:160,5_10,bus,85:106,42,
171,2020-03-06,126:160,5_10,bus,86:105,42,
172,2020-03-06,126:160,5_10,bus,88:103,42,11.0
173,2020-03-06,126:160,5_10,bus,90:117,42,32.0
174,2020-03-06,126:160,5_10,bus,92:115,42,
175,2020-03-06,126:160,5_10,bus,93:114,42,10.0
176,2020-03-06,126:160,5_10,bus,94:113,42,
177,2020-03-06,126:160,5_10,bus,96:111,42,
178,2020-03-06,126:160,5_10,bus,97:102,42,
179,2020-03-06,126:160,5_10,bus,98:217,42,14.0
180,2020-03-06,127:159,5_10,bus,109:169,42,12.0
181,2020-03-06,127:159,5_10,bus,110:168,42,
182,2020-03-06,127:159,5_10,bus,126:160,42,18.0
183,2020-03-06,127:159,5_10,bus,127:159,42,21.0
184,2020-03-06,127:159,5_10,bus,144:126,42,
185,2020-03-06,127:159,5_10,bus,145:125,42,
186,2020-03-06,127:159,5_10,bus,152:134,42,17.0
187,2020-03-06,127:159,5_10,bus,153:133,42,13.0
188,2020-03-06,127:159,5_10,bus,154:132,42,
189,2020-03-06,127:159,5_10,bus,155:131,42,
190,2020-03-06,127:159,5_10,bus,276:144,42,
191,2020-03-06,127:159,5_10,bus,93:114,42,
192,2020-03-06,127:159,5_10,bus,94:113,42,11.0
193,2020-03-06,127:159,5_10,bus,97:102,42,
194,2020-03-06,127:159,5_10,bus,98:217,42,13.0
195,2020-03-06,128:142,5_10,bus,100:206,42,
196,2020-03-06,128:142,5_10,bus,109:169,42,
197,2020-03-06,128:142,5_10,bus,128:142,42,
198,2020-03-06,128:142,5_10,bus,143:143,42,
199,2020-03-06,128:142,5_10,bus,83:108,42,
200,2020-03-06,128:142,5_10,bus,98:217,42,
201,2020-03-06,129:141,5_10,bus,101:205,42,
202,2020-03-06,129:141,5_10,bus,108:170,42,10.0
203,2020-03-06,129:141,5_10,bus,129:141,42,16.0
204,2020-03-06,129:141,5_10,bus,130:140,42,
205,2020-03-06,129:141,5_10,bus,151:119,42,15.0
206,2020-03-06,129:141,5_10,bus,152:134,42,12.0
207,2020-03-06,129:141,5_10,bus,154:132,42,
208,2020-03-06,129:141,5_10,bus,83:108,42,
209,2020-03-06,129:141,5_10,bus,89:118,42,
210,2020-03-06,129:141,5_10,bus,96:111,42,
211,2020-03-06,130:140,5_10,bus,129:141,42,
212,2020-03-06,130:140,5_10,bus,130:140,42,
213,2020-03-06,130:140,5_10,bus,83:108,42,
214,2020-03-06,131:139,5_10,bus,103:203,42,
215,2020-03-06,131:139,5_10,bus,113:157,42,
216,2020-03-06,131:139,5_10,bus,131:139,42,
217,2020-03-06,131:139,5_10,bus,132:138,42,
218,2020-03-06,131:139,5_10,bus,95:112,42,
219,2020-03-06,132:138,5_10,bus,113:157,42,
220,2020-03-06,132:138,5_10,bus,131:139,42,
221,2020-03-06,132:138,5_10,bus,132:138,42,
222,2020-03-06,132:138,5_10,bus,95:112,42,
223,2020-03-06,133:137,5_10,bus,159:127,42,
224,2020-03-06,134:136,5_10,bus,134:136,42,
225,2020-03-06,134:136,5_10,bus,144:126,42,
226,2020-03-06,134:136,5_10,bus,155:131,42,
227,2020-03-06,134:136,5_10,bus,156:130,42,
228,2020-03-06,134:136,5_10,bus,159:127,42,
229,2020-03-06,134:136,5_10,bus,91:116,42,
230,2020-03-06,135:135,5_10,bus,137:149,42,
231,2020-03-06,135:135,5_10,bus,144:126,42,
232,2020-03-06,135:135,5_10,bus,159:127,42,13.0
233,2020-03-06,136:150,5_10,bus,120:166,42,
234,2020-03-06,136:150,5_10,bus,136:150,42,
235,2020-03-06,136:150,5_10,bus,141:145,42,
236,2020-03-06,136:150,5_10,bus,145:125,42,
237,2020-03-06,136:150,5_10,bus,99:101,42,15.0
238,2020-03-06,137:149,5_10,bus,103:203,42,
239,2020-03-06,137:149,5_10,bus,104:202,42,
240,2020-03-06,137:149,5_10,bus,124:162,42,
241,2020-03-06,137:149,5_10,bus,137:149,42,
242,2020-03-06,137:149,5_10,bus,138:148,42,34.0
243,2020-03-06,137:149,5_10,bus,159:127,42,
244,2020-03-06,137:149,5_10,bus,90:117,42,
245,2020-03-06,138:148,5_10,bus,104:202,42,
246,2020-03-06,138:148,5_10,bus,111:167,42,17.0
247,2020-03-06,138:148,5_10,bus,138:148,42,
248,2020-03-06,139:147,5_10,bus,144:126,42,
249,2020-03-06,139:147,5_10,bus,159:127,42,
250,2020-03-06,140:146,5_10,bus,120:166,42,
251,2020-03-06,140:146,5_10,bus,141:145,42,11.0
252,2020-03-06,140:146,5_10,bus,144:126,42,
253,2020-03-06,140:146,5_10,bus,159:127,42,12.0
254,2020-03-06,140:146,5_10,bus,99:101,42,
255,2020-03-06,141:145,5_10,bus,120:166,42,12.0
256,2020-03-06,141:145,5_10,bus,136:150,42,
257,2020-03-06,141:145,5_10,bus,137:149,42,
258,2020-03-06,141:145,5_10,bus,140:146,42,10.0
259,2020-03-06,141:145,5_10,bus,141:145,42,
260,2020-03-06,141:145,5_10,bus,144:126,42,
261,2020-03-06,141:145,5_10,bus,145:125,42,
262,2020-03-06,141:145,5_10,bus,159:127,42,16.0
263,2020-03-06,141:145,5_10,bus,99:101,42,13.0
264,2020-03-06,143:143,5_10,bus,100:206,42,
265,2020-03-06,143:143,5_10,bus,107:207,42,
266,2020-03-06,143:143,5_10,bus,109:169,42,
267,2020-03-06,143:143,5_10,bus,128:142,42,
268,2020-03-06,143:143,5_10,bus,143:143,42,
269,2020-03-06,143:143,5_10,bus,83:108,42,11.0
270,2020-03-06,143:143,5_10,bus,98:217,42,
271,2020-03-06,144:126,5_10,bus,144:126,42,
272,2020-03-06,144:126,5_10,bus,158:128,42,
273,2020-03-06,144:126,5_10,bus,159:127,42,13.0
274,2020-03-06,144:126,5_10,bus,85:106,42,
275,2020-03-06,144:126,5_10,bus,88:103,42,
276,2020-03-06,145:125,5_10,bus,120:166,42,
277,2020-03-06,145:125,5_10,bus,141:145,42,
278,2020-03-06,145:125,5_10,bus,145:125,42,
279,2020-03-06,145:125,5_10,bus,156:130,42,
280,2020-03-06,145:125,5_10,bus,99:101,42,
281,2020-03-06,148:122,5_10,bus,126:160,42,
282,2020-03-06,148:122,5_10,bus,127:159,42,10.0
283,2020-03-06,148:122,5_10,bus,152:134,42,
284,2020-03-06,148:122,5_10,bus,97:102,42,
