,Date,Destination,Distance,Modo,Origin,ProjectID,Trips
0,2020-03-07,144:126,0_5,bus,144:126,42,
1,2020-03-07,144:126,0_5,bus,86:105,42,
2,2020-03-07,86:105,0_5,bus,144:126,42,
3,2020-03-07,86:105,0_5,bus,86:105,42,
4,2020-03-07,109:169,5_10,bus,109:169,42,
5,2020-03-07,109:169,5_10,bus,126:160,42,12.0
6,2020-03-07,109:169,5_10,bus,128:142,42,10.0
7,2020-03-07,109:169,5_10,bus,143:143,42,13.0
8,2020-03-07,109:169,5_10,bus,160:110,42,
9,2020-03-07,109:169,5_10,bus,83:108,42,13.0
10,2020-03-07,109:169,5_10,bus,90:117,42,14.0
11,2020-03-07,109:169,5_10,bus,97:102,42,
12,2020-03-07,109:169,5_10,bus,98:217,42,10.0
13,2020-03-07,110:168,5_10,bus,126:160,42,
14,2020-03-07,110:168,5_10,bus,90:117,42,
15,2020-03-07,111:167,5_10,bus,111:167,42,39.0
16,2020-03-07,111:167,5_10,bus,138:148,42,
17,2020-03-07,113:157,5_10,bus,113:157,42,
18,2020-03-07,113:157,5_10,bus,95:112,42,
19,2020-03-07,115:155,5_10,bus,115:155,42,
20,2020-03-07,115:155,5_10,bus,125:161,42,
21,2020-03-07,115:155,5_10,bus,135:135,42,
22,2020-03-07,115:155,5_10,bus,159:127,42,
23,2020-03-07,116:154,5_10,bus,133:137,42,
24,2020-03-07,116:154,5_10,bus,135:135,42,
25,2020-03-07,116:154,5_10,bus,144:126,42,
26,2020-03-07,116:154,5_10,bus,159:127,42,
27,2020-03-07,118:152,5_10,bus,134:136,42,
28,2020-03-07,118:152,5_10,bus,135:135,42,
29,2020-03-07,125:161,5_10,bus,115:155,42,
30,2020-03-07,127:159,5_10,bus,126:160,42,
31,2020-03-07,127:159,5_10,bus,97:102,42,
32,2020-03-07,128:142,5_10,bus,109:169,42,
33,2020-03-07,128:142,5_10,bus,128:142,42,
34,2020-03-07,128:142,5_10,bus,143:143,42,
35,2020-03-07,128:142,5_10,bus,83:108,42,
36,2020-03-07,128:142,5_10,bus,98:217,42,
37,2020-03-07,129:141,5_10,bus,126:160,42,
