,Date,Destination,Distance,Modo,Origin,ProjectID,Trips
0,2019-11-15,101:205,5_10,bus,129:141,42,
1,2019-11-15,109:169,5_10,bus,123:163,42,
2,2019-11-15,109:169,5_10,bus,87:104,42,
3,2019-11-15,109:169,5_10,bus,92:115,42,
4,2019-11-15,109:169,5_10,bus,93:114,42,
5,2019-11-15,109:169,5_10,bus,94:113,42,
6,2019-11-15,110:168,5_10,bus,85:106,42,
7,2019-11-15,110:168,5_10,bus,90:117,42,
8,2019-11-15,111:167,5_10,bus,111:167,42,
9,2019-11-15,113:157,5_10,bus,95:112,42,
10,2019-11-15,116:154,5_10,bus,133:137,42,
11,2019-11-15,116:154,5_10,bus,144:126,42,
12,2019-11-15,116:154,5_10,bus,87:104,42,
13,2019-11-15,116:154,5_10,bus,92:115,42,
14,2019-11-15,120:166,5_10,bus,120:166,42,10.0
15,2019-11-15,120:166,5_10,bus,141:145,42,
16,2019-11-15,129:141,5_10,bus,101:205,42,
17,2019-11-15,129:141,5_10,bus,122:164,42,
18,2019-11-15,129:141,5_10,bus,129:141,42,
19,2019-11-15,129:141,5_10,bus,149:121,42,
20,2019-11-15,129:141,5_10,bus,89:118,42,
21,2019-11-15,134:136,5_10,bus,133:137,42,
22,2019-11-15,134:136,5_10,bus,134:136,42,
23,2019-11-15,134:136,5_10,bus,144:126,42,
24,2019-11-15,134:136,5_10,bus,87:104,42,
25,2019-11-15,134:136,5_10,bus,92:115,42,
26,2019-11-15,135:135,5_10,bus,116:154,42,10.0
27,2019-11-15,135:135,5_10,bus,118:152,42,
28,2019-11-15,135:135,5_10,bus,133:137,42,
29,2019-11-15,135:135,5_10,bus,134:136,42,
30,2019-11-15,135:135,5_10,bus,135:135,42,
31,2019-11-15,135:135,5_10,bus,139:147,42,
32,2019-11-15,135:135,5_10,bus,144:126,42,16.0
33,2019-11-15,135:135,5_10,bus,159:127,42,
34,2019-11-15,135:135,5_10,bus,87:104,42,14.0
35,2019-11-15,135:135,5_10,bus,91:116,42,
36,2019-11-15,135:135,5_10,bus,92:115,42,
