,ProjectID,Date,Origin,Destination,Modo,Distance,Trips
0,42,2019-11-21,122:164,110:168,bus,0_5,
1,42,2019-11-21,123:163,110:168,bus,0_5,
2,42,2019-11-21,149:121,110:168,bus,0_5,
3,42,2019-11-21,150:120,110:168,bus,0_5,
4,42,2019-11-21,122:164,111:167,bus,0_5,
5,42,2019-11-21,123:163,111:167,bus,0_5,
6,42,2019-11-21,149:121,111:167,bus,0_5,11.0
7,42,2019-11-21,150:120,111:167,bus,0_5,
8,42,2019-11-21,115:155,113:157,bus,0_5,
9,42,2019-11-21,159:127,113:157,bus,0_5,
10,42,2019-11-21,115:155,117:153,bus,0_5,
11,42,2019-11-21,115:155,131:139,bus,0_5,
12,42,2019-11-21,115:155,132:138,bus,0_5,
13,42,2019-11-21,136:150,136:150,bus,0_5,17.0
14,42,2019-11-21,45:319,136:150,bus,0_5,
15,42,2019-11-21,122:164,148:122,bus,0_5,
16,42,2019-11-21,123:163,148:122,bus,0_5,
17,42,2019-11-21,149:121,148:122,bus,0_5,
18,42,2019-11-21,150:120,148:122,bus,0_5,
19,42,2019-11-21,109:169,149:121,bus,0_5,
20,42,2019-11-21,110:168,149:121,bus,0_5,10.0
21,42,2019-11-21,122:164,149:121,bus,0_5,11.0
22,42,2019-11-21,123:163,149:121,bus,0_5,
23,42,2019-11-21,149:121,149:121,bus,0_5,
24,42,2019-11-21,150:120,149:121,bus,0_5,
25,42,2019-11-21,136:150,45:319,bus,0_5,12.0
26,42,2019-11-21,115:155,95:112,bus,0_5,
27,42,2019-11-21,125:161,95:112,bus,0_5,
28,42,2019-11-21,159:127,95:112,bus,0_5,
29,42,2019-11-21,101:205,101:205,bus,5_10,
30,42,2019-11-21,108:170,101:205,bus,5_10,
31,42,2019-11-21,129:141,101:205,bus,5_10,
32,42,2019-11-21,130:140,101:205,bus,5_10,
33,42,2019-11-21,151:119,101:205,bus,5_10,
34,42,2019-11-21,83:108,101:205,bus,5_10,
35,42,2019-11-21,89:118,101:205,bus,5_10,
36,42,2019-11-21,120:166,102:204,bus,5_10,
37,42,2019-11-21,141:145,102:204,bus,5_10,
38,42,2019-11-21,145:125,102:204,bus,5_10,
39,42,2019-11-21,99:101,102:204,bus,5_10,12.0
40,42,2019-11-21,103:203,103:203,bus,5_10,19.0
41,42,2019-11-21,104:202,103:203,bus,5_10,
42,42,2019-11-21,121:165,103:203,bus,5_10,
43,42,2019-11-21,137:149,103:203,bus,5_10,
44,42,2019-11-21,138:148,103:203,bus,5_10,15.0
45,42,2019-11-21,103:203,104:202,bus,5_10,
46,42,2019-11-21,104:202,104:202,bus,5_10,
47,42,2019-11-21,111:167,104:202,bus,5_10,20.0
48,42,2019-11-21,138:148,104:202,bus,5_10,10.0
49,42,2019-11-21,101:205,108:170,bus,5_10,11.0
50,42,2019-11-21,108:170,108:170,bus,5_10,20.0
51,42,2019-11-21,151:119,108:170,bus,5_10,
52,42,2019-11-21,152:134,108:170,bus,5_10,15.0
53,42,2019-11-21,154:132,108:170,bus,5_10,
54,42,2019-11-21,96:111,108:170,bus,5_10,
55,42,2019-11-21,109:169,109:169,bus,5_10,17.0
56,42,2019-11-21,110:168,109:169,bus,5_10,17.0
57,42,2019-11-21,122:164,109:169,bus,5_10,
58,42,2019-11-21,123:163,109:169,bus,5_10,
59,42,2019-11-21,149:121,109:169,bus,5_10,
60,42,2019-11-21,158:128,109:169,bus,5_10,
61,42,2019-11-21,276:144,109:169,bus,5_10,
62,42,2019-11-21,83:108,109:169,bus,5_10,18.0
63,42,2019-11-21,93:114,109:169,bus,5_10,14.0
64,42,2019-11-21,94:113,109:169,bus,5_10,
65,42,2019-11-21,97:102,109:169,bus,5_10,
66,42,2019-11-21,98:217,109:169,bus,5_10,
67,42,2019-11-21,109:169,110:168,bus,5_10,11.0
68,42,2019-11-21,110:168,110:168,bus,5_10,38.0
69,42,2019-11-21,149:121,110:168,bus,5_10,
70,42,2019-11-21,158:128,110:168,bus,5_10,23.0
71,42,2019-11-21,276:144,110:168,bus,5_10,
72,42,2019-11-21,88:103,110:168,bus,5_10,
73,42,2019-11-21,93:114,110:168,bus,5_10,
74,42,2019-11-21,97:102,110:168,bus,5_10,
75,42,2019-11-21,98:217,110:168,bus,5_10,
76,42,2019-11-21,104:202,111:167,bus,5_10,
77,42,2019-11-21,110:168,111:167,bus,5_10,10.0
78,42,2019-11-21,111:167,111:167,bus,5_10,32.0
79,42,2019-11-21,121:165,111:167,bus,5_10,20.0
80,42,2019-11-21,138:148,111:167,bus,5_10,
81,42,2019-11-21,148:122,111:167,bus,5_10,
82,42,2019-11-21,149:121,111:167,bus,5_10,
83,42,2019-11-21,157:129,111:167,bus,5_10,20.0
84,42,2019-11-21,158:128,111:167,bus,5_10,
85,42,2019-11-21,84:107,111:167,bus,5_10,10.0
86,42,2019-11-21,113:157,113:157,bus,5_10,
87,42,2019-11-21,95:112,113:157,bus,5_10,
88,42,2019-11-21,124:162,115:155,bus,5_10,
89,42,2019-11-21,159:127,115:155,bus,5_10,
90,42,2019-11-21,124:162,116:154,bus,5_10,
91,42,2019-11-21,125:161,116:154,bus,5_10,
92,42,2019-11-21,137:149,116:154,bus,5_10,
93,42,2019-11-21,144:126,116:154,bus,5_10,
94,42,2019-11-21,155:131,116:154,bus,5_10,
95,42,2019-11-21,156:130,116:154,bus,5_10,
96,42,2019-11-21,159:127,116:154,bus,5_10,15.0
97,42,2019-11-21,124:162,117:153,bus,5_10,
98,42,2019-11-21,95:112,117:153,bus,5_10,
99,42,2019-11-21,103:203,118:152,bus,5_10,
100,42,2019-11-21,113:157,118:152,bus,5_10,
101,42,2019-11-21,124:162,118:152,bus,5_10,
102,42,2019-11-21,125:161,118:152,bus,5_10,
103,42,2019-11-21,141:145,118:152,bus,5_10,
104,42,2019-11-21,102:204,120:166,bus,5_10,
105,42,2019-11-21,120:166,120:166,bus,5_10,10.0
106,42,2019-11-21,141:145,120:166,bus,5_10,
107,42,2019-11-21,145:125,120:166,bus,5_10,
108,42,2019-11-21,99:101,120:166,bus,5_10,
109,42,2019-11-21,103:203,121:165,bus,5_10,
110,42,2019-11-21,121:165,121:165,bus,5_10,15.0
111,42,2019-11-21,137:149,121:165,bus,5_10,13.0
112,42,2019-11-21,138:148,121:165,bus,5_10,
113,42,2019-11-21,84:107,121:165,bus,5_10,
114,42,2019-11-21,86:105,121:165,bus,5_10,
115,42,2019-11-21,109:169,122:164,bus,5_10,
116,42,2019-11-21,122:164,122:164,bus,5_10,38.0
117,42,2019-11-21,123:163,122:164,bus,5_10,13.0
118,42,2019-11-21,127:159,122:164,bus,5_10,18.0
119,42,2019-11-21,149:121,122:164,bus,5_10,
120,42,2019-11-21,150:120,122:164,bus,5_10,
121,42,2019-11-21,160:110,122:164,bus,5_10,
122,42,2019-11-21,91:116,122:164,bus,5_10,
123,42,2019-11-21,92:115,122:164,bus,5_10,18.0
124,42,2019-11-21,93:114,122:164,bus,5_10,15.0
125,42,2019-11-21,94:113,122:164,bus,5_10,17.0
126,42,2019-11-21,97:102,122:164,bus,5_10,18.0
127,42,2019-11-21,122:164,123:163,bus,5_10,
128,42,2019-11-21,123:163,123:163,bus,5_10,
129,42,2019-11-21,127:159,123:163,bus,5_10,11.0
130,42,2019-11-21,149:121,123:163,bus,5_10,
131,42,2019-11-21,92:115,123:163,bus,5_10,10.0
132,42,2019-11-21,93:114,123:163,bus,5_10,12.0
133,42,2019-11-21,94:113,123:163,bus,5_10,
134,42,2019-11-21,97:102,123:163,bus,5_10,14.0
135,42,2019-11-21,134:136,124:162,bus,5_10,
136,42,2019-11-21,155:131,124:162,bus,5_10,
137,42,2019-11-21,156:130,124:162,bus,5_10,13.0
138,42,2019-11-21,91:116,124:162,bus,5_10,
139,42,2019-11-21,126:160,126:160,bus,5_10,91.0
140,42,2019-11-21,127:159,126:160,bus,5_10,
141,42,2019-11-21,133:137,126:160,bus,5_10,
142,42,2019-11-21,134:136,126:160,bus,5_10,10.0
143,42,2019-11-21,144:126,126:160,bus,5_10,
144,42,2019-11-21,152:134,126:160,bus,5_10,
145,42,2019-11-21,160:110,126:160,bus,5_10,18.0
146,42,2019-11-21,90:117,126:160,bus,5_10,31.0
147,42,2019-11-21,92:115,126:160,bus,5_10,
148,42,2019-11-21,94:113,126:160,bus,5_10,
149,42,2019-11-21,97:102,126:160,bus,5_10,21.0
150,42,2019-11-21,122:164,127:159,bus,5_10,14.0
151,42,2019-11-21,123:163,127:159,bus,5_10,
152,42,2019-11-21,126:160,127:159,bus,5_10,10.0
153,42,2019-11-21,127:159,127:159,bus,5_10,28.0
154,42,2019-11-21,152:134,127:159,bus,5_10,
155,42,2019-11-21,160:110,127:159,bus,5_10,
156,42,2019-11-21,91:116,127:159,bus,5_10,10.0
157,42,2019-11-21,92:115,127:159,bus,5_10,
158,42,2019-11-21,93:114,127:159,bus,5_10,13.0
159,42,2019-11-21,94:113,127:159,bus,5_10,23.0
160,42,2019-11-21,97:102,127:159,bus,5_10,22.0
161,42,2019-11-21,83:108,128:142,bus,5_10,
162,42,2019-11-21,108:170,129:141,bus,5_10,
163,42,2019-11-21,109:169,129:141,bus,5_10,
164,42,2019-11-21,129:141,129:141,bus,5_10,
165,42,2019-11-21,151:119,129:141,bus,5_10,
166,42,2019-11-21,152:134,129:141,bus,5_10,
167,42,2019-11-21,154:132,129:141,bus,5_10,
168,42,2019-11-21,276:144,129:141,bus,5_10,
169,42,2019-11-21,89:118,129:141,bus,5_10,
170,42,2019-11-21,94:113,129:141,bus,5_10,10.0
171,42,2019-11-21,98:217,129:141,bus,5_10,25.0
172,42,2019-11-21,109:169,130:140,bus,5_10,
173,42,2019-11-21,276:144,130:140,bus,5_10,10.0
174,42,2019-11-21,94:113,130:140,bus,5_10,
175,42,2019-11-21,98:217,130:140,bus,5_10,27.0
176,42,2019-11-21,95:112,131:139,bus,5_10,11.0
177,42,2019-11-21,95:112,132:138,bus,5_10,
178,42,2019-11-21,134:136,133:137,bus,5_10,
179,42,2019-11-21,155:131,133:137,bus,5_10,
180,42,2019-11-21,156:130,133:137,bus,5_10,
181,42,2019-11-21,159:127,133:137,bus,5_10,
182,42,2019-11-21,120:166,134:136,bus,5_10,
183,42,2019-11-21,133:137,134:136,bus,5_10,
184,42,2019-11-21,134:136,134:136,bus,5_10,15.0
185,42,2019-11-21,135:135,134:136,bus,5_10,
186,42,2019-11-21,137:149,134:136,bus,5_10,
187,42,2019-11-21,140:146,134:136,bus,5_10,
188,42,2019-11-21,141:145,134:136,bus,5_10,
189,42,2019-11-21,144:126,134:136,bus,5_10,10.0
190,42,2019-11-21,155:131,134:136,bus,5_10,10.0
191,42,2019-11-21,156:130,134:136,bus,5_10,13.0
192,42,2019-11-21,159:127,134:136,bus,5_10,16.0
193,42,2019-11-21,91:116,134:136,bus,5_10,
194,42,2019-11-21,133:137,135:135,bus,5_10,
195,42,2019-11-21,134:136,135:135,bus,5_10,12.0
196,42,2019-11-21,135:135,135:135,bus,5_10,
197,42,2019-11-21,137:149,135:135,bus,5_10,
198,42,2019-11-21,144:126,135:135,bus,5_10,
199,42,2019-11-21,155:131,135:135,bus,5_10,
200,42,2019-11-21,156:130,135:135,bus,5_10,14.0
201,42,2019-11-21,159:127,135:135,bus,5_10,34.0
202,42,2019-11-21,91:116,135:135,bus,5_10,
203,42,2019-11-21,103:203,137:149,bus,5_10,
204,42,2019-11-21,121:165,137:149,bus,5_10,
205,42,2019-11-21,134:136,137:149,bus,5_10,
206,42,2019-11-21,137:149,137:149,bus,5_10,42.0
207,42,2019-11-21,138:148,137:149,bus,5_10,
208,42,2019-11-21,155:131,137:149,bus,5_10,
209,42,2019-11-21,156:130,137:149,bus,5_10,10.0
210,42,2019-11-21,91:116,137:149,bus,5_10,11.0
211,42,2019-11-21,103:203,138:148,bus,5_10,15.0
212,42,2019-11-21,104:202,138:148,bus,5_10,
213,42,2019-11-21,111:167,138:148,bus,5_10,
214,42,2019-11-21,121:165,138:148,bus,5_10,
215,42,2019-11-21,137:149,138:148,bus,5_10,
216,42,2019-11-21,138:148,138:148,bus,5_10,36.0
217,42,2019-11-21,120:166,139:147,bus,5_10,
218,42,2019-11-21,124:162,139:147,bus,5_10,
219,42,2019-11-21,125:161,139:147,bus,5_10,11.0
220,42,2019-11-21,136:150,139:147,bus,5_10,
221,42,2019-11-21,137:149,139:147,bus,5_10,
222,42,2019-11-21,140:146,139:147,bus,5_10,
223,42,2019-11-21,141:145,139:147,bus,5_10,
224,42,2019-11-21,156:130,139:147,bus,5_10,
225,42,2019-11-21,159:127,139:147,bus,5_10,
226,42,2019-11-21,120:166,140:146,bus,5_10,
227,42,2019-11-21,136:150,140:146,bus,5_10,11.0
228,42,2019-11-21,139:147,140:146,bus,5_10,
229,42,2019-11-21,140:146,140:146,bus,5_10,10.0
230,42,2019-11-21,141:145,140:146,bus,5_10,
231,42,2019-11-21,102:204,141:145,bus,5_10,
232,42,2019-11-21,120:166,141:145,bus,5_10,
233,42,2019-11-21,134:136,141:145,bus,5_10,
234,42,2019-11-21,136:150,141:145,bus,5_10,
235,42,2019-11-21,139:147,141:145,bus,5_10,
236,42,2019-11-21,140:146,141:145,bus,5_10,15.0
237,42,2019-11-21,141:145,141:145,bus,5_10,22.0
238,42,2019-11-21,145:125,141:145,bus,5_10,10.0
239,42,2019-11-21,99:101,141:145,bus,5_10,23.0
240,42,2019-11-21,83:108,143:143,bus,5_10,
241,42,2019-11-21,133:137,144:126,bus,5_10,
242,42,2019-11-21,134:136,144:126,bus,5_10,
243,42,2019-11-21,135:135,144:126,bus,5_10,
244,42,2019-11-21,155:131,144:126,bus,5_10,17.0
245,42,2019-11-21,156:130,144:126,bus,5_10,
246,42,2019-11-21,87:104,144:126,bus,5_10,11.0
247,42,2019-11-21,91:116,144:126,bus,5_10,
248,42,2019-11-21,102:204,145:125,bus,5_10,
249,42,2019-11-21,120:166,145:125,bus,5_10,
250,42,2019-11-21,140:146,145:125,bus,5_10,
251,42,2019-11-21,141:145,145:125,bus,5_10,
252,42,2019-11-21,145:125,145:125,bus,5_10,
253,42,2019-11-21,99:101,145:125,bus,5_10,14.0
254,42,2019-11-21,110:168,148:122,bus,5_10,
255,42,2019-11-21,111:167,148:122,bus,5_10,
256,42,2019-11-21,148:122,148:122,bus,5_10,
257,42,2019-11-21,149:121,148:122,bus,5_10,11.0
258,42,2019-11-21,157:129,148:122,bus,5_10,
259,42,2019-11-21,109:169,149:121,bus,5_10,
260,42,2019-11-21,110:168,149:121,bus,5_10,
261,42,2019-11-21,122:164,149:121,bus,5_10,
262,42,2019-11-21,123:163,149:121,bus,5_10,
263,42,2019-11-21,149:121,149:121,bus,5_10,
264,42,2019-11-21,150:120,149:121,bus,5_10,
265,42,2019-11-21,158:128,149:121,bus,5_10,
266,42,2019-11-21,109:169,150:120,bus,5_10,
267,42,2019-11-21,110:168,150:120,bus,5_10,
268,42,2019-11-21,111:167,150:120,bus,5_10,
269,42,2019-11-21,122:164,150:120,bus,5_10,11.0
270,42,2019-11-21,123:163,150:120,bus,5_10,
271,42,2019-11-21,127:159,150:120,bus,5_10,
272,42,2019-11-21,149:121,150:120,bus,5_10,17.0
273,42,2019-11-21,150:120,150:120,bus,5_10,
274,42,2019-11-21,157:129,150:120,bus,5_10,
275,42,2019-11-21,93:114,150:120,bus,5_10,
276,42,2019-11-21,97:102,150:120,bus,5_10,
277,42,2019-11-21,101:205,151:119,bus,5_10,
278,42,2019-11-21,108:170,151:119,bus,5_10,18.0
279,42,2019-11-21,151:119,151:119,bus,5_10,21.0
280,42,2019-11-21,152:134,151:119,bus,5_10,
281,42,2019-11-21,154:132,151:119,bus,5_10,15.0
282,42,2019-11-21,89:118,151:119,bus,5_10,
283,42,2019-11-21,108:170,152:134,bus,5_10,
284,42,2019-11-21,126:160,152:134,bus,5_10,
285,42,2019-11-21,127:159,152:134,bus,5_10,
286,42,2019-11-21,151:119,152:134,bus,5_10,
287,42,2019-11-21,152:134,152:134,bus,5_10,
288,42,2019-11-21,154:132,152:134,bus,5_10,
289,42,2019-11-21,89:118,152:134,bus,5_10,10.0
290,42,2019-11-21,93:114,152:134,bus,5_10,
291,42,2019-11-21,94:113,152:134,bus,5_10,31.0
292,42,2019-11-21,93:114,153:133,bus,5_10,
293,42,2019-11-21,94:113,153:133,bus,5_10,17.0
294,42,2019-11-21,101:205,154:132,bus,5_10,
295,42,2019-11-21,108:170,154:132,bus,5_10,21.0
296,42,2019-11-21,129:141,154:132,bus,5_10,
297,42,2019-11-21,151:119,154:132,bus,5_10,13.0
298,42,2019-11-21,152:134,154:132,bus,5_10,
299,42,2019-11-21,154:132,154:132,bus,5_10,50.0
300,42,2019-11-21,89:118,154:132,bus,5_10,18.0
301,42,2019-11-21,93:114,154:132,bus,5_10,
302,42,2019-11-21,94:113,154:132,bus,5_10,
303,42,2019-11-21,96:111,154:132,bus,5_10,
304,42,2019-11-21,133:137,155:131,bus,5_10,
305,42,2019-11-21,134:136,155:131,bus,5_10,
306,42,2019-11-21,135:135,155:131,bus,5_10,
307,42,2019-11-21,155:131,155:131,bus,5_10,18.0
308,42,2019-11-21,156:130,155:131,bus,5_10,
309,42,2019-11-21,134:136,156:130,bus,5_10,
310,42,2019-11-21,140:146,156:130,bus,5_10,
311,42,2019-11-21,141:145,156:130,bus,5_10,
312,42,2019-11-21,155:131,156:130,bus,5_10,10.0
313,42,2019-11-21,111:167,157:129,bus,5_10,11.0
314,42,2019-11-21,148:122,157:129,bus,5_10,
315,42,2019-11-21,149:121,157:129,bus,5_10,
316,42,2019-11-21,150:120,157:129,bus,5_10,
317,42,2019-11-21,157:129,157:129,bus,5_10,45.0
318,42,2019-11-21,158:128,157:129,bus,5_10,
319,42,2019-11-21,111:167,158:128,bus,5_10,
320,42,2019-11-21,122:164,158:128,bus,5_10,
321,42,2019-11-21,123:163,158:128,bus,5_10,
322,42,2019-11-21,149:121,158:128,bus,5_10,
323,42,2019-11-21,150:120,158:128,bus,5_10,
324,42,2019-11-21,157:129,158:128,bus,5_10,14.0
