,Date,Destination,Distance,Modo,Origin,ProjectID,Trips
0,2019-11-24,90:117,0_5,bus,90:117,42,10.0
1,2019-11-24,101:205,5_10,bus,154:132,42,
2,2019-11-24,104:202,5_10,bus,104:202,42,10.0
3,2019-11-24,104:202,5_10,bus,111:167,42,11.0
4,2019-11-24,111:167,5_10,bus,104:202,42,
5,2019-11-24,111:167,5_10,bus,111:167,42,
6,2019-11-24,129:141,5_10,bus,154:132,42,
7,2019-11-24,129:141,5_10,bus,89:118,42,
8,2019-11-24,129:141,5_10,bus,97:102,42,11.0
9,2019-11-24,135:135,5_10,bus,126:160,42,
10,2019-11-24,137:149,5_10,bus,137:149,42,
11,2019-11-24,156:130,5_10,bus,160:110,42,
12,2019-11-24,158:128,5_10,bus,94:113,42,
13,2019-11-24,160:110,5_10,bus,156:130,42,10.0
14,2019-11-24,160:110,5_10,bus,160:110,42,
15,2019-11-24,84:107,5_10,bus,94:113,42,
16,2019-11-24,85:106,5_10,bus,90:117,42,
17,2019-11-24,85:106,5_10,bus,94:113,42,
18,2019-11-24,87:104,5_10,bus,144:126,42,
19,2019-11-24,87:104,5_10,bus,85:106,42,12.0
20,2019-11-24,87:104,5_10,bus,86:105,42,
21,2019-11-24,87:104,5_10,bus,87:104,42,
22,2019-11-24,87:104,5_10,bus,88:103,42,
23,2019-11-24,87:104,5_10,bus,90:117,42,
24,2019-11-24,92:115,5_10,bus,144:126,42,10.0
25,2019-11-24,92:115,5_10,bus,85:106,42,
26,2019-11-24,92:115,5_10,bus,90:117,42,
27,2019-11-24,101:205,10_15,bus,101:205,42,
28,2019-11-24,101:205,10_15,bus,129:141,42,
29,2019-11-24,103:203,10_15,bus,103:203,42,
30,2019-11-24,103:203,10_15,bus,111:167,42,10.0
31,2019-11-24,103:203,10_15,bus,124:162,42,
32,2019-11-24,103:203,10_15,bus,138:148,42,
33,2019-11-24,104:202,10_15,bus,111:167,42,44.0
34,2019-11-24,104:202,10_15,bus,138:148,42,
35,2019-11-24,109:169,10_15,bus,109:169,42,
36,2019-11-24,109:169,10_15,bus,127:159,42,
37,2019-11-24,109:169,10_15,bus,128:142,42,
38,2019-11-24,109:169,10_15,bus,152:134,42,
39,2019-11-24,109:169,10_15,bus,153:133,42,
40,2019-11-24,109:169,10_15,bus,154:132,42,
41,2019-11-24,109:169,10_15,bus,83:108,42,
42,2019-11-24,109:169,10_15,bus,98:217,42,
43,2019-11-24,110:168,10_15,bus,110:168,42,
44,2019-11-24,110:168,10_15,bus,111:167,42,
45,2019-11-24,110:168,10_15,bus,152:134,42,
46,2019-11-24,110:168,10_15,bus,98:217,42,
47,2019-11-24,111:167,10_15,bus,111:167,42,34.0
48,2019-11-24,111:167,10_15,bus,138:148,42,
49,2019-11-24,113:157,10_15,bus,124:162,42,
50,2019-11-24,115:155,10_15,bus,121:165,42,
51,2019-11-24,116:154,10_15,bus,118:152,42,
52,2019-11-24,116:154,10_15,bus,119:151,42,
53,2019-11-24,116:154,10_15,bus,121:165,42,
54,2019-11-24,116:154,10_15,bus,136:150,42,
55,2019-11-24,116:154,10_15,bus,140:146,42,
56,2019-11-24,116:154,10_15,bus,156:130,42,
57,2019-11-24,116:154,10_15,bus,84:107,42,10.0
58,2019-11-24,116:154,10_15,bus,86:105,42,
59,2019-11-24,117:153,10_15,bus,118:152,42,
60,2019-11-24,117:153,10_15,bus,119:151,42,
61,2019-11-24,117:153,10_15,bus,136:150,42,
62,2019-11-24,118:152,10_15,bus,117:153,42,
63,2019-11-24,118:152,10_15,bus,118:152,42,
64,2019-11-24,118:152,10_15,bus,119:151,42,13.0
65,2019-11-24,118:152,10_15,bus,136:150,42,13.0
66,2019-11-24,118:152,10_15,bus,140:146,42,
67,2019-11-24,118:152,10_15,bus,152:134,42,
68,2019-11-24,118:152,10_15,bus,99:101,42,
69,2019-11-24,119:151,10_15,bus,119:151,42,
70,2019-11-24,121:165,10_15,bus,113:157,42,10.0
71,2019-11-24,121:165,10_15,bus,121:165,42,
72,2019-11-24,121:165,10_15,bus,126:160,42,11.0
73,2019-11-24,121:165,10_15,bus,84:107,42,
74,2019-11-24,121:165,10_15,bus,86:105,42,
75,2019-11-24,121:165,10_15,bus,95:112,42,
76,2019-11-24,121:165,10_15,bus,97:102,42,
77,2019-11-24,122:164,10_15,bus,110:168,42,
78,2019-11-24,122:164,10_15,bus,122:164,42,15.0
79,2019-11-24,122:164,10_15,bus,123:163,42,
80,2019-11-24,122:164,10_15,bus,127:159,42,
81,2019-11-24,122:164,10_15,bus,93:114,42,
82,2019-11-24,122:164,10_15,bus,94:113,42,
83,2019-11-24,122:164,10_15,bus,97:102,42,
84,2019-11-24,123:163,10_15,bus,108:170,42,
85,2019-11-24,123:163,10_15,bus,110:168,42,
86,2019-11-24,123:163,10_15,bus,122:164,42,
87,2019-11-24,123:163,10_15,bus,127:159,42,
88,2019-11-24,123:163,10_15,bus,160:110,42,
89,2019-11-24,123:163,10_15,bus,96:111,42,
90,2019-11-24,123:163,10_15,bus,97:102,42,
91,2019-11-24,124:162,10_15,bus,103:203,42,
92,2019-11-24,124:162,10_15,bus,113:157,42,
93,2019-11-24,124:162,10_15,bus,124:162,42,
94,2019-11-24,124:162,10_15,bus,125:161,42,
95,2019-11-24,124:162,10_15,bus,137:149,42,
96,2019-11-24,124:162,10_15,bus,95:112,42,
