ProjectID,Date,Origin,Destination,Modo,Gender,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
42,2019-11-11,101:205,101:205,bus,F,,,,,,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-11,101:205,101:205,microtrip,F,,,11.0,,10.0,,11.0,12.0,,,,,,13.0,13.0,,,,,,,,,
42,2019-11-11,101:205,108:170,microtrip,F,,10.0,,,,,,,,,,,,,,,,11.0,,11.0,,,,
42,2019-11-11,101:205,111:167,bus,F,,,,,,,,,,,,,,,10.0,,,,,,,,,
42,2019-11-11,101:205,126:160,microtrip,F,,,,,,10.0,,,,,12.0,,,,,,,,,,,,,
42,2019-11-11,101:205,126:160,private_transport,F,,,,,,,,,,,,,,,15.0,,,,,,,,,
42,2019-11-11,101:205,127:159,bus,F,,,,,,,,,,,,,,,,,,,,12.0,,,,
42,2019-11-11,101:205,127:159,microtrip,F,,,,,,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-11,101:205,129:141,microtrip,F,18.0,10.0,11.0,,,13.0,19.0,,,,,,20.0,,10.0,,10.0,14.0,,,12.0,,,
42,2019-11-11,101:205,129:141,private_transport,F,,,,,,,,,,,,,,,,12.0,,,,,,,,
42,2019-11-11,101:205,138:148,private_transport,F,,,,,,,,,,,10.0,,,,,,,,,,,,,
42,2019-11-11,101:205,145:125,microtrip,F,,,,,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-11,101:205,146:124,microtrip,F,,,,,12.0,,,,,11.0,,,,,,,,,,,10.0,,,
42,2019-11-11,101:205,148:122,bus,F,,,,,,,,,,,,,,,12.0,,,,,,,,,
42,2019-11-11,101:205,151:119,bus,F,,,,,,,,,,,,,,,,,,,22.0,,,,,
42,2019-11-11,101:205,151:119,microtrip,F,11.0,,,,,12.0,12.0,11.0,,11.0,,,,,19.0,,,,10.0,,,,,
42,2019-11-11,101:205,152:134,microtrip,F,10.0,,,,10.0,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-11,101:205,154:132,microtrip,F,18.0,,,,,,,,,,11.0,12.0,,13.0,12.0,10.0,10.0,13.0,,,,,,
42,2019-11-11,101:205,160:110,microtrip,F,,,,,,,,,,,,,,,10.0,,,,,,,,,
42,2019-11-11,101:205,29:529,private_transport,F,,,,,,,,,,,,,,,,11.0,,,,,,,,
42,2019-11-11,101:205,83:108,microtrip,F,,,,,,,,,,,,,,,,,,,,12.0,,,,
42,2019-11-11,101:205,83:108,private_transport,F,,,,,,,,,,,15.0,,,,,,,,,,,,,
42,2019-11-11,101:205,85:106,bus,F,,,,,,,,,17.0,,,,,,,,,,,,,,,
42,2019-11-11,101:205,85:106,private_transport,F,,,,,,,,,12.0,,,,,,,,,,,,,,,
42,2019-11-11,101:205,87:104,bus,F,,,,,,,,,10.0,,,,,,,,,,,,,,,
42,2019-11-11,101:205,89:118,microtrip,F,,,,,,,,,,,,15.0,,,13.0,,,,10.0,,,,,
42,2019-11-11,101:205,96:111,microtrip,F,11.0,,,,,10.0,,10.0,,,,,12.0,,10.0,,,,,,,,,
42,2019-11-11,102:204,108:170,microtrip,F,,,,,,11.0,10.0,,,,,,,,,,,10.0,,,,,,
42,2019-11-11,102:204,126:160,microtrip,F,,,,,,,,,,,10.0,,,,,,,,,,,,,
42,2019-11-11,102:204,145:125,microtrip,F,,,,,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-11,102:204,29:529,private_transport,F,,,,,,,,,,,,,,,,11.0,,,,,,,,
42,2019-11-11,102:204,120:166,microtrip,F,10.0,,,,,,,,,,,,,,,,,,,,10.0,,,
42,2019-11-11,102:204,141:145,microtrip,F,,,,,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-11,102:204,99:101,microtrip,F,10.0,,,,,,,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,111:167,bus,F,,,,,,,17.0,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,111:167,private_transport,F,,,,,,,22.0,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,138:148,bus,F,,,,,,,,,,,20.0,,,,,27.0,23.0,,,,,,,
42,2019-11-11,103:203,138:148,microtrip,F,16.0,,,,,,,,17.0,,,,,,,,,,,,,,,
42,2019-11-11,103:203,138:148,private_transport,F,,,,25.0,,,,,,,12.0,,,,,11.0,13.0,,,,,,,
42,2019-11-11,103:203,85:106,private_transport,F,,21.0,,,,,10.0,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,87:104,bus,F,,,,,,,11.0,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,87:104,private_transport,F,,,,,,,12.0,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,103:203,bus,F,,,,,,,,,,,22.0,,,,,17.0,,,,,,,,
42,2019-11-11,103:203,103:203,microtrip,F,,,,,,12.0,10.0,,17.0,,,,,,,,,,,,10.0,,,15.0
42,2019-11-11,103:203,103:203,private_transport,F,,,,,,,,,,,21.0,,,,,,12.0,,,,,,,
42,2019-11-11,103:203,104:202,bus,F,,,,,,,21.0,,,,10.0,,,,,,,,,,,,,
42,2019-11-11,103:203,104:202,private_transport,F,,,,,,,30.0,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,110:168,bus,F,,,,,,20.0,18.0,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,110:168,private_transport,F,,10.0,,,,15.0,20.0,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,124:162,microtrip,F,,10.0,,,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-11,103:203,137:149,bus,F,,,,,,25.0,,,,,32.0,,,,,,,,,,,,,
42,2019-11-11,103:203,137:149,microtrip,F,,,,,,11.0,,,,,12.0,,,,10.0,,,,11.0,,,,,
42,2019-11-11,103:203,137:149,private_transport,F,,,,,,,,15.0,,,22.0,,,,,,,,,,,,,
42,2019-11-11,103:203,144:126,bus,F,,,,,,,,,,,,,17.0,,,,,,,,,,,
42,2019-11-11,103:203,147:123,private_transport,F,,,,,,,,,,,,,,,,,,,,,,10.0,,
42,2019-11-11,103:203,158:128,private_transport,F,,17.0,,,,,,,,,,,,,,,,,,,,,,
42,2019-11-11,103:203,159:127,private_transport,F,,,,,,,,65.0,,,,,,,,,,,,,,,,
