ProjectID,Date,Origin,Destination,Modo,Gender,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
42,2020-03-01,0:500,158:128,private_transport,F,,,,,,,,,,,,,,,,,,24.0,,,,,,
42,2020-03-01,0:500,84:107,private_transport,F,,,,,,,,,,,,,,,,,,50.0,,,,,,
42,2020-03-01,0:500,85:106,private_transport,F,,,,,,,,,,,,,,,,,,36.0,,,,,,
42,2020-03-01,100:206,100:206,bus,F,,,,,,,,,,11.0,,,,,,11.0,,,,,,,,
42,2020-03-01,100:206,100:206,private_transport,F,,,,,,,15.0,15.0,,16.0,,,,,,17.0,,,,,,10.0,,
42,2020-03-01,100:206,107:207,private_transport,F,,,,,,,,,,,,12.0,,,,,,,,,,13.0,,
42,2020-03-01,100:206,143:143,private_transport,F,,,,,,,,13.0,,,,,,,,15.0,,,,,,,,
42,2020-03-01,100:206,45:319,private_transport,F,,,,,,,,,,29.0,,,,,,,,,,,,,,
42,2020-03-01,100:206,50:412,private_transport,F,,,,,,,,,,,,,,,,,,,,10.0,,,,
42,2020-03-01,100:206,62:307,private_transport,F,,,,,,,,,,,,,,,,28.0,,,,,,,,
42,2020-03-01,100:206,68:315,private_transport,F,,,,,,,,,,,,,,,,,,,,21.0,,,,
42,2020-03-01,100:206,83:108,bus,F,,,,,,,,,,,,,,,,,,,,,14.0,,,
42,2020-03-01,100:206,83:108,private_transport,F,,,,,,,,,,12.0,,,,,,,,,,,23.0,,,
42,2020-03-01,101:205,45:319,private_transport,F,,,,,,,,,,12.0,,,,,,,,,,,,,,
42,2020-03-01,101:205,50:412,private_transport,F,,,,,,,,,,,,18.0,,,,,,,,,,,,
42,2020-03-01,101:205,83:108,microtrip,F,,12.0,,,,,11.0,,10.0,,,11.0,,,,,,,,,,,,
42,2020-03-01,101:205,83:108,private_transport,F,,,,,,,,,,,,,,,,,,11.0,,,,,,
42,2020-03-01,101:205,101:205,microtrip,F,,,,10.0,,,10.0,,,,,,11.0,,,,,,10.0,,,,,
42,2020-03-01,101:205,101:205,private_transport,F,,,,,,,,,,,,11.0,,,,,,,,,,,,
42,2020-03-01,101:205,108:170,private_transport,F,,,,,,,,,,,,,,,,,10.0,,,,,,,
