ProjectID,Date,Origin,Destination,Modo,Gender,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
42,2020-03-03,100:206,100:206,bus,F,,,,,,,13.0,,,,16.0,,,,,,,,,10.0,,,,
42,2020-03-03,100:206,100:206,private_transport,F,,,,,,,10.0,,30.0,,15.0,,,,,,,,,,,,,
42,2020-03-03,100:206,107:207,bus,F,,,,,,,,,,,,,,,,,,,,,12.0,,,
42,2020-03-03,100:206,107:207,private_transport,F,,,,,,,,,22.0,,,,,,,,,,,,10.0,,,
42,2020-03-03,100:206,128:142,bus,F,,,,,,,,,,,,,,,,,,,,11.0,,,,
42,2020-03-03,100:206,128:142,private_transport,F,,,,,,,,,,,,,,,,,,,,10.0,,,,
42,2020-03-03,100:206,143:143,bus,F,,,,,,,,,,,16.0,,,,,,,,,,11.0,,,
42,2020-03-03,100:206,143:143,private_transport,F,,,,,,,,,26.0,,14.0,,,,,,,,,,10.0,,,
42,2020-03-03,100:206,76:314,bus,F,,,,,,,,,,,,,,,,,,,33.0,11.0,,,,
42,2020-03-03,100:206,76:314,private_transport,F,,,,,,,,,,,,,,,,,,,30.0,,,,,
42,2020-03-03,100:206,83:108,bus,F,,,,,,,12.0,,,,,,,,,,,,,,,,,
42,2020-03-03,100:206,83:108,private_transport,F,,,,,,,11.0,,,,,,,,,,,,,10.0,,,,
42,2020-03-03,100:206,98:217,private_transport,F,,,,,,,,,11.0,,,,,,,,,,,,,,,
42,2020-03-03,101:205,107:207,private_transport,F,,,,,,,,,,,,,,,,,,,,,,,11.0,
42,2020-03-03,101:205,83:108,bus,F,,,,,,,,,,,,,,,,,,,,10.0,,,,
42,2020-03-03,101:205,83:108,microtrip,F,10.0,,,,,,,,13.0,,,,,10.0,,,12.0,,,14.0,13.0,,,
42,2020-03-03,101:205,101:205,bus,F,,,,,,,,,21.0,,,,,15.0,,,,,10.0,,,,,
