ProjectID,Date,Origin,Destination,Modo,Gender,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
42,2019-11-20,100:206,109:169,private_transport,F,,,,,,,,,,,,,,,,,,,,,11.0,,,
42,2019-11-20,100:206,128:142,bus,F,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,
42,2019-11-20,100:206,128:142,private_transport,F,,,,,,,,,,,,,,,,,,,,,15.0,,,
42,2019-11-20,100:206,144:126,bus,F,,,,,,,,,,,,15.0,,,,,,,,,,,,
42,2019-11-20,100:206,159:127,bus,F,,,,,,,,,,,,23.0,,,,,,,,,,,,
42,2019-11-20,100:206,61:413,private_transport,F,,,,,,,,,,,,,,34.0,,,,,,,,,,
42,2019-11-20,101:205,128:142,bus,F,,,,,,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-20,101:205,101:205,bus,F,,,,,,,,,,,10.0,,,,,,,,,,,,,
42,2019-11-20,101:205,101:205,microtrip,F,,,,,,,,15.0,11.0,,,,10.0,,,,,,,,,,,
42,2019-11-20,101:205,101:205,private_transport,F,,,,,,,,,,,10.0,,,,,,,,,,,,,
42,2019-11-20,101:205,108:170,microtrip,F,10.0,10.0,,,,,,,,,,16.0,,,,,,12.0,,,,,,
42,2019-11-20,101:205,120:166,microtrip,F,,,,,,,,,,,,,,,,,,,,10.0,,,,
42,2019-11-20,101:205,122:164,bus,F,,,,,,,,,,,,,,13.0,,,,,,,,,,
42,2019-11-20,101:205,122:164,private_transport,F,,,,,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-20,101:205,126:160,microtrip,F,,,,,,,,14.0,,,,,,,,,,,,,,,,
42,2019-11-20,101:205,126:160,private_transport,F,,,,,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-20,101:205,127:159,private_transport,F,,,,,,,,,,,,,,,,,,19.0,,,,,,
42,2019-11-20,101:205,129:141,microtrip,F,10.0,,,,,,14.0,13.0,,,,13.0,14.0,14.0,,18.0,13.0,,,,,,,
42,2019-11-20,101:205,130:140,microtrip,F,,,,,,,,,,,,,,,,11.0,,,,,,,,
42,2019-11-20,101:205,146:124,bus,F,,,,,,,,,,,,,,,,23.0,,,,,,,,
42,2019-11-20,101:205,146:124,microtrip,F,,,,,,,,,,,,11.0,,,,,,,,,,,,
42,2019-11-20,101:205,146:124,private_transport,F,,,,,,,,,,,,,,,,14.0,,,,,,,,
42,2019-11-20,101:205,151:119,microtrip,F,,,,,,,,,,,,10.0,,,17.0,12.0,,,,,,,,
42,2019-11-20,101:205,152:134,microtrip,F,,,,,,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-20,101:205,154:132,microtrip,F,11.0,,,,,,,15.0,11.0,,,,,,,,,,10.0,,,13.0,,
42,2019-11-20,101:205,21:521,private_transport,F,,,,,,,10.0,,,,,,,,,,,,,,,,,
42,2019-11-20,101:205,83:108,microtrip,F,,,,,,10.0,10.0,,11.0,,,,,,10.0,,,,,,,,,
42,2019-11-20,101:205,89:118,microtrip,F,,,,,,,,,,,,,12.0,11.0,,,,,,,,11.0,,
42,2019-11-20,101:205,90:117,bus,F,,,,,,,,,,,,11.0,,,,,,,,,,24.0,,
42,2019-11-20,101:205,90:117,private_transport,F,,,,,,,,,,,,,,,,,,,,,,13.0,,
42,2019-11-20,101:205,97:102,microtrip,F,,,,,,,,,,11.0,,10.0,,,,,,,,,,,,
42,2019-11-20,102:204,120:166,microtrip,F,,,,,,10.0,,,,,,,,,,10.0,,,,,,,,
42,2019-11-20,102:204,151:119,microtrip,F,,,,,,,,,,,,,,,,,,,,,10.0,,,
42,2019-11-20,102:204,141:145,microtrip,F,,,,,,10.0,,,,,,,,,,,,,,,,,,
42,2019-11-20,102:204,158:128,bus,F,,,,,,,,,,,,,,,,,,10.0,,,,,,
42,2019-11-20,102:204,158:128,private_transport,F,,,,,,,,,,,,,,,,,,11.0,,,,,,
42,2019-11-20,102:204,160:110,microtrip,F,,,,,,,10.0,,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,126:160,bus,F,,,,,,,,,,,,,,,38.0,,,,,,,,,
42,2019-11-20,103:203,126:160,private_transport,F,,,,,,,,,,,,,,,17.0,,,,,,,,,
42,2019-11-20,103:203,129:141,private_transport,F,,,,,,,,,,,,,,,10.0,,,,,,,,,
42,2019-11-20,103:203,154:132,bus,F,,,,,,,,,,,,,,,10.0,,,,,,,,,
42,2019-11-20,103:203,154:132,private_transport,F,,,,,,,,,,,,,,,24.0,,,,,,,,,
42,2019-11-20,103:203,21:521,private_transport,F,,,,,,,,,,,,,,,,,13.0,,,,,,,
42,2019-11-20,103:203,90:117,private_transport,F,,,,,,,,,,,,,,,12.0,,,,,,,,,
42,2019-11-20,103:203,97:102,bus,F,,,,,,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-20,103:203,103:203,bus,F,,,,,,,,,17.0,,,,,,,,,,19.0,,,15.0,,
42,2019-11-20,103:203,103:203,microtrip,F,,,,,,,10.0,,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,103:203,private_transport,F,,,,,,,,,,,,24.0,,,,,,25.0,,,,,,
42,2019-11-20,103:203,104:202,bus,F,,,,,,,,15.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,104:202,private_transport,F,,,,,,,,12.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,110:168,bus,F,,,,,,,,16.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,110:168,private_transport,F,,,,,,,,12.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,111:167,bus,F,,,,,,,19.0,,,,,28.0,,,,,,,,,,,,
42,2019-11-20,103:203,113:157,private_transport,F,,,,,,,,,,,,,,,,13.0,,,,,,,,
42,2019-11-20,103:203,116:154,bus,F,,,,,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,116:154,private_transport,F,,,,,,,,11.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,124:162,bus,F,,,,,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-20,103:203,131:139,bus,F,,,,,,,,,,,,,,,,,,,,,,14.0,,
42,2019-11-20,103:203,132:138,bus,F,,,,,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-20,103:203,134:136,private_transport,F,,,,,,,,11.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,135:135,bus,F,,,,,,,,16.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,135:135,private_transport,F,,,,,,,,11.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,137:149,bus,F,,,,,,,,,10.0,,,,,,,,,,,,,,,
42,2019-11-20,103:203,137:149,microtrip,F,,,,,,,,,,,,,,,,,10.0,,,,,,,
42,2019-11-20,103:203,137:149,private_transport,F,,,,,,,,,,,,17.0,,,,,,,,,,,,
42,2019-11-20,103:203,138:148,bus,F,,,,,,,,,39.0,,,,,,,,,,24.0,,,,,
42,2019-11-20,103:203,138:148,microtrip,F,17.0,,,,,,,,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,138:148,private_transport,F,,,,,,,,,17.0,,,,,,,,,36.0,11.0,,11.0,,,
42,2019-11-20,103:203,147:123,bus,F,,,,,,,,,,,,,,,,,,,11.0,,,,,
42,2019-11-20,103:203,147:123,private_transport,F,,,,,,,,,,,,,,,,,,,12.0,,,,,
42,2019-11-20,103:203,148:122,private_transport,F,,,,,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-20,103:203,153:133,private_transport,F,,,,,,,,,,,,,,,13.0,,,,,,,,,
42,2019-11-20,103:203,29:529,private_transport,F,,,,,,,,,,,,,,,,,52.0,,,,,,,
42,2019-11-20,103:203,45:319,private_transport,F,,,,,,,,,,,,16.0,13.0,,,,,15.0,,,,,,
42,2019-11-20,103:203,50:412,private_transport,F,,,,,,73.0,,,,,54.0,,,,,,,,,,,,,
42,2019-11-20,103:203,58:303,bus,F,,,,,,,,,,,,,,,,,,,,,,32.0,,
42,2019-11-20,103:203,58:303,private_transport,F,,,,,,,,,42.0,,,,12.0,,,,,,,,,25.0,,
42,2019-11-20,103:203,6:506,private_transport,F,,,,,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-20,103:203,76:314,private_transport,F,,,,,,,,15.0,,,,,,21.0,,,,,,,,,,
42,2019-11-20,103:203,77:312,private_transport,F,,,,,,,,,,,,,37.0,,,,,,,,,,,
42,2019-11-20,103:203,82:418,private_transport,F,,,,,,,,,,,,,,,,,,,,11.0,,,,
42,2019-11-20,103:203,93:114,private_transport,F,,,,,,,,11.0,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,95:112,private_transport,F,,,,,,,,,,,,,,,,37.0,,,,,,,,
42,2019-11-20,103:203,9:509,private_transport,F,,,,,,,,,,,,,,,,,71.0,,,,,,,
42,2019-11-20,104:202,122:164,private_transport,F,,,,,,,,,,,,,,,,,,,,12.0,,,,
42,2019-11-20,104:202,97:102,private_transport,F,,,,,,,,,,,,,,,,,,,,24.0,,,,
42,2019-11-20,104:202,104:202,bus,F,,,,,,,,,,,,,,,,,12.0,,,,,,,
42,2019-11-20,104:202,104:202,microtrip,F,,,,,,,,,,,,,,,,,,,,10.0,,,,
42,2019-11-20,104:202,104:202,private_transport,F,30.0,,,,,,,,,,43.0,,,,,,,,,,,,,
42,2019-11-20,104:202,110:168,bus,F,,,,,,,,14.0,,,,,,,,,,,,,,,,
42,2019-11-20,104:202,110:168,private_transport,F,50.0,,,,,,,11.0,,,62.0,,,,,,,,,,,,,
42,2019-11-20,104:202,111:167,bus,F,,,,,,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,104:202,111:167,microtrip,F,,,,,,,,,,,,,,,,,,10.0,,,,,,
42,2019-11-20,104:202,111:167,private_transport,F,,,,,,,,,,10.0,,,,,,26.0,,,,,,,,
42,2019-11-20,104:202,147:123,private_transport,F,13.0,,,,,,,,,,12.0,,,,,,11.0,,,,,,,
42,2019-11-20,104:202,148:122,private_transport,F,,,,,,,,,,,,,,,,51.0,,,,,,,,
42,2019-11-20,104:202,58:303,private_transport,F,,,,,,,,,,,,,,,50.0,,,,,,,,,
42,2019-11-20,104:202,9:509,private_transport,F,,,,,,,,,,,,,,,,,,46.0,,,,,,
