ProjectID,Date,Origin,Destination,Modo,false,true
42,2019-11-19,0:500,71:326,private_transport,25.0,
42,2019-11-19,100:206,100:206,bus,29.0,
42,2019-11-19,100:206,100:206,private_transport,35.0,
42,2019-11-19,100:206,104:202,private_transport,,10.0
42,2019-11-19,100:206,107:207,bus,15.0,
42,2019-11-19,100:206,107:207,private_transport,20.0,
42,2019-11-19,100:206,109:169,bus,25.0,
42,2019-11-19,100:206,109:169,private_transport,13.0,
42,2019-11-19,100:206,110:168,private_transport,11.0,13.0
42,2019-11-19,100:206,128:142,private_transport,25.0,
42,2019-11-19,100:206,129:141,bus,11.0,
42,2019-11-19,100:206,129:141,private_transport,11.0,
42,2019-11-19,100:206,130:140,bus,10.0,
42,2019-11-19,100:206,130:140,private_transport,11.0,
42,2019-11-19,100:206,143:143,bus,31.0,
42,2019-11-19,100:206,143:143,private_transport,37.0,
42,2019-11-19,100:206,147:123,private_transport,,10.0
42,2019-11-19,100:206,151:119,bus,11.0,
42,2019-11-19,100:206,151:119,private_transport,11.0,
42,2019-11-19,100:206,153:133,private_transport,14.0,
42,2019-11-19,100:206,276:144,bus,24.0,
42,2019-11-19,100:206,276:144,private_transport,12.0,
42,2019-11-19,100:206,45:319,private_transport,44.0,
42,2019-11-19,100:206,50:412,private_transport,53.0,
42,2019-11-19,100:206,54:419,private_transport,47.0,
42,2019-11-19,100:206,76:314,private_transport,15.0,
42,2019-11-19,100:206,83:108,bus,29.0,
42,2019-11-19,100:206,83:108,private_transport,38.0,
42,2019-11-19,100:206,88:103,bus,12.0,
42,2019-11-19,100:206,97:102,bus,11.0,
42,2019-11-19,100:206,98:217,bus,49.0,
42,2019-11-19,100:206,98:217,private_transport,25.0,
42,2019-11-19,101:205,104:202,private_transport,,10.0
42,2019-11-19,101:205,109:169,bus,21.0,
42,2019-11-19,101:205,109:169,microtrip,11.0,12.0
42,2019-11-19,101:205,109:169,private_transport,17.0,
42,2019-11-19,101:205,110:168,bus,13.0,18.0
42,2019-11-19,101:205,110:168,private_transport,26.0,21.0
42,2019-11-19,101:205,128:142,private_transport,11.0,
42,2019-11-19,101:205,129:141,bus,,26.0
42,2019-11-19,101:205,129:141,microtrip,238.0,84.0
42,2019-11-19,101:205,129:141,private_transport,35.0,12.0
42,2019-11-19,101:205,130:140,microtrip,67.0,35.0
42,2019-11-19,101:205,143:143,microtrip,11.0,
42,2019-11-19,101:205,151:119,bus,10.0,
42,2019-11-19,101:205,151:119,microtrip,195.0,62.0
42,2019-11-19,101:205,153:133,microtrip,39.0,17.0
42,2019-11-19,101:205,276:144,bus,10.0,
42,2019-11-19,101:205,276:144,private_transport,25.0,
42,2019-11-19,101:205,45:319,bus,20.0,
42,2019-11-19,101:205,45:319,private_transport,34.0,
42,2019-11-19,101:205,50:412,private_transport,17.0,
42,2019-11-19,101:205,54:419,private_transport,10.0,
42,2019-11-19,101:205,76:314,bus,28.0,
42,2019-11-19,101:205,76:314,private_transport,101.0,42.0
42,2019-11-19,101:205,83:108,bus,27.0,
42,2019-11-19,101:205,83:108,microtrip,112.0,69.0
42,2019-11-19,101:205,83:108,private_transport,23.0,
42,2019-11-19,101:205,88:103,private_transport,10.0,
42,2019-11-19,101:205,97:102,bus,17.0,
42,2019-11-19,101:205,97:102,microtrip,23.0,
42,2019-11-19,101:205,98:217,bus,21.0,
42,2019-11-19,101:205,98:217,microtrip,12.0,
42,2019-11-19,101:205,98:217,private_transport,42.0,
42,2019-11-19,101:205,101:205,bus,17.0,
42,2019-11-19,101:205,101:205,microtrip,154.0,37.0
42,2019-11-19,101:205,101:205,private_transport,25.0,
42,2019-11-19,101:205,102:204,microtrip,13.0,12.0
42,2019-11-19,101:205,102:204,private_transport,11.0,
42,2019-11-19,101:205,108:170,microtrip,229.0,84.0
42,2019-11-19,101:205,108:170,private_transport,15.0,
42,2019-11-19,101:205,116:154,bus,11.0,
