ProjectID,Date,Origin,Destination,Modo,false,true
42,2019-11-18,100:206,100:206,bus,,23.0
42,2019-11-18,100:206,100:206,private_transport,,18.0
42,2019-11-18,100:206,107:207,bus,,25.0
42,2019-11-18,100:206,107:207,private_transport,,22.0
42,2019-11-18,100:206,109:169,private_transport,17.0,
42,2019-11-18,100:206,122:164,bus,15.0,
42,2019-11-18,100:206,127:159,private_transport,11.0,
42,2019-11-18,100:206,130:140,bus,12.0,
42,2019-11-18,100:206,134:136,bus,,14.0
42,2019-11-18,100:206,134:136,private_transport,,12.0
42,2019-11-18,100:206,135:135,bus,,18.0
42,2019-11-18,100:206,135:135,private_transport,,13.0
42,2019-11-18,100:206,143:143,bus,,14.0
42,2019-11-18,100:206,143:143,private_transport,,12.0
42,2019-11-18,100:206,148:122,private_transport,,14.0
42,2019-11-18,100:206,153:133,bus,10.0,
42,2019-11-18,100:206,157:129,bus,11.0,
42,2019-11-18,100:206,159:127,bus,,23.0
42,2019-11-18,100:206,159:127,private_transport,,32.0
42,2019-11-18,100:206,58:303,private_transport,29.0,
42,2019-11-18,100:206,64:306,private_transport,112.0,
42,2019-11-18,100:206,83:108,bus,,10.0
42,2019-11-18,101:205,100:206,bus,,11.0
42,2019-11-18,101:205,100:206,private_transport,,10.0
42,2019-11-18,101:205,127:159,microtrip,22.0,
42,2019-11-18,101:205,130:140,microtrip,48.0,24.0
42,2019-11-18,101:205,135:135,bus,21.0,
42,2019-11-18,101:205,135:135,microtrip,12.0,
42,2019-11-18,101:205,153:133,microtrip,39.0,13.0
42,2019-11-18,101:205,153:133,private_transport,11.0,
42,2019-11-18,101:205,58:303,private_transport,14.0,
42,2019-11-18,101:205,64:306,private_transport,19.0,
42,2019-11-18,101:205,83:108,bus,28.0,
42,2019-11-18,101:205,83:108,microtrip,83.0,42.0
42,2019-11-18,101:205,83:108,private_transport,15.0,
42,2019-11-18,101:205,101:205,bus,37.0,
42,2019-11-18,101:205,101:205,microtrip,116.0,26.0
42,2019-11-18,101:205,101:205,private_transport,23.0,
42,2019-11-18,101:205,102:204,microtrip,12.0,
42,2019-11-18,101:205,108:170,bus,27.0,
42,2019-11-18,101:205,108:170,microtrip,166.0,59.0
42,2019-11-18,101:205,116:154,bus,12.0,
42,2019-11-18,101:205,116:154,microtrip,10.0,
42,2019-11-18,101:205,120:166,microtrip,13.0,14.0
42,2019-11-18,101:205,121:165,bus,10.0,
42,2019-11-18,101:205,121:165,private_transport,14.0,
42,2019-11-18,101:205,126:160,bus,10.0,17.0
42,2019-11-18,101:205,126:160,microtrip,73.0,
42,2019-11-18,101:205,126:160,private_transport,,14.0
42,2019-11-18,101:205,129:141,bus,13.0,
42,2019-11-18,101:205,129:141,microtrip,165.0,68.0
42,2019-11-18,101:205,141:145,microtrip,12.0,10.0
42,2019-11-18,101:205,144:126,microtrip,13.0,
42,2019-11-18,101:205,145:125,bus,10.0,
42,2019-11-18,101:205,145:125,microtrip,16.0,18.0
42,2019-11-18,101:205,145:125,private_transport,11.0,
42,2019-11-18,101:205,146:124,bus,34.0,
42,2019-11-18,101:205,146:124,microtrip,50.0,16.0
42,2019-11-18,101:205,146:124,private_transport,12.0,
42,2019-11-18,101:205,151:119,bus,26.0,
42,2019-11-18,101:205,151:119,microtrip,158.0,46.0
42,2019-11-18,101:205,151:119,private_transport,15.0,
42,2019-11-18,101:205,152:134,bus,,10.0
42,2019-11-18,101:205,152:134,microtrip,78.0,27.0
42,2019-11-18,101:205,154:132,microtrip,167.0,64.0
42,2019-11-18,101:205,155:131,bus,10.0,
42,2019-11-18,101:205,155:131,microtrip,10.0,
42,2019-11-18,101:205,156:130,microtrip,31.0,14.0
42,2019-11-18,101:205,158:128,private_transport,11.0,
42,2019-11-18,101:205,160:110,bus,42.0,
42,2019-11-18,101:205,160:110,microtrip,94.0,23.0
42,2019-11-18,101:205,160:110,private_transport,25.0,
42,2019-11-18,101:205,25:525,private_transport,13.0,
42,2019-11-18,101:205,32:532,private_transport,13.0,
42,2019-11-18,101:205,41:404,private_transport,11.0,
42,2019-11-18,101:205,48:301,private_transport,,10.0
42,2019-11-18,101:205,50:412,private_transport,13.0,
42,2019-11-18,101:205,61:413,private_transport,11.0,
42,2019-11-18,101:205,62:307,private_transport,13.0,
42,2019-11-18,101:205,76:314,bus,10.0,
42,2019-11-18,101:205,82:418,private_transport,14.0,
42,2019-11-18,101:205,84:107,bus,11.0,
42,2019-11-18,101:205,85:106,bus,11.0,
42,2019-11-18,101:205,85:106,microtrip,14.0,
42,2019-11-18,101:205,86:105,bus,,12.0
42,2019-11-18,101:205,86:105,private_transport,12.0,11.0
42,2019-11-18,101:205,87:104,microtrip,23.0,
42,2019-11-18,101:205,88:103,private_transport,10.0,
42,2019-11-18,101:205,89:118,microtrip,97.0,29.0
42,2019-11-18,101:205,90:117,bus,21.0,10.0
42,2019-11-18,101:205,90:117,microtrip,29.0,
42,2019-11-18,101:205,90:117,private_transport,20.0,
42,2019-11-18,101:205,91:116,microtrip,13.0,
42,2019-11-18,101:205,94:113,microtrip,23.0,11.0
42,2019-11-18,101:205,96:111,bus,34.0,
42,2019-11-18,101:205,96:111,microtrip,75.0,22.0
42,2019-11-18,101:205,96:111,private_transport,19.0,
42,2019-11-18,101:205,97:102,bus,20.0,10.0
42,2019-11-18,101:205,97:102,microtrip,32.0,13.0
42,2019-11-18,101:205,98:217,bus,18.0,
42,2019-11-18,101:205,98:217,microtrip,12.0,
42,2019-11-18,101:205,99:101,microtrip,19.0,12.0
42,2019-11-18,101:205,9:509,private_transport,69.0,
42,2019-11-18,102:204,135:135,microtrip,11.0,
42,2019-11-18,102:204,157:129,bus,11.0,
42,2019-11-18,102:204,101:205,bus,14.0,
42,2019-11-18,102:204,101:205,microtrip,16.0,12.0
42,2019-11-18,102:204,102:204,microtrip,11.0,10.0
42,2019-11-18,102:204,108:170,microtrip,34.0,
42,2019-11-18,102:204,120:166,microtrip,23.0,23.0
42,2019-11-18,102:204,126:160,bus,12.0,
42,2019-11-18,102:204,126:160,microtrip,21.0,
42,2019-11-18,102:204,141:145,microtrip,26.0,
