ProjectID,Date,Origin,Destination,Modo,false,true
42,2019-11-11,101:205,90:117,microtrip,20.0,
42,2019-11-11,101:205,90:117,private_transport,21.0,
42,2019-11-11,101:205,96:111,bus,13.0,
42,2019-11-11,101:205,96:111,microtrip,87.0,35.0
42,2019-11-11,101:205,96:111,private_transport,13.0,
42,2019-11-11,101:205,101:205,bus,45.0,
42,2019-11-11,101:205,101:205,microtrip,206.0,85.0
42,2019-11-11,101:205,101:205,private_transport,48.0,
42,2019-11-11,101:205,102:204,microtrip,20.0,20.0
42,2019-11-11,101:205,103:203,bus,10.0,
42,2019-11-11,101:205,104:202,bus,16.0,
42,2019-11-11,101:205,104:202,private_transport,11.0,
42,2019-11-11,101:205,109:169,microtrip,11.0,14.0
42,2019-11-11,101:205,109:169,private_transport,14.0,
42,2019-11-11,101:205,110:168,bus,13.0,
42,2019-11-11,101:205,110:168,private_transport,22.0,13.0
42,2019-11-11,101:205,111:167,private_transport,14.0,
42,2019-11-11,101:205,121:165,bus,12.0,
42,2019-11-11,101:205,121:165,private_transport,20.0,
42,2019-11-11,101:205,122:164,microtrip,10.0,
42,2019-11-11,101:205,126:160,bus,26.0,
42,2019-11-11,101:205,126:160,microtrip,68.0,10.0
42,2019-11-11,101:205,126:160,private_transport,50.0,
42,2019-11-11,101:205,127:159,bus,25.0,11.0
42,2019-11-11,101:205,127:159,microtrip,18.0,
42,2019-11-11,101:205,127:159,private_transport,27.0,
42,2019-11-11,101:205,129:141,bus,63.0,
42,2019-11-11,101:205,129:141,microtrip,302.0,108.0
42,2019-11-11,101:205,129:141,private_transport,54.0,
42,2019-11-11,101:205,130:140,microtrip,51.0,30.0
42,2019-11-11,101:205,131:139,bus,16.0,
42,2019-11-11,101:205,137:149,private_transport,10.0,
42,2019-11-11,101:205,145:125,microtrip,23.0,
42,2019-11-11,101:205,145:125,private_transport,,11.0
42,2019-11-11,101:205,146:124,bus,34.0,
42,2019-11-11,101:205,146:124,microtrip,120.0,55.0
42,2019-11-11,101:205,146:124,private_transport,27.0,
42,2019-11-11,101:205,147:123,bus,12.0,
42,2019-11-11,101:205,148:122,bus,,14.0
42,2019-11-11,101:205,148:122,private_transport,12.0,
42,2019-11-11,101:205,150:120,private_transport,14.0,
42,2019-11-11,101:205,151:119,bus,12.0,21.0
42,2019-11-11,101:205,151:119,microtrip,240.0,74.0
42,2019-11-11,101:205,151:119,private_transport,12.0,
42,2019-11-11,101:205,152:134,microtrip,97.0,25.0
42,2019-11-11,101:205,152:134,private_transport,12.0,
42,2019-11-11,101:205,153:133,bus,10.0,
42,2019-11-11,101:205,153:133,microtrip,30.0,
42,2019-11-11,101:205,153:133,private_transport,12.0,
42,2019-11-11,101:205,155:131,microtrip,,10.0
42,2019-11-11,101:205,157:129,private_transport,11.0,
42,2019-11-11,101:205,158:128,microtrip,11.0,
42,2019-11-11,101:205,160:110,microtrip,105.0,38.0
42,2019-11-11,101:205,160:110,private_transport,25.0,
42,2019-11-11,101:205,45:319,bus,14.0,
42,2019-11-11,101:205,56:416,private_transport,,19.0
42,2019-11-11,101:205,68:315,private_transport,38.0,
42,2019-11-11,101:205,72:411,private_transport,43.0,
42,2019-11-11,101:205,87:104,microtrip,30.0,10.0
42,2019-11-11,101:205,89:118,bus,18.0,12.0
42,2019-11-11,101:205,89:118,microtrip,156.0,44.0
42,2019-11-11,101:205,93:114,bus,15.0,
42,2019-11-11,101:205,94:113,bus,40.0,
42,2019-11-11,101:205,94:113,microtrip,17.0,
42,2019-11-11,101:205,94:113,private_transport,38.0,
42,2019-11-11,101:205,97:102,microtrip,29.0,
42,2019-11-11,101:205,98:217,bus,11.0,
42,2019-11-11,101:205,98:217,microtrip,12.0,
42,2019-11-11,101:205,98:217,private_transport,11.0,
42,2019-11-11,101:205,99:101,microtrip,12.0,
42,2019-11-11,101:205,9:509,private_transport,24.0,
42,2019-11-11,102:204,107:207,bus,10.0,
42,2019-11-11,102:204,57:310,private_transport,12.0,
42,2019-11-11,102:204,62:307,private_transport,11.0,
42,2019-11-11,102:204,108:170,microtrip,52.0,21.0
42,2019-11-11,102:204,120:166,bus,11.0,
42,2019-11-11,102:204,120:166,microtrip,34.0,30.0
42,2019-11-11,102:204,141:145,bus,,10.0
42,2019-11-11,102:204,141:145,microtrip,31.0,12.0
42,2019-11-11,102:204,154:132,microtrip,21.0,
42,2019-11-11,102:204,154:132,private_transport,10.0,
42,2019-11-11,102:204,156:130,microtrip,11.0,
42,2019-11-11,102:204,156:130,private_transport,,10.0
42,2019-11-11,102:204,61:413,private_transport,21.0,
42,2019-11-11,102:204,76:314,private_transport,15.0,12.0
42,2019-11-11,102:204,83:108,private_transport,11.0,
42,2019-11-11,102:204,96:111,microtrip,28.0,24.0
42,2019-11-11,102:204,101:205,microtrip,27.0,
42,2019-11-11,102:204,101:205,private_transport,15.0,
42,2019-11-11,102:204,102:204,bus,10.0,
42,2019-11-11,102:204,110:168,private_transport,11.0,
42,2019-11-11,102:204,122:164,bus,,10.0
42,2019-11-11,102:204,126:160,microtrip,21.0,12.0
42,2019-11-11,102:204,137:149,private_transport,11.0,
42,2019-11-11,102:204,145:125,microtrip,36.0,12.0
42,2019-11-11,102:204,146:124,bus,12.0,
42,2019-11-11,102:204,146:124,microtrip,48.0,19.0
42,2019-11-11,102:204,146:124,private_transport,13.0,
42,2019-11-11,102:204,150:120,bus,10.0,
42,2019-11-11,102:204,151:119,microtrip,30.0,10.0
42,2019-11-11,102:204,151:119,private_transport,12.0,
42,2019-11-11,102:204,152:134,microtrip,17.0,
42,2019-11-11,102:204,152:134,private_transport,12.0,
42,2019-11-11,102:204,155:131,microtrip,12.0,
42,2019-11-11,102:204,160:110,bus,12.0,
42,2019-11-11,102:204,160:110,microtrip,44.0,17.0
42,2019-11-11,102:204,160:110,private_transport,12.0,
42,2019-11-11,102:204,45:319,bus,11.0,
42,2019-11-11,102:204,45:319,private_transport,14.0,10.0
42,2019-11-11,102:204,87:104,microtrip,17.0,
42,2019-11-11,102:204,89:118,microtrip,15.0,10.0
42,2019-11-11,102:204,94:113,bus,15.0,
42,2019-11-11,102:204,97:102,microtrip,13.0,
42,2019-11-11,102:204,98:217,private_transport,12.0,
42,2019-11-11,102:204,99:101,microtrip,39.0,42.0
42,2019-11-11,102:204,99:101,private_transport,13.0,14.0
42,2019-11-11,102:204,9:509,private_transport,22.0,
42,2019-11-11,102:204,134:136,microtrip,19.0,
42,2019-11-11,102:204,136:150,microtrip,23.0,12.0
42,2019-11-11,102:204,139:147,microtrip,12.0,
42,2019-11-11,102:204,140:146,microtrip,17.0,
42,2019-11-11,102:204,21:521,private_transport,10.0,
42,2019-11-11,102:204,32:532,private_transport,12.0,
42,2019-11-11,102:204,79:415,private_transport,15.0,
42,2019-11-11,102:204,82:418,private_transport,10.0,
42,2019-11-11,102:204,91:116,private_transport,13.0,
42,2019-11-11,103:203,107:207,private_transport,47.0,
42,2019-11-11,103:203,112:158,private_transport,21.0,
42,2019-11-11,103:203,57:310,bus,11.0,
42,2019-11-11,103:203,57:310,private_transport,149.0,
42,2019-11-11,103:203,58:303,bus,31.0,15.0
42,2019-11-11,103:203,58:303,microtrip,45.0,26.0
42,2019-11-11,103:203,58:303,private_transport,148.0,50.0
42,2019-11-11,103:203,62:307,bus,68.0,
42,2019-11-11,103:203,62:307,private_transport,63.0,
42,2019-11-11,103:203,108:170,private_transport,11.0,
42,2019-11-11,103:203,144:126,bus,42.0,
42,2019-11-11,103:203,144:126,microtrip,11.0,
42,2019-11-11,103:203,144:126,private_transport,65.0,
42,2019-11-11,103:203,154:132,bus,11.0,
42,2019-11-11,103:203,156:130,bus,,19.0
42,2019-11-11,103:203,156:130,private_transport,,15.0
42,2019-11-11,103:203,159:127,bus,28.0,
42,2019-11-11,103:203,159:127,microtrip,36.0,18.0
42,2019-11-11,103:203,159:127,private_transport,131.0,
42,2019-11-11,103:203,50:412,private_transport,284.0,82.0
42,2019-11-11,103:203,61:413,private_transport,104.0,
42,2019-11-11,103:203,64:306,private_transport,82.0,58.0
42,2019-11-11,103:203,75:313,private_transport,52.0,
42,2019-11-11,103:203,76:314,private_transport,35.0,
42,2019-11-11,103:203,85:106,private_transport,30.0,
42,2019-11-11,103:203,90:117,bus,11.0,
42,2019-11-11,103:203,96:111,private_transport,15.0,
42,2019-11-11,103:203,103:203,bus,109.0,76.0
42,2019-11-11,103:203,103:203,microtrip,165.0,100.0
42,2019-11-11,103:203,103:203,private_transport,264.0,73.0
42,2019-11-11,103:203,104:202,bus,26.0,10.0
42,2019-11-11,103:203,104:202,microtrip,13.0,
42,2019-11-11,103:203,104:202,private_transport,36.0,24.0
42,2019-11-11,103:203,109:169,private_transport,22.0,
42,2019-11-11,103:203,110:168,bus,57.0,14.0
42,2019-11-11,103:203,110:168,private_transport,172.0,
42,2019-11-11,103:203,111:167,bus,,64.0
42,2019-11-11,103:203,111:167,private_transport,31.0,28.0
42,2019-11-11,103:203,121:165,bus,28.0,51.0
42,2019-11-11,103:203,121:165,microtrip,22.0,11.0
42,2019-11-11,103:203,121:165,private_transport,55.0,
42,2019-11-11,103:203,126:160,bus,47.0,
42,2019-11-11,103:203,126:160,private_transport,30.0,
42,2019-11-11,103:203,131:139,bus,27.0,24.0
42,2019-11-11,103:203,131:139,microtrip,46.0,14.0
42,2019-11-11,103:203,131:139,private_transport,92.0,28.0
42,2019-11-11,103:203,137:149,bus,123.0,10.0
42,2019-11-11,103:203,137:149,microtrip,74.0,36.0
42,2019-11-11,103:203,137:149,private_transport,157.0,11.0
42,2019-11-11,103:203,147:123,private_transport,34.0,
42,2019-11-11,103:203,148:122,bus,,28.0
42,2019-11-11,103:203,148:122,private_transport,,34.0
42,2019-11-11,103:203,150:120,bus,11.0,
42,2019-11-11,103:203,152:134,bus,12.0,
42,2019-11-11,103:203,157:129,bus,17.0,13.0
42,2019-11-11,103:203,157:129,private_transport,38.0,
42,2019-11-11,103:203,158:128,private_transport,18.0,
42,2019-11-11,103:203,160:110,bus,17.0,
42,2019-11-11,103:203,45:319,bus,104.0,19.0
42,2019-11-11,103:203,45:319,microtrip,42.0,
42,2019-11-11,103:203,45:319,private_transport,177.0,178.0
42,2019-11-11,103:203,56:416,private_transport,136.0,
42,2019-11-11,103:203,72:411,private_transport,45.0,
42,2019-11-11,103:203,87:104,bus,22.0,
42,2019-11-11,103:203,87:104,private_transport,49.0,
42,2019-11-11,103:203,98:217,bus,10.0,
42,2019-11-11,103:203,98:217,private_transport,25.0,
42,2019-11-11,103:203,9:509,private_transport,624.0,17.0
42,2019-11-11,103:203,134:136,microtrip,10.0,
42,2019-11-11,103:203,134:136,private_transport,,12.0
42,2019-11-11,103:203,21:521,private_transport,28.0,
42,2019-11-11,103:203,32:532,private_transport,15.0,
42,2019-11-11,103:203,79:415,private_transport,109.0,
42,2019-11-11,103:203,82:418,private_transport,28.0,
42,2019-11-11,103:203,91:116,bus,11.0,
42,2019-11-11,103:203,105:201,bus,10.0,
42,2019-11-11,103:203,105:201,private_transport,20.0,
42,2019-11-11,103:203,106:208,bus,15.0,
42,2019-11-11,103:203,106:208,private_transport,23.0,
42,2019-11-11,103:203,113:157,bus,11.0,11.0
42,2019-11-11,103:203,113:157,private_transport,34.0,
42,2019-11-11,103:203,114:156,private_transport,38.0,
42,2019-11-11,103:203,124:162,bus,,13.0
42,2019-11-11,103:203,124:162,microtrip,31.0,11.0
42,2019-11-11,103:203,124:162,private_transport,78.0,
42,2019-11-11,103:203,125:161,microtrip,12.0,
42,2019-11-11,103:203,125:161,private_transport,10.0,
42,2019-11-11,103:203,133:137,private_transport,12.0,11.0
42,2019-11-11,103:203,135:135,bus,11.0,
42,2019-11-11,103:203,138:148,bus,88.0,76.0
42,2019-11-11,103:203,138:148,microtrip,182.0,132.0
42,2019-11-11,103:203,138:148,private_transport,123.0,58.0
42,2019-11-11,103:203,149:121,bus,16.0,
42,2019-11-11,103:203,149:121,private_transport,36.0,
42,2019-11-11,103:203,19:519,private_transport,11.0,
42,2019-11-11,103:203,22:522,microtrip,10.0,
42,2019-11-11,103:203,25:525,private_transport,113.0,
42,2019-11-11,103:203,29:529,private_transport,17.0,
42,2019-11-11,103:203,33:533,private_transport,20.0,
42,2019-11-11,103:203,39:402,private_transport,10.0,
42,2019-11-11,103:203,40:405,private_transport,10.0,
42,2019-11-11,103:203,46:420,private_transport,46.0,
42,2019-11-11,103:203,48:301,private_transport,10.0,54.0
42,2019-11-11,103:203,54:419,private_transport,211.0,
42,2019-11-11,103:203,63:414,private_transport,157.0,
42,2019-11-11,103:203,65:410,private_transport,98.0,
42,2019-11-11,103:203,78:302,microtrip,18.0,17.0
42,2019-11-11,103:203,78:302,private_transport,86.0,93.0
42,2019-11-11,103:203,84:107,bus,,23.0
42,2019-11-11,103:203,84:107,microtrip,,10.0
42,2019-11-11,103:203,84:107,private_transport,19.0,
42,2019-11-11,103:203,86:105,bus,23.0,
42,2019-11-11,103:203,86:105,microtrip,10.0,
42,2019-11-11,103:203,86:105,private_transport,29.0,
42,2019-11-11,103:203,88:103,private_transport,29.0,
42,2019-11-11,103:203,92:115,bus,12.0,
42,2019-11-11,103:203,92:115,private_transport,15.0,12.0
42,2019-11-11,103:203,95:112,bus,13.0,
42,2019-11-11,103:203,95:112,private_transport,35.0,
42,2019-11-11,104:202,107:207,microtrip,10.0,11.0
42,2019-11-11,104:202,107:207,private_transport,10.0,11.0
42,2019-11-11,104:202,112:158,private_transport,,10.0
42,2019-11-11,104:202,57:310,bus,22.0,
42,2019-11-11,104:202,57:310,private_transport,63.0,
42,2019-11-11,104:202,58:303,private_transport,234.0,
42,2019-11-11,104:202,62:307,private_transport,,10.0
42,2019-11-11,104:202,108:170,bus,11.0,
42,2019-11-11,104:202,108:170,private_transport,13.0,
42,2019-11-11,104:202,144:126,bus,28.0,
42,2019-11-11,104:202,144:126,private_transport,45.0,
42,2019-11-11,104:202,159:127,private_transport,19.0,
42,2019-11-11,104:202,50:412,bus,17.0,
42,2019-11-11,104:202,50:412,private_transport,91.0,82.0
42,2019-11-11,104:202,51:308,private_transport,12.0,
42,2019-11-11,104:202,61:413,private_transport,211.0,
42,2019-11-11,104:202,64:306,private_transport,96.0,16.0
42,2019-11-11,104:202,75:313,bus,10.0,
42,2019-11-11,104:202,75:313,private_transport,54.0,
42,2019-11-11,104:202,76:314,private_transport,,45.0
42,2019-11-11,104:202,85:106,private_transport,12.0,
42,2019-11-11,104:202,90:117,bus,40.0,
42,2019-11-11,104:202,90:117,private_transport,28.0,
42,2019-11-11,104:202,103:203,bus,11.0,
42,2019-11-11,104:202,103:203,microtrip,27.0,16.0
42,2019-11-11,104:202,103:203,private_transport,20.0,
42,2019-11-11,104:202,104:202,bus,140.0,40.0
42,2019-11-11,104:202,104:202,microtrip,158.0,80.0
42,2019-11-11,104:202,104:202,private_transport,351.0,80.0
42,2019-11-11,104:202,109:169,private_transport,20.0,
42,2019-11-11,104:202,110:168,bus,156.0,27.0
42,2019-11-11,104:202,110:168,microtrip,123.0,72.0
42,2019-11-11,104:202,110:168,private_transport,425.0,78.0
42,2019-11-11,104:202,111:167,bus,159.0,53.0
42,2019-11-11,104:202,111:167,microtrip,105.0,62.0
42,2019-11-11,104:202,111:167,private_transport,400.0,149.0
42,2019-11-11,104:202,121:165,bus,38.0,13.0
42,2019-11-11,104:202,121:165,microtrip,11.0,
42,2019-11-11,104:202,121:165,private_transport,39.0,18.0
42,2019-11-11,104:202,122:164,bus,17.0,
42,2019-11-11,104:202,126:160,bus,43.0,
42,2019-11-11,104:202,126:160,private_transport,60.0,
42,2019-11-11,104:202,127:159,bus,15.0,
42,2019-11-11,104:202,127:159,private_transport,10.0,
42,2019-11-11,104:202,137:149,bus,33.0,
42,2019-11-11,104:202,137:149,private_transport,21.0,
42,2019-11-11,104:202,147:123,bus,34.0,12.0
42,2019-11-11,104:202,147:123,microtrip,29.0,15.0
42,2019-11-11,104:202,147:123,private_transport,71.0,
42,2019-11-11,104:202,148:122,bus,12.0,
42,2019-11-11,104:202,148:122,private_transport,16.0,
42,2019-11-11,104:202,155:131,bus,12.0,
42,2019-11-11,104:202,155:131,private_transport,18.0,
42,2019-11-11,104:202,157:129,bus,,12.0
42,2019-11-11,104:202,158:128,bus,25.0,
42,2019-11-11,104:202,158:128,private_transport,43.0,
42,2019-11-11,104:202,160:110,private_transport,14.0,
42,2019-11-11,104:202,45:319,bus,10.0,
42,2019-11-11,104:202,45:319,private_transport,128.0,
42,2019-11-11,104:202,56:416,private_transport,192.0,
42,2019-11-11,104:202,68:315,private_transport,12.0,
42,2019-11-11,104:202,72:411,private_transport,67.0,
42,2019-11-11,104:202,87:104,bus,79.0,32.0
42,2019-11-11,104:202,87:104,private_transport,96.0,64.0
42,2019-11-11,104:202,97:102,bus,24.0,
42,2019-11-11,104:202,97:102,private_transport,44.0,
42,2019-11-11,104:202,98:217,microtrip,23.0,
42,2019-11-11,104:202,98:217,private_transport,56.0,
42,2019-11-11,104:202,9:509,bus,28.0,
42,2019-11-11,104:202,9:509,private_transport,213.0,73.0
42,2019-11-11,104:202,134:136,private_transport,21.0,
42,2019-11-11,104:202,21:521,private_transport,12.0,
42,2019-11-11,104:202,32:532,private_transport,33.0,
42,2019-11-11,104:202,79:415,private_transport,75.0,
42,2019-11-11,104:202,82:418,private_transport,89.0,
42,2019-11-11,104:202,91:116,bus,37.0,20.0
42,2019-11-11,104:202,91:116,private_transport,48.0,24.0
42,2019-11-11,104:202,105:201,microtrip,17.0,
42,2019-11-11,104:202,106:208,bus,,10.0
42,2019-11-11,104:202,106:208,private_transport,13.0,
42,2019-11-11,104:202,114:156,bus,14.0,
42,2019-11-11,104:202,114:156,microtrip,,13.0
42,2019-11-11,104:202,114:156,private_transport,33.0,
42,2019-11-11,104:202,133:137,bus,20.0,
42,2019-11-11,104:202,133:137,private_transport,20.0,
42,2019-11-11,104:202,138:148,bus,24.0,24.0
42,2019-11-11,104:202,138:148,microtrip,29.0,30.0
42,2019-11-11,104:202,138:148,private_transport,49.0,21.0
42,2019-11-11,104:202,149:121,private_transport,14.0,
42,2019-11-11,104:202,19:519,private_transport,73.0,
42,2019-11-11,104:202,25:525,private_transport,96.0,
42,2019-11-11,104:202,39:402,private_transport,66.0,
42,2019-11-11,104:202,46:420,private_transport,50.0,
42,2019-11-11,104:202,48:301,private_transport,97.0,32.0
42,2019-11-11,104:202,54:419,private_transport,29.0,
42,2019-11-11,104:202,63:414,private_transport,17.0,
42,2019-11-11,104:202,65:410,private_transport,,62.0
42,2019-11-11,104:202,78:302,microtrip,,21.0
42,2019-11-11,104:202,78:302,private_transport,42.0,27.0
42,2019-11-11,104:202,84:107,bus,26.0,
42,2019-11-11,104:202,84:107,private_transport,13.0,
42,2019-11-11,104:202,86:105,bus,33.0,
42,2019-11-11,104:202,86:105,private_transport,16.0,
42,2019-11-11,104:202,88:103,bus,12.0,
42,2019-11-11,104:202,88:103,private_transport,17.0,
42,2019-11-11,104:202,92:115,private_transport,15.0,
42,2019-11-11,104:202,34:534,private_transport,61.0,
42,2019-11-11,104:202,53:309,private_transport,,49.0
42,2019-11-11,104:202,60:304,private_transport,55.0,
42,2019-11-11,104:202,66:316,private_transport,136.0,
42,2019-11-11,104:202,6:506,private_transport,17.0,
42,2019-11-11,104:202,77:312,bus,14.0,
42,2019-11-11,104:202,77:312,private_transport,46.0,
42,2019-11-11,105:201,107:207,private_transport,35.0,
42,2019-11-11,105:201,112:158,private_transport,29.0,
42,2019-11-11,105:201,57:310,bus,,25.0
42,2019-11-11,105:201,57:310,microtrip,38.0,
42,2019-11-11,105:201,57:310,private_transport,,17.0
42,2019-11-11,105:201,144:126,private_transport,34.0,
42,2019-11-11,105:201,50:412,private_transport,71.0,
42,2019-11-11,105:201,51:308,microtrip,13.0,
42,2019-11-11,105:201,51:308,private_transport,14.0,
42,2019-11-11,105:201,61:413,private_transport,86.0,
42,2019-11-11,105:201,75:313,bus,29.0,
42,2019-11-11,105:201,75:313,private_transport,35.0,
42,2019-11-11,105:201,90:117,private_transport,27.0,
42,2019-11-11,105:201,104:202,bus,17.0,
42,2019-11-11,105:201,104:202,microtrip,19.0,
42,2019-11-11,105:201,104:202,private_transport,37.0,
42,2019-11-11,105:201,109:169,private_transport,16.0,
42,2019-11-11,105:201,110:168,bus,78.0,
42,2019-11-11,105:201,110:168,private_transport,113.0,11.0
42,2019-11-11,105:201,111:167,bus,18.0,
42,2019-11-11,105:201,111:167,private_transport,86.0,
42,2019-11-11,105:201,126:160,private_transport,54.0,
42,2019-11-11,105:201,147:123,bus,13.0,
42,2019-11-11,105:201,160:110,private_transport,14.0,
42,2019-11-11,105:201,45:319,private_transport,113.0,
42,2019-11-11,105:201,56:416,private_transport,172.0,
42,2019-11-11,105:201,87:104,bus,10.0,
42,2019-11-11,105:201,97:102,private_transport,11.0,
42,2019-11-11,105:201,98:217,bus,19.0,
42,2019-11-11,105:201,98:217,private_transport,28.0,
42,2019-11-11,105:201,9:509,private_transport,20.0,
42,2019-11-11,105:201,32:532,private_transport,40.0,46.0
42,2019-11-11,105:201,79:415,private_transport,10.0,
42,2019-11-11,105:201,105:201,bus,,33.0
42,2019-11-11,105:201,105:201,microtrip,68.0,11.0
42,2019-11-11,105:201,105:201,private_transport,,36.0
42,2019-11-11,105:201,106:208,bus,,23.0
42,2019-11-11,105:201,106:208,microtrip,38.0,
42,2019-11-11,105:201,106:208,private_transport,21.0,29.0
42,2019-11-11,105:201,114:156,private_transport,11.0,21.0
42,2019-11-11,105:201,133:137,private_transport,22.0,
42,2019-11-11,105:201,138:148,private_transport,10.0,
42,2019-11-11,105:201,149:121,bus,16.0,
42,2019-11-11,105:201,149:121,private_transport,36.0,
42,2019-11-11,105:201,25:525,private_transport,94.0,
42,2019-11-11,105:201,48:301,private_transport,58.0,10.0
42,2019-11-11,105:201,63:414,private_transport,13.0,
42,2019-11-11,105:201,53:309,private_transport,,10.0
42,2019-11-11,105:201,66:316,private_transport,75.0,
42,2019-11-11,105:201,6:506,private_transport,10.0,
42,2019-11-11,105:201,77:312,private_transport,58.0,
42,2019-11-11,106:208,107:207,bus,15.0,15.0
42,2019-11-11,106:208,107:207,microtrip,23.0,15.0
42,2019-11-11,106:208,107:207,private_transport,64.0,63.0
42,2019-11-11,106:208,112:158,bus,22.0,
42,2019-11-11,106:208,112:158,microtrip,18.0,
42,2019-11-11,106:208,112:158,private_transport,63.0,44.0
42,2019-11-11,106:208,57:310,microtrip,18.0,
42,2019-11-11,106:208,57:310,private_transport,15.0,19.0
42,2019-11-11,106:208,62:307,private_transport,10.0,
42,2019-11-11,106:208,141:145,private_transport,11.0,
42,2019-11-11,106:208,144:126,private_transport,21.0,
42,2019-11-11,106:208,23:523,private_transport,41.0,
42,2019-11-11,106:208,50:412,private_transport,31.0,13.0
42,2019-11-11,106:208,61:413,private_transport,133.0,31.0
42,2019-11-11,106:208,103:203,private_transport,20.0,
42,2019-11-11,106:208,104:202,bus,29.0,
42,2019-11-11,106:208,104:202,private_transport,41.0,
42,2019-11-11,106:208,109:169,private_transport,25.0,
42,2019-11-11,106:208,110:168,bus,74.0,
42,2019-11-11,106:208,110:168,private_transport,133.0,
42,2019-11-11,106:208,111:167,bus,18.0,
42,2019-11-11,106:208,111:167,private_transport,67.0,
42,2019-11-11,106:208,121:165,private_transport,10.0,
42,2019-11-11,106:208,147:123,private_transport,33.0,
42,2019-11-11,106:208,148:122,private_transport,13.0,
42,2019-11-11,106:208,150:120,private_transport,17.0,
42,2019-11-11,106:208,45:319,private_transport,84.0,10.0
42,2019-11-11,106:208,56:416,private_transport,168.0,
42,2019-11-11,106:208,98:217,bus,19.0,
42,2019-11-11,106:208,98:217,microtrip,17.0,
42,2019-11-11,106:208,98:217,private_transport,36.0,17.0
42,2019-11-11,106:208,9:509,private_transport,140.0,
42,2019-11-11,106:208,134:136,bus,,12.0
42,2019-11-11,106:208,32:532,private_transport,46.0,
42,2019-11-11,106:208,82:418,private_transport,37.0,
42,2019-11-11,106:208,105:201,bus,,16.0
42,2019-11-11,106:208,105:201,microtrip,25.0,11.0
42,2019-11-11,106:208,105:201,private_transport,,16.0
42,2019-11-11,106:208,106:208,bus,,20.0
42,2019-11-11,106:208,106:208,microtrip,37.0,
42,2019-11-11,106:208,106:208,private_transport,27.0,22.0
42,2019-11-11,106:208,114:156,bus,16.0,
42,2019-11-11,106:208,114:156,microtrip,,19.0
