ProjectID,Date,Origin,Destination,Modo,false,true
42,2020-03-07,0:500,45:319,private_transport,24.0,
42,2020-03-07,0:500,57:310,private_transport,192.0,
42,2020-03-07,100:206,45:319,private_transport,140.0,
42,2020-03-07,100:206,57:310,private_transport,56.0,
42,2020-03-07,100:206,100:206,bus,27.0,
42,2020-03-07,100:206,100:206,private_transport,77.0,
42,2020-03-07,100:206,101:205,private_transport,12.0,10.0
42,2020-03-07,100:206,103:203,private_transport,25.0,
42,2020-03-07,100:206,107:207,bus,10.0,
42,2020-03-07,100:206,107:207,private_transport,65.0,12.0
42,2020-03-07,100:206,111:167,bus,,16.0
42,2020-03-07,100:206,111:167,private_transport,,39.0
42,2020-03-07,100:206,116:154,bus,12.0,
42,2020-03-07,100:206,118:152,bus,12.0,
42,2020-03-07,100:206,118:152,private_transport,16.0,
42,2020-03-07,100:206,128:142,bus,13.0,
42,2020-03-07,100:206,128:142,private_transport,19.0,
42,2020-03-07,100:206,131:139,private_transport,14.0,
42,2020-03-07,100:206,134:136,bus,10.0,
42,2020-03-07,100:206,141:145,bus,13.0,
42,2020-03-07,100:206,143:143,bus,13.0,
42,2020-03-07,100:206,143:143,private_transport,51.0,
42,2020-03-07,100:206,150:120,bus,16.0,
42,2020-03-07,100:206,150:120,private_transport,14.0,
42,2020-03-07,100:206,48:301,private_transport,61.0,
42,2020-03-07,100:206,56:416,private_transport,25.0,
42,2020-03-07,100:206,58:303,private_transport,44.0,
42,2020-03-07,100:206,61:413,private_transport,66.0,
42,2020-03-07,100:206,62:307,private_transport,34.0,
42,2020-03-07,100:206,76:314,private_transport,60.0,
42,2020-03-07,100:206,83:108,bus,,12.0
42,2020-03-07,100:206,83:108,private_transport,40.0,
42,2020-03-07,100:206,95:112,private_transport,13.0,
42,2020-03-07,100:206,97:102,private_transport,12.0,
42,2020-03-07,100:206,98:217,private_transport,,11.0
42,2020-03-07,100:206,9:509,private_transport,42.0,
42,2020-03-07,101:205,45:319,bus,21.0,
42,2020-03-07,101:205,45:319,private_transport,154.0,12.0
42,2020-03-07,101:205,100:206,private_transport,14.0,10.0
42,2020-03-07,101:205,101:205,bus,37.0,
42,2020-03-07,101:205,101:205,microtrip,125.0,25.0
42,2020-03-07,101:205,101:205,private_transport,72.0,18.0
42,2020-03-07,101:205,107:207,bus,12.0,
42,2020-03-07,101:205,111:167,private_transport,10.0,
42,2020-03-07,101:205,118:152,private_transport,15.0,
42,2020-03-07,101:205,128:142,microtrip,,11.0
42,2020-03-07,101:205,131:139,bus,10.0,
42,2020-03-07,101:205,131:139,private_transport,10.0,
42,2020-03-07,101:205,134:136,microtrip,12.0,11.0
42,2020-03-07,101:205,141:145,microtrip,25.0,
42,2020-03-07,101:205,143:143,bus,11.0,
42,2020-03-07,101:205,143:143,private_transport,10.0,
42,2020-03-07,101:205,48:301,private_transport,10.0,
42,2020-03-07,101:205,56:416,private_transport,78.0,
42,2020-03-07,101:205,61:413,private_transport,154.0,
42,2020-03-07,101:205,62:307,private_transport,46.0,
42,2020-03-07,101:205,76:314,private_transport,164.0,30.0
42,2020-03-07,101:205,83:108,bus,32.0,
42,2020-03-07,101:205,83:108,microtrip,145.0,61.0
42,2020-03-07,101:205,83:108,private_transport,59.0,24.0
42,2020-03-07,101:205,97:102,microtrip,21.0,10.0
42,2020-03-07,101:205,98:217,bus,10.0,
42,2020-03-07,101:205,98:217,microtrip,,12.0
42,2020-03-07,101:205,98:217,private_transport,30.0,
42,2020-03-07,101:205,9:509,private_transport,116.0,
42,2020-03-07,101:205,102:204,bus,12.0,
42,2020-03-07,101:205,104:202,private_transport,13.0,
42,2020-03-07,101:205,108:170,bus,16.0,
42,2020-03-07,101:205,108:170,microtrip,191.0,64.0
42,2020-03-07,101:205,108:170,private_transport,38.0,
42,2020-03-07,101:205,109:169,bus,12.0,
42,2020-03-07,101:205,109:169,microtrip,19.0,14.0
42,2020-03-07,101:205,109:169,private_transport,40.0,
42,2020-03-07,101:205,110:168,private_transport,30.0,
42,2020-03-07,101:205,120:166,bus,12.0,
42,2020-03-07,101:205,120:166,microtrip,18.0,
42,2020-03-07,101:205,120:166,private_transport,12.0,
42,2020-03-07,101:205,126:160,bus,36.0,
42,2020-03-07,101:205,126:160,microtrip,57.0,
42,2020-03-07,101:205,126:160,private_transport,27.0,
42,2020-03-07,101:205,129:141,bus,58.0,
42,2020-03-07,101:205,129:141,microtrip,248.0,96.0
42,2020-03-07,101:205,129:141,private_transport,126.0,23.0
42,2020-03-07,101:205,130:140,bus,33.0,
42,2020-03-07,101:205,130:140,microtrip,80.0,31.0
42,2020-03-07,101:205,130:140,private_transport,46.0,15.0
42,2020-03-07,101:205,132:138,private_transport,11.0,
42,2020-03-07,101:205,136:150,bus,10.0,
42,2020-03-07,101:205,136:150,private_transport,35.0,
42,2020-03-07,101:205,138:148,private_transport,14.0,
42,2020-03-07,101:205,145:125,microtrip,26.0,
42,2020-03-07,101:205,145:125,private_transport,12.0,
42,2020-03-07,101:205,146:124,bus,38.0,
42,2020-03-07,101:205,146:124,microtrip,35.0,
42,2020-03-07,101:205,146:124,private_transport,68.0,
42,2020-03-07,101:205,149:121,private_transport,11.0,
42,2020-03-07,101:205,151:119,bus,20.0,
42,2020-03-07,101:205,151:119,microtrip,201.0,57.0
42,2020-03-07,101:205,151:119,private_transport,32.0,11.0
42,2020-03-07,101:205,152:134,bus,17.0,
42,2020-03-07,101:205,152:134,microtrip,98.0,32.0
42,2020-03-07,101:205,152:134,private_transport,10.0,
42,2020-03-07,101:205,153:133,microtrip,30.0,
42,2020-03-07,101:205,153:133,private_transport,11.0,
42,2020-03-07,101:205,154:132,bus,22.0,15.0
42,2020-03-07,101:205,154:132,microtrip,217.0,92.0
42,2020-03-07,101:205,154:132,private_transport,25.0,
42,2020-03-07,101:205,155:131,microtrip,14.0,10.0
42,2020-03-07,101:205,155:131,private_transport,11.0,
42,2020-03-07,101:205,156:130,microtrip,33.0,
42,2020-03-07,101:205,158:128,private_transport,13.0,
42,2020-03-07,101:205,159:127,private_transport,11.0,
42,2020-03-07,101:205,160:110,microtrip,64.0,38.0
42,2020-03-07,101:205,160:110,private_transport,13.0,13.0
42,2020-03-07,101:205,18:518,private_transport,44.0,
42,2020-03-07,101:205,25:525,private_transport,45.0,
42,2020-03-07,101:205,47:320,private_transport,26.0,
42,2020-03-07,101:205,50:412,private_transport,144.0,
42,2020-03-07,101:205,69:317,private_transport,17.0,
42,2020-03-07,101:205,72:411,private_transport,17.0,
42,2020-03-07,101:205,77:312,private_transport,12.0,
42,2020-03-07,101:205,82:418,private_transport,127.0,
42,2020-03-07,101:205,87:104,bus,12.0,
42,2020-03-07,101:205,87:104,microtrip,18.0,
42,2020-03-07,101:205,87:104,private_transport,19.0,
42,2020-03-07,101:205,89:118,bus,22.0,
42,2020-03-07,101:205,89:118,microtrip,131.0,41.0
42,2020-03-07,101:205,89:118,private_transport,22.0,18.0
42,2020-03-07,101:205,90:117,bus,10.0,
42,2020-03-07,101:205,90:117,microtrip,23.0,
42,2020-03-07,101:205,90:117,private_transport,13.0,
42,2020-03-07,101:205,91:116,private_transport,16.0,
42,2020-03-07,101:205,92:115,microtrip,21.0,12.0
42,2020-03-07,101:205,93:114,bus,12.0,
42,2020-03-07,101:205,94:113,microtrip,,10.0
42,2020-03-07,101:205,96:111,microtrip,69.0,25.0
42,2020-03-07,101:205,96:111,private_transport,16.0,
42,2020-03-07,101:205,99:101,microtrip,32.0,
42,2020-03-07,101:205,99:101,private_transport,,10.0
42,2020-03-07,102:204,45:319,private_transport,34.0,
42,2020-03-07,102:204,101:205,bus,15.0,
42,2020-03-07,102:204,101:205,microtrip,16.0,10.0
42,2020-03-07,102:204,101:205,private_transport,14.0,
42,2020-03-07,102:204,111:167,private_transport,13.0,
42,2020-03-07,102:204,118:152,private_transport,13.0,
42,2020-03-07,102:204,141:145,bus,11.0,
42,2020-03-07,102:204,141:145,microtrip,30.0,11.0
42,2020-03-07,102:204,61:413,private_transport,30.0,
42,2020-03-07,102:204,62:307,private_transport,12.0,
42,2020-03-07,102:204,76:314,private_transport,44.0,
42,2020-03-07,102:204,95:112,private_transport,10.0,
42,2020-03-07,102:204,97:102,microtrip,11.0,
42,2020-03-07,102:204,98:217,private_transport,11.0,
42,2020-03-07,102:204,9:509,private_transport,17.0,
42,2020-03-07,102:204,102:204,private_transport,14.0,
42,2020-03-07,102:204,108:170,microtrip,35.0,
42,2020-03-07,102:204,108:170,private_transport,11.0,
42,2020-03-07,102:204,109:169,private_transport,11.0,
42,2020-03-07,102:204,120:166,microtrip,44.0,10.0
42,2020-03-07,102:204,126:160,bus,13.0,
42,2020-03-07,102:204,126:160,microtrip,12.0,11.0
42,2020-03-07,102:204,129:141,bus,16.0,
42,2020-03-07,102:204,129:141,private_transport,27.0,
42,2020-03-07,102:204,136:150,bus,14.0,
42,2020-03-07,102:204,136:150,microtrip,25.0,17.0
42,2020-03-07,102:204,136:150,private_transport,16.0,
42,2020-03-07,102:204,145:125,microtrip,43.0,13.0
42,2020-03-07,102:204,146:124,microtrip,12.0,
42,2020-03-07,102:204,146:124,private_transport,21.0,
