ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359,Total_M,Total_T,Total_MT,Total,Chave_O+D
7,2019-11-17,106,104,microtrip,,,,,,,,10,,,,16,11,,13,10,,12,,,,,,,10,12,22,72,106_104
7,2019-11-17,106,105,microtrip,,,,,,,,,,11,,,,,13,,,,,,,,,,0,0,0,24,106_105
7,2019-11-17,106,106,microtrip,,,11,,,,,,,,,10,,,,,,,,,,,,,0,0,0,21,106_106
7,2019-11-17,106,107,microtrip,,,,,,,,,,11,,12,,,,10,,,,11,,,,,0,0,0,44,106_107
7,2019-11-17,106,110,microtrip,11,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,106_110
7,2019-11-17,106,115,microtrip,,,,,,,,,,,,,,,,,,,,,10,,,,0,0,0,10,106_115
7,2019-11-17,106,116,microtrip,,,,,,,,,,,,,,10,,,,,,,,,,,0,0,0,10,106_116
7,2019-11-17,106,117,microtrip,,,,,,,14,,,15,,16,,,12,,,13,,,,19,,,0,13,13,89,106_117
7,2019-11-17,106,120,microtrip,,,,,,,,,,,,10,,,,,,,,,,,,,0,0,0,10,106_120
7,2019-11-17,106,126,microtrip,,,,,,,,,,,,,,,14,,,,,,,,,,0,0,0,14,106_126
7,2019-11-17,106,127,microtrip,,,,,,,,,,,,,,,11,,,,,,,,,,0,0,0,11,106_127
7,2019-11-17,106,128,microtrip,,,,,,,,,,,,,,11,,13,,,,,,,,,0,0,0,24,106_128
7,2019-11-17,106,135,microtrip,,,,,,,,,,,,,11,,,,,,,,,,,,0,0,0,11,106_135
7,2019-11-17,106,136,microtrip,,,,,,,,,,,10,,,,,,,,,,,,,,0,0,0,10,106_136
7,2019-11-17,106,137,microtrip,,,,,,,,,,,,,,,,,,,,10,,,,,0,0,0,10,106_137
7,2019-11-17,106,160,microtrip,,,,,,,15,,11,,11,,,,,,,,11,,15,11,,,11,11,22,74,106_160
7,2019-11-17,106,165,microtrip,,,,,,,,,,,,,,,12,,,,,,,,,,0,0,0,12,106_165
7,2019-11-17,107,104,microtrip,,,,,,,,,11,,,14,12,,,,,,,,,,,,11,0,11,37,107_104
7,2019-11-17,107,105,microtrip,,,,,,,,,,,,,,,,,,,,,11,,,,0,0,0,11,107_105
7,2019-11-17,107,106,microtrip,,,,,,,,,,,,13,,,,10,,,,,,,,,0,0,0,23,107_106
7,2019-11-17,107,107,microtrip,,,,,,,,,,,,,,11,,,,,,,,,,,0,0,0,11,107_107
7,2019-11-17,107,110,private_transport,,,,20,,,,,,,,,,,,,,,,,,,,,0,0,0,20,107_110
7,2019-11-17,107,111,private_transport,,,,10,,,,,,,,,,,,,,,,,,,,,0,0,0,10,107_111
7,2019-11-17,107,122,microtrip,,,,,,,,,,,,,,,,,10,,,,,,,,0,0,0,10,107_122
7,2019-11-17,107,125,microtrip,,,,,,,,,,,,,11,,,,,,,,,,,,0,0,0,11,107_125
7,2019-11-17,107,127,microtrip,,,,,,,11,,,,,,,,,10,,,,,,,,,0,0,0,21,107_127
7,2019-11-17,107,128,microtrip,,,10,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,107_128
7,2019-11-17,107,129,microtrip,,,,,,,,,,,,,12,,,,,11,,,,,,,0,11,11,23,107_129
7,2019-11-17,107,145,private_transport,,,,,,,,,,13,,,,,,,,,,,,,,,0,0,0,13,107_145
7,2019-11-17,107,146,bus,,,,,,,,,,13,,,,,,,,,,,,,,,0,0,0,13,107_146
7,2019-11-17,107,146,private_transport,,,,,,,,,,11,,,,,,,,,,,,,,,0,0,0,11,107_146
7,2019-11-17,107,149,microtrip,,,,,,,,,,,,,,,,,,12,,,,,,,0,12,12,12,107_149
7,2019-11-17,107,160,microtrip,,,,,,,,,,,,,11,,,,10,,,,,,,,0,0,0,21,107_160
7,2019-11-17,107,165,microtrip,,,,,,,,,,,,,10,,,,,,,,,,,,0,0,0,10,107_165
7,2019-11-17,107,167,private_transport,,,,,,,,,,11,,,,,,,,,,,,,,,0,0,0,11,107_167
7,2019-11-17,107,168,private_transport,13,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13,107_168
7,2019-11-17,107,202,private_transport,12,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,107_202
7,2019-11-17,108,108,bus,,,,,,,,,,,,11,18,,,,,,,11,,,,,0,0,0,40,108_108
7,2019-11-17,108,108,microtrip,,,,,,,12,,,,,,,12,,,,,,,,,,,0,0,0,24,108_108
7,2019-11-17,108,108,private_transport,,,,,,,,,,11,14,,10,,,,,,,22,,,,,0,0,0,57,108_108
7,2019-11-17,108,109,microtrip,,,,,12,,,,19,,11,,16,,12,,,,,,17,,,,19,0,19,87,108_109
7,2019-11-17,108,109,private_transport,,,,,,,,,,,,,,,,,,,,27,,,,,0,0,0,27,108_109
7,2019-11-17,108,112,private_transport,,,14,,,,,,,,,,,,,,,,,,,,,,0,0,0,14,108_112
7,2019-11-17,108,119,microtrip,,,,,,,,,,,,,,,,,,10,,,,,,,0,10,10,10,108_119
