,Date,Destination,Modo,Origin,ProjectID,Speed,Trips
0,2020-03-07,100:206,bus,100:206,42,20_30,
1,2020-03-07,100:206,bus,107:207,42,20_30,
2,2020-03-07,100:206,bus,128:142,42,20_30,
3,2020-03-07,100:206,bus,143:143,42,20_30,
4,2020-03-07,100:206,bus,76:314,42,20_30,
5,2020-03-07,100:206,bus,83:108,42,20_30,
6,2020-03-07,101:205,bus,101:205,42,20_30,11.0
7,2020-03-07,101:205,bus,129:141,42,20_30,
8,2020-03-07,101:205,bus,89:118,42,20_30,
9,2020-03-07,107:207,bus,100:206,42,20_30,
10,2020-03-07,107:207,bus,107:207,42,20_30,
11,2020-03-07,107:207,bus,128:142,42,20_30,
12,2020-03-07,107:207,bus,143:143,42,20_30,
13,2020-03-07,107:207,bus,76:314,42,20_30,
14,2020-03-07,107:207,bus,83:108,42,20_30,
15,2020-03-07,108:170,bus,101:205,42,20_30,
16,2020-03-07,108:170,bus,129:141,42,20_30,29.0
17,2020-03-07,108:170,bus,89:118,42,20_30,12.0
18,2020-03-07,128:142,bus,100:206,42,20_30,
19,2020-03-07,128:142,bus,107:207,42,20_30,
20,2020-03-07,128:142,bus,143:143,42,20_30,
21,2020-03-07,129:141,bus,101:205,42,20_30,14.0
22,2020-03-07,129:141,bus,129:141,42,20_30,33.0
23,2020-03-07,129:141,bus,89:118,42,20_30,14.0
24,2020-03-07,134:136,bus,99:101,42,20_30,
25,2020-03-07,143:143,bus,100:206,42,20_30,11.0
26,2020-03-07,143:143,bus,107:207,42,20_30,
27,2020-03-07,143:143,bus,128:142,42,20_30,
28,2020-03-07,143:143,bus,143:143,42,20_30,
29,2020-03-07,143:143,bus,76:314,42,20_30,
30,2020-03-07,143:143,bus,83:108,42,20_30,11.0
31,2020-03-07,145:125,bus,120:166,42,20_30,
32,2020-03-07,145:125,bus,141:145,42,20_30,
33,2020-03-07,145:125,bus,145:125,42,20_30,
34,2020-03-07,145:125,bus,99:101,42,20_30,15.0
35,2020-03-07,151:119,bus,101:205,42,20_30,
36,2020-03-07,151:119,bus,129:141,42,20_30,
37,2020-03-07,151:119,bus,89:118,42,20_30,
38,2020-03-07,152:134,bus,101:205,42,20_30,
39,2020-03-07,152:134,bus,129:141,42,20_30,17.0
40,2020-03-07,152:134,bus,89:118,42,20_30,
41,2020-03-07,154:132,bus,101:205,42,20_30,
42,2020-03-07,154:132,bus,129:141,42,20_30,
43,2020-03-07,154:132,bus,154:132,42,20_30,10.0
44,2020-03-07,154:132,bus,89:118,42,20_30,
45,2020-03-07,155:131,bus,99:101,42,20_30,
46,2020-03-07,158:128,bus,126:160,42,20_30,
47,2020-03-07,158:128,bus,90:117,42,20_30,
48,2020-03-07,159:127,bus,133:137,42,20_30,
49,2020-03-07,159:127,bus,134:136,42,20_30,
50,2020-03-07,159:127,bus,135:135,42,20_30,
51,2020-03-07,159:127,bus,144:126,42,20_30,
52,2020-03-07,76:314,bus,100:206,42,20_30,
53,2020-03-07,76:314,bus,107:207,42,20_30,
54,2020-03-07,76:314,bus,143:143,42,20_30,10.0
55,2020-03-07,83:108,bus,100:206,42,20_30,
56,2020-03-07,83:108,bus,107:207,42,20_30,11.0
57,2020-03-07,83:108,bus,143:143,42,20_30,
58,2020-03-07,84:107,bus,126:160,42,20_30,16.0
59,2020-03-07,84:107,bus,90:117,42,20_30,
60,2020-03-07,85:106,bus,126:160,42,20_30,
61,2020-03-07,85:106,bus,90:117,42,20_30,
62,2020-03-07,89:118,bus,101:205,42,20_30,
63,2020-03-07,89:118,bus,129:141,42,20_30,
64,2020-03-07,89:118,bus,154:132,42,20_30,
65,2020-03-07,89:118,bus,89:118,42,20_30,
66,2020-03-07,96:111,bus,129:141,42,20_30,
67,2020-03-07,100:206,bus,100:206,42,30_40,
68,2020-03-07,100:206,bus,104:202,42,30_40,
69,2020-03-07,100:206,bus,107:207,42,30_40,
70,2020-03-07,100:206,bus,109:169,42,30_40,
71,2020-03-07,100:206,bus,110:168,42,30_40,15.0
72,2020-03-07,100:206,bus,111:167,42,30_40,
73,2020-03-07,100:206,bus,121:165,42,30_40,
74,2020-03-07,100:206,bus,123:163,42,30_40,
75,2020-03-07,100:206,bus,128:142,42,30_40,
76,2020-03-07,100:206,bus,129:141,42,30_40,12.0
77,2020-03-07,100:206,bus,130:140,42,30_40,11.0
78,2020-03-07,100:206,bus,137:149,42,30_40,
79,2020-03-07,100:206,bus,143:143,42,30_40,
80,2020-03-07,100:206,bus,144:126,42,30_40,
81,2020-03-07,100:206,bus,147:123,42,30_40,
82,2020-03-07,100:206,bus,157:129,42,30_40,
83,2020-03-07,100:206,bus,158:128,42,30_40,
84,2020-03-07,100:206,bus,159:127,42,30_40,35.0
85,2020-03-07,100:206,bus,76:314,42,30_40,
86,2020-03-07,100:206,bus,83:108,42,30_40,
87,2020-03-07,100:206,bus,84:107,42,30_40,
88,2020-03-07,100:206,bus,93:114,42,30_40,
89,2020-03-07,100:206,bus,94:113,42,30_40,
90,2020-03-07,101:205,bus,101:205,42,30_40,11.0
91,2020-03-07,101:205,bus,107:207,42,30_40,
92,2020-03-07,101:205,bus,108:170,42,30_40,
93,2020-03-07,101:205,bus,109:169,42,30_40,
94,2020-03-07,101:205,bus,110:168,42,30_40,
95,2020-03-07,101:205,bus,112:158,42,30_40,
96,2020-03-07,101:205,bus,121:165,42,30_40,
97,2020-03-07,101:205,bus,129:141,42,30_40,20.0
98,2020-03-07,101:205,bus,130:140,42,30_40,15.0
99,2020-03-07,101:205,bus,137:149,42,30_40,
100,2020-03-07,101:205,bus,144:126,42,30_40,
101,2020-03-07,101:205,bus,151:119,42,30_40,
102,2020-03-07,101:205,bus,152:134,42,30_40,
103,2020-03-07,101:205,bus,154:132,42,30_40,12.0
104,2020-03-07,101:205,bus,157:129,42,30_40,
105,2020-03-07,101:205,bus,159:127,42,30_40,15.0
106,2020-03-07,101:205,bus,160:110,42,30_40,
107,2020-03-07,101:205,bus,276:144,42,30_40,
108,2020-03-07,101:205,bus,83:108,42,30_40,19.0
109,2020-03-07,101:205,bus,87:104,42,30_40,
110,2020-03-07,101:205,bus,89:118,42,30_40,
111,2020-03-07,101:205,bus,90:117,42,30_40,
112,2020-03-07,101:205,bus,93:114,42,30_40,10.0
113,2020-03-07,101:205,bus,94:113,42,30_40,
114,2020-03-07,101:205,bus,96:111,42,30_40,
115,2020-03-07,101:205,bus,98:217,42,30_40,
116,2020-03-07,102:204,bus,110:168,42,30_40,10.0
117,2020-03-07,102:204,bus,120:166,42,30_40,
118,2020-03-07,102:204,bus,126:160,42,30_40,
119,2020-03-07,102:204,bus,135:135,42,30_40,
120,2020-03-07,102:204,bus,141:145,42,30_40,
121,2020-03-07,102:204,bus,160:110,42,30_40,10.0
122,2020-03-07,102:204,bus,90:117,42,30_40,
123,2020-03-07,102:204,bus,96:111,42,30_40,
124,2020-03-07,102:204,bus,99:101,42,30_40,
125,2020-03-07,103:203,bus,103:203,42,30_40,36.0
126,2020-03-07,103:203,bus,104:202,42,30_40,
127,2020-03-07,103:203,bus,108:170,42,30_40,
128,2020-03-07,103:203,bus,113:157,42,30_40,
129,2020-03-07,103:203,bus,115:155,42,30_40,
130,2020-03-07,103:203,bus,121:165,42,30_40,10.0
131,2020-03-07,103:203,bus,124:162,42,30_40,
132,2020-03-07,103:203,bus,125:161,42,30_40,10.0
133,2020-03-07,103:203,bus,131:139,42,30_40,15.0
134,2020-03-07,103:203,bus,137:149,42,30_40,14.0
135,2020-03-07,103:203,bus,138:148,42,30_40,14.0
136,2020-03-07,103:203,bus,151:119,42,30_40,12.0
137,2020-03-07,103:203,bus,152:134,42,30_40,
138,2020-03-07,103:203,bus,154:132,42,30_40,
139,2020-03-07,103:203,bus,159:127,42,30_40,
140,2020-03-07,103:203,bus,45:319,42,30_40,11.0
141,2020-03-07,103:203,bus,58:303,42,30_40,16.0
142,2020-03-07,103:203,bus,84:107,42,30_40,
143,2020-03-07,103:203,bus,95:112,42,30_40,
144,2020-03-07,104:202,bus,103:203,42,30_40,
145,2020-03-07,104:202,bus,104:202,42,30_40,14.0
146,2020-03-07,104:202,bus,108:170,42,30_40,
147,2020-03-07,104:202,bus,110:168,42,30_40,
148,2020-03-07,104:202,bus,111:167,42,30_40,
149,2020-03-07,104:202,bus,129:141,42,30_40,
150,2020-03-07,104:202,bus,130:140,42,30_40,10.0
151,2020-03-07,104:202,bus,138:148,42,30_40,
152,2020-03-07,104:202,bus,151:119,42,30_40,
153,2020-03-07,104:202,bus,152:134,42,30_40,
154,2020-03-07,104:202,bus,153:133,42,30_40,
155,2020-03-07,104:202,bus,154:132,42,30_40,21.0
156,2020-03-07,104:202,bus,89:118,42,30_40,18.0
157,2020-03-07,105:201,bus,129:141,42,30_40,
158,2020-03-07,105:201,bus,130:140,42,30_40,
159,2020-03-07,105:201,bus,153:133,42,30_40,
160,2020-03-07,105:201,bus,154:132,42,30_40,
161,2020-03-07,105:201,bus,83:108,42,30_40,
162,2020-03-07,106:208,bus,107:207,42,30_40,
163,2020-03-07,106:208,bus,111:167,42,30_40,
164,2020-03-07,106:208,bus,114:156,42,30_40,
165,2020-03-07,106:208,bus,98:217,42,30_40,
166,2020-03-07,107:207,bus,100:206,42,30_40,
167,2020-03-07,107:207,bus,104:202,42,30_40,
168,2020-03-07,107:207,bus,106:208,42,30_40,10.0
169,2020-03-07,107:207,bus,107:207,42,30_40,
170,2020-03-07,107:207,bus,109:169,42,30_40,
171,2020-03-07,107:207,bus,110:168,42,30_40,
172,2020-03-07,107:207,bus,111:167,42,30_40,12.0
173,2020-03-07,107:207,bus,112:158,42,30_40,11.0
174,2020-03-07,107:207,bus,114:156,42,30_40,
175,2020-03-07,107:207,bus,121:165,42,30_40,
176,2020-03-07,107:207,bus,123:163,42,30_40,
177,2020-03-07,107:207,bus,128:142,42,30_40,
178,2020-03-07,107:207,bus,129:141,42,30_40,11.0
179,2020-03-07,107:207,bus,130:140,42,30_40,12.0
