ProjectID,Date,Origin,Destination,Modo,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2300_2359
41,2020-03-04,101:205,135:135,bus,,,,,,,,,,11.0,,,,,,,,,
41,2020-03-04,102:204,110:168,bus,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-04,103:203,118:152,bus,,,,,,,,,,,,,,,,11.0,,,
41,2020-03-04,103:203,118:152,private_transport,,,,,,,,,,,,,,,,10.0,,,
41,2020-03-04,103:203,122:164,bus,,,,,,,,,,,,,,,,21.0,,,
41,2020-03-04,103:203,127:159,bus,,,,,,,,,,,,,,,,17.0,,,
41,2020-03-04,103:203,137:149,bus,19.0,,,,,,,,,,,,,,,,,,
41,2020-03-04,103:203,140:146,bus,,,,,,,,,,,,,,,,31.0,,,
41,2020-03-04,103:203,140:146,private_transport,,,,,,,,,,,,,,,,20.0,,,
41,2020-03-04,103:203,141:145,bus,,,,,,,,,,,,,,,,38.0,,,
41,2020-03-04,103:203,141:145,private_transport,,,,,,,,,,,,,,,,23.0,,,
41,2020-03-04,103:203,97:102,bus,,,,,,,,,,,,,,,,20.0,,,
41,2020-03-04,104:202,135:135,bus,,,,28.0,,,,,,,,,,,,,,,
41,2020-03-04,108:170,110:168,bus,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-04,108:170,104:202,bus,,,,15.0,,,,,,,,,,,,,,,
41,2020-03-04,108:170,83:108,bus,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-04,108:170,98:217,bus,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-04,109:169,83:108,bus,,,,,21.0,,,,,,,,,,17.0,,,,
41,2020-03-04,109:169,98:217,bus,,,,23.0,,,,,,,,,,,10.0,,,,
41,2020-03-04,109:169,109:169,bus,,,,28.0,,,,,,,,,,,,,,,
41,2020-03-04,109:169,276:144,bus,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-04,109:169,93:114,bus,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-04,109:169,94:113,bus,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-04,110:168,135:135,bus,,,,25.0,,,,,,,,,,,,,,,
41,2020-03-04,110:168,135:135,private_transport,,,,23.0,,,,,,,,,,,,,,,
41,2020-03-04,110:168,98:217,bus,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-04,110:168,109:169,bus,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-04,110:168,134:136,bus,,,,12.0,,,,,,,,,,,,,,,
41,2020-03-04,110:168,134:136,private_transport,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-04,111:167,135:135,bus,,,,15.0,,,,,,,,,,,,,,,
41,2020-03-04,111:167,110:168,bus,,,14.0,,,,,,,,11.0,,,,,,,,
41,2020-03-04,111:167,110:168,private_transport,,,,,,,,,,,12.0,,,,,,,,
41,2020-03-04,111:167,104:202,bus,,,10.0,,,,,,,,11.0,,,,,,,,
41,2020-03-04,111:167,111:167,bus,,,14.0,,,,,,,,,,,,,,,,
41,2020-03-04,111:167,111:167,private_transport,,,11.0,,,,,,,,,,,,,,,,
41,2020-03-04,111:167,157:129,bus,,,20.0,,,,,,,,,,,,,,,,
41,2020-03-04,111:167,158:128,private_transport,,,10.0,,,,,,,,,,,,,,,,
41,2020-03-04,111:167,90:117,private_transport,,,,,,,,,,,,,,,,,13.0,,
41,2020-03-04,113:157,140:146,bus,,,,,,,,,,,,,,,,11.0,,,
41,2020-03-04,116:154,97:102,bus,,,,10.0,,,,,,,,,,,,,,,
