ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
42,2019-11-19,100:206,110:168,private_transport,,,,,,18.0,,,,,,,,,,,,,,,,,
42,2019-11-19,100:206,111:167,private_transport,,,,,,10.0,,,,,,,,,,,,,,,,,
42,2019-11-19,100:206,143:143,bus,,,,,,,,,,,,,,,,,,,,,,11.0,
42,2019-11-19,100:206,143:143,private_transport,,,,,,,,,,,,,,,,,,,,,,13.0,
42,2019-11-19,100:206,147:123,bus,,,,,,10.0,,,,,,,,,,,,,,,,,
42,2019-11-19,100:206,147:123,private_transport,,,,,,12.0,,,,,,,,,,,,,,,,,
42,2019-11-19,100:206,98:217,bus,,,,,,,,,,,,14.0,,,,,,,,,,,
42,2019-11-19,101:205,98:217,bus,,,,,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-19,101:205,108:170,bus,,,,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-19,101:205,108:170,private_transport,,,,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-19,101:205,123:163,bus,,,,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-19,101:205,127:159,private_transport,,,,,,,,,,,12.0,,,,,,,,,,,,
42,2019-11-19,101:205,135:135,bus,,,,,,,,,,,,,,,,,,18.0,,,,,
42,2019-11-19,101:205,144:126,bus,,,,,,,,,,,,,,,,,,,,,,11.0,
42,2019-11-19,101:205,144:126,private_transport,,,,,,,,,,,,,,,,,,,,,,11.0,
42,2019-11-19,101:205,45:319,bus,,,,,,,,12.0,,,,,,,,,,,,,,,
42,2019-11-19,101:205,45:319,private_transport,,,,,,,,19.0,,,,,,,,,,,,,,,
42,2019-11-19,101:205,56:416,private_transport,,,,,,,,,,,,,,36.0,,,,,,,,,
42,2019-11-19,101:205,62:307,private_transport,,,,,,,,32.0,,,,,,,,,,,,,,,
42,2019-11-19,101:205,76:314,bus,,,,,,,,,,,,,,,,28.0,,,,,,,
42,2019-11-19,101:205,76:314,private_transport,,,,,,,,,,,,,,,,24.0,,,,,,,
42,2019-11-19,101:205,84:107,bus,,,,,,,,,,,,,10.0,,10.0,,,,,,,,
42,2019-11-19,101:205,84:107,private_transport,,,,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-19,101:205,93:114,bus,,,,,,,,,12.0,,,,,,,,,,,,,,
42,2019-11-19,101:205,97:102,bus,,,,,,,,,12.0,,,,,,,,,,,,,,
42,2019-11-19,101:205,97:102,private_transport,,,,,,,,,12.0,,,,,,,,,,,,,,
42,2019-11-19,102:204,76:314,bus,,,,,,,,,,,,,,,,10.0,,,,,,,
42,2019-11-19,102:204,122:164,bus,,,,,,,,,,,12.0,,,,,,,,,,,,
42,2019-11-19,102:204,159:127,bus,,,,,,,,,,,,,,,,10.0,,,,,,,
