ProjectID,Date,Origin,Destination,Modo,0100_0159,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
42,2019-11-19,101:205,121:165,bus,,,,,,,,,,,12.0,,,,,,,,,
42,2019-11-19,101:205,76:314,bus,,,,,,,,,,,,,,31.0,,,,,,
42,2019-11-19,101:205,76:314,private_transport,,,,,,,,,,,,,,27.0,,,,,,
42,2019-11-19,101:205,94:113,bus,,,,,,,,,11.0,,,,,,,,,,,
42,2019-11-19,102:204,137:149,private_transport,,,,,10.0,,,,,,,,,,,,,,,
42,2019-11-19,102:204,146:124,bus,,,,,,,,,,,,12.0,,,,,,,,
42,2019-11-19,102:204,159:127,bus,,,,,10.0,,,,,,,,,,,,,,,
42,2019-11-19,102:204,276:144,private_transport,,,,,,,,,11.0,,,,,,,,,,,
42,2019-11-19,103:203,140:146,bus,,,,,,,,,18.0,,,,,,,,,,,
42,2019-11-19,103:203,140:146,private_transport,,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-19,103:203,141:145,bus,,,,,,,,,18.0,,,,,,,,,,,
42,2019-11-19,103:203,141:145,private_transport,,,,,,,,,19.0,,,,,,,,,,,
42,2019-11-19,103:203,145:125,bus,,,,,,,,,,,,21.0,,,,,,,,
42,2019-11-19,108:170,121:165,bus,,,,,,,33.0,,,,19.0,,,,,,,,,
42,2019-11-19,108:170,143:143,private_transport,,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-19,108:170,45:319,private_transport,83.0,,,,,,,,,,,,,,,,,,,
42,2019-11-19,108:170,83:108,private_transport,,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-19,108:170,86:105,bus,,,,,,,12.0,,,,,,,,,,,,,
42,2019-11-19,109:169,94:113,private_transport,,,,,,,,,,,,13.0,,,,,,,,
42,2019-11-19,109:169,146:124,private_transport,,,,,,,,,,,,,,,,,10.0,,,
42,2019-11-19,109:169,109:169,bus,,,,,12.0,,,,,,,10.0,,,,,,,,
42,2019-11-19,109:169,110:168,bus,,,,,,,,,,,,13.0,,,,,,,,
42,2019-11-19,109:169,118:152,bus,,,10.0,,,,,,,,,,,,,,,,,
42,2019-11-19,109:169,127:159,bus,,,,,,,,,,,,,,,,,12.0,,,
42,2019-11-19,109:169,128:142,private_transport,,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-19,110:168,94:113,bus,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-19,110:168,109:169,private_transport,,,,,,,,,,,,13.0,,,,,,,,
42,2019-11-19,110:168,110:168,bus,,,,,,,,,,,,57.0,,,,,,,,
42,2019-11-19,110:168,110:168,private_transport,,,,,,,,,,,,42.0,,,,,,,,
42,2019-11-19,111:167,121:165,private_transport,,,,,,,,,,,,15.0,,,,,,,,
42,2019-11-19,111:167,120:166,bus,,,,,,,,,,,,,,,,11.0,,,,
42,2019-11-19,111:167,120:166,private_transport,,,,,,,,,,,,,,,,14.0,,,,
42,2019-11-19,111:167,136:150,bus,,,,,,,,,,,,,,,,11.0,,,,
42,2019-11-19,111:167,136:150,private_transport,,,,,,,,,,,,,,,,12.0,,,,
42,2019-11-19,111:167,157:129,bus,,,,,,,,,,,,,,,,,,,16.0,
42,2019-11-19,111:167,157:129,private_transport,,,,,,,,,,,,,,,,,,,13.0,
42,2019-11-19,115:155,145:125,bus,,,,,,,,,,45.0,,,,,,,,,,
42,2019-11-19,115:155,145:125,private_transport,,,,,,,,,,19.0,,,,,,,,,,
42,2019-11-19,115:155,118:152,bus,,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-19,115:155,134:136,bus,,,,,,,,,,10.0,,,,,,,,,,
42,2019-11-19,115:155,155:131,bus,,,,,,,,,,19.0,,,,,,,,,,
42,2019-11-19,115:155,155:131,private_transport,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-19,116:154,140:146,bus,,,,,,,,,,,,15.0,,,,,,,,
42,2019-11-19,116:154,86:105,bus,,,,,,,,,,,,12.0,,,,,,,,
42,2019-11-19,116:154,118:152,bus,,,,,,21.0,,,,,,,,,,,,,,
42,2019-11-19,116:154,116:154,private_transport,,,,,,,,,,,,,,,11.0,10.0,,,,
42,2019-11-19,116:154,119:151,private_transport,,,,,,,,,,,,,,,,,,10.0,,
42,2019-11-19,116:154,139:147,bus,,,,,,13.0,,,,,,11.0,,,,,,,,
42,2019-11-19,116:154,95:112,private_transport,,,,,,11.0,,,,,,,,,,,,,,
42,2019-11-19,117:153,140:146,bus,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-19,117:153,141:145,bus,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-19,117:153,118:152,bus,,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-19,117:153,116:154,bus,,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-19,117:153,61:413,private_transport,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-19,118:152,121:165,bus,,,,,,,,,,,,15.0,,,,,,,,
42,2019-11-19,118:152,121:165,private_transport,,,,,,,,,,,,14.0,,,,,,,,
