ProjectID,Date,Origin,Destination,Modo,0000_0059,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
42,2020-03-03,101:205,153:133,bus,,,10.0,,,,,,,,,,,,,,,,
42,2020-03-03,102:204,68:315,bus,,10.0,,,,,,,,,,,,,,,,,
42,2020-03-03,102:204,68:315,private_transport,,10.0,,,,,,,,,,,,,,,,,
42,2020-03-03,103:203,126:160,bus,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-03,103:203,138:148,bus,,,,,,,,,29.0,,,,,,,,,,
42,2020-03-03,103:203,138:148,private_transport,,,,,,,,,13.0,,,,,,,,,,
42,2020-03-03,103:203,45:319,bus,,,,,,11.0,,,,,,,,,,,,,
42,2020-03-03,103:203,45:319,private_transport,,,,,,13.0,,,,,,,,,,,,,
42,2020-03-03,103:203,97:102,bus,,,13.0,,,,,,,,,,,,,,,,
42,2020-03-03,103:203,9:509,private_transport,,,,,,,,,,,,,94.0,,,,,,
42,2020-03-03,104:202,122:164,bus,,,14.0,,,,,,,,,,,,,,,,
42,2020-03-03,104:202,127:159,private_transport,,,13.0,,,,,,,,,,,,,,,,
42,2020-03-03,104:202,86:105,private_transport,,,,,,,,,,,,,,,,17.0,,,
42,2020-03-03,104:202,87:104,private_transport,,,,,,,,,,,,,,,,10.0,,,
42,2020-03-03,107:207,140:146,private_transport,,,,,,,,,,11.0,,,,,,,,,
42,2020-03-03,108:170,153:133,bus,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-03,108:170,68:315,bus,,15.0,,,,,,,,,,,,,,,,,
42,2020-03-03,108:170,68:315,private_transport,,12.0,,,,,,,,,,,,,,,,,
42,2020-03-03,108:170,126:160,bus,,,,,,,,,31.0,,,,,,,,,,
42,2020-03-03,108:170,126:160,private_transport,,,,,,,,,22.0,,,,,,,,,,
42,2020-03-03,108:170,122:164,bus,,,,,,,,,,12.0,,,,,,,,,
42,2020-03-03,108:170,127:159,bus,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-03,108:170,108:170,bus,,,,,16.0,,,,,,,,,,,,,,
42,2020-03-03,108:170,121:165,bus,,,,,,,,,,,14.0,,,,,,,,
42,2020-03-03,108:170,152:134,private_transport,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-03,108:170,58:303,bus,,10.0,,,,,,,,,,,,,,,,,
42,2020-03-03,108:170,58:303,private_transport,,10.0,,,,,,,,,,,,,,,,,
42,2020-03-03,108:170,90:117,bus,,,,,,,,,16.0,,,,,,,,,,
42,2020-03-03,108:170,90:117,private_transport,,,,,,,,,10.0,,,,,,,,,,
42,2020-03-03,108:170,96:111,bus,,,,,16.0,,,,,,,,,,,,,,
42,2020-03-03,109:169,126:160,bus,,,,12.0,,,,,,,,,,,,,,,
42,2020-03-03,109:169,126:160,private_transport,13.0,,,12.0,,,,,,,,,,,,,,,
42,2020-03-03,109:169,97:102,private_transport,21.0,,,,,,,,,,,,,,,,,,
42,2020-03-03,109:169,121:165,bus,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-03,109:169,128:142,bus,,,,,,,,,,10.0,,,,,,,,,
42,2020-03-03,109:169,98:217,bus,,,,,,,,,,12.0,,,,,,,,,
42,2020-03-03,110:168,97:102,private_transport,,,13.0,,,,,,,,,,,,,,,,
42,2020-03-03,110:168,122:164,private_transport,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-03,110:168,127:159,bus,,,17.0,,,,,,,,,,,,,,,,
42,2020-03-03,110:168,86:105,private_transport,,,,,,,,,,,,,,,,13.0,,,
42,2020-03-03,110:168,87:104,private_transport,,,,,,,,,,,,,,,,11.0,,,
42,2020-03-03,110:168,108:170,bus,,,16.0,,,,,,,,,,,,,,,,
42,2020-03-03,110:168,108:170,private_transport,,,24.0,,,,,,,,,,,,,,,,
42,2020-03-03,110:168,96:111,bus,,,38.0,,,,,,,,,,,,,,,,
42,2020-03-03,110:168,96:111,private_transport,,,43.0,,,,,,,,,,,,,,,,
42,2020-03-03,110:168,160:110,bus,,,30.0,,,,,,,,,,,,,,,,
42,2020-03-03,110:168,160:110,private_transport,,,24.0,,,,,,,,,,,,,,,,
42,2020-03-03,110:168,84:107,private_transport,,,,,,,,,,,,,,,,10.0,,,
42,2020-03-03,111:167,97:102,bus,,,,,,,,,,,,,,,,23.0,,,
42,2020-03-03,111:167,97:102,private_transport,,,,,,,,,,,,,,,,12.0,,,
42,2020-03-03,111:167,86:105,bus,,,,43.0,,,,,,,,,,,,,,,
42,2020-03-03,111:167,86:105,private_transport,,,,17.0,,,,,11.0,,,,,,,,,,
42,2020-03-03,111:167,87:104,bus,,14.0,,42.0,,,,,,,,,,,,,,,
