ProjectID,Date,Origin,Destination,Modo,0000_0059,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
42,2019-11-20,101:205,152:134,bus,,,,,11.0,,,,,,,,,,,,,,
42,2019-11-20,102:204,45:319,bus,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-20,102:204,92:115,bus,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-20,103:203,103:203,bus,,,,,,,,,,,,,,,,,,11.0,
42,2019-11-20,103:203,103:203,private_transport,,,,,,,,,,,,,,,,,,10.0,
42,2019-11-20,103:203,131:139,bus,,,,,,,11.0,,,,,,,,,,,11.0,
42,2019-11-20,103:203,131:139,private_transport,,,,,,,12.0,,,,,,,,,,,11.0,
42,2019-11-20,103:203,95:112,private_transport,,,,,,,17.0,,,,,,,,,,,,
42,2019-11-20,105:201,97:102,bus,,,,,,,,,,,,,,11.0,,,,,
42,2019-11-20,106:208,97:102,bus,,,,,,,,,,,,,,20.0,,,,,
42,2019-11-20,106:208,126:160,bus,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-20,107:207,97:102,bus,,,,,,,,,,,,,,37.0,,,,,
42,2019-11-20,107:207,97:102,private_transport,,,,,,,,,,,,,,21.0,,,,,
42,2019-11-20,107:207,126:160,bus,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-20,107:207,126:160,private_transport,,,,,,,,,,,,,,12.0,,,,,
42,2019-11-20,108:170,102:204,bus,,,,,11.0,,,,,,,,,,,,,,
42,2019-11-20,108:170,102:204,private_transport,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-20,108:170,108:170,bus,,,,,23.0,,,,,,,,,,,,,,
42,2019-11-20,108:170,109:169,bus,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-20,108:170,109:169,private_transport,,,,,,,,,,,,,,11.0,,,,,
42,2019-11-20,108:170,121:165,bus,,,,16.0,,,,,,,,,,,,,,,
42,2019-11-20,108:170,121:165,private_transport,,,,32.0,,,,,,,,,,,,,,,
42,2019-11-20,108:170,160:110,bus,,,,,16.0,,,,,,,,,,,,,,
42,2019-11-20,108:170,160:110,private_transport,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-20,108:170,276:144,bus,,,,,,,,,,,,,,13.0,,,,,
42,2019-11-20,108:170,276:144,private_transport,,,,,,,,,,,,,,12.0,,,,,
42,2019-11-20,108:170,48:301,bus,,,,12.0,,,,,,,,,,,,,,,
42,2019-11-20,108:170,86:105,private_transport,,,,12.0,,,,,,,,,,,,,,,
42,2019-11-20,108:170,96:111,bus,,,,,15.0,,,,,,,,,,,,,,
42,2019-11-20,108:170,96:111,private_transport,,,,,23.0,,,,,,,,,,,,,,
42,2019-11-20,108:170,98:217,bus,,,,,,,,,,,,,,28.0,,,,,
42,2019-11-20,108:170,98:217,private_transport,,,,,,,,,,,,,,15.0,,,,,
42,2019-11-20,109:169,95:112,bus,,,,,,,,14.0,,,,,,,,,,,
42,2019-11-20,109:169,160:110,private_transport,,,,,,,,,,,,,,11.0,,,,,
42,2019-11-20,109:169,96:111,private_transport,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-20,109:169,117:153,bus,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-20,109:169,118:152,bus,,,,,,,,16.0,,,,,,,,,,,
42,2019-11-20,109:169,118:152,private_transport,,,,,,,,11.0,,,,,,,,,,,
42,2019-11-20,110:168,108:170,private_transport,,,,,,,,,,,,,,16.0,,,,,
42,2019-11-20,110:168,160:110,private_transport,,,,,,,,,,,,,,27.0,,,,,
42,2019-11-20,110:168,96:111,bus,,,,,,,,,,,,,,13.0,,,,,
42,2019-11-20,110:168,96:111,private_transport,,,,,,,,,,,,,,39.0,,,,,
42,2019-11-20,110:168,134:136,bus,,,,,,,26.0,,,,,,,,,,,,
42,2019-11-20,110:168,135:135,bus,,,,,,,42.0,,,,,,,,,,,,
42,2019-11-20,110:168,139:147,bus,,,,,,,14.0,,,,,,,,,,,,
42,2019-11-20,111:167,103:203,bus,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-20,111:167,138:148,bus,,,,,,,,,,,23.0,,,,,,,,
42,2019-11-20,112:158,97:102,bus,,,,,,,,,,,,,,33.0,,,,,
42,2019-11-20,112:158,97:102,private_transport,,,,,,,,,,,,,,13.0,,,,,
42,2019-11-20,113:157,131:139,private_transport,,,,,11.0,,,,,,,,,,,,,,
42,2019-11-20,113:157,95:112,bus,,,,,,,,,,,,20.0,,,,,,,
42,2019-11-20,113:157,95:112,private_transport,,,,,14.0,,,,,,,17.0,,,,,,,
42,2019-11-20,113:157,126:160,private_transport,32.0,,,,,,,,,,,,,,,,,,
42,2019-11-20,113:157,141:145,bus,,,,,,,,,,,12.0,,,,,,,,
42,2019-11-20,113:157,141:145,private_transport,,,,,,,,,,,11.0,,,,,,,,
42,2019-11-20,113:157,150:120,bus,,,,,,,,,,15.0,,,,,,,,,
42,2019-11-20,113:157,156:130,private_transport,,,,,,,,,,,,,13.0,,,,,,
42,2019-11-20,113:157,90:117,private_transport,,,,,18.0,,,,,,,,,,,,,,
42,2019-11-20,116:154,95:112,bus,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-20,116:154,121:165,bus,,,12.0,,,,,,,,,,,,,,,,
42,2019-11-20,116:154,135:135,bus,,,,,,,,,23.0,,,,,,,,,,
42,2019-11-20,116:154,141:145,bus,,,,,,,,,,10.0,,,,,,,,,
42,2019-11-20,116:154,141:145,private_transport,,,,,,,,,,12.0,,,,,,,,,
42,2019-11-20,116:154,113:157,private_transport,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-20,116:154,61:413,private_transport,,,,,15.0,,,,,,,,,,,,,,
42,2019-11-20,116:154,84:107,bus,,,15.0,,,,,,,,,,,,,,,,
42,2019-11-20,117:153,126:160,private_transport,13.0,,,,,,,,,,,,,,,,,,
42,2019-11-20,117:153,135:135,bus,,,,,,,,,13.0,,,,,,,,,,
42,2019-11-20,117:153,90:117,private_transport,10.0,,,,,,,,,,,,,,,,,,
42,2019-11-20,117:153,110:168,bus,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,117:153,110:168,private_transport,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,118:152,95:112,bus,,,,,,,,,,,,,,,,26.0,,,
42,2019-11-20,118:152,95:112,private_transport,,,,,,,,,17.0,,,,,,,10.0,,,
42,2019-11-20,118:152,121:165,bus,,,23.0,,,,,,,,,,,,,,,,
42,2019-11-20,118:152,86:105,bus,,,12.0,,,,,,,,,,,,,,,,
42,2019-11-20,118:152,117:153,bus,,,,,,,,,10.0,,,,,,,,,,
42,2019-11-20,118:152,135:135,bus,,,,,,,,,31.0,,,,,,,,,,
42,2019-11-20,118:152,141:145,bus,,,,,,,,,,18.0,,,,,,,,,
42,2019-11-20,118:152,84:107,private_transport,,,11.0,,,,,,,,,,,,,,,,
42,2019-11-20,118:152,116:154,bus,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-20,120:166,141:145,bus,,15.0,,,,,,,,,,,,,,,,,
42,2019-11-20,120:166,140:146,bus,,22.0,,,,,,,,,,,,,,,,,
42,2019-11-20,121:165,103:203,bus,,,,,,,,,,,18.0,,,,,,,,
42,2019-11-20,121:165,138:148,bus,,,,,,,,,,,24.0,,,,,,,,
42,2019-11-20,122:164,150:120,bus,,,,,,,,,,,,,,,,,15.0,,
42,2019-11-20,124:162,152:134,bus,,,,16.0,,,,,,,,,,,,,,,
42,2019-11-20,124:162,152:134,private_transport,,,,12.0,,,,,,,,,,,,,,,
42,2019-11-20,124:162,126:160,bus,,,,29.0,,,,,,,,,,,,,,,
42,2019-11-20,124:162,126:160,private_transport,,,,15.0,,,,,,,,,,,,,,,
42,2019-11-20,124:162,141:145,private_transport,,,,,,,,,26.0,,,,,,,,,,
42,2019-11-20,124:162,140:146,private_transport,,,,,,,,,16.0,,,,,,,,,,
42,2019-11-20,124:162,127:159,bus,,,,35.0,,,,,,,,,,,,,,,
42,2019-11-20,124:162,127:159,private_transport,,,,15.0,,,,,,,,,,,,,,,
42,2019-11-20,125:161,97:102,bus,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,125:161,126:160,bus,,,,16.0,,,,,,,,,,,,,,,
42,2019-11-20,125:161,126:160,private_transport,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,125:161,127:159,bus,,,,13.0,,,,,,,,,,,,,,,
42,2019-11-20,126:160,152:134,bus,,,,,,,,,,,,13.0,,,,,,,
42,2019-11-20,126:160,92:115,private_transport,,,,,,,,,,,23.0,,,,,,,,
42,2019-11-20,126:160,97:102,bus,,,,,,,,,10.0,,,,,,,,,,
42,2019-11-20,126:160,126:160,bus,,,,10.0,,,,,42.0,,,,,,,,,,
42,2019-11-20,126:160,126:160,private_transport,,,,,,,,,16.0,,,,,,,,,,
42,2019-11-20,126:160,108:170,bus,,,,,11.0,,,,,,,12.0,,,,,,,
42,2019-11-20,126:160,108:170,private_transport,,,,,,,,,,,,20.0,,,,,,,
42,2019-11-20,126:160,90:117,bus,,,,,,,,,19.0,,,,,,,,,,
42,2019-11-20,126:160,133:137,bus,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-20,126:160,151:119,private_transport,,,,,,,,,,,,11.0,,,,,,,
42,2019-11-20,126:160,159:127,bus,,,,,,,,,,,,,,58.0,,,,,
42,2019-11-20,126:160,159:127,private_transport,,,,,,,,,,,,,,16.0,,,,,
42,2019-11-20,126:160,76:314,bus,,,,23.0,,,,,,,,,,,,,,,
42,2019-11-20,126:160,76:314,private_transport,,,,14.0,,,,,,,,,,,,,,,
42,2019-11-20,126:160,87:104,bus,,,,,,,,,,,35.0,,,,,,,,
42,2019-11-20,126:160,87:104,private_transport,,,,,,,,,,,37.0,,,,,,,,
42,2019-11-20,127:159,97:102,bus,,,,,,,,,,,,,,,,,13.0,,
42,2019-11-20,127:159,126:160,bus,,,,22.0,,,,,,,,,,,,,,,
42,2019-11-20,127:159,126:160,private_transport,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,127:159,108:170,bus,,,,,,,,,,,,15.0,,,,,,,
42,2019-11-20,127:159,108:170,private_transport,,,,,,,,,,,,21.0,,,,,,,
42,2019-11-20,127:159,150:120,private_transport,,,,,,,,,,,,,,,,,14.0,,
42,2019-11-20,127:159,151:119,private_transport,,,,,,,,,,,,17.0,,,,,,,
42,2019-11-20,127:159,76:314,private_transport,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,127:159,153:133,bus,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-20,127:159,154:132,bus,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-20,128:142,98:217,bus,,,,,,,,,,,,,,10.0,,,,,
42,2019-11-20,128:142,98:217,private_transport,,,,,,,,,,,,,,12.0,,,,,
42,2019-11-20,129:141,152:134,bus,,,,19.0,,,,,,,,,,,,,,,
42,2019-11-20,129:141,152:134,private_transport,,,,17.0,,,,,,,,,,,,,,,
42,2019-11-20,129:141,109:169,bus,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-20,129:141,98:217,bus,,,,,,,,,15.0,,,,,,,,,,
42,2019-11-20,129:141,98:217,private_transport,,,,,,,,,10.0,,,,,,,,,,
42,2019-11-20,129:141,127:159,private_transport,,,,12.0,,,,,,,,,,,,,,,
42,2019-11-20,129:141,153:133,bus,,,,13.0,,,,,,,,,,,,,,,
42,2019-11-20,129:141,128:142,bus,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-20,129:141,129:141,bus,,,,,,,,,,,,,,,,,,20.0,
42,2019-11-20,129:141,130:140,bus,,,,,,,,,,,,,,,,,,28.0,
42,2019-11-20,129:141,130:140,private_transport,,,,,,,,,,,,,,,,,,10.0,
42,2019-11-20,129:141,83:108,bus,,,,,,,,,21.0,,,,,,,,,23.0,
42,2019-11-20,130:140,152:134,bus,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,130:140,152:134,private_transport,,,,20.0,,,,,,,,,,,,,,,
42,2019-11-20,130:140,109:169,bus,,,,,,,,,20.0,,,,,,,,,,
42,2019-11-20,130:140,109:169,private_transport,,,,,,,,,10.0,,,,,,,,,,
42,2019-11-20,130:140,98:217,bus,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-20,130:140,98:217,private_transport,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-20,130:140,153:133,bus,,,,10.0,,,,,,,,,,,,,,,
42,2019-11-20,130:140,153:133,private_transport,,,,13.0,,,,,,,,,,,,,,,
42,2019-11-20,130:140,128:142,bus,,,,,,,,,16.0,,,,,,,,,,
42,2019-11-20,130:140,129:141,bus,,,,,,,,,,,,,,,,,,26.0,
42,2019-11-20,130:140,130:140,bus,,,,,,,,,,,,,,,,,,26.0,
42,2019-11-20,130:140,83:108,bus,,,,,,,,,18.0,,,,,,,,,22.0,
42,2019-11-20,130:140,143:143,bus,,,,,,,,,10.0,,,,,,,,,,
