ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2100_2159
41,2020-03-12,101:205,101:205,bus,,,,,,18.0,,,,,,,,,,,,
41,2020-03-12,101:205,146:124,bus,,,,,,14.0,25.0,,,,,,,,,,,
41,2020-03-12,101:205,146:124,private_transport,,,,,,12.0,12.0,,,,,,,,,,,
41,2020-03-12,101:205,158:128,bus,,,,,,,,,,,,,,,,14.0,,
41,2020-03-12,101:205,158:128,private_transport,,,,,,,,,,,,,,,,12.0,,
41,2020-03-12,101:205,56:416,private_transport,,,,,20.0,,,,,,,,,,,,,
41,2020-03-12,101:205,87:104,bus,,,,14.0,,,,,,,,,,,,,,
41,2020-03-12,101:205,87:104,private_transport,,,,14.0,,,,,,,,,,,,,,
41,2020-03-12,101:205,90:117,bus,,,,,11.0,,,,,,,,,,,,,
41,2020-03-12,102:204,101:205,bus,,,,,,13.0,,,,,,,,,,,,
41,2020-03-12,102:204,146:124,bus,,,,,,16.0,,,,,,,,,,,,
41,2020-03-12,103:203,103:203,bus,,,,21.0,,,,,,,,,,,,,,
41,2020-03-12,103:203,108:170,private_transport,,,,,,10.0,,,,,,,,,,,,
41,2020-03-12,103:203,138:148,bus,,,,33.0,,,,,,,,,,,,,,
41,2020-03-12,103:203,144:126,bus,,,,,33.0,,,,,,,,,,,,,
41,2020-03-12,103:203,144:126,private_transport,,,,,16.0,,,,,,,,,,,,,
41,2020-03-12,103:203,45:319,private_transport,,,,,,,12.0,,,,,,,,,,,
41,2020-03-12,103:203,86:105,bus,,,,,14.0,,,,,,,,,,,,,
41,2020-03-12,107:207,50:412,private_transport,,,,,,,,,,,,13.0,,,,,,
41,2020-03-12,108:170,158:128,bus,,,,,,,,,,,,,,,,12.0,,
41,2020-03-12,108:170,90:117,bus,,,,,,15.0,,,,,,,,,,,,
41,2020-03-12,108:170,9:509,private_transport,,,,,,,,,,,,,,,,,105.0,
41,2020-03-12,109:169,103:203,private_transport,,,,,,,,,,,,,,,,11.0,,
41,2020-03-12,109:169,138:148,bus,,,,,,,,,,,,,,,,14.0,,
41,2020-03-12,109:169,97:102,bus,,,,,,,,,,,,,,,,,,13.0
41,2020-03-12,109:169,97:102,private_transport,,,,,,,,,,,,,,,,,,13.0
41,2020-03-12,110:168,103:203,bus,,,,,,,,,,,,,,,,23.0,,
41,2020-03-12,110:168,103:203,private_transport,,,,,,,,,,,,,,,,17.0,,
41,2020-03-12,110:168,138:148,bus,,,,,,,,,,,,,,,,37.0,,
41,2020-03-12,110:168,138:148,private_transport,,,,,,,,,,,,,,,,36.0,,
41,2020-03-12,110:168,129:141,private_transport,16.0,,,,,,,,,,,,,,,,,
41,2020-03-12,110:168,152:134,private_transport,11.0,,,,,,,,,,,,,,,,,
41,2020-03-12,110:168,154:132,private_transport,60.0,,,,,,,,,,,,,,,,,
41,2020-03-12,110:168,89:118,private_transport,38.0,,,,,,,,,,,,,,,,,
41,2020-03-12,111:167,158:128,private_transport,,,,,,10.0,,,,,,,,,,,,
41,2020-03-12,111:167,111:167,bus,,,,,,11.0,,,,,,,,,99.0,,,
41,2020-03-12,111:167,111:167,private_transport,,,,,,,,,,,,,,,42.0,,,
41,2020-03-12,111:167,121:165,bus,,,,,,15.0,18.0,,,,,,,,,,,
41,2020-03-12,111:167,121:165,private_transport,,,,,,,12.0,,,,,,,,,,,
41,2020-03-12,111:167,137:149,bus,,,,,,,10.0,,,,,,,,,,,
41,2020-03-12,111:167,157:129,bus,,,,,,,,,,18.0,,,,,,,,
41,2020-03-12,111:167,157:129,private_transport,,,,,,12.0,,,,,,,,,,,,
41,2020-03-12,111:167,84:107,private_transport,,,,,,,15.0,,,,,,,,,,,
41,2020-03-12,112:158,50:412,private_transport,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,113:157,144:126,private_transport,,,,,15.0,,,,,,,,,,,,,
41,2020-03-12,113:157,111:167,bus,,,,,,,,,,,,,,17.0,,,,
41,2020-03-12,113:157,111:167,private_transport,,,,,,,,,,,,,,11.0,,,,
41,2020-03-12,113:157,159:127,bus,,,,,11.0,,,,,,,,,,,,,
41,2020-03-12,113:157,159:127,private_transport,,,,,34.0,,,,,,,,,,,,,
41,2020-03-12,114:156,50:412,private_transport,,,,,,,,,,,,37.0,,,,,,
41,2020-03-12,115:155,127:159,bus,,,,,,,,,,,,,11.0,,,,,
41,2020-03-12,116:154,127:159,private_transport,,,,,,,,,,,,,15.0,,,,,
41,2020-03-12,116:154,126:160,bus,,,,,15.0,,,,,,,,,,,,,
41,2020-03-12,117:153,126:160,bus,,,,,,,,,,,,,11.0,,,,,
41,2020-03-12,118:152,90:117,bus,,,,,10.0,,,,,,,,,,,,,
41,2020-03-12,118:152,97:102,bus,,,,,,,,,,,,,11.0,,,,,
41,2020-03-12,118:152,127:159,private_transport,,,,,,,,,,,,,14.0,,,,,
41,2020-03-12,118:152,126:160,bus,,,,,37.0,,,,,,,,12.0,,,,,
41,2020-03-12,118:152,126:160,private_transport,,,,,15.0,,,,,,,,15.0,,,,,
41,2020-03-12,119:151,152:134,private_transport,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,119:151,154:132,private_transport,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,121:165,90:117,bus,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,121:165,90:117,private_transport,,,,,,,,,,,,,,12.0,,,,
41,2020-03-12,121:165,138:148,bus,,,,10.0,,,,,,,,,,,,,,
41,2020-03-12,121:165,86:105,private_transport,,,,,,,,,,,,17.0,,,,,,
41,2020-03-12,121:165,97:102,bus,,,36.0,,,,,10.0,,,,,,,,,,
41,2020-03-12,121:165,97:102,private_transport,,,28.0,,,,,20.0,,,,,,,,,,
41,2020-03-12,121:165,121:165,bus,,,,,,,,,,,,15.0,,18.0,,,,
41,2020-03-12,121:165,121:165,private_transport,,,,,,,,,,,,24.0,,,,,,
41,2020-03-12,121:165,84:107,bus,,,,,,,,,,,,18.0,,,,,,
41,2020-03-12,121:165,84:107,private_transport,,,,,,,,,,,,12.0,,,,,,
41,2020-03-12,121:165,126:160,bus,,,,,,,,,,,,37.0,,36.0,,,,
41,2020-03-12,121:165,126:160,private_transport,,,,,,,,,,,,35.0,,16.0,,,,
41,2020-03-12,121:165,140:146,bus,,,,,,30.0,,,,,,,,,,,,
41,2020-03-12,121:165,141:145,bus,,,,,,23.0,,,,,,,,,,,,
41,2020-03-12,121:165,141:145,private_transport,,,,,,19.0,,,,,,,,,,,,
41,2020-03-12,121:165,150:120,bus,,,,,,,,24.0,,,,,,,,,,
41,2020-03-12,121:165,150:120,private_transport,,,,,,,,35.0,,,,,,,,,,
41,2020-03-12,121:165,160:110,bus,,,,,,,,,,,,,,11.0,,,,
41,2020-03-12,121:165,88:103,bus,,,30.0,,,,,,,,,,,,,,,
41,2020-03-12,121:165,88:103,private_transport,,,25.0,,,,,,,,,,,,,,,
41,2020-03-12,122:164,90:117,bus,,,,,,,,,,,,,,18.0,,,,
41,2020-03-12,122:164,150:120,bus,,,,,,,,,,12.0,,,,,,,,
41,2020-03-12,122:164,88:103,bus,,,,,,,,,,,,,,15.0,,,,
41,2020-03-12,122:164,109:169,bus,,,,,,,,,,10.0,,,,,,,,
41,2020-03-12,122:164,123:163,private_transport,,,,,11.0,,,,,,,,,,,,,
41,2020-03-12,122:164,149:121,bus,,,,,,,,,,20.0,,,,,,,,
41,2020-03-12,122:164,94:113,bus,,,,,10.0,,,,,,,,,,,,,
41,2020-03-12,123:163,90:117,private_transport,,,,,,,,,,,,,,10.0,,,,
41,2020-03-12,123:163,97:102,bus,,,,,,,,,,,,,,,,,,16.0
41,2020-03-12,123:163,97:102,private_transport,,,,,,,,,,,,,,,,,,15.0
41,2020-03-12,123:163,149:121,bus,,,,,,,,,,10.0,,,,,,,,
41,2020-03-12,126:160,158:128,bus,,,,,,,,,,,,,,,,10.0,,
41,2020-03-12,126:160,56:416,private_transport,,,,,,,,,,118.0,137.0,,,,,139.0,,
41,2020-03-12,126:160,87:104,bus,,,,,,,38.0,,,,,,,,12.0,,,
41,2020-03-12,126:160,87:104,private_transport,,,,,,,33.0,,,,,,,,,,,
41,2020-03-12,126:160,90:117,bus,,,,,,,,,,,,,33.0,,,,,
41,2020-03-12,126:160,90:117,private_transport,,,,,,,,,,,,,25.0,,,,,
41,2020-03-12,126:160,108:170,bus,,,,,,,,,,,,,42.0,,,,,
41,2020-03-12,126:160,108:170,private_transport,,,,,,,,,,,,,34.0,,,,,
41,2020-03-12,126:160,144:126,bus,,,,,,,,,13.0,,,,,,,,,
41,2020-03-12,126:160,144:126,private_transport,,,,,,,,,14.0,,,,,,,20.0,,
41,2020-03-12,126:160,45:319,private_transport,,,,,,23.0,,,,,,,,,,,,
41,2020-03-12,126:160,86:105,bus,,,,,,,,,10.0,,,,,,23.0,,,
41,2020-03-12,126:160,86:105,private_transport,,,,,,,,,,,,,,,10.0,,,
41,2020-03-12,126:160,50:412,private_transport,,,,,,,,121.0,,,108.0,,,,,,,
41,2020-03-12,126:160,9:509,private_transport,,,,,,,,,,,,,,,,,10.0,
41,2020-03-12,126:160,97:102,bus,,,,,,,,,104.0,,,,,,,13.0,,
41,2020-03-12,126:160,97:102,private_transport,,,,,,,,,72.0,,,,,,,,,
41,2020-03-12,126:160,152:134,bus,,,,,,,,,,,,,13.0,,,12.0,,
41,2020-03-12,126:160,152:134,private_transport,,,,,,,,,,,,,11.0,,,,,
41,2020-03-12,126:160,154:132,bus,,,,,,,,,,,,,18.0,,,,,
41,2020-03-12,126:160,154:132,private_transport,,,,,,,,,,,,,13.0,,,,,
41,2020-03-12,126:160,121:165,bus,,,,,,,,,37.0,,,,,,44.0,,,
41,2020-03-12,126:160,121:165,private_transport,,,,,,,,,20.0,,,,,,18.0,,,
41,2020-03-12,126:160,137:149,bus,,,,,,,,,12.0,,,,,,,,,
41,2020-03-12,126:160,137:149,private_transport,,,,,,,,,13.0,,,,,,,,,
41,2020-03-12,126:160,84:107,bus,,,,,,,,,15.0,,,,,,24.0,,,
41,2020-03-12,126:160,84:107,private_transport,,,,,,,,,13.0,,,,,,10.0,,,
41,2020-03-12,126:160,159:127,bus,,,,,,,,,27.0,,,,,,,38.0,,
41,2020-03-12,126:160,159:127,private_transport,,,,,,,,,53.0,,,,,,,48.0,,
41,2020-03-12,126:160,127:159,bus,,,,,,,,,,,,,,,,16.0,,
41,2020-03-12,126:160,127:159,private_transport,,,,,15.0,,,,,,,,,,,42.0,,
41,2020-03-12,126:160,126:160,bus,,,,,,,,,22.0,,,,,,,14.0,,10.0
41,2020-03-12,126:160,126:160,private_transport,,,,,,,,,,,,,,,,14.0,,
41,2020-03-12,126:160,141:145,private_transport,21.0,,,,,,,,,,,,,,,,,
41,2020-03-12,126:160,88:103,private_transport,,,,,,,,,10.0,,,,,,,,,
41,2020-03-12,126:160,115:155,private_transport,,,,,,,,,,,,,,,,15.0,,
41,2020-03-12,126:160,122:164,bus,,,,,12.0,,,,,,,,,,,,,
41,2020-03-12,126:160,125:161,private_transport,,,,,,,,,,,,,,,,10.0,,
41,2020-03-12,126:160,135:135,private_transport,,,,,,,,,,,,,,,,10.0,,
41,2020-03-12,126:160,151:119,bus,,,,,,,,,,,,,24.0,,,,,
41,2020-03-12,126:160,151:119,private_transport,,,,,,,,,,,,,18.0,,,,,
41,2020-03-12,126:160,61:413,private_transport,,,,,,,,,25.0,,,,,,,,,
41,2020-03-12,126:160,64:306,private_transport,,,,,,135.0,,,,,,,,,,,,
41,2020-03-12,126:160,85:106,bus,,,,,,,,,,,,,20.0,,,,,
41,2020-03-12,126:160,85:106,private_transport,,,,,,,,,,,,,12.0,,,,,
41,2020-03-12,126:160,91:116,bus,,,,,,,17.0,,,,,,,,,,,
41,2020-03-12,126:160,92:115,bus,,,,,,,,,,,,,,,12.0,,,
41,2020-03-12,126:160,92:115,private_transport,,,,,,,10.0,,,,,,,,,,,
41,2020-03-12,127:159,45:319,private_transport,,,,,,12.0,,,,,,,,,,,,
41,2020-03-12,127:159,97:102,bus,,,,,14.0,,,,,,,,,,,,,
41,2020-03-12,127:159,97:102,private_transport,,,,,16.0,,,,,,,,,,,,,
41,2020-03-12,127:159,111:167,bus,,,,,,,,,12.0,,,,,,,,,
41,2020-03-12,127:159,157:129,private_transport,,,,,,,,,13.0,,,,,,,,,
41,2020-03-12,127:159,127:159,private_transport,,,,,17.0,,,,,,,,,,,,,
41,2020-03-12,127:159,115:155,private_transport,,,,,,,,,,,,,,,,11.0,,
41,2020-03-12,127:159,122:164,bus,,,,,15.0,,,,,,,,,,,,,
41,2020-03-12,127:159,122:164,private_transport,,,,,25.0,,,,,,,,,,,,,
41,2020-03-12,127:159,61:413,private_transport,,,,,,,,,11.0,,,,,,,,,
41,2020-03-12,127:159,93:114,bus,,,,,15.0,,,,,,,,,,,,,
