ProjectID,Date,Origin,Destination,Modo,0000_0059,0200_0259,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
41,2019-11-13,101:205,101:205,private_transport,10.0,,,,,,,,,,,,,,,,
41,2019-11-13,101:205,109:169,bus,,,,,,,,10.0,,,,,,,,,
41,2019-11-13,101:205,128:142,bus,,,,,,,,11.0,,,,,,,,,
41,2019-11-13,101:205,129:141,bus,,,,,,15.0,,,,,,,22.0,,,,
41,2019-11-13,101:205,129:141,private_transport,28.0,,,,,19.0,,,,,,,18.0,,,,
41,2019-11-13,101:205,83:108,bus,,,,,,,,14.0,,,,13.0,,,,,
41,2019-11-13,101:205,83:108,private_transport,,,,,,,,,,,,10.0,,,,,
41,2019-11-13,101:205,89:118,bus,,,,,,12.0,,,,,,,,,,,
41,2019-11-13,101:205,89:118,private_transport,,,,,,12.0,,,,,,,,,,,
41,2019-11-13,101:205,98:217,private_transport,,,,,,,,11.0,,,,,,,,,
41,2019-11-13,102:204,101:205,bus,,,,,,10.0,,,,,,,,,,,
41,2019-11-13,102:204,101:205,private_transport,,,,,,11.0,,,,,,,,,,,
41,2019-11-13,102:204,109:169,bus,,,,,,,,11.0,,,,,,,,,
41,2019-11-13,102:204,128:142,bus,,,,,,,,10.0,,,,,,,,,
41,2019-11-13,102:204,129:141,bus,,,,,,,,,,,,,,10.0,,,
41,2019-11-13,103:203,89:118,bus,,,,,,,,,,11.0,,,,,,,
41,2019-11-13,104:202,116:154,private_transport,,,,,,,12.0,,,,,,,,,,
41,2019-11-13,104:202,118:152,private_transport,,,,,,,12.0,,,,,,,,,,
41,2019-11-13,108:170,128:142,bus,,,14.0,,,,,,,,,,,,,,
41,2019-11-13,108:170,83:108,bus,,,14.0,,,,,,,,,,,10.0,,,
41,2019-11-13,108:170,83:108,private_transport,,,,,,,,,,,,,,13.0,,,
41,2019-11-13,108:170,98:217,bus,,,22.0,,,,,,,,,,,,,,
41,2019-11-13,108:170,108:170,bus,,,,,,,,39.0,,11.0,,,,,,,
41,2019-11-13,108:170,108:170,private_transport,,,,,,,,13.0,,,,,,,,,
41,2019-11-13,108:170,127:159,private_transport,,,,,,,,11.0,,,,,,,,,
41,2019-11-13,108:170,152:134,bus,,,,,,,,22.0,,,,,,,,,
41,2019-11-13,108:170,153:133,private_transport,,,,,,,,12.0,,,,,,,,,
41,2019-11-13,108:170,154:132,bus,,,,,,,,10.0,,,,,,,,,
41,2019-11-13,108:170,154:132,private_transport,,,,,,,,13.0,,,,,,,,,
41,2019-11-13,108:170,160:110,bus,,,,,,,,,,14.0,,,,,,,
41,2019-11-13,108:170,76:314,bus,,,78.0,,,,,,,,,,,,,,
41,2019-11-13,108:170,76:314,private_transport,,,88.0,,,,,,,,,,,,,,
41,2019-11-13,109:169,109:169,private_transport,,10.0,,,,,,,,,,,,,,,
41,2019-11-13,109:169,89:118,bus,,,,,,,,,,,,,,,10.0,,
41,2019-11-13,109:169,98:217,private_transport,,17.0,,,,,,,,,,,,,,,
41,2019-11-13,109:169,116:154,bus,,,,,,,,,,,,,,,,,13.0
41,2019-11-13,109:169,116:154,private_transport,,,,,,,,,,,,,,,,,12.0
41,2019-11-13,109:169,154:132,bus,,,,,,,,,,,,,,,20.0,,
41,2019-11-13,109:169,160:110,bus,,,,,,,,,,,13.0,,,,,,
41,2019-11-13,109:169,160:110,private_transport,,,,,,,,,,,14.0,,,,,,
41,2019-11-13,109:169,143:143,private_transport,,13.0,,,,,,,,,,,,,,,
41,2019-11-13,109:169,156:130,bus,,,,,,,,,,,11.0,,,,,,
41,2019-11-13,109:169,156:130,private_transport,,,,,,,,,,,11.0,,,,,,
41,2019-11-13,110:168,116:154,bus,,,,,,,11.0,,,,,,,,,,
41,2019-11-13,110:168,116:154,private_transport,,,,,,,17.0,,,,,,,,,,
41,2019-11-13,110:168,118:152,bus,,,,,,,16.0,,,,,,,,,,
41,2019-11-13,110:168,115:155,bus,,,,,,,11.0,,,,,,,,,,
41,2019-11-13,110:168,139:147,bus,,,,,,,18.0,,,,,,,,,,
41,2019-11-13,110:168,95:112,bus,,,,,,,10.0,,,,,,,,,,
41,2019-11-13,110:168,95:112,private_transport,,,,,,,14.0,,,,,,,,,,
41,2019-11-13,111:167,108:170,bus,,,,,,,,,,,,21.0,,,,,
41,2019-11-13,111:167,108:170,private_transport,,,,,,,,,,,,14.0,,,,,
41,2019-11-13,115:155,159:127,bus,,,,,,,,,10.0,,,,,,,,
41,2019-11-13,116:154,116:154,bus,,,,,,,,15.0,,,,,,,,,
41,2019-11-13,116:154,116:154,private_transport,,,,,,,,10.0,,10.0,,,,,,,
41,2019-11-13,116:154,118:152,private_transport,,,,,,,,12.0,,13.0,,,,,,,
41,2019-11-13,116:154,139:147,bus,,,,,,,,,,11.0,,,,,,,
41,2019-11-13,116:154,139:147,private_transport,,,,,,,,12.0,,,,,,,,,
41,2019-11-13,116:154,95:112,bus,,,,,,,,11.0,,,,,,,,,
41,2019-11-13,116:154,159:127,bus,,,,,,13.0,14.0,,,,,,,,,,
41,2019-11-13,116:154,159:127,private_transport,,,,,,25.0,,,,,,,,,,,
41,2019-11-13,116:154,144:126,bus,,,,,,11.0,,,,,,,,,,,
41,2019-11-13,117:153,116:154,bus,,,,,,,,10.0,,,,,,,,,
41,2019-11-13,118:152,116:154,bus,,,,,,,,19.0,,,,,,,,,
41,2019-11-13,118:152,118:152,bus,,,,,,,,11.0,,,,,,,,,
41,2019-11-13,118:152,118:152,private_transport,,,,,,,,,,10.0,,,,,,,
41,2019-11-13,118:152,95:112,private_transport,,,,,,,,14.0,,,,,,,,,
41,2019-11-13,118:152,159:127,bus,,,,,,16.0,17.0,,,,,,,,,,
41,2019-11-13,118:152,159:127,private_transport,,,,,,24.0,28.0,,,,,,,,,,
41,2019-11-13,118:152,144:126,bus,,,,,,,10.0,,,,,,,,,,
41,2019-11-13,118:152,144:126,private_transport,,,,,,11.0,,,,,,,,,,,
41,2019-11-13,118:152,137:149,bus,,,,,,11.0,,,,,,,,,,,
41,2019-11-13,118:152,137:149,private_transport,,,,,,11.0,,,,,,,,,,,
41,2019-11-13,123:163,129:141,bus,,,,,,11.0,,,,,,,,,,,
41,2019-11-13,123:163,129:141,private_transport,,,,,,10.0,,,,,,,,,,,
41,2019-11-13,126:160,109:169,bus,,,20.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,109:169,private_transport,,,17.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,128:142,bus,,,18.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,128:142,private_transport,,,10.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,83:108,bus,,,26.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,83:108,private_transport,,,12.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,98:217,bus,,,12.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,98:217,private_transport,,,16.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,143:143,bus,,,15.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,143:143,private_transport,,,10.0,,,,,,,,,,,,,,
41,2019-11-13,126:160,159:127,private_transport,,,,,,,,,,,,,11.0,,,,
41,2019-11-13,126:160,126:160,bus,,,,,10.0,,,,,,,,,,,,
41,2019-11-13,126:160,141:145,bus,,,,,,,,,,,,,17.0,,,,
41,2019-11-13,126:160,87:104,bus,,,,,,,,,,,,,,,,31.0,
41,2019-11-13,126:160,87:104,private_transport,,,,,,,,,,,,,,,,45.0,
41,2019-11-13,126:160,91:116,bus,,,,,,,,,,,,,,,,23.0,
41,2019-11-13,126:160,91:116,private_transport,,,,,,,,,,,,,,,,30.0,
41,2019-11-13,126:160,92:115,bus,,,,,,,,,,,,,,,,12.0,
41,2019-11-13,126:160,92:115,private_transport,,,,,,,,,,,,,,,,14.0,
41,2019-11-13,126:160,97:102,bus,,,,,43.0,,,,,,,,,,,,
41,2019-11-13,126:160,97:102,private_transport,,,,,14.0,,,,,,,,,,,,
41,2019-11-13,127:159,127:159,bus,,,,,11.0,,,,,,,,,,,,
41,2019-11-13,127:159,97:102,bus,,,,,48.0,,,,,,,,,,,,
41,2019-11-13,127:159,97:102,private_transport,,,,,23.0,,,,,,,,,,,,
41,2019-11-13,128:142,118:152,bus,,,,,,,,,,,,,,,,,14.0
41,2019-11-13,128:142,118:152,private_transport,,,,,,,,,,,,,,,,,13.0
41,2019-11-13,128:142,139:147,private_transport,,,,,,,,,,,,,,,,,11.0
41,2019-11-13,128:142,117:153,bus,,,,,,,,,,,,,,,,,10.0
41,2019-11-13,129:141,101:205,bus,,,,,,,,,,,,,16.0,,,,
