ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
42,2019-11-20,101:205,126:160,bus,,,,,,,,,14.0,,,,,,,,,,,,,,
42,2019-11-20,101:205,126:160,private_transport,,,,,,,,,11.0,,,,,,,,,,,,,,
42,2019-11-20,101:205,129:141,bus,,,,,,,,12.0,,,,,,,,,,,,,,,
42,2019-11-20,101:205,129:141,private_transport,,,,,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,102:204,140:146,bus,,,,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-20,102:204,141:145,private_transport,,,,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-20,102:204,158:128,bus,,,,,,,,,,,,11.0,,,,,,,,,,,
42,2019-11-20,102:204,92:115,bus,,,,,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,103:203,103:203,bus,,,,,,,,,,,24.0,,,,,,,,,,,,
42,2019-11-20,103:203,103:203,private_transport,,,,,,13.0,,,,,26.0,,,,,,,,,,,,
42,2019-11-20,103:203,124:162,bus,,,,,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-20,103:203,131:139,bus,,,,,,,,,,,15.0,,,,,,,,,,,,
42,2019-11-20,103:203,131:139,private_transport,,,,,,,,,,,16.0,,,,,,,,,,,,
42,2019-11-20,103:203,138:148,bus,,,,,,22.0,,,,,,,,,,,,,,,,,
42,2019-11-20,103:203,138:148,private_transport,,,,,,15.0,,,,,,,,,,,,,,,,,
42,2019-11-20,104:202,160:110,private_transport,,,,,,,,,,,,,,,,,,,19.0,,,,
42,2019-11-20,104:202,96:111,bus,,,,,,,,,,,,,,,,,,,10.0,,,,
42,2019-11-20,104:202,97:102,bus,,,,,,,,,,,19.0,,,,,,,,,,,,
42,2019-11-20,104:202,97:102,private_transport,,,,,,,,,,,16.0,,,,,,,,,,,,
42,2019-11-20,105:201,45:319,private_transport,,,12.0,,,,,,,,,,,,,,,,,,,,
42,2019-11-20,105:201,48:301,private_transport,,,18.0,,,,,,,,,,,,,,,,,,,,
42,2019-11-20,105:201,77:312,private_transport,,,17.0,,,,,,,,,,,,,,,,,,,,
42,2019-11-20,106:208,97:102,bus,,,,,,,,,,,,,,,,,15.0,,,,,,
42,2019-11-20,106:208,77:312,private_transport,,,18.0,,,,,,,,,,,,,,,,,,,,
42,2019-11-20,107:207,126:160,bus,,,,,,,,,,,,,,,,,13.0,,,,,,
