ProjectID,Date,Origin,Destination,Modo,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1100_1159,1300_1359,1400_1459,1500_1559,1800_1859,2000_2059,2100_2159,2200_2259
42,2020-03-03,101:205,139:147,bus,,,,,,,,,,,,,11.0
42,2020-03-03,102:204,108:170,bus,,,11.0,,,,,,,,,,
42,2020-03-03,102:204,108:170,private_transport,,,10.0,,,,,,,,,,
42,2020-03-03,102:204,76:314,bus,,,,,,,,,,10.0,,,
42,2020-03-03,108:170,139:147,bus,,,,,,,,,,,,,15.0
42,2020-03-03,108:170,108:170,bus,,,,,,,,,,,14.0,,
42,2020-03-03,108:170,118:152,bus,,,,,,,,,,,,,11.0
42,2020-03-03,108:170,159:127,bus,,,,10.0,,,,,,,,,
42,2020-03-03,108:170,159:127,private_transport,,,,13.0,,,,,,,,,
42,2020-03-03,110:168,109:169,private_transport,,,,13.0,,,,,,,,,
42,2020-03-03,110:168,276:144,bus,,,,24.0,,,,,,,,,
42,2020-03-03,110:168,276:144,private_transport,,,,31.0,,,,,,,,,
42,2020-03-03,110:168,94:113,bus,,,,11.0,,,,,,,,,
42,2020-03-03,110:168,94:113,private_transport,,,,11.0,,,,,,,,,
42,2020-03-03,110:168,98:217,bus,,,,43.0,,,,,,,,,
42,2020-03-03,110:168,98:217,private_transport,,,,44.0,,,,,,,,,
42,2020-03-03,111:167,145:125,bus,,,,,,,,11.0,,,,,
42,2020-03-03,111:167,145:125,private_transport,,,,,,,,12.0,,,,,
42,2020-03-03,117:153,96:111,bus,,,,,,,,10.0,,,,,
42,2020-03-03,118:152,108:170,private_transport,,,,,,,,11.0,,,,,
42,2020-03-03,118:152,96:111,bus,,,,,,,,16.0,,,,,
42,2020-03-03,118:152,160:110,bus,,,,,,,,10.0,,,,,
42,2020-03-03,119:151,108:170,private_transport,,,,,,,,15.0,,,,,
42,2020-03-03,119:151,96:111,bus,,,,,,,,20.0,,,,,
42,2020-03-03,119:151,160:110,private_transport,,,,,,,,15.0,,,,,
42,2020-03-03,120:166,76:314,bus,,,,,,,,,,25.0,,,
42,2020-03-03,120:166,120:166,bus,,,,,,,,,,16.0,,,
42,2020-03-03,120:166,135:135,bus,,,,,,,,,,,,34.0,
42,2020-03-03,120:166,135:135,private_transport,,,,,,,,,,,,10.0,
42,2020-03-03,120:166,152:134,bus,,,10.0,,,,,,,,,,
42,2020-03-03,120:166,47:320,bus,,,,,,,,,,55.0,,,
42,2020-03-03,120:166,47:320,private_transport,,,,,,,,,,10.0,,,
42,2020-03-03,120:166,99:101,bus,,16.0,,,14.0,,14.0,,,,,,
42,2020-03-03,120:166,99:101,private_transport,,,,,14.0,,13.0,,,,,,
42,2020-03-03,121:165,99:101,bus,,,,,,,,25.0,,,,,
42,2020-03-03,121:165,99:101,private_transport,,,,,,,,25.0,,,,,
42,2020-03-03,121:165,141:145,private_transport,,,,,,,,13.0,,,,,
42,2020-03-03,122:164,150:120,private_transport,,,,,,,,,11.0,,,,
42,2020-03-03,123:163,149:121,bus,,,,,,,,,11.0,,,,
42,2020-03-03,126:160,91:116,private_transport,,,,,,,,,11.0,,,,
42,2020-03-03,126:160,92:115,bus,,,,,,,,,33.0,,,,
42,2020-03-03,126:160,92:115,private_transport,,,,,,,,,20.0,,,,
