ProjectID,Date,Origin,Destination,Modo,0100_0159,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059
42,2019-11-19,101:205,101:205,bus,,,,,,,,,,,12.0,,,,,,,
42,2019-11-19,101:205,101:205,private_transport,,,,,,,,,,,10.0,,,,,,,
42,2019-11-19,101:205,146:124,bus,,,,,,,,,,,10.0,,,,,,,
42,2019-11-19,101:205,276:144,private_transport,,,,,,,,12.0,,,,,,,,,,
42,2019-11-19,101:205,45:319,bus,,,,,18.0,,,,,,,,,,,,,
42,2019-11-19,101:205,45:319,private_transport,,,,,20.0,,,,,,,,,,,,,
42,2019-11-19,101:205,94:113,bus,,,,,,,,,,,,,,27.0,,,,
42,2019-11-19,101:205,94:113,private_transport,,,,,,,,,,,,,,11.0,,,,
42,2019-11-19,101:205,98:217,bus,,,,,,,,20.0,,,,,,,,,,
42,2019-11-19,102:204,98:217,bus,,,,,,,,10.0,,,,,,,,,,
42,2019-11-19,102:204,109:169,bus,,,,,,,,10.0,,,,,,,,,,
42,2019-11-19,103:203,83:108,bus,,,,,,,38.0,,,,,,,,,,,
42,2019-11-19,103:203,83:108,private_transport,,,,,,,55.0,,,,,,,,,,,
42,2019-11-19,104:202,121:165,bus,,,,,,,,,11.0,,,,,,,,,
42,2019-11-19,108:170,98:217,bus,,,,,,,,13.0,,,,,,,,,,
42,2019-11-19,108:170,109:169,private_transport,,,,,,,,10.0,,,,,,,,,,
42,2019-11-19,108:170,83:108,private_transport,,,,,,,,13.0,,,,,,,,,,
42,2019-11-19,108:170,108:170,bus,,,,,,,,,,,,27.0,,,,,,
42,2019-11-19,108:170,108:170,private_transport,,,,,,,,,,,,18.0,,,,,,
42,2019-11-19,108:170,110:168,bus,,,32.0,,,,,,,,,,,,,,,
42,2019-11-19,108:170,110:168,private_transport,,,18.0,,,,,,,,,,,,,,,
42,2019-11-19,108:170,129:141,bus,,,,,10.0,,,,,,,,,,,,,
42,2019-11-19,108:170,130:140,bus,,,,,,,,13.0,,,,,,,,,,
42,2019-11-19,108:170,151:119,bus,,,,,13.0,,,,,,,,,,,,,
42,2019-11-19,108:170,152:134,private_transport,,,,,11.0,,,,,,,,,,,,,
42,2019-11-19,108:170,154:132,bus,,,,,30.0,,,17.0,,,,,,,,,,
42,2019-11-19,108:170,154:132,private_transport,,,,,,,,21.0,,,,,,,,,,
42,2019-11-19,108:170,89:118,bus,,,,,14.0,,,,,,,,,,,,,
42,2019-11-19,108:170,89:118,private_transport,,,,,13.0,,,,,,,,,,,,,
42,2019-11-19,109:169,98:217,bus,,,,12.0,,,,,,,,,,,,,,
42,2019-11-19,109:169,89:118,bus,,,,,,,,,,,,,,,,,11.0,
42,2019-11-19,109:169,89:118,private_transport,,,,,,,,,,,,,,,,,10.0,
42,2019-11-19,109:169,116:154,bus,,10.0,,,,,,,,,,,,,,,,
42,2019-11-19,109:169,118:152,bus,,11.0,,,,,,,,,,,,,,,,
42,2019-11-19,109:169,118:152,private_transport,,,,,,,,,,,,11.0,,,,,,
42,2019-11-19,109:169,91:116,bus,,,,,,,11.0,,,,,,,,,,,
42,2019-11-19,109:169,95:112,bus,,13.0,,,,,,,,,,,,,,,,
42,2019-11-19,110:168,121:165,bus,,,,,,,,,13.0,,,,,,,,,
42,2019-11-19,110:168,121:165,private_transport,,,,,,,,,16.0,,,,,,,,,
42,2019-11-19,110:168,154:132,bus,,,,,,,,,,,,,,,,,31.0,
42,2019-11-19,110:168,154:132,private_transport,,,,,,,,,,,,,,,,,25.0,
42,2019-11-19,110:168,89:118,bus,,,,,,,,,,,,,,,,,18.0,
42,2019-11-19,110:168,89:118,private_transport,,,,,,,,,,,,,,,,,15.0,
42,2019-11-19,110:168,84:107,bus,,,,,,,,,10.0,,,,,,,,,
42,2019-11-19,110:168,86:105,bus,,,,,,,,,12.0,,,,,,,,,
42,2019-11-19,111:167,152:134,bus,,,,13.0,,,,,,,,,,,,,,
42,2019-11-19,111:167,154:132,bus,,,,47.0,,,,,,,,,,,,,,
42,2019-11-19,111:167,154:132,private_transport,,,,33.0,,,,,,,,,,,,,,
42,2019-11-19,111:167,89:118,bus,,,,33.0,,,,,,,,,,,,,,
42,2019-11-19,111:167,89:118,private_transport,,,,14.0,,,,,,,,,,,,,,
42,2019-11-19,113:157,83:108,bus,,,,,,,11.0,,,,,,,,,,,
42,2019-11-19,113:157,83:108,private_transport,,,,,,,12.0,,,,,,,,,,,
42,2019-11-19,113:157,108:170,private_transport,,,,,,,,,17.0,,,,,,,,,
42,2019-11-19,115:155,145:125,bus,,,,,,,,,51.0,,,,,,,,,
42,2019-11-19,115:155,145:125,private_transport,,,,,,,,,11.0,,,,,,,,,
42,2019-11-19,116:154,121:165,bus,,,,,,,,,,,11.0,,,,,,,
42,2019-11-19,116:154,121:165,private_transport,,,,,,,,,,,11.0,,,,,,,
42,2019-11-19,116:154,116:154,bus,,,,,16.0,,,,,,,,,,,,,
42,2019-11-19,116:154,116:154,private_transport,,,,,10.0,,,,,,,,,,,,,
42,2019-11-19,116:154,118:152,bus,,,,,12.0,,,,,,,,,,,,,
42,2019-11-19,116:154,118:152,private_transport,,,,,16.0,,,,,,,,,,,,,
42,2019-11-19,116:154,117:153,bus,,,,,13.0,,,,,,,,,,,,,
42,2019-11-19,116:154,139:147,bus,,,,,16.0,,,,,,,,,,12.0,,,
42,2019-11-19,116:154,139:147,private_transport,,,,,15.0,,,,,,,,,,,,,
42,2019-11-19,116:154,140:146,bus,,,,,,,,,,,19.0,,,,,,,
42,2019-11-19,116:154,140:146,private_transport,,,,,,,,,,,11.0,,,,,,,
42,2019-11-19,116:154,141:145,bus,,,,,,,,,,,13.0,,,,,,,
42,2019-11-19,117:153,108:170,private_transport,,,,,,,,,13.0,,,,,,,,,
42,2019-11-19,117:153,86:105,bus,,,,,,,,,,,10.0,,,,,,,
42,2019-11-19,118:152,121:165,bus,,,,,,,,,,,18.0,,,,,,,
42,2019-11-19,118:152,116:154,bus,,,,,23.0,,,,,,,,,,,,,
42,2019-11-19,118:152,118:152,bus,,,,,32.0,,,,,,,,,14.0,,,,
42,2019-11-19,118:152,118:152,private_transport,,,,,10.0,,,,,,,,,,,,,
42,2019-11-19,118:152,84:107,bus,,,,,,,,,,,10.0,,,,,,,
42,2019-11-19,118:152,86:105,bus,,,,,,,,,,,18.0,,,,,,,
42,2019-11-19,118:152,117:153,bus,,,,,,,,,,,,,,11.0,,,,
42,2019-11-19,118:152,117:153,private_transport,,,,,10.0,,,,,,,,,,,,,
42,2019-11-19,118:152,139:147,bus,,,,,24.0,,,,,,14.0,,,14.0,,,,
42,2019-11-19,118:152,140:146,bus,,,,,,,,,,,16.0,,,,,,,
42,2019-11-19,118:152,141:145,bus,,,,,,,,,,,11.0,,,,,,,
42,2019-11-19,118:152,134:136,private_transport,,,,,,,,,,,10.0,,,,,,,
42,2019-11-19,118:152,61:413,private_transport,,,,14.0,,,,,,,,,,,,,,
42,2019-11-19,118:152,90:117,bus,,,,,,12.0,,,,,,,,,,,,
42,2019-11-19,120:166,121:165,private_transport,,,,,,,,,,,,,,,13.0,,,
42,2019-11-19,121:165,121:165,bus,,,,,,,,17.0,,,,,,,,,,
42,2019-11-19,121:165,121:165,private_transport,,,,,,,,17.0,,,,,,,,,,
42,2019-11-19,121:165,84:107,bus,,,,,,,,10.0,,,,,,,,,,
42,2019-11-19,121:165,86:105,private_transport,,,,,,,,15.0,,,,,,,,,,
42,2019-11-19,121:165,137:149,bus,,,,,,,,11.0,,,,,,,,,,
42,2019-11-19,122:164,154:132,bus,,,,,,,,,13.0,,,,,,10.0,,,
42,2019-11-19,122:164,154:132,private_transport,,,,,,,,,,,,,,,27.0,,,
42,2019-11-19,122:164,89:118,bus,,,,,,,,,,,,,,,12.0,,,
42,2019-11-19,123:163,146:124,private_transport,,,,,,,,,,,,,,,,12.0,,
42,2019-11-19,123:163,154:132,bus,,,,,,,,,,,,,,,13.0,,,
42,2019-11-19,125:161,145:125,bus,,,,,,,,,15.0,,,,,,,,,
42,2019-11-19,125:161,134:136,bus,,,,,,,,,11.0,,,,,,,,,
42,2019-11-19,126:160,109:169,bus,,,11.0,,,,,,,,,,,,,,,
42,2019-11-19,126:160,110:168,bus,,,16.0,,,,,,,,,,,,,,,
42,2019-11-19,126:160,110:168,private_transport,,,13.0,,,,,,,,,,,,,,,
42,2019-11-19,127:159,108:170,bus,,,,,,,,,,,,,10.0,,,,,
42,2019-11-19,127:159,108:170,private_transport,,,,,,,,,,,,,10.0,,,,,
42,2019-11-19,127:159,129:141,private_transport,,,,,,,,,,,,,,,11.0,,,
42,2019-11-19,127:159,154:132,bus,,,,,,,,,,,,,,,17.0,,,
42,2019-11-19,127:159,154:132,private_transport,,,,,,,,,,,,,,,10.0,,,
42,2019-11-19,127:159,89:118,private_transport,,,,,,,,,,,,,,,14.0,,,
42,2019-11-19,127:159,159:127,private_transport,,,,,,,,,,,11.0,,,,,,,
42,2019-11-19,128:142,116:154,private_transport,,10.0,,,,,,,,,,,,,,,,
42,2019-11-19,128:142,139:147,private_transport,,,,,,,,,,,,10.0,,,,,,
42,2019-11-19,128:142,128:142,bus,,,,10.0,,,,,,,,,,,,,,
42,2019-11-19,128:142,87:104,bus,,,,,,,13.0,,,,,,,,,,,
42,2019-11-19,129:141,45:319,bus,,,,,59.0,,,,,,,,,,,,,
