ProjectID,Date,Origin,Destination,Modo,0000_0059,0200_0259,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
42,2020-03-12,101:205,101:205,bus,,,,,,,12.0,,,,,,,,,,,,,,,
42,2020-03-12,101:205,108:170,bus,,,,,,,,,,,,,12.0,,,,,,,,,
42,2020-03-12,101:205,108:170,private_transport,,,,,,,,,,,,,11.0,,,,,,,,,
42,2020-03-12,101:205,146:124,bus,,,,,,,16.0,,,,,,,,,,,,,,,
42,2020-03-12,101:205,98:217,bus,,,,,10.0,,,,,,,,,,,,,,,,,
42,2020-03-12,102:204,110:168,private_transport,,,,,10.0,,,,,,,,,,,,,,,,,
42,2020-03-12,102:204,148:122,private_transport,,,,,,,,,,,,,,,,,13.0,,,,,
42,2020-03-12,102:204,15:515,private_transport,,,,,,,,,,11.0,,,,,,,,,,,,
42,2020-03-12,103:203,104:202,bus,,,,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-12,103:203,138:148,bus,,,,,,28.0,,,,,,,,,,,,,,,,
42,2020-03-12,103:203,138:148,private_transport,,,,,,19.0,,,,,,,,,,,,,,,,
42,2020-03-12,104:202,45:319,bus,,,,33.0,,,,,,,,,,,,,,,,,,
42,2020-03-12,104:202,45:319,private_transport,,,,24.0,,,,,,,,,,,,,,,,,,
42,2020-03-12,108:170,64:306,private_transport,,,,,,,,,,18.0,,,,,,,,,,,,
42,2020-03-12,108:170,78:302,private_transport,,,,,,,,,,27.0,,,,,,,,,,,,
42,2020-03-12,109:169,98:217,bus,,,15.0,,,,,,,,,,,,,,,,,,,
42,2020-03-12,109:169,98:217,private_transport,,,13.0,,,,,,,,,,,,,,,14.0,,,,
42,2020-03-12,109:169,45:319,bus,,,,,,,,,,,,,14.0,,,,,,,,,
42,2020-03-12,109:169,109:169,bus,,,,,,,,,,,,,,,,,,18.0,,,,
42,2020-03-12,109:169,109:169,private_transport,,,,,,,,,,,,,,,,,,18.0,,,,
42,2020-03-12,109:169,118:152,bus,,,,,,,,,,,,,18.0,,,,,,,,,
42,2020-03-12,109:169,118:152,private_transport,,,,,,,,,,,,,10.0,,,,,,,,,
42,2020-03-12,109:169,122:164,bus,,,,,,,11.0,,,,,,,,,,,,,,,
42,2020-03-12,109:169,128:142,bus,,,11.0,,,,,,,,,,,,,,,,,,,
42,2020-03-12,109:169,128:142,private_transport,,,10.0,,,,,,,,,,,,,,,,,,,
42,2020-03-12,109:169,151:119,private_transport,,,,,,,,,,,,,,,,11.0,,,,,,
42,2020-03-12,109:169,154:132,bus,,,,,,,,,,,,,,,,34.0,,,,,,
42,2020-03-12,109:169,154:132,private_transport,,,,,,,,,,,,,,,,18.0,,,,,,
42,2020-03-12,109:169,83:108,bus,,,,,,,,,,,15.0,,,,,,,,,,,
42,2020-03-12,109:169,83:108,private_transport,,,,,,,,,,,17.0,,,,,,,,,,,
42,2020-03-12,109:169,89:118,bus,,,,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-12,109:169,95:112,bus,,,,,,,,,,,,,13.0,,,,,,,,,
