ProjectID,Date,Origin,Destination,Modo,0000_0059,0200_0259,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1900_1959,2000_2059,2200_2259
41,2020-03-12,100:206,100:206,bus,,,,,,,,,12.0,,,,,,,,,
41,2020-03-12,100:206,100:206,private_transport,,,,,,,,,13.0,,,,,,,,,
41,2020-03-12,100:206,107:207,bus,,,,,,,,,10.0,,,,,,,,,
41,2020-03-12,100:206,107:207,private_transport,,,,,,,,,10.0,,,,,,,,,
41,2020-03-12,100:206,109:169,bus,,,12.0,,,,,,,,,,,,,,,
41,2020-03-12,100:206,109:169,private_transport,,,12.0,,,,,,,,,,,,,,,
41,2020-03-12,100:206,110:168,bus,,,26.0,,,,,,,,,,,,,,,
41,2020-03-12,100:206,110:168,private_transport,,,26.0,,,,,,,,,,,,,,,
41,2020-03-12,100:206,143:143,bus,,,,,,,,,13.0,,,,,,,,,
41,2020-03-12,100:206,143:143,private_transport,,,,,,,,,14.0,,,,,,,,,
41,2020-03-12,101:205,129:141,private_transport,,,,,,,,,,,,,,11.0,10.0,,,
41,2020-03-12,101:205,154:132,bus,,,,,,,,,,,,21.0,,,,,,
41,2020-03-12,101:205,154:132,private_transport,,,,,,,,,,,,16.0,,,,,,
41,2020-03-12,101:205,83:108,bus,,,,,,,,11.0,,,,,,,,,,
41,2020-03-12,101:205,83:108,private_transport,,11.0,,,,,,15.0,,,,,,,,,,
41,2020-03-12,101:205,87:104,bus,,,,,18.0,,,,,,,,,,,,,
41,2020-03-12,101:205,87:104,private_transport,,,,,17.0,,,,,,,,,,,,,
41,2020-03-12,101:205,92:115,bus,,,,,13.0,,,,,,,,,,,,,
41,2020-03-12,101:205,92:115,private_transport,,,,,13.0,,,,,,,,,,,,,
41,2020-03-12,102:204,87:104,bus,,,,,10.0,,,,,,,,,,,,,
41,2020-03-12,102:204,87:104,private_transport,,,,,10.0,,,,,,,,,,,,,
41,2020-03-12,102:204,99:101,bus,,,,,,,,,,,10.0,,,,,,,
41,2020-03-12,104:202,154:132,bus,,,,,,,,23.0,,,,,,,,,,
41,2020-03-12,104:202,154:132,private_transport,,,,,,,,17.0,,,,,,,,,,
41,2020-03-12,104:202,130:140,bus,,,,,,,,17.0,,,,,,,,,,
41,2020-03-12,104:202,153:133,bus,,,,,,,,13.0,,,,,,,,,,
41,2020-03-12,104:202,153:133,private_transport,,,,,,,,14.0,,,,,,,,,,
41,2020-03-12,107:207,107:207,bus,,,,,,,,,12.0,,,,,,,,,
41,2020-03-12,107:207,107:207,private_transport,,,,,,,,,13.0,,10.0,,,,,,,
41,2020-03-12,107:207,110:168,bus,,,25.0,,,,,,,,,,,,,,,
41,2020-03-12,107:207,110:168,private_transport,,,25.0,,,,,,,,,,,,,,,
41,2020-03-12,107:207,143:143,bus,,,,,,,,,11.0,,,,,,,,,
41,2020-03-12,107:207,143:143,private_transport,,,,,,,,,11.0,,,,,,,,,
41,2020-03-12,108:170,154:132,bus,,,,,,,,,,43.0,14.0,,,,,,,
41,2020-03-12,108:170,154:132,private_transport,,,,,,,,,,,11.0,,,,,,,
41,2020-03-12,108:170,130:140,bus,,,,,,,,,,11.0,,,,,,,,
41,2020-03-12,108:170,153:133,bus,,,,,,,,,,10.0,19.0,,,,,,,
41,2020-03-12,108:170,153:133,private_transport,,,,,,,,,,,11.0,,,,,,,
41,2020-03-12,108:170,112:158,bus,,,,,,,,,,10.0,,,,,,,,
41,2020-03-12,108:170,127:159,bus,,,,,,,,,,,16.0,,,,,,,
41,2020-03-12,108:170,152:134,bus,,,,,,,,,,,22.0,,,,,,,
41,2020-03-12,108:170,94:113,bus,,,,,,,,,,,10.0,,,,,,,
41,2020-03-12,109:169,109:169,bus,,,,,,,,,,,,,10.0,,,,,
41,2020-03-12,109:169,143:143,bus,,,11.0,,,,,,,,,,,,,,,
41,2020-03-12,109:169,143:143,private_transport,,,10.0,,,,,,,,,,,,,,,
41,2020-03-12,109:169,83:108,bus,,,,,,,,,19.0,12.0,,,,,,,,
41,2020-03-12,109:169,83:108,private_transport,,,,,,,,,14.0,18.0,,,,,,,,
41,2020-03-12,109:169,102:204,bus,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,109:169,116:154,private_transport,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,109:169,122:164,bus,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,109:169,128:142,bus,,,12.0,,,,,,,,,,,,,,,
41,2020-03-12,109:169,128:142,private_transport,,,10.0,,,,,,,,,,,,,,,
41,2020-03-12,110:168,129:141,private_transport,13.0,,,,,,,,,,,,,,,,,
41,2020-03-12,110:168,154:132,private_transport,67.0,,,,,,,,,,,,,,,,,
41,2020-03-12,110:168,127:159,bus,,,,,,,,,,,,30.0,,,,,,
41,2020-03-12,110:168,102:204,bus,,,,,,,,,,,,15.0,,,,,,
41,2020-03-12,110:168,102:204,private_transport,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,110:168,122:164,bus,,,,,,,,,,,,44.0,,,,,,
41,2020-03-12,110:168,101:205,bus,,,,,,,,,,,,11.0,,,,,,
41,2020-03-12,110:168,101:205,private_transport,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,110:168,146:124,bus,,,,,,,,,,,,55.0,,,,,,
41,2020-03-12,110:168,146:124,private_transport,,,,,,,,,,,,20.0,,,,,,
41,2020-03-12,110:168,151:119,private_transport,19.0,,,,,,,,,,,,,,,,,
41,2020-03-12,110:168,89:118,private_transport,35.0,,,,,,,,,,,,,,,,,
41,2020-03-12,110:168,97:102,bus,,,,,,,,,,,,23.0,,,,,,
41,2020-03-12,111:167,154:132,bus,,,,,,,,29.0,,,,,,,,,,
41,2020-03-12,111:167,154:132,private_transport,,,,,,14.0,,17.0,,,,,,,,,,
41,2020-03-12,111:167,89:118,private_transport,,,,,,10.0,,,,,,,,,,,,
41,2020-03-12,111:167,91:116,bus,,,,,,,10.0,,,,,,,,,,,
41,2020-03-12,115:155,116:154,bus,,,,,,,,,,,10.0,,,,,,,
41,2020-03-12,116:154,116:154,bus,,,,,,,,14.0,,,10.0,,,,,,,
41,2020-03-12,116:154,116:154,private_transport,,,,,,,,,,,12.0,,,,,,,
41,2020-03-12,116:154,118:152,bus,,,,,,11.0,,,,,11.0,,,,,,,
41,2020-03-12,116:154,118:152,private_transport,,,,,,,,11.0,,,12.0,,,,,,,
41,2020-03-12,116:154,139:147,private_transport,,,,,,,,,,,12.0,,,,,,,
41,2020-03-12,116:154,95:112,bus,,,,,,,,,,,14.0,,,,,,,
41,2020-03-12,116:154,95:112,private_transport,,,,,,12.0,,,,,10.0,,,,,,,
41,2020-03-12,117:153,116:154,bus,,,,,,10.0,,,,,,,,,,,,
41,2020-03-12,117:153,95:112,bus,,,,,,,,,,,10.0,,,,,,,
41,2020-03-12,118:152,116:154,bus,,,,,,,,12.0,,,14.0,,,,,,,
41,2020-03-12,118:152,118:152,bus,,,,,,11.0,,16.0,,,,,,,,,,
41,2020-03-12,118:152,118:152,private_transport,,,,,,11.0,,,,,10.0,,,,,,,
41,2020-03-12,118:152,139:147,private_transport,,,,,,,,,,,13.0,,,,,,,
41,2020-03-12,118:152,95:112,bus,,,,,,,,,,,10.0,,,,,,,
41,2020-03-12,120:166,110:168,bus,,,,,,,25.0,,,,,,,,,,,
41,2020-03-12,120:166,110:168,private_transport,,,,,,,39.0,,,,,,,,,,,
41,2020-03-12,120:166,141:145,bus,,,,,,,,,,,11.0,,,,,,,
41,2020-03-12,120:166,98:217,private_transport,,,,,,,15.0,,,,,,,,,,,
41,2020-03-12,121:165,121:165,bus,,,,,,,,,,,,13.0,,,,,,
41,2020-03-12,121:165,121:165,private_transport,,,,,,,,,,,,13.0,,,,,,
41,2020-03-12,121:165,84:107,bus,,,,,,,,,,,,12.0,,,,,,
41,2020-03-12,121:165,84:107,private_transport,,,,,,,,,,,,15.0,,,,,,
41,2020-03-12,121:165,86:105,private_transport,,,,,,,,,,,,11.0,,,,,,
41,2020-03-12,122:164,89:118,bus,,,,,,,,,,,,,,13.0,,,,
41,2020-03-12,122:164,89:118,private_transport,,,,,,,,,,,,,,17.0,,,,
41,2020-03-12,122:164,155:131,private_transport,,,,,,,,,,,10.0,,,,,,,
41,2020-03-12,126:160,143:143,bus,,,,,,,,,,,,,,10.0,,,,
41,2020-03-12,126:160,97:102,private_transport,,,,,,,,,,,,,,,13.0,,,
41,2020-03-12,126:160,144:126,bus,,,,,,,,,,,,12.0,,,,,,
41,2020-03-12,127:159,154:132,bus,,,,,,,,,13.0,,,,,,,,,
41,2020-03-12,127:159,152:134,bus,,,,,,,,,10.0,,,,,,,,,
41,2020-03-12,128:142,107:207,private_transport,,,,,,,,,10.0,,,,,,,,,
41,2020-03-12,128:142,83:108,bus,,,,,,,,,11.0,,,,11.0,,,,,
41,2020-03-12,128:142,151:119,bus,,,,,,,,,,,,,,,,,13.0,
41,2020-03-12,128:142,89:118,bus,,,,,,,,,,,,,,,,,10.0,
41,2020-03-12,128:142,95:112,bus,,,,,,,,,,,,11.0,,,,,,
41,2020-03-12,129:141,143:143,bus,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,129:141,83:108,private_transport,,,,,,,,,,,,15.0,,,,,,
41,2020-03-12,129:141,98:217,bus,,,,,,,,,,,,13.0,,,,,,
41,2020-03-12,129:141,61:413,bus,,,,,,,,,,,,,14.0,,,,,
41,2020-03-12,129:141,61:413,private_transport,,,,,,,,,,,,,16.0,,,,,
41,2020-03-12,130:140,154:132,private_transport,,,,,,11.0,,,,,,,,,,,,
41,2020-03-12,130:140,83:108,bus,,,,,,,,,,,,16.0,,,,,10.0,
41,2020-03-12,130:140,83:108,private_transport,,,,,,,,,,,,12.0,,,,,,
41,2020-03-12,130:140,130:140,bus,,,,,,,,,,,,,,,,,12.0,
41,2020-03-12,130:140,98:217,bus,,,,,,,,,,,,18.0,,,,,,
41,2020-03-12,134:136,156:130,bus,,,,,,,,,,14.0,,,,,,,,
41,2020-03-12,136:150,98:217,private_transport,,,,,,,10.0,,,,,,,,,,,
41,2020-03-12,139:147,118:152,private_transport,,,,,,14.0,,,,,,,,,,,,
41,2020-03-12,139:147,139:147,bus,,,,,,12.0,,13.0,,,12.0,,,,,,,
41,2020-03-12,139:147,139:147,private_transport,,,,,,,,,,,12.0,,,,,,,
41,2020-03-12,141:145,110:168,private_transport,,,,,,,11.0,,,,,,,,,,,
41,2020-03-12,141:145,99:101,bus,,,,,,,,,,,11.0,,,,,,,
41,2020-03-12,141:145,120:166,bus,,,,,,,,,,,10.0,,,,,,,
41,2020-03-12,141:145,145:125,bus,,,,,,,,,,,11.0,,,,,,,
41,2020-03-12,141:145,58:303,bus,,,,,,,25.0,,,,,,,,,,,
41,2020-03-12,143:143,100:206,private_transport,,,,,,,,,,,11.0,,,,,,,
41,2020-03-12,143:143,107:207,private_transport,,,,,,,,,11.0,,,,,,,,,
41,2020-03-12,143:143,110:168,bus,,,12.0,,,,,,,,,,,,,,,
41,2020-03-12,143:143,110:168,private_transport,,,13.0,,,,,,,,,,,,,,,
41,2020-03-12,143:143,143:143,bus,,,,,,,,,11.0,,,,,,,,,
41,2020-03-12,143:143,83:108,bus,,,,,,,,,15.0,,,,,,,,,
41,2020-03-12,143:143,83:108,private_transport,,,,,,,,,,,,,,10.0,,,,
41,2020-03-12,143:143,101:205,bus,,,,,,,,,,,,,,,,,10.0,
41,2020-03-12,143:143,118:152,bus,,,,,,,,,,,,10.0,,,,,,
41,2020-03-12,143:143,98:217,bus,,,,,,,,,,,,,11.0,,,,,
41,2020-03-12,143:143,149:121,bus,,,11.0,,,,,,,,,,,,,,,
41,2020-03-12,143:143,149:121,private_transport,,,11.0,,,,,,,,,,,,,,,
41,2020-03-12,144:126,154:132,bus,,,,,,,,,,,,,,,,,,13.0
41,2020-03-12,144:126,154:132,private_transport,,,,,,,,,,,,,,,,,,11.0
41,2020-03-12,145:125,97:102,bus,,,,,,,,,,,,,,,14.0,,,
41,2020-03-12,145:125,126:160,bus,,,,,,,,,,,,,,,11.0,,,
41,2020-03-12,146:124,129:141,bus,,,,,,,,,,,,,,42.0,,,,
41,2020-03-12,146:124,129:141,private_transport,,,,,,,,,,,,,,42.0,,,,
41,2020-03-12,146:124,87:104,bus,,,,,30.0,,,,,,,,,,,,,
41,2020-03-12,146:124,87:104,private_transport,,,,,30.0,,,,,,,,,,,,,
41,2020-03-12,146:124,92:115,bus,,,,,26.0,,,,,,,,,,,,,
41,2020-03-12,146:124,92:115,private_transport,,,,,26.0,,,,,,,,,,,,,
