ProjectID,Date,Origin,Destination,Modo,0000_0059,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
42,2019-11-21,101:205,121:165,bus,,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-21,101:205,121:165,private_transport,,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-21,102:204,144:126,bus,,,,,,10.0,,,,,,,,,,,,,,,
42,2019-11-21,103:203,138:148,bus,,,,,,,,,,,,,,,23.0,,,,,,
42,2019-11-21,103:203,140:146,private_transport,,,,,,,,,,,,,,,,,,,19.0,,
42,2019-11-21,103:203,141:145,bus,,,,,,,,,,,,,,,,,,,17.0,,
42,2019-11-21,103:203,141:145,private_transport,,,,,,,,,,,,,,,,,,,12.0,,
42,2019-11-21,103:203,88:103,private_transport,,,,,,15.0,,,,,,,,,,,,,,,
42,2019-11-21,103:203,90:117,bus,,,,19.0,,,,,,,,,,,,,,,,,
42,2019-11-21,103:203,90:117,private_transport,,,,11.0,,,,,,,,,,,,,,,,,
42,2019-11-21,103:203,97:102,bus,,,,,,27.0,,,,,,,,,,,,,,,
42,2019-11-21,104:202,90:117,bus,,,,20.0,,,,,,,,,,,,,,,,,
42,2019-11-21,104:202,90:117,private_transport,,,,20.0,,,,,,,,,,,,,,,,,
42,2019-11-21,104:202,103:203,bus,,,,,,,,,,,,,,,11.0,,,,,,
42,2019-11-21,104:202,110:168,bus,,,,,19.0,,,,,,,,,,,,,,,,
42,2019-11-21,104:202,110:168,private_transport,,,,,13.0,,,,,,,,,,,,,,,,
42,2019-11-21,104:202,61:413,bus,,,,,,,,,,,17.0,,,,,,,,,,
42,2019-11-21,104:202,61:413,private_transport,,,,,,,,,,,25.0,,,,,,,,,,
42,2019-11-21,104:202,85:106,bus,,,,10.0,,,,,,,,,,,,,,,,,
42,2019-11-21,104:202,85:106,private_transport,,,,11.0,,,,,,,,,,,,,,,,,
42,2019-11-21,108:170,97:102,bus,,,,,,,,,,,21.0,,,,,,,,,,
42,2019-11-21,108:170,97:102,private_transport,,,,,,,,,,,15.0,,,,,,,,,,
42,2019-11-21,108:170,126:160,private_transport,,,,,,,,,,,10.0,,,,,,,,,,
42,2019-11-21,109:169,110:168,bus,,,,,,,,,,,,,,,,,13.0,,,,
42,2019-11-21,109:169,104:202,bus,,,,,,,,,,,,,,,,,18.0,,,,
42,2019-11-21,109:169,104:202,private_transport,,,,,,,,,,,,,,,,,13.0,,,,
42,2019-11-21,109:169,111:167,bus,,,,,,,,,,,,,,,,,12.0,,,,
42,2019-11-21,109:169,111:167,private_transport,,,,,,,,,,,,,,,,,10.0,,,,
42,2019-11-21,109:169,147:123,bus,,,,,,,,,,,,,,,,,10.0,,,,
42,2019-11-21,109:169,83:108,bus,,,,,,,,,,,,,,17.0,,,,,,,
42,2019-11-21,109:169,87:104,bus,,,,,,,,,,,,12.0,,,,,,,,,
42,2019-11-21,109:169,98:217,bus,,,,,,,,,,,13.0,,,15.0,,,,,,,
42,2019-11-21,110:168,144:126,bus,,,,,,,,,,,,13.0,,,,,,,,,
42,2019-11-21,110:168,90:117,bus,,,,17.0,,,,,,,,,,,,,,,,,
42,2019-11-21,110:168,90:117,private_transport,,,,18.0,,,,,,,,,,,,,,,,,
42,2019-11-21,110:168,110:168,bus,,,69.0,,17.0,,,,,,,,,,,,,,,,
42,2019-11-21,110:168,110:168,private_transport,,,23.0,,17.0,,,,,,,,,,,,,,,,
42,2019-11-21,110:168,61:413,bus,,,,,,,,,,,40.0,,,,,,,,,,
42,2019-11-21,110:168,61:413,private_transport,,,,,,,,,,,44.0,,,,,,,,,,
42,2019-11-21,110:168,85:106,bus,,,,14.0,,,,,,,,,,,,,,,,,
42,2019-11-21,110:168,85:106,private_transport,,,,14.0,,,,,,,,,,,,,,,,,
42,2019-11-21,110:168,104:202,bus,,,,,11.0,,,,,,,,,,,,,,,,
42,2019-11-21,110:168,87:104,bus,,,,,,,,,,,,82.0,,,,,,,,,
42,2019-11-21,110:168,91:116,bus,,,,,,,,,,,,39.0,,,,,,,,,
42,2019-11-21,111:167,121:165,bus,,,,,,,38.0,,,,,,,,,,,,,,
42,2019-11-21,111:167,121:165,private_transport,,,,,,,21.0,,,,,,,,,,,,,,
42,2019-11-21,111:167,103:203,bus,,,,,,21.0,,,,,,,,,,,,,,,
42,2019-11-21,111:167,103:203,private_transport,,,,,,49.0,,,,,,,,,,,,,,,
42,2019-11-21,111:167,87:104,bus,,,,,,,,,18.0,,,,,,,,,,,,
42,2019-11-21,111:167,87:104,private_transport,,,,,,,,,18.0,,,,,,,,,,,,
42,2019-11-21,111:167,131:139,bus,,,,,,19.0,,,,,,,,,,,,,,,
42,2019-11-21,111:167,131:139,private_transport,,,,,,18.0,,,,,,,,,,,,,,,
42,2019-11-21,111:167,50:412,private_transport,,,,,,,,39.0,,,,,,,,,,,,,
42,2019-11-21,111:167,58:303,private_transport,,,,,,16.0,,,,,,,,,,,,,,,
42,2019-11-21,111:167,76:314,private_transport,,,,25.0,,,,,,,,,,,,,,,,,
42,2019-11-21,111:167,84:107,bus,,,,,,,28.0,,,,,,,,,,,,,,
42,2019-11-21,111:167,84:107,private_transport,,,,,,,21.0,,,,,,,,,,,,,,
42,2019-11-21,111:167,86:105,bus,,,,,,,26.0,,,,,,,,,,,,,,
42,2019-11-21,111:167,86:105,private_transport,,,,,,,19.0,,,,,,,,,,,,,,
42,2019-11-21,116:154,144:126,bus,,,,,,,,,,11.0,,,,,,,,,,,
42,2019-11-21,116:154,141:145,private_transport,,,,,,13.0,,,,,,,,,,,,,,,
42,2019-11-21,116:154,87:104,private_transport,,,,,,,,,,16.0,,,,,,,,,,,
42,2019-11-21,116:154,122:164,bus,,,,,,14.0,,,,,,,,,,,,,,,
42,2019-11-21,116:154,127:159,bus,,,,,,15.0,,,,,,,,,,,,,,,
42,2019-11-21,118:152,144:126,bus,,,,,,,,,,11.0,,,,,,,,,,,
42,2019-11-21,118:152,144:126,private_transport,,,,,,,,,,11.0,,,,,,,,,,,
42,2019-11-21,118:152,97:102,bus,,,,,,14.0,,,,,,,,,,,,,,,
42,2019-11-21,118:152,91:116,bus,,,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-21,118:152,91:116,private_transport,,,,,,,,,,11.0,,,,,,,,,,,
42,2019-11-21,118:152,122:164,bus,,,,,,16.0,,,,,,,,,,,,,,,
42,2019-11-21,118:152,119:151,bus,,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-21,118:152,119:151,private_transport,,,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-21,118:152,139:147,bus,,,,,,12.0,,,,,,,,,,,,,,,
42,2019-11-21,119:151,119:151,bus,,,,,,,,,,,18.0,,,,,,,,,,
42,2019-11-21,119:151,118:152,bus,,,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-21,119:151,136:150,bus,,,,,,,,,,,18.0,,,,,,,,,,
42,2019-11-21,120:166,144:126,bus,,,,,,12.0,,,,,,,,,,,,,,,
42,2019-11-21,120:166,118:152,bus,,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-21,120:166,116:154,bus,,,,,,,,,,,10.0,,,,,,,,,,
42,2019-11-21,120:166,159:127,bus,,,,,,18.0,,,,,,,,,,,,,,,
42,2019-11-21,121:165,121:165,bus,,,,,27.0,20.0,,29.0,,67.0,39.0,,29.0,,,23.0,42.0,46.0,,26.0,
42,2019-11-21,121:165,121:165,private_transport,,,,,33.0,39.0,,,,52.0,42.0,,24.0,,,33.0,11.0,50.0,31.0,23.0,
42,2019-11-21,121:165,144:126,private_transport,,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-21,121:165,140:146,bus,,,14.0,,,,36.0,,,,,,,,,,,,,,
