ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
41,2020-03-04,100:206,103:203,private_transport,,,,,,,,,10.0,,,,,,,,,,,,,,
41,2020-03-04,100:206,45:319,bus,,,,,,,,,30.0,,,,,,,,,,,,,,
41,2020-03-04,100:206,45:319,private_transport,,,,,,,,,40.0,,,,,,,,,,,,,,
41,2020-03-04,101:205,127:159,bus,,,,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-04,101:205,156:130,bus,,,,,,,,,,,,,,,11.0,,,,,,,,
41,2020-03-04,101:205,160:110,bus,,,,,,,,,,,,,,18.0,22.0,,,,,,,,
41,2020-03-04,101:205,160:110,private_transport,,,,,,,,,,,,,,,10.0,,,,,,,,
41,2020-03-04,101:205,64:306,private_transport,,,,23.0,,,,,,,,,,,,,,,,,,,
41,2020-03-04,101:205,96:111,bus,,,,,,,,,,,,,,,13.0,,,,,,,,
41,2020-03-04,101:205,96:111,private_transport,,,,,,,,,,,,,,,11.0,,,,,,,,
41,2020-03-04,103:203,103:203,bus,,,,,,,,,,,,,,,,,,,,,,19.0,
41,2020-03-04,103:203,103:203,private_transport,,,,,,,,,,,,,16.0,,,,,,,,11.0,14.0,
41,2020-03-04,103:203,45:319,bus,,,,,,,49.0,,,,,,,,,,,,,,,,
41,2020-03-04,103:203,45:319,private_transport,,,,,,,48.0,,,,,,,,,,,,,,,,
41,2020-03-04,103:203,127:159,bus,,,,,,,,,,,,,,,,,,,,18.0,,,
41,2020-03-04,103:203,160:110,bus,,,,,,,,,10.0,,,,,,,,,,,,,,
41,2020-03-04,103:203,160:110,private_transport,,,,,,,,,10.0,,,,,,,,,,,,,,
41,2020-03-04,103:203,101:205,bus,,,,,,,,,,,,10.0,,,,,,,,,,,
41,2020-03-04,103:203,104:202,bus,,,,,,,,,,,22.0,,,,,,,,,,,,
41,2020-03-04,103:203,104:202,private_transport,,,,,,,,,,,12.0,,,,,,,,,,,,
41,2020-03-04,103:203,110:168,bus,,,,,,,,,,,29.0,,,,,,,,,,,,
41,2020-03-04,103:203,110:168,private_transport,,,,,,,,,,,13.0,,,,,,,,,,,,
41,2020-03-04,103:203,111:167,bus,,,,,,,,,,,,,37.0,,,,,,,,,,
41,2020-03-04,103:203,111:167,private_transport,,,,,,,,,,,,,13.0,,,,,,,,,,
41,2020-03-04,103:203,121:165,bus,,,,,,,,,,,,,,23.0,,,,,,,,,
41,2020-03-04,103:203,121:165,private_transport,,,,,,,,,10.0,,,,,26.0,,,,,,,,,
41,2020-03-04,103:203,122:164,bus,,,,,,,,,,,,,,,,,,,,22.0,,,
41,2020-03-04,103:203,122:164,private_transport,,,,,,,,,,,,,,,,,,,,17.0,,,
41,2020-03-04,103:203,126:160,bus,,,,,,,,,30.0,,,,,,,,,,,,,,
41,2020-03-04,103:203,126:160,private_transport,,,,,,,,,34.0,,,,,,,,,,,,,,
41,2020-03-04,103:203,134:136,bus,,,,,,,,,,,,,,,,,,,,11.0,,,
41,2020-03-04,103:203,137:149,bus,,,,,13.0,,,,,,,,,,,,,,,,,,
41,2020-03-04,103:203,138:148,bus,,,,,,,,,14.0,,,,,,,,,16.0,,,,27.0,
41,2020-03-04,103:203,138:148,private_transport,,,,,,,,,28.0,,,,24.0,,,,,,,,11.0,,
41,2020-03-04,103:203,140:146,bus,,,,,,,,,,,,,,,,,,,,13.0,,,
41,2020-03-04,103:203,141:145,bus,,,,,,,,,,,,,,,,,,,,28.0,,,
41,2020-03-04,103:203,141:145,private_transport,,,,,,,,,,,,,,,,,,,,18.0,,,
41,2020-03-04,103:203,147:123,bus,,,,,,,,,,,15.0,,,,,,,,,,,,
41,2020-03-04,103:203,147:123,private_transport,,,,,,,,,,,12.0,,,,,,,,,,,,
41,2020-03-04,103:203,50:412,private_transport,62.0,,,,,,,,,,,,,,,,,,,,,,
