ProjectID,Date,Origin,Destination,Modo,0300_0359,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,2100_2159,2300_2359
41,2020-03-05,100:206,120:166,bus,,,,,,,,,,,,,,10.0,,,
41,2020-03-05,100:206,135:135,bus,,,,,,,,,,,,,13.0,,,,
41,2020-03-05,100:206,135:135,private_transport,,,,,,,,,,,,,10.0,,,,
41,2020-03-05,100:206,141:145,bus,,,,,,,,,,,,,,12.0,,,
41,2020-03-05,100:206,141:145,private_transport,,,,,,,,,,,,,,10.0,,,
41,2020-03-05,100:206,64:306,private_transport,,,,,,,,,,,,,,,35.0,,
41,2020-03-05,101:205,126:160,bus,,,,,14.0,,,,,,,,,,,,
41,2020-03-05,101:205,126:160,private_transport,,,,,12.0,,,,,,,,,,,,
41,2020-03-05,101:205,146:124,bus,,,,,,,,,,,,,,13.0,,,
41,2020-03-05,102:204,136:150,bus,,,10.0,,,,,,,,,,,,,,
41,2020-03-05,103:203,158:128,bus,,,,,,14.0,,,,,,,,,,,
41,2020-03-05,103:203,158:128,private_transport,,,,,,12.0,,,,,,,,,,,
41,2020-03-05,103:203,85:106,bus,,,,,,14.0,,,,,,,,,,,
41,2020-03-05,103:203,85:106,private_transport,,,,,,10.0,,,,,,,,,,,
41,2020-03-05,107:207,120:166,private_transport,,,,,,,,,,,,,,14.0,,,
41,2020-03-05,107:207,141:145,bus,,,,,,,,,,,,,,13.0,,,
41,2020-03-05,107:207,64:306,bus,,,,,,,,,,,,,,,17.0,,
41,2020-03-05,107:207,64:306,private_transport,,,,,,,,,,,,,,,36.0,,
41,2020-03-05,109:169,109:169,bus,14.0,,,,,12.0,,,,,,11.0,,,,,
41,2020-03-05,109:169,109:169,private_transport,21.0,,,,,,,,,,,,,,,,
41,2020-03-05,109:169,110:168,bus,11.0,,,10.0,,,,,,,,,,,,,
41,2020-03-05,109:169,110:168,private_transport,13.0,,,,,,,,,,,,,,,,
41,2020-03-05,109:169,111:167,bus,,,,,,,,,,,,,,,,10.0,
41,2020-03-05,109:169,133:137,private_transport,,,,,,,,,,,,,,10.0,,,
41,2020-03-05,109:169,148:122,bus,,,,,,,,,,35.0,,,,,,,
41,2020-03-05,109:169,148:122,private_transport,,,,,,,,,,22.0,,,,,,,
41,2020-03-05,109:169,150:120,bus,,,,,,,,,,16.0,,,,,,,
41,2020-03-05,109:169,150:120,private_transport,,,,,,,,,,14.0,,,,,,,
41,2020-03-05,109:169,155:131,private_transport,,,,,,,,,,,,,,11.0,,,
41,2020-03-05,109:169,156:130,private_transport,,,,,,,,,,,,,,10.0,,,
41,2020-03-05,109:169,276:144,bus,,,,,,14.0,,,,,,,,,,,
41,2020-03-05,109:169,57:310,bus,,,,,16.0,,,,,,,,,,,,
41,2020-03-05,109:169,57:310,private_transport,,,,,23.0,,,,,,,,,,,,
41,2020-03-05,109:169,94:113,bus,,,,,,,11.0,,,,,,,,,,
41,2020-03-05,109:169,94:113,private_transport,,,,,,,10.0,,,,,,,,,,
41,2020-03-05,109:169,97:102,bus,,,,,,,,,,,,13.0,,,,,
41,2020-03-05,109:169,98:217,bus,,,,13.0,,13.0,,,,,,,,,,,16.0
41,2020-03-05,109:169,98:217,private_transport,,,,,,,,,,,,,,,,,19.0
41,2020-03-05,110:168,111:167,bus,,,,,,,,,,,,,,,,20.0,
41,2020-03-05,110:168,111:167,private_transport,,,,,,,,,,,,,,,,21.0,
41,2020-03-05,110:168,148:122,bus,,,,,,,,,,15.0,,,,,,72.0,
41,2020-03-05,110:168,148:122,private_transport,,,,,,,,,,12.0,,,,,,36.0,
41,2020-03-05,110:168,98:217,bus,,,11.0,,,,,,,,,,,,,,
41,2020-03-05,110:168,157:129,bus,,,,,,,,,,,,,,,,21.0,
41,2020-03-05,110:168,87:104,bus,,,,,,,,,,,,,,,17.0,,
41,2020-03-05,110:168,87:104,private_transport,,,,,,,,,,,,,,,13.0,,
41,2020-03-05,111:167,109:169,bus,,,14.0,,,,,,,,,,,,,,
41,2020-03-05,111:167,110:168,bus,,,11.0,,,,,,,,,,,,,,
41,2020-03-05,111:167,98:217,bus,,,12.0,,,,,,,,,,,,,,
41,2020-03-05,111:167,160:110,bus,,,,,,,,,,,14.0,,,,,,
41,2020-03-05,111:167,91:116,bus,,,,,,,,,,,20.0,,,,,,
41,2020-03-05,111:167,91:116,private_transport,,,,,,,,,,,15.0,,,,,,
41,2020-03-05,111:167,92:115,bus,,,,,,,,,,,54.0,,,,,,
41,2020-03-05,111:167,92:115,private_transport,,,,,,,,,,,32.0,,,,,,
41,2020-03-05,116:154,100:206,bus,,,,,13.0,,,,,,,,,,,,
41,2020-03-05,116:154,90:117,bus,,,,,,,,,,12.0,,,,,,,
41,2020-03-05,121:165,121:165,bus,,,,,,,,15.0,,,,,,,,,
41,2020-03-05,121:165,121:165,private_transport,,,,,,,,31.0,,,,,,,,,
41,2020-03-05,121:165,86:105,private_transport,,,,,,,,16.0,,,,,,,,,
41,2020-03-05,122:164,150:120,bus,,,,,,,,,,,24.0,,,,,,
41,2020-03-05,122:164,150:120,private_transport,,,,,,,,,,17.0,,,,,,,
41,2020-03-05,122:164,97:102,bus,,,,12.0,,,13.0,,,,,,,,,,
41,2020-03-05,122:164,97:102,private_transport,,,,,,,17.0,,,,,,,,,,
41,2020-03-05,122:164,122:164,bus,,,,15.0,,,17.0,,10.0,,,,,,,,
41,2020-03-05,122:164,122:164,private_transport,,,,18.0,,,23.0,,,,,,,,,,
41,2020-03-05,122:164,123:163,bus,,,,,,,10.0,,,,,,,,,,
41,2020-03-05,122:164,123:163,private_transport,,,,,,,12.0,,,,,,,,,,
41,2020-03-05,122:164,127:159,bus,,,,11.0,,,,,,,,,,,,,
41,2020-03-05,122:164,68:315,private_transport,,,,50.0,,,,,,,,,,,,,
41,2020-03-05,123:163,150:120,bus,,,,,,,,,,13.0,,,,,,,
41,2020-03-05,123:163,68:315,private_transport,,,,14.0,,,,,,,,,,,,,
41,2020-03-05,126:160,126:160,bus,,,,,,,,63.0,,,,,,,,,
41,2020-03-05,126:160,126:160,private_transport,,,,,,,,11.0,,,,,,,,,
41,2020-03-05,126:160,109:169,bus,,,,,,,,,,,,,,48.0,,,
41,2020-03-05,126:160,276:144,bus,,,,,,,,,,,,,,13.0,,,
41,2020-03-05,126:160,97:102,bus,,,,,,,,,,14.0,,,,,,,
41,2020-03-05,126:160,98:217,bus,,,,,,,,,,,,,,28.0,,,
41,2020-03-05,126:160,160:110,bus,,,,,,,,13.0,,,,,,,,,
41,2020-03-05,126:160,90:117,bus,,,,,,,,29.0,,,,,,,,,
41,2020-03-05,126:160,90:117,private_transport,,,,,,,,12.0,,,,,,,,,
41,2020-03-05,126:160,122:164,bus,,,,,,,,,,27.0,,,,,,,
41,2020-03-05,126:160,123:163,bus,,,,,,,,,,14.0,,,,,,,
41,2020-03-05,126:160,123:163,private_transport,,,,,,,,,,11.0,,,,,,,
41,2020-03-05,126:160,127:159,bus,,,,,,,,,,10.0,,,,,,,
41,2020-03-05,126:160,115:155,bus,,,,,,,,,,12.0,,,,,,,
41,2020-03-05,126:160,116:154,bus,,,,,,,,,,19.0,,,,,,,
41,2020-03-05,126:160,118:152,bus,,,,,,,,,,22.0,,,,,,,
41,2020-03-05,126:160,139:147,bus,,,,,,,,,,19.0,,,,,,,
41,2020-03-05,126:160,152:134,bus,,,,,,,,13.0,,,,,,,,,
41,2020-03-05,126:160,95:112,private_transport,,,,,,,,,,11.0,,,,,,,
41,2020-03-05,127:159,158:128,bus,,,,,,,,,,,12.0,,,,,,
41,2020-03-05,127:159,150:120,private_transport,,,,,,,,,,,13.0,,,,,,
41,2020-03-05,127:159,94:113,bus,,,,,,,11.0,,,,,,,,,,
41,2020-03-05,127:159,94:113,private_transport,,,,,,,11.0,,,,,,,,,,
41,2020-03-05,127:159,97:102,bus,,,,10.0,,,,,,,10.0,,,,,,
41,2020-03-05,127:159,97:102,private_transport,,,,12.0,,,,,,,,,,,,,
41,2020-03-05,127:159,122:164,bus,,,,13.0,,,,,,,,,,,,,
41,2020-03-05,127:159,122:164,private_transport,,,,11.0,,,,,,,,,,,,,
41,2020-03-05,127:159,127:159,bus,,,,,,,,19.0,,,,,,,,,
41,2020-03-05,127:159,127:159,private_transport,,,,,,,,,,,,,,,,10.0,
41,2020-03-05,127:159,68:315,private_transport,,,,27.0,,,,,,,,,,,,,
41,2020-03-05,127:159,152:134,bus,,,,,,,,33.0,,,,,,,,,
41,2020-03-05,127:159,152:134,private_transport,,,,,,,,,,,,,,,,11.0,
41,2020-03-05,127:159,153:133,bus,,,,,,,,22.0,,,,,,,,,
41,2020-03-05,127:159,93:114,bus,,,,,,,,,11.0,,,,,,,,
41,2020-03-05,127:159,93:114,private_transport,,,,,,,,,10.0,,,,,,,,
41,2020-03-05,128:142,135:135,bus,,,,,,,,,,,,,11.0,,,,
41,2020-03-05,128:142,64:306,bus,,,,,,,,,,,,,,,15.0,,
41,2020-03-05,128:142,64:306,private_transport,,,,,,,,,,,,,,,11.0,,
41,2020-03-05,128:142,109:169,bus,,,,,,,,,,,,14.0,,,,,
41,2020-03-05,128:142,98:217,bus,,,,,,,,,,,,15.0,,,,,
41,2020-03-05,128:142,128:142,bus,,,,,,,,,,,,11.0,,,,,
