ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
42,2020-03-03,100:206,101:205,bus,,,,,,,,,,,,,,10.0,,,,,,,
42,2020-03-03,100:206,107:207,bus,,,,,,,,,,,,,,15.0,,,,,,,
42,2020-03-03,100:206,107:207,private_transport,,,,,,,,,,,,,,10.0,,,,,,,
42,2020-03-03,100:206,83:108,bus,,,,,,,,,,,,,,12.0,,,,,,,
42,2020-03-03,103:203,103:203,bus,,,,,13.0,,,,,,,,,,,,,,23.0,,
42,2020-03-03,103:203,103:203,private_transport,,,,,22.0,,,,,,,,,,,,,,30.0,,
42,2020-03-03,103:203,111:167,private_transport,,,,,,,,,,,,,,,,,,,11.0,,
42,2020-03-03,103:203,119:151,bus,,,,,,,,,,,,,,10.0,,,,,,,
42,2020-03-03,103:203,131:139,private_transport,,,,,10.0,,,,,,,,,,,,,,,,
42,2020-03-03,103:203,146:124,private_transport,,,,,,,,,,,,,,,,,,,,,10.0
42,2020-03-03,103:203,155:131,private_transport,,,,,,,,,,15.0,,,,,,,,,,,
42,2020-03-03,103:203,156:130,bus,,,,,,,,,,17.0,,,,,,,,29.0,,,
42,2020-03-03,103:203,156:130,private_transport,,,,,,,,,,42.0,,,,,,,,,,,
42,2020-03-03,103:203,45:319,bus,,,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-03,103:203,45:319,private_transport,,,,,11.0,,,,,,,,,,,,,,,,
42,2020-03-03,103:203,58:303,bus,,,,,15.0,,,,,,,,,,,,,,,,
42,2020-03-03,103:203,58:303,private_transport,,,,,18.0,,,,,,,,,,,,,,12.0,,
42,2020-03-03,103:203,91:116,bus,,,,,,,,10.0,,10.0,,,,,,,,10.0,,,
42,2020-03-03,103:203,92:115,private_transport,,,,,,,,,,11.0,,,,,,,,,,,
42,2020-03-03,104:202,111:167,bus,,,,,,,,,,,,,11.0,,,,,,,,
42,2020-03-03,104:202,111:167,private_transport,,,,,,,,,,,,,15.0,,,,,,,,
