ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
41,2020-03-03,100:206,100:206,bus,,,,,,,,,,,,,,,19.0,,,,,
41,2020-03-03,100:206,100:206,private_transport,,,,,,,,,,,,,,,11.0,,,,,
41,2020-03-03,100:206,107:207,bus,,,,,,,,,11.0,,,,,,,,,,,
41,2020-03-03,100:206,128:142,bus,,,,,,13.0,,,,,,,,,,,,,,
41,2020-03-03,100:206,140:146,private_transport,,,,,,,,,,,12.0,,,,,,,,,
41,2020-03-03,100:206,141:145,bus,,,,,,,,,,,13.0,,,,,,,,,
41,2020-03-03,100:206,143:143,bus,,,,,,,,,,,,16.0,,,16.0,,,,,
41,2020-03-03,100:206,148:122,bus,,,,,,,,,,,17.0,,,,,,,,,
41,2020-03-03,100:206,76:314,bus,,,,,,,,,,,10.0,,,,,,,,,
41,2020-03-03,100:206,83:108,bus,,,,,,15.0,,,,,,,,,11.0,,,,,
41,2020-03-03,100:206,98:217,bus,,,,,,15.0,,,,,,,,,,,,,,
41,2020-03-03,101:205,108:170,bus,,,,,,10.0,,,,,,,,10.0,,,,,,
41,2020-03-03,101:205,110:168,bus,,,,,,,,,,,,,,,,17.0,,,,
41,2020-03-03,101:205,110:168,private_transport,,,,,,,,,,,,,,,,16.0,,,,
41,2020-03-03,101:205,126:160,bus,,,,,,,11.0,,,,,,,,,,,,,
41,2020-03-03,101:205,129:141,bus,,,,,,,,,,,15.0,23.0,,,,,,,,
41,2020-03-03,101:205,129:141,private_transport,,,,,,,,,,,,15.0,,,16.0,,,,,
41,2020-03-03,101:205,130:140,private_transport,,,,,,,,,,,,,,,,,10.0,,,
41,2020-03-03,101:205,154:132,private_transport,,,,,,,,,,,,,,,,,13.0,,,
41,2020-03-03,101:205,158:128,bus,,,,,,,,,12.0,,,,,,,,,,,
41,2020-03-03,101:205,160:110,private_transport,,,,,,,,,,,,,,10.0,,,,,,
41,2020-03-03,101:205,89:118,bus,,,,,,,,,,,,,,,10.0,,,,,
41,2020-03-03,103:203,100:206,bus,,,,,,,,,,,,17.0,,,,,,,,
41,2020-03-03,103:203,100:206,private_transport,,,,,,,,,,,,12.0,,,,,,,,
41,2020-03-03,103:203,107:207,private_transport,,,,,,,,,,,,10.0,,,,,,,,
41,2020-03-03,103:203,143:143,bus,,,,,,,,,,,,10.0,,,,,,,,
41,2020-03-03,103:203,143:143,private_transport,,,,,,,,,,,,14.0,,,,,,,,
41,2020-03-03,103:203,83:108,bus,,,,,,,,,,,,36.0,,,,,,,,
41,2020-03-03,103:203,83:108,private_transport,,,,,,,,,,,,16.0,,,,,,,,
41,2020-03-03,103:203,108:170,bus,,,,,,,,,,15.0,,,,,,,,,,
41,2020-03-03,103:203,108:170,private_transport,,,,,,,,,,21.0,,,,,,,,,,
41,2020-03-03,103:203,158:128,bus,,,,,27.0,,,,,,,,,,,,,,,
41,2020-03-03,103:203,109:169,private_transport,,,,,,,,,,,,10.0,,,,,,,,
41,2020-03-03,103:203,111:167,bus,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-03,103:203,151:119,bus,,,,,,,,,,14.0,,,,,,,,,,
41,2020-03-03,103:203,151:119,private_transport,,,,,,,,,,16.0,,,,,,,,,,
41,2020-03-03,103:203,152:134,bus,,,,,,10.0,,,,,,,,,,,,,,
41,2020-03-03,103:203,153:133,bus,,,,,,,,,,,10.0,,,,,,,,,
41,2020-03-03,103:203,88:103,bus,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-03,103:203,97:102,private_transport,,,,,12.0,,,,,,,,,,,,,,,
41,2020-03-03,104:202,83:108,bus,,,,,,,,,,,,12.0,,,,,,,,
41,2020-03-03,104:202,110:168,bus,,,,,28.0,,,,,,,,,,,,,,,
41,2020-03-03,104:202,110:168,private_transport,,,,,12.0,,,,,10.0,,,,,,,,,,
41,2020-03-03,104:202,129:141,bus,,,,,,,,,,,,,11.0,,,,,,,
41,2020-03-03,104:202,129:141,private_transport,,,,,,,,,,,,,12.0,,,,,,,
41,2020-03-03,104:202,130:140,bus,,,,,,,,,,,,,13.0,,,,,,,
41,2020-03-03,104:202,130:140,private_transport,,,,,,,,,,,,,14.0,,,,,,,
41,2020-03-03,104:202,154:132,bus,,,,,,,,,,,,,12.0,,,,,,,
41,2020-03-03,104:202,154:132,private_transport,,,,,,,,,,,,,18.0,,,,,,,
41,2020-03-03,104:202,158:128,bus,,,,,13.0,,,,,,,,,,,,,,,
41,2020-03-03,104:202,111:167,bus,,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-03,104:202,104:202,bus,,,,,19.0,,,,,,,,,,,,,,,
41,2020-03-03,107:207,100:206,bus,,,,,,,,,,,,,,,10.0,,,,,
41,2020-03-03,107:207,107:207,bus,,,,,,,,,,,,,,,14.0,,12.0,,,
41,2020-03-03,107:207,140:146,bus,,,,,,,,,,,14.0,,,,,,,,,
41,2020-03-03,107:207,143:143,bus,,,,,,,,,12.0,,,12.0,,,13.0,,,,,
41,2020-03-03,107:207,83:108,bus,,,,,,,,,,,,14.0,,,,,10.0,,,
41,2020-03-03,107:207,130:140,private_transport,,,,,,,,,,,,12.0,,,,,,,,
41,2020-03-03,107:207,154:132,bus,,,,,,,,,,,,19.0,,,,,,,,
41,2020-03-03,107:207,109:169,private_transport,,,,,,10.0,,,,,,,,,,,,,,
41,2020-03-03,107:207,111:167,bus,,,,,,,,,,,14.0,,,,,,,,,
41,2020-03-03,108:170,108:170,private_transport,,,,,,,,,,,10.0,,,,,,,,,
41,2020-03-03,108:170,110:168,bus,,,,,,,,,,,60.0,,,,,,,,,
41,2020-03-03,108:170,126:160,bus,,,,,,,34.0,,,,,,,10.0,,,,,,
41,2020-03-03,108:170,160:110,bus,,,,,,12.0,,,,,10.0,,,,,,,,,
41,2020-03-03,108:170,109:169,bus,,,,,,,,,,,15.0,,,,,,,,,
41,2020-03-03,108:170,92:115,bus,,,,,,,10.0,,,,,,,,,,,,,
41,2020-03-03,108:170,96:111,bus,,,,,,11.0,,,,,10.0,,,,,,,,,
41,2020-03-03,108:170,96:111,private_transport,,,,,,,,,,,11.0,,,11.0,,,,,,
41,2020-03-03,109:169,143:143,bus,,,,10.0,,,,,,,,,,,,,,,,
41,2020-03-03,109:169,143:143,private_transport,,,,,,12.0,,,,,10.0,,,,,,,,,
41,2020-03-03,109:169,83:108,bus,,,,,,26.0,,,,,10.0,,,,17.0,,,,,
41,2020-03-03,109:169,83:108,private_transport,,,,,,,20.0,,,,,,,,,,,,,
