ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
41,2019-11-19,100:206,109:169,bus,,,,,,,,,,,12.0,,,,,,,,,,
41,2019-11-19,100:206,109:169,private_transport,,,,,,,,,,,,,,,,,,,,,11.0
41,2019-11-19,100:206,110:168,private_transport,,,,,18.0,,,,,,,,,,,,,,,,
41,2019-11-19,100:206,143:143,bus,,,,,,,,,,,,,,,,,,,,,10.0
41,2019-11-19,100:206,143:143,private_transport,,,,,,,,,,,,,,,,,,,,,12.0
41,2019-11-19,100:206,276:144,bus,,,,,,,,,,,13.0,,,,,,,,,,
41,2019-11-19,100:206,83:108,bus,,,,,,,,,,,,,,,,,,,,,11.0
41,2019-11-19,100:206,83:108,private_transport,,,,,,,,,,,,,,,,,,,,,16.0
41,2019-11-19,100:206,98:217,bus,,,,,,,,,,,18.0,,,,,,,,,,13.0
41,2019-11-19,100:206,98:217,private_transport,,,,,,,,,,,,,,,,,,,,,17.0
41,2019-11-19,101:205,135:135,bus,,,,,,,,,,,,,,,,,15.0,,,,
41,2019-11-19,101:205,144:126,bus,,,,,,20.0,,,,,,,,,,,,,,,
41,2019-11-19,101:205,144:126,private_transport,,,,,,12.0,,,,,,,,,,,,,,,
41,2019-11-19,101:205,45:319,bus,,,,,,,15.0,,,,,,,,,,,,,,
41,2019-11-19,101:205,56:416,private_transport,,,,,,,,,,,,,32.0,,,,,,,,
41,2019-11-19,101:205,62:307,private_transport,,,,,,,35.0,,,,,,,,,,,,,,
41,2019-11-19,101:205,76:314,bus,,,,,,,,,,,,,,,17.0,,,,,,
41,2019-11-19,101:205,76:314,private_transport,,,,,,,,,,,,,,,13.0,,,,,,
41,2019-11-19,101:205,93:114,bus,,,,,,,,10.0,,,,,,,,,,,,,
41,2019-11-19,101:205,94:113,bus,,,,,,,,,,,,,,,,18.0,,,,,
41,2019-11-19,101:205,94:113,private_transport,,,,,,,,,,,,,,,,13.0,,,,,
41,2019-11-19,101:205,97:102,private_transport,,,,,,,,10.0,,,,,,,,,,,,,
41,2019-11-19,102:204,94:113,bus,,,,,,,,,,,,,,,,16.0,,,,,
41,2019-11-19,102:204,159:127,bus,,,,,,,,,,,,,,,10.0,,,,,,
41,2019-11-19,102:204,159:127,private_transport,,,,,,,,,,,,,,,11.0,,,,,,
41,2019-11-19,103:203,144:126,bus,,,,,,,11.0,,,,,,,,,,,,,,
41,2019-11-19,103:203,159:127,bus,,,,,,,30.0,,,,33.0,,,,,,,,,,
41,2019-11-19,103:203,159:127,private_transport,,,,,,,11.0,,,,38.0,,,,,,,,,,
41,2019-11-19,103:203,103:203,bus,,,,,,,,,,,,,15.0,,,,,,,,
41,2019-11-19,103:203,111:167,bus,,,,,,,,,,,11.0,,,,,,,,,,
41,2019-11-19,103:203,137:149,private_transport,,,,,11.0,,,,,,,,,,,,,,,,
41,2019-11-19,103:203,138:148,bus,,,,,,,,,,,,,12.0,,,,,,,,
41,2019-11-19,103:203,138:148,private_transport,,,,,,,,,,,,,24.0,,,,,,,,
41,2019-11-19,103:203,140:146,bus,,,,,,,,,,11.0,,,,,,,,,,,
41,2019-11-19,103:203,140:146,private_transport,,,,,,,,,,12.0,,,,,,,,,,,
41,2019-11-19,103:203,141:145,private_transport,,,,,,,,,,19.0,,,,,,,,,,,
41,2019-11-19,104:202,45:319,bus,,,,,,,,,,,,,12.0,,,,,,,,
41,2019-11-19,104:202,141:145,private_transport,,,,,,,,,,,,,,,,,,,,17.0,
41,2019-11-19,104:202,58:303,bus,,,,,,,,,,,,,40.0,,,,,,,,
41,2019-11-19,104:202,58:303,private_transport,,,,,,,,,,,,,22.0,,,,,,,,
41,2019-11-19,105:201,143:143,bus,,,,,,,,,,,,,,,15.0,,,,,,
41,2019-11-19,105:201,143:143,private_transport,,,,,,,,,,,,,,,14.0,,,,,,
41,2019-11-19,105:201,140:146,bus,,,,,,,,,,,,,,,,,,16.0,,,
41,2019-11-19,105:201,141:145,bus,,,,,,,,,,,,,,,,,,18.0,,,
41,2019-11-19,105:201,107:207,bus,,,,,,,,,,,,,,,13.0,,,,,,
41,2019-11-19,105:201,107:207,private_transport,,,,,,,,,,,,,,,13.0,,,,,,
41,2019-11-19,106:208,140:146,bus,,,,,,,,,,,,,,,,,,19.0,,,
41,2019-11-19,107:207,109:169,bus,,,,,,,,,,,,,,,,,,,,,10.0
41,2019-11-19,107:207,109:169,private_transport,,,,,,,,,,,,,,,,,,,,,12.0
41,2019-11-19,107:207,98:217,bus,,,,,,,,,,,17.0,,,,,,,,,,10.0
41,2019-11-19,107:207,98:217,private_transport,,,,,,,,,,,,,,,,,,,,,13.0
41,2019-11-19,107:207,111:167,private_transport,,,,,11.0,,,,,,,,,,,,,,,,
41,2019-11-19,107:207,104:202,bus,,,,,12.0,,,,,,,,,,,,,,,,
41,2019-11-19,108:170,109:169,bus,,,,,,,,,,14.0,,,,,,,,,,,
