ProjectID,Date,Origin,Destination,Modo,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
41,2019-11-13,100:206,97:102,bus,,,,,,,,,,,,,28.0,,,,,,
41,2019-11-13,100:206,97:102,private_transport,,,,,,,,,,,,,30.0,,,,,,
41,2019-11-13,103:203,100:206,bus,,,,,,,,,,,12.0,,,,,,,,
41,2019-11-13,103:203,100:206,private_transport,,,,,,,,,,,16.0,,,,,,,,
41,2019-11-13,103:203,103:203,bus,,,,,15.0,,,,12.0,,,,,,,,,,
41,2019-11-13,103:203,103:203,private_transport,,,,,14.0,,,,14.0,,,,,,,,,,
41,2019-11-13,103:203,104:202,bus,,,,,,,,,10.0,,,,,,,,,,
41,2019-11-13,103:203,104:202,private_transport,,,,,,,,,10.0,,,,,,,,,,
41,2019-11-13,103:203,107:207,private_transport,,,,,,,,,,,11.0,,,,,,,,
41,2019-11-13,103:203,121:165,bus,,,,,,20.0,,,,,,,,,,,,,
41,2019-11-13,103:203,121:165,private_transport,,,,,,28.0,,,,,,,,,,,,,
41,2019-11-13,103:203,125:161,bus,,,,,,11.0,,,,,,,,,,,,,
41,2019-11-13,103:203,137:149,bus,,,,,,30.0,,,,,,,,,,,,,
41,2019-11-13,103:203,137:149,private_transport,,,,,,20.0,,,,,,,,,,,,,
41,2019-11-13,103:203,138:148,bus,,,,,18.0,,,,18.0,,,,,,,,,,
41,2019-11-13,103:203,138:148,private_transport,,,,,15.0,,,,23.0,,,,,,,,,,
41,2019-11-13,103:203,143:143,private_transport,,,,,,,,,,,12.0,,,,,,,,
41,2019-11-13,103:203,159:127,bus,,,,,,16.0,,,,,,,,,,,,,
41,2019-11-13,103:203,159:127,private_transport,,,,,,14.0,,,,,,,,,,,,,
41,2019-11-13,103:203,45:319,bus,,,,,11.0,,,,,,,,,,,,,,
41,2019-11-13,103:203,45:319,private_transport,,,,,11.0,,,,,,,,,,,,,,
41,2019-11-13,103:203,84:107,bus,,,,,,14.0,,,,,,,,,,,,,
