ProjectID,Date,Origin,Destination,Modo,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959
42,2019-11-19,105:201,105:201,bus,,,,,,,,16.0,,,,,,,
42,2019-11-19,105:201,105:201,private_transport,,,,23.0,,,,16.0,,,,,,,
42,2019-11-19,105:201,106:208,private_transport,,,,21.0,,,,,,,,,,,
42,2019-11-19,105:201,57:310,bus,,,,,,,,18.0,,,,,,,
42,2019-11-19,105:201,57:310,private_transport,,,,11.0,,,,,,,,,,,
42,2019-11-19,106:208,105:201,private_transport,,,,22.0,,,,,,,,,,,
42,2019-11-19,106:208,106:208,bus,,,,,,,,14.0,,,,,,,
42,2019-11-19,106:208,57:310,private_transport,,,,20.0,,,,,,,,,,,
42,2019-11-19,108:170,156:130,bus,,,,,15.0,,,,,,,,,,
42,2019-11-19,108:170,156:130,private_transport,,,,,16.0,,,,,,,,,,
42,2019-11-19,109:169,109:169,bus,,,,15.0,,,,,,,,,,,
42,2019-11-19,109:169,110:168,bus,,,,,,,,,,,10.0,10.0,,,
42,2019-11-19,109:169,126:160,bus,,,,,,,,,,,,,14.0,,
42,2019-11-19,109:169,152:134,bus,,,,,,,,,,,,,,13.0,
42,2019-11-19,109:169,152:134,private_transport,,,,,,,,,,,,,,15.0,
42,2019-11-19,109:169,158:128,bus,,,,,,,33.0,,,,,,,,
42,2019-11-19,109:169,158:128,private_transport,,,,,,,10.0,,,,,,,,
42,2019-11-19,109:169,94:113,bus,,,,,,,,,,,,,14.0,,
42,2019-11-19,109:169,94:113,private_transport,,,,,,,,,,,,,17.0,,
42,2019-11-19,109:169,97:102,bus,,,,,,,,,,,,,37.0,,
42,2019-11-19,109:169,97:102,private_transport,,,,,,,10.0,,,,,,23.0,,
42,2019-11-19,110:168,110:168,bus,,,,,,,,,,,,81.0,,,
42,2019-11-19,110:168,110:168,private_transport,,,,,,,,,,,,26.0,,,
42,2019-11-19,110:168,126:160,bus,,,,65.0,,,,,,,,,,,
42,2019-11-19,110:168,126:160,private_transport,,,,19.0,,,,,,,,,,,
42,2019-11-19,110:168,158:128,bus,,,,,,,13.0,,,,,,,,
42,2019-11-19,110:168,94:113,bus,,,,,,,,,,,,40.0,41.0,,
42,2019-11-19,110:168,94:113,private_transport,,,,,,,,,,,,67.0,79.0,,
42,2019-11-19,110:168,111:167,bus,,,20.0,,,,,,,,,,,,
42,2019-11-19,110:168,111:167,private_transport,,,19.0,,,,,,,,,,,,
42,2019-11-19,110:168,127:159,private_transport,,,,,,,,,,,,,10.0,,
42,2019-11-19,110:168,148:122,bus,,,39.0,,,,,,,,,,,,
42,2019-11-19,110:168,148:122,private_transport,,,38.0,,,,,,,,,,,,
42,2019-11-19,110:168,149:121,bus,,,,,,,,,,,,16.0,,,
42,2019-11-19,110:168,160:110,bus,,,,17.0,,,,,,,,,,,
42,2019-11-19,110:168,61:413,private_transport,,,,,,,,,,,,,,,32.0
42,2019-11-19,110:168,90:117,bus,,,,23.0,,,,,,,,,,,
42,2019-11-19,110:168,93:114,bus,,,,,,,,,,,,11.0,10.0,,
42,2019-11-19,111:167,94:113,bus,,,,40.0,,,,,,,,,,,
42,2019-11-19,111:167,94:113,private_transport,,,,14.0,,,,,,,,,,,
42,2019-11-19,111:167,111:167,bus,,,,,,,,,,,,,16.0,,
42,2019-11-19,111:167,111:167,private_transport,,,,,,,,,,,,,17.0,,
42,2019-11-19,111:167,148:122,bus,,,,,,,,,,,,,54.0,,
42,2019-11-19,111:167,148:122,private_transport,,,,,,,,,,,,,34.0,,
42,2019-11-19,111:167,160:110,bus,,,,10.0,,,,,,,,,,,
42,2019-11-19,111:167,61:413,private_transport,,,,,,,,,,,,,,,22.0
42,2019-11-19,111:167,93:114,bus,,,,58.0,,,,,,,,,,,
42,2019-11-19,111:167,93:114,private_transport,,,,19.0,,,,,,,,,,,
42,2019-11-19,111:167,123:163,bus,,,,32.0,,,,,,,,,,,
42,2019-11-19,111:167,123:163,private_transport,,,,11.0,,,,,,,,,,,
42,2019-11-19,111:167,129:141,bus,,16.0,,,,,,,,,,,,,
42,2019-11-19,111:167,151:119,private_transport,,13.0,,,,,,,,,,,,,
42,2019-11-19,111:167,154:132,bus,,52.0,,,,,,,,,,,,,
42,2019-11-19,111:167,154:132,private_transport,,19.0,,,,,,,,,,,,,
42,2019-11-19,111:167,157:129,bus,,,,,,,,,,,,,16.0,10.0,
42,2019-11-19,111:167,83:108,bus,,,17.0,,,,,,,,,,,,
42,2019-11-19,111:167,87:104,bus,,,,,15.0,,,,,,,,,,
42,2019-11-19,111:167,87:104,private_transport,,,,,10.0,,,,,,,,,,
42,2019-11-19,111:167,89:118,bus,,25.0,,,,,,,,,,,,,
42,2019-11-19,111:167,89:118,private_transport,,18.0,,,,,,,,,,,,,
42,2019-11-19,121:165,87:104,bus,,,,,26.0,,,,,,,,,,
42,2019-11-19,122:164,57:310,private_transport,,78.0,,,,,,,,,,,,,
42,2019-11-19,122:164,109:169,bus,,,,,,,,,,,,,,11.0,
42,2019-11-19,122:164,110:168,bus,,,,,,,,,,,38.0,,,,
42,2019-11-19,122:164,110:168,private_transport,,,,,,,,,,,21.0,,,,
42,2019-11-19,122:164,152:134,bus,,,,,,10.0,,,,,,,,,
42,2019-11-19,122:164,152:134,private_transport,,,,,,10.0,,,,,,,,,
42,2019-11-19,122:164,94:113,bus,,,,,,,,24.0,,,,,,56.0,
42,2019-11-19,122:164,97:102,bus,,,,,,,,15.0,,,,,,,
42,2019-11-19,122:164,97:102,private_transport,,,,,,,,,,,,,,16.0,
42,2019-11-19,122:164,127:159,bus,,,,,,,,13.0,,,,,14.0,12.0,
42,2019-11-19,122:164,127:159,private_transport,,,,,,,,,,,,,,17.0,
42,2019-11-19,122:164,93:114,bus,,,,,,,,21.0,,,,,,,
42,2019-11-19,122:164,123:163,bus,,,,,,,,11.0,,,,,,,
42,2019-11-19,122:164,123:163,private_transport,,,,,,,,,,,,,,10.0,
42,2019-11-19,122:164,154:132,bus,,,,,,22.0,,,,,,,,,
42,2019-11-19,122:164,154:132,private_transport,,,,,,15.0,,,,,,,,,
42,2019-11-19,122:164,87:104,bus,,,,,,,10.0,,,,,,,,
42,2019-11-19,122:164,89:118,bus,,,,,,11.0,,,,,,,,,
42,2019-11-19,122:164,122:164,bus,,,,,,,,21.0,,,,,,,
42,2019-11-19,122:164,144:126,private_transport,,,,,,,17.0,,,,,,,,
42,2019-11-19,122:164,58:303,private_transport,,,,51.0,,,,,,,,,,,
42,2019-11-19,122:164,86:105,bus,,,,,,,11.0,,,,,,,,
42,2019-11-19,122:164,98:217,bus,,,,,,,,,,,10.0,,,,
42,2019-11-19,123:163,109:169,bus,,,,,,,,,,,12.0,,,,
42,2019-11-19,123:163,109:169,private_transport,,,,,,,,,,,11.0,,,,
42,2019-11-19,123:163,110:168,bus,,,,,,,,,,,23.0,,,,
42,2019-11-19,123:163,110:168,private_transport,,,,,,,,,,,24.0,,,,
42,2019-11-19,123:163,158:128,bus,,,,,,,,,,,,,15.0,,
42,2019-11-19,123:163,94:113,bus,,,,,,,,,,,,,,12.0,
42,2019-11-19,123:163,97:102,private_transport,,,,,,,,,,,,,,11.0,
42,2019-11-19,123:163,87:104,private_transport,,,,,,,11.0,,,,,,,,
42,2019-11-19,123:163,144:126,bus,,,,,,,12.0,,,,,,,,
42,2019-11-19,123:163,144:126,private_transport,,,,,,,11.0,,,,,,,,
42,2019-11-19,123:163,58:303,private_transport,,,,17.0,,,,,,,,,,,
42,2019-11-19,123:163,86:105,private_transport,,,,,,,12.0,,,,,,,,
42,2019-11-19,123:163,85:106,bus,,,,,,,,,,,,,18.0,,
42,2019-11-19,126:160,158:128,bus,,,,,,11.0,,,,,,,,,
42,2019-11-19,126:160,158:128,private_transport,,,,,,11.0,,,,,,,,,
42,2019-11-19,126:160,94:113,bus,,,10.0,,,,,,,,,,,,
42,2019-11-19,126:160,111:167,bus,,,,,,,,,,15.0,,,,,
42,2019-11-19,126:160,148:122,bus,,,,,,,,,,,,,,,11.0
42,2019-11-19,126:160,157:129,bus,,,,,,,,,,31.0,,,,,
42,2019-11-19,126:160,157:129,private_transport,,,,,,,,,,21.0,,,,,
42,2019-11-19,126:160,121:165,bus,,,,15.0,,,,,,28.0,,,,,
42,2019-11-19,126:160,121:165,private_transport,,,,,,,,,,17.0,,,,,
42,2019-11-19,126:160,140:146,bus,,,11.0,,,,,,,,,,,,
42,2019-11-19,126:160,84:107,bus,,,,10.0,,10.0,,,,,,,,,
42,2019-11-19,126:160,84:107,private_transport,,,,,,10.0,,,,,,,,,
42,2019-11-19,127:159,57:310,private_transport,,36.0,,,,,,,,,,,,,
42,2019-11-19,127:159,109:169,bus,,,,,,,,,,,11.0,,,,
42,2019-11-19,127:159,110:168,bus,,,,,,,,,,,30.0,,,,
42,2019-11-19,127:159,110:168,private_transport,,,,,,,,,,,21.0,,,,
42,2019-11-19,127:159,126:160,bus,,,,,,,,,,,,,,,11.0
42,2019-11-19,127:159,94:113,bus,,,,,,,,,,,,,,33.0,
42,2019-11-19,127:159,97:102,bus,,,,,,,,17.0,,,,,11.0,,
42,2019-11-19,127:159,127:159,private_transport,,,,,,,,,,,,,11.0,,
42,2019-11-19,127:159,93:114,bus,,,,,,,,21.0,,,,,,14.0,
42,2019-11-19,127:159,93:114,private_transport,,,,,,,,11.0,,,,,,,
42,2019-11-19,127:159,154:132,bus,,,,,,15.0,,,,,,,,,
42,2019-11-19,127:159,154:132,private_transport,,,,,,13.0,,,,,,,,,
42,2019-11-19,127:159,122:164,bus,,,,,,,,23.0,,,,,,12.0,
42,2019-11-19,127:159,122:164,private_transport,,,,,,,,,,,,,,10.0,
42,2019-11-19,127:159,58:303,private_transport,,,,36.0,,,,,,,,,,,
42,2019-11-19,128:142,109:169,bus,,,,13.0,,,,,,,,,,,
42,2019-11-19,128:142,152:134,bus,,,,,,,,,,,,,,10.0,
42,2019-11-19,128:142,127:159,private_transport,,,,,,,,,,,,,,10.0,
42,2019-11-19,128:142,154:132,private_transport,,,,,,,,,,,,,,12.0,
42,2019-11-19,128:142,98:217,private_transport,,,,10.0,,,,,,,,,,,
42,2019-11-19,128:142,153:133,bus,,,,,,,,,,,,,,11.0,
42,2019-11-19,130:140,83:108,bus,,,,,,,,15.0,,,,,,,
42,2019-11-19,134:136,160:110,bus,,,,,,,10.0,,,,,,,,
42,2019-11-19,137:149,127:159,bus,,,,,12.0,,,,,,,,,,
42,2019-11-19,137:149,122:164,bus,,,,,12.0,,,,,,,,,,
42,2019-11-19,138:148,93:114,bus,,,,13.0,,,,,,,,,,,
42,2019-11-19,138:148,154:132,bus,,10.0,,,,,,,,,,,,,
42,2019-11-19,138:148,154:132,private_transport,,11.0,,,,,,,,,,,,,
42,2019-11-19,138:148,89:118,private_transport,,11.0,,,,,,,,,,,,,
42,2019-11-19,139:147,108:170,private_transport,,,,,,,10.0,,,,,,,,
42,2019-11-19,140:146,126:160,bus,,,,,,,10.0,,,,,,,,
