ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1200_1259,1300_1359,1400_1459,1500_1559,1700_1759,1900_1959,2100_2159
42,2019-11-13,101:205,160:110,bus,,,,,,,,,,,19.0,,,
42,2019-11-13,101:205,91:116,bus,,,,,,10.0,,,,,,,,
42,2019-11-13,101:205,92:115,bus,,,,,,,,,,,10.0,,,
42,2019-11-13,101:205,96:111,bus,,,,,,,,,,,13.0,,,
42,2019-11-13,102:204,160:110,bus,,,,,,,,,,,15.0,,,
42,2019-11-13,102:204,120:166,bus,,,,,,,,,,,,,11.0,
42,2019-11-13,102:204,120:166,private_transport,,,,,,,,,,,,,10.0,
42,2019-11-13,102:204,137:149,private_transport,,,,,,,,,,,13.0,,,
42,2019-11-13,102:204,140:146,bus,,,,,,,10.0,,,,,,,
42,2019-11-13,102:204,140:146,private_transport,,,,,,,10.0,,,,,,,
42,2019-11-13,102:204,144:126,private_transport,,,,,,11.0,,,,,,,,
42,2019-11-13,102:204,156:130,bus,,,,,,,,,,,11.0,,,
42,2019-11-13,102:204,66:316,private_transport,,,,,,10.0,,,,,,,,
42,2019-11-13,102:204,99:101,bus,,,,,,,,,,,,,,11.0
42,2019-11-13,102:204,99:101,private_transport,,,,,,,,13.0,,,,,,11.0
42,2019-11-13,104:202,118:152,private_transport,,,,,,,10.0,,,,,,,
42,2019-11-13,108:170,156:130,bus,,,,,,30.0,,,,,,,,
42,2019-11-13,108:170,156:130,private_transport,,,,,,13.0,,,,,,,,
42,2019-11-13,108:170,109:169,bus,,,15.0,,,,,,,,,,,
42,2019-11-13,108:170,128:142,bus,,,13.0,,,,,,,,,,,
42,2019-11-13,108:170,83:108,bus,,,10.0,,,,,,,,,,,
42,2019-11-13,108:170,98:217,bus,,,22.0,,,,,,,,,,,
42,2019-11-13,110:168,118:152,bus,,,,,,,19.0,,,,,,,
42,2019-11-13,110:168,118:152,private_transport,,,,,,,16.0,,,,,,,
42,2019-11-13,110:168,116:154,bus,,,,,,,12.0,,,,,,,
42,2019-11-13,110:168,139:147,private_transport,,,,,,,10.0,,,,,,,
42,2019-11-13,110:168,95:112,bus,,,,,,,17.0,,,,,,,
42,2019-11-13,111:167,96:111,bus,,,,,,,,,12.0,,,,,
42,2019-11-13,111:167,96:111,private_transport,,,,,,,,,11.0,,,,,
