ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2100_2159,2200_2259
42,2020-03-04,103:203,103:203,bus,,,,,12.0,,,,,,,,,,,,,,
42,2020-03-04,103:203,122:164,bus,,,,,,,,,,,,,,,,,29.0,,
42,2020-03-04,103:203,122:164,private_transport,,,,,,,,,,,,,,,,,15.0,,
42,2020-03-04,103:203,127:159,bus,,,,,,,,,,,,,,,,,16.0,,
42,2020-03-04,103:203,134:136,bus,,,,,,,,,,,,,,,,,10.0,,
42,2020-03-04,103:203,138:148,bus,,,,,18.0,,,,,,,,,,,,,,
42,2020-03-04,103:203,138:148,private_transport,,,,,18.0,,,,,,,,,,,,,,
42,2020-03-04,103:203,140:146,bus,,,,,,,,,,,,,,,,,20.0,,
42,2020-03-04,103:203,141:145,bus,,,,,,,,,,,,,,,,,29.0,,
42,2020-03-04,103:203,141:145,private_transport,,,,,,,,,,,,,,,,,14.0,,
42,2020-03-04,103:203,88:103,bus,,,,,,,,,,,,,,,10.0,,,,
42,2020-03-04,103:203,88:103,private_transport,,,,,,,,,,,,,,,10.0,,,,
42,2020-03-04,103:203,90:117,bus,,,,,,,,,,,,,,,13.0,,,,
42,2020-03-04,103:203,93:114,private_transport,,,,,,,,,,,,,,,,,10.0,,
42,2020-03-04,103:203,97:102,bus,,,,,,,,,,,,,,,,,23.0,,
42,2020-03-04,104:202,134:136,private_transport,,,,,11.0,,,,,,,,,,,,,,
42,2020-03-04,104:202,135:135,bus,,,,,14.0,,,,,,,,,,,,,,
42,2020-03-04,104:202,139:147,bus,,,,,11.0,,,,,,,,,,,,,,
42,2020-03-04,104:202,87:104,bus,,,,,,,,,,,,,,,,12.0,,,
42,2020-03-04,104:202,87:104,private_transport,,,,,,,,,,,,,,,,11.0,,,
42,2020-03-04,104:202,91:116,private_transport,,,,,,,,,,,,,,,,,19.0,,
42,2020-03-04,104:202,92:115,private_transport,,,,,,,,,,,,,,,,,31.0,,
42,2020-03-04,108:170,104:202,bus,,,,,11.0,,,,,,,,,,,,,,
42,2020-03-04,108:170,110:168,private_transport,,,,,11.0,,,,,,,,,,,,,,
42,2020-03-04,108:170,98:217,bus,,,,,10.0,,,,,,,,,,,,,,
42,2020-03-04,109:169,128:142,bus,,,,,,,,,,,,,,,,11.0,,,
42,2020-03-04,109:169,152:134,bus,,,,,,,,,13.0,,,,,,,,,,
42,2020-03-04,109:169,152:134,private_transport,,,,,,,,,11.0,,,,,,,,,,
42,2020-03-04,109:169,153:133,bus,,,,,,,,,11.0,,,,,,,,,,
42,2020-03-04,109:169,153:133,private_transport,,,,,,,,,10.0,,,,,,,,,,
42,2020-03-04,110:168,134:136,bus,,,,,14.0,,,,,,,,,,,,,,
42,2020-03-04,110:168,135:135,bus,,,,,22.0,,,,,,,,,,,,,,
42,2020-03-04,110:168,139:147,private_transport,,,,,11.0,,,,,,,,,,,,,,
42,2020-03-04,110:168,87:104,bus,,,,,,,,,,,,,,,,36.0,,,
42,2020-03-04,110:168,87:104,private_transport,,,,,,,,,,,,,,,,18.0,,,
42,2020-03-04,110:168,91:116,bus,,,,,,,,,,,,,,,,11.0,,,
42,2020-03-04,110:168,91:116,private_transport,,,,,,,,,,,,,,,,,22.0,,
42,2020-03-04,110:168,92:115,private_transport,,,,,,,,,,,,,,,,,54.0,,
42,2020-03-04,110:168,116:154,bus,,,,,10.0,,,,,,,,,,,,,,
42,2020-03-04,111:167,134:136,bus,,,,,12.0,,,,,,,,,,,,,,
42,2020-03-04,111:167,138:148,private_transport,,,,14.0,,,,,,,,,,,,,,,
42,2020-03-04,111:167,87:104,bus,,,,,,,,,,,,,,,,12.0,,,
42,2020-03-04,111:167,91:116,private_transport,,,,,,,,,,,,,,,,11.0,13.0,,
42,2020-03-04,111:167,104:202,bus,,,,11.0,,,,,,,,10.0,,,,,,,
42,2020-03-04,111:167,110:168,bus,,,,15.0,,,,,,,,,,,,,,,
42,2020-03-04,111:167,116:154,bus,,,,,11.0,,,,,,,,,,,,,,
42,2020-03-04,111:167,111:167,private_transport,,,,136.0,,,,,,,,,,,,,,,
42,2020-03-04,111:167,148:122,bus,,,,,,,,,,,,,,13.0,,,,,
42,2020-03-04,111:167,158:128,bus,,,,,,,,,,,18.0,,,,,,,,
42,2020-03-04,111:167,158:128,private_transport,,,,,,,,,,,15.0,,,,,,,,
42,2020-03-04,115:155,97:102,bus,,,,,10.0,,,,,,,,,,,,,,
42,2020-03-04,116:154,90:117,bus,,,,,,,,,,,,13.0,,,,,,,
42,2020-03-04,116:154,90:117,private_transport,,,,,,,,,,,,12.0,,,,,,,
42,2020-03-04,116:154,97:102,bus,,,,,15.0,,,,,,,,,,,,,,
42,2020-03-04,116:154,97:102,private_transport,,,,,11.0,,,,,,,,,,,,,,
42,2020-03-04,116:154,126:160,bus,,,,,10.0,,,,,,,,,,,,,,
42,2020-03-04,116:154,154:132,private_transport,15.0,,,,,,,,,,,,,,,,,,
42,2020-03-04,116:154,85:106,private_transport,,,,,,,,,,,,15.0,,,,,,,
42,2020-03-04,116:154,89:118,private_transport,11.0,,,,,,,,,,,,,,,,,,
42,2020-03-04,117:153,154:132,private_transport,11.0,,,,,,,,,,,,,,,,,,
42,2020-03-04,118:152,90:117,private_transport,,,,,,,,,,,,28.0,,,,,,,
42,2020-03-04,118:152,97:102,bus,,,,,17.0,,,,,,,,,,,,,,
42,2020-03-04,118:152,97:102,private_transport,,,,,18.0,,,,,,,,,,,,,,
42,2020-03-04,118:152,154:132,private_transport,20.0,,,,,,,,,,,,,,,,,,
42,2020-03-04,118:152,89:118,private_transport,22.0,,,,,,,,,,,,,,,,,,
42,2020-03-04,118:152,129:141,private_transport,11.0,,,,,,,,,,,,,,,,,,
42,2020-03-04,118:152,150:120,bus,,,,,,12.0,,,,,,,,,,,,,
42,2020-03-04,119:151,97:102,bus,,,,,,15.0,,,,,,,,,,,,,
42,2020-03-04,119:151,150:120,bus,,,,,,17.0,,,,,,,,,,,,,
42,2020-03-04,119:151,156:130,bus,,,,,23.0,,,,,,,,,,,,,,
42,2020-03-04,120:166,108:170,bus,,,,,,,,,,11.0,,,,,,,,,
42,2020-03-04,120:166,96:111,private_transport,,,,,,,,,,12.0,,,,,,,,,
42,2020-03-04,121:165,103:203,bus,,,,,,,,,,,,,,,,10.0,,,
42,2020-03-04,121:165,122:164,bus,,,,,,,,,,,24.0,,,,,,,,
42,2020-03-04,121:165,122:164,private_transport,,,,,,,,,,,15.0,,,,,,,,
42,2020-03-04,121:165,127:159,bus,,,,,,,,,,,18.0,,,,,,,,
42,2020-03-04,121:165,127:159,private_transport,,,,,,,,,,,13.0,,,,,,,,
42,2020-03-04,121:165,90:117,bus,,,,,,,20.0,,,,,,,,,,,,
42,2020-03-04,121:165,90:117,private_transport,,,,,,,31.0,,,,,,,,58.0,,,,
42,2020-03-04,121:165,97:102,bus,,,,,,123.0,,,,,12.0,,,,,,,,
42,2020-03-04,121:165,97:102,private_transport,,,,,,57.0,,,,,18.0,,,,,,,,
42,2020-03-04,121:165,104:202,bus,,,,16.0,,,,,,,,,,,,,,,
42,2020-03-04,121:165,104:202,private_transport,,,,10.0,,,,,,,,,,,,,,,
