ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2300_2359
41,2019-11-20,100:206,151:119,bus,,,,,,,17.0,,,,,,,,,,,,,,,
41,2019-11-20,101:205,129:141,bus,,,,,,,,12.0,,,,,,,,,,,,,,
41,2019-11-20,101:205,129:141,private_transport,,,,,,,,11.0,,,,,,,,,,,,,,
41,2019-11-20,101:205,137:149,bus,,,,,,10.0,,,,,,,,,,,,,,,,
41,2019-11-20,101:205,144:126,private_transport,,,,,,10.0,,,,,,,,,,,,,,,,
41,2019-11-20,101:205,159:127,bus,,,,,,19.0,,,,,,,,,,,,,,,,
41,2019-11-20,101:205,76:314,private_transport,,,,,,,26.0,,,,,,,,,,,,,,,
41,2019-11-20,102:204,110:168,private_transport,,,,,10.0,,,,,,,,,,,,,,,,,
41,2019-11-20,102:204,121:165,bus,,,,,,,,,,,,,,,,10.0,,,,,,
41,2019-11-20,102:204,45:319,bus,,,,,,,,11.0,,,,,,,,,,,,,,
41,2019-11-20,102:204,92:115,bus,,,,,,,,10.0,,,,,,,,,,,,,,
41,2019-11-20,103:203,45:319,bus,,,,,,,12.0,,,,,,,,,,,,,,,
41,2019-11-20,103:203,101:205,private_transport,,,,,,,,,,,,,,,10.0,,,,,,,
41,2019-11-20,103:203,103:203,bus,,,,,,,,13.0,,,,,,,,,,,,,,
41,2019-11-20,103:203,104:202,bus,,,,,,,,11.0,,,,,,,,,,,,,,
41,2019-11-20,103:203,108:170,bus,,,,,,,,,,,,,,,10.0,,,,,,,
41,2019-11-20,103:203,124:162,bus,,,,,,,,12.0,,,,,,,,,,,,,,
41,2019-11-20,103:203,138:148,bus,,,,,,,,21.0,,,,,,,,,,,,,,
41,2019-11-20,103:203,160:110,bus,,,,,,,,,,,,,,,14.0,,,,,,,
41,2019-11-20,103:203,160:110,private_transport,,,,,,,,,,,,,,,20.0,,,,,,,
41,2019-11-20,103:203,48:301,bus,,,,,,,18.0,,,,,,,,,,,,,,,
41,2019-11-20,103:203,77:312,bus,,,,,,,28.0,,,,,,,,,,,,,,,
41,2019-11-20,103:203,96:111,bus,,,,,,,,,,,,,,,23.0,,,,,,,
41,2019-11-20,104:202,110:168,private_transport,,,,,,,,,,,,13.0,,,,,,,,,,
41,2019-11-20,104:202,132:138,bus,,,,,,,,,,,,,,,,,,,,,13.0,
41,2019-11-20,104:202,58:303,bus,,,,,,,,,,,,,,24.0,,,,,,,,
41,2019-11-20,104:202,58:303,private_transport,,,,,,,,,,,,,,54.0,,,,,,,,
41,2019-11-20,104:202,95:112,bus,,,,,,,,,,,,,,,,,,,,,26.0,
41,2019-11-20,104:202,97:102,bus,,,,,,,,,,,20.0,,,,,,,,,,,
41,2019-11-20,105:201,58:303,private_transport,,,,,,,,,,,,,,10.0,,,,,,,,
41,2019-11-20,106:208,159:127,private_transport,,,,,,,,,,,,,16.0,,,,,,,,,
41,2019-11-20,106:208,97:102,bus,,,,,,,,,,,,,,,,,16.0,,,,,
41,2019-11-20,107:207,151:119,bus,,,,,,,18.0,,,,,,,,,,,,,,,
41,2019-11-20,107:207,159:127,bus,,,,,,,,,,,,,26.0,,,,,,,,,
41,2019-11-20,107:207,159:127,private_transport,,,,,,,,,,,,,21.0,,,,,,,,,
41,2019-11-20,107:207,101:205,bus,,,,,,,15.0,,,,,,,,,,,,,,,
41,2019-11-20,107:207,97:102,bus,,,,,,,,,,,,,,,,,28.0,,,,,
41,2019-11-20,107:207,97:102,private_transport,,,,,,,,,,,,,,,,,14.0,,,,,
41,2019-11-20,107:207,126:160,bus,,,,,,,,,,,,,,,,,14.0,,,,,
41,2019-11-20,107:207,127:159,bus,,,,,,,,,,,,,,,,,10.0,,,,,
41,2019-11-20,108:170,151:119,private_transport,,,,,,,,,,,,,,,,,10.0,,,,,
41,2019-11-20,108:170,137:149,private_transport,,,,,,,13.0,,,,,,,,,,,,,,,
41,2019-11-20,108:170,121:165,bus,,,,,,,16.0,,,,,,,,,,,,,,,
41,2019-11-20,108:170,121:165,private_transport,,,,,,,34.0,,,,,,,,,,,,,,,
41,2019-11-20,108:170,45:319,bus,,,,,,,12.0,11.0,,,,,,,,,,,,,,
41,2019-11-20,108:170,45:319,private_transport,,,,,,,,24.0,,,,,,,,,18.0,,,,,
41,2019-11-20,108:170,108:170,bus,,,,,,,,33.0,,,,,,,,,18.0,,,,,
41,2019-11-20,108:170,160:110,bus,,,,,,,,14.0,,,,,,,,,,,,,,
41,2019-11-20,108:170,160:110,private_transport,,,,,,,,20.0,,,,,,,,,,,,,,
41,2019-11-20,108:170,48:301,bus,,,,,,,22.0,,,,,,,,,,,,,,,
41,2019-11-20,108:170,48:301,private_transport,,,,,,,10.0,,,,,,,,,,26.0,,,,,
41,2019-11-20,108:170,77:312,bus,,,,,,,18.0,,,,,,,,,,,,,,,
41,2019-11-20,108:170,77:312,private_transport,,,,,,,11.0,,,,,,,,,,43.0,,,,,
41,2019-11-20,108:170,96:111,bus,,,,,,,,26.0,,,,,,,,10.0,,,,,,
41,2019-11-20,108:170,96:111,private_transport,,,,,,,,18.0,,,,,,,,,,,,,,
41,2019-11-20,108:170,58:303,private_transport,,,,,,16.0,,,,,,,,,,,,,,,,
41,2019-11-20,108:170,97:102,bus,,,,,,33.0,,,,,,,,,,,,,,,,
41,2019-11-20,108:170,97:102,private_transport,,,,,,13.0,,,,,,,,,,,,,,,,
41,2019-11-20,108:170,126:160,bus,,,,,,,,10.0,13.0,,,,,,,,,,,,,
41,2019-11-20,108:170,126:160,private_transport,,,,,,,,11.0,,,,17.0,,,,,,,,,,
41,2019-11-20,108:170,102:204,private_transport,,,,,,,,10.0,,,,,,,,,,,,,,
41,2019-11-20,108:170,111:167,bus,,,,,,,,,,,,,,,,10.0,,,,,,
41,2019-11-20,108:170,111:167,private_transport,,,,,,,,,,,,,,,,11.0,,,,,,
41,2019-11-20,108:170,140:146,bus,,,,,,,,,,,22.0,,,,,,,,,,,
41,2019-11-20,108:170,140:146,private_transport,,,,,,,,,,,10.0,,,,,,,,,,,
41,2019-11-20,108:170,141:145,bus,,,,,,,,,,,17.0,,,,,,,,,,,
41,2019-11-20,108:170,141:145,private_transport,,,,,,,,,,,12.0,,,,,,,,,,,
41,2019-11-20,108:170,152:134,bus,,,,,,,,11.0,,,,,,,,,,20.0,,,,
41,2019-11-20,108:170,152:134,private_transport,,,,,,,,11.0,,,,,,,,,10.0,,,,,
41,2019-11-20,108:170,154:132,bus,,,,,,,,,,,,,19.0,,,,,,,,,
41,2019-11-20,108:170,154:132,private_transport,,,,,,,,,,,,,20.0,,,,,,,,,
41,2019-11-20,108:170,276:144,bus,,,,,,,,,,,,,,,,,22.0,,,,,
41,2019-11-20,108:170,276:144,private_transport,,,,,,,,,,,,,,,,,13.0,,,,,
41,2019-11-20,108:170,62:307,private_transport,,,,,30.0,,,,,,,,,,,,,,,,,
41,2019-11-20,108:170,84:107,private_transport,,,,,,,13.0,,,,,,,,,,,,,,,
41,2019-11-20,108:170,86:105,private_transport,,,,,,,17.0,,,,,,,,,,,,,,,
41,2019-11-20,108:170,89:118,bus,,,,,,,,,,,,,12.0,,,,,,,,,
41,2019-11-20,108:170,90:117,private_transport,,,,,,,,,,,,10.0,,,,,,,,,,
41,2019-11-20,108:170,98:217,bus,,,,,,,,,,,,,,,,,27.0,,,,,
41,2019-11-20,108:170,98:217,private_transport,,,,,,,,,,,,,,,,,19.0,,,,,
41,2019-11-20,109:169,151:119,bus,,,,,,,11.0,,,,,,,,,,,,,,,
41,2019-11-20,109:169,129:141,bus,,,,,,,,,,,,,,,,,11.0,,,,,
41,2019-11-20,109:169,110:168,bus,,,,,,12.0,,,,,,,,,,16.0,,,,,,
41,2019-11-20,109:169,126:160,private_transport,,,,,,,,,,,,,,,,,10.0,,,,,
41,2019-11-20,109:169,111:167,bus,,,,,,,,,,,,,,,,11.0,,,,,,
41,2019-11-20,109:169,154:132,bus,,,,,,,,,,,,,,,,,14.0,,,,,
41,2019-11-20,109:169,120:166,private_transport,,,,,,,,,,,,11.0,,,,,,,,,,
41,2019-11-20,109:169,149:121,bus,,,,,,,,,,,,,,,,27.0,,,,,,
41,2019-11-20,109:169,149:121,private_transport,,,,,,,,,,,,,,,,19.0,,,,,,
41,2019-11-20,109:169,156:130,bus,,,,,,,,,,,,,,,10.0,,,,,,,
41,2019-11-20,109:169,156:130,private_transport,,,,,,,,,,,,,,,10.0,,,,,,,
41,2019-11-20,109:169,99:101,bus,,,,,,,,,,,,11.0,,,,,,,,,,
41,2019-11-20,109:169,99:101,private_transport,,,,,,,,,,,,18.0,,,,,,,,,,
41,2019-11-20,110:168,110:168,bus,,,,,,84.0,,,,,,24.0,,,,,,,,,,
41,2019-11-20,110:168,110:168,private_transport,,,,,,26.0,,,,,,19.0,,,,,,,,,,
41,2019-11-20,110:168,45:319,private_transport,,,,,,,,,,,,,,14.0,,,,,,,,
41,2019-11-20,110:168,92:115,bus,,,,,,,,,,,,,,,10.0,,,,,,,
41,2019-11-20,110:168,108:170,bus,,,,,,,,,,,,,,,,,11.0,,,,,
41,2019-11-20,110:168,108:170,private_transport,,,,,,,,,,,,,,,,,24.0,,,,,
41,2019-11-20,110:168,160:110,bus,,,,,,,,,,,,,,,20.0,,,,,,,
41,2019-11-20,110:168,160:110,private_transport,,,,,,,,,,,,,,,10.0,,35.0,,,,,
