ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2200_2259
41,2019-11-20,100:206,109:169,bus,,,,,,,,12.0,,,,,,,,,,,
41,2019-11-20,100:206,127:159,bus,,,,,,,,,,,,,,,,,10.0,,
41,2019-11-20,100:206,148:122,bus,,,,,,,,,,,,,,,12.0,,,,
41,2019-11-20,100:206,159:127,bus,,,,,,,,,,,,25.0,,,,,,,
41,2019-11-20,101:205,159:127,bus,,,,,,,,,,,,12.0,,,,,,,
41,2019-11-20,101:205,49:322,private_transport,,,,12.0,,,,,,,,,,,,,,,
41,2019-11-20,101:205,52:325,private_transport,,,,22.0,,,,,,,,,,,,,,,
41,2019-11-20,103:203,98:217,bus,,,,10.0,,,,,,,,,,,,,,,
41,2019-11-20,104:202,148:122,bus,,,,,,,,,,,18.0,,,,,,,,
41,2019-11-20,104:202,148:122,private_transport,,,,,,,,,,,20.0,,,,,,,,
41,2019-11-20,104:202,98:217,bus,,,,19.0,,,,,,,,,,,,,,,
41,2019-11-20,104:202,98:217,private_transport,,,,17.0,,,,,,,,,,10.0,,,,,
41,2019-11-20,104:202,110:168,bus,,,,,,,18.0,,,,,,,,,,,,
41,2019-11-20,104:202,110:168,private_transport,,,,,,,16.0,,,,,,,,,,,,
41,2019-11-20,104:202,147:123,private_transport,,,,,,,,,,,,,,12.0,,,,,
41,2019-11-20,104:202,276:144,bus,,,,11.0,,,,,,,,,,,,,,,
41,2019-11-20,104:202,75:313,bus,12.0,,,,,,,,,,,,,,,,,,
41,2019-11-20,104:202,75:313,private_transport,10.0,,,,,,,,,,,,,,,,,,
41,2019-11-20,106:208,129:141,bus,,,,,,,,,,,,12.0,,,,,,,
41,2019-11-20,106:208,129:141,private_transport,,,,,,,,,,,,13.0,,,,,,,
41,2019-11-20,106:208,130:140,bus,,,,,,,,,,,,11.0,,,,,,,
41,2019-11-20,106:208,83:108,private_transport,,,,,,,,,,,,12.0,,,,,,,
41,2019-11-20,107:207,109:169,bus,,,,,,,,15.0,,,,,,,,,,,
41,2019-11-20,107:207,148:122,bus,,,,,,,,,,,,,,,20.0,,,,
41,2019-11-20,107:207,148:122,private_transport,,,,,,,,,,,,,,,12.0,,,,
41,2019-11-20,107:207,276:144,bus,,,,,,,,10.0,,,,,,,,,,,
41,2019-11-20,107:207,129:141,bus,,,,,,,,,,,,12.0,,,,,,,
41,2019-11-20,107:207,129:141,private_transport,,,,,,,,,,,,17.0,,,,,,,
41,2019-11-20,107:207,130:140,bus,,,,,,,,,,,,11.0,,,,,,,
41,2019-11-20,107:207,130:140,private_transport,,,,,,,,,,,,11.0,,,,,,,
41,2019-11-20,107:207,83:108,private_transport,,,,,,,,,,,,16.0,,,,,,,
41,2019-11-20,108:170,127:159,bus,,,,,,13.0,,,,,,,,,,,,,
41,2019-11-20,108:170,98:217,bus,,,,,,,,,,17.0,,,,,16.0,,,,
41,2019-11-20,108:170,110:168,bus,,,,,,,,,,50.0,,,,,,,,,
