ProjectID,Date,Origin,Destination,Modo,0000_0059,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
42,2020-03-12,100:206,50:412,private_transport,,,,,,,,,,68.0,,,,,,,,,,
42,2020-03-12,101:205,76:314,private_transport,,,,,,,,12.0,,,,,,,,,,,,
42,2020-03-12,101:205,95:112,private_transport,,,,,,,,,12.0,,,,,,,,,,,
42,2020-03-12,103:203,124:162,bus,,,,,,,,,,,,,11.0,,,,,,,
42,2020-03-12,103:203,137:149,bus,,,,,,10.0,,,,,,,32.0,,,,,,,
42,2020-03-12,103:203,138:148,bus,,,,,,29.0,,,,,,,,,,,,,,
42,2020-03-12,103:203,138:148,private_transport,,,,,,13.0,,,,,,,,,,,,,,
42,2020-03-12,103:203,144:126,bus,,,,,,35.0,,,,,,,,,,,,,,
42,2020-03-12,103:203,144:126,private_transport,,,,,,24.0,,,,,,,,,,,,,,
42,2020-03-12,103:203,159:127,bus,,,,,,,,,,11.0,,,17.0,,,,,,,
42,2020-03-12,103:203,61:413,bus,,,,,,17.0,,,,,,,,,,,,,,
42,2020-03-12,103:203,61:413,private_transport,,,,,,43.0,,,,,,,,,,,,,,
42,2020-03-12,103:203,86:105,bus,,,,,,11.0,,,,,,,,,,,,,,
42,2020-03-12,104:202,50:412,private_transport,,,,,,,,,,,,,10.0,,,,,,,
42,2020-03-12,104:202,54:419,private_transport,,,,,,,,,,26.0,,,,,,,,,,
42,2020-03-12,104:202,56:416,private_transport,78.0,,,,,,,,,,,,,,,,,,,
42,2020-03-12,104:202,58:303,private_transport,41.0,,,,,,,,,,,,,,,,,,,
42,2020-03-12,104:202,72:411,private_transport,,,,,,,,,,,,,,,,,,39.0,,
42,2020-03-12,105:201,54:419,private_transport,,,,,,,,,,88.0,,,,,,,,,,
42,2020-03-12,106:208,50:412,private_transport,,,,,,,,,,,,,10.0,,,,,,,
42,2020-03-12,107:207,50:412,private_transport,,,,,,,,,,42.0,,,11.0,,,,,,,
42,2020-03-12,108:170,95:112,bus,,,,,,,,,13.0,,,,,,,,,,,
42,2020-03-12,108:170,95:112,private_transport,,,,,,,,,49.0,,,,,,,,,,,
42,2020-03-12,108:170,56:416,private_transport,,,,,,,,,,,,,,,,,,,,11.0
42,2020-03-12,108:170,103:203,bus,,,,,,,,,,,,16.0,,,,,,,,
42,2020-03-12,108:170,113:157,private_transport,,,,,,,,,33.0,,,,,,,,,,,
42,2020-03-12,108:170,117:153,private_transport,,,,,,,,,15.0,,,,,,,,,,,
42,2020-03-12,108:170,131:139,private_transport,,,,,,,,,10.0,,,,,,,,,,,
42,2020-03-12,108:170,132:138,bus,,,,,,,,,11.0,,,,,,,,,,,
42,2020-03-12,108:170,132:138,private_transport,,,,,,,,,16.0,,,,,,,,,,,
42,2020-03-12,108:170,148:122,bus,,,,,,,,,,,,,,,16.0,,,,,
42,2020-03-12,109:169,50:412,private_transport,,,,,,,,,,,,11.0,,,,,,,,
42,2020-03-12,109:169,159:127,private_transport,,,,,,,,,,,16.0,,,,,,,,,
42,2020-03-12,109:169,56:416,private_transport,,,,,,,,,,,,,,,,,,36.0,,
42,2020-03-12,109:169,58:303,bus,,,,,,,,,,22.0,,,,,,,,,,
42,2020-03-12,109:169,58:303,private_transport,,,,,34.0,,,,,,,,,,,,,,,
42,2020-03-12,109:169,63:414,private_transport,,,,,,,,,,,,23.0,,,,,,,,
42,2020-03-12,110:168,56:416,private_transport,106.0,,,,,,,,,,,,,,,,,,,
42,2020-03-12,110:168,58:303,private_transport,70.0,,,,,,,,,,,,,,,,,,,
42,2020-03-12,110:168,72:411,private_transport,,,,,,,,,,,,,,,,,,65.0,,
42,2020-03-12,110:168,151:119,private_transport,,,,,12.0,,,,,,,,,,,,,,,
42,2020-03-12,110:168,152:134,bus,,,,,14.0,,,,,,,,,,,,,,,
42,2020-03-12,110:168,152:134,private_transport,,,,,10.0,,,,,,,,,,,,,,,
42,2020-03-12,110:168,154:132,bus,,,,,50.0,,,,,,,,,,,,,,,
42,2020-03-12,110:168,154:132,private_transport,,,,,27.0,,,,,,,,,,,,,,,
42,2020-03-12,110:168,45:319,bus,,,,,39.0,,,,,,,,,,,,,,,
42,2020-03-12,110:168,45:319,private_transport,,,,,68.0,,,,,,,,,,,,,,,
42,2020-03-12,110:168,89:118,bus,,,,,35.0,,,,,,,,,,,,,,,
42,2020-03-12,110:168,89:118,private_transport,,,,,17.0,,,,,,,,,,,,,,,
42,2020-03-12,111:167,56:416,private_transport,16.0,,,,,,,,,,,,,,,,,,,
42,2020-03-12,111:167,72:411,private_transport,,,,,,,,,,,,,,,,,,21.0,,
42,2020-03-12,111:167,148:122,private_transport,,,,,,,24.0,,,,,,,,,,,,,
42,2020-03-12,111:167,150:120,private_transport,,,,,,,12.0,,,,,,,,,,,,,
42,2020-03-12,111:167,157:129,bus,,,,,,,11.0,,,,,,,,,,,,,
42,2020-03-12,113:157,95:112,bus,,,,17.0,,,15.0,,12.0,,,,,,,,,,,
42,2020-03-12,113:157,95:112,private_transport,,,,,,,,,12.0,,,,,,,,,,,
