ProjectID,Date,Origin,Destination,Modo,0000_0059,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
42,2019-11-12,100:206,143:143,bus,,,,,,,,,,,,,,,,,14.0,,,,
42,2019-11-12,100:206,159:127,bus,,,,,,,,,,,,,,,,,27.0,,,,
42,2019-11-12,100:206,45:319,bus,,,,,,,,,,,,,20.0,,,,,,,,
42,2019-11-12,100:206,45:319,private_transport,,,,,,,,,,,,,13.0,,,,,,,,
42,2019-11-12,100:206,76:314,bus,,,,,,,,,,,,,,,,11.0,,,,,
42,2019-11-12,100:206,77:312,bus,,,,,,,,,,,,,11.0,,,,,,,,
42,2019-11-12,100:206,83:108,bus,,,,,,,,,,,,,,,,,12.0,,,,
42,2019-11-12,101:205,45:319,bus,,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-12,101:205,45:319,private_transport,,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-12,101:205,76:314,bus,,,,,12.0,,,,,,,,,,,,,,,,
42,2019-11-12,101:205,76:314,private_transport,,,,,14.0,,,,,,,,,,,,,,,,
42,2019-11-12,101:205,89:118,bus,,,,,,10.0,,,,,,,,,,,,,,,
42,2019-11-12,103:203,103:203,bus,,,,,,,23.0,,,,,,,,,,,,,,
42,2019-11-12,103:203,103:203,private_transport,,,,,,,18.0,,,,,,,,,,,,,,
42,2019-11-12,103:203,131:139,bus,,,,,,,20.0,,,,,,,,,,,,,,
42,2019-11-12,103:203,131:139,private_transport,,,,,,,18.0,,,,,,,,,,,,,,
42,2019-11-12,103:203,138:148,bus,,,,,,,,,,,,,,25.0,,,,,,,
42,2019-11-12,103:203,58:303,bus,,,,,,,16.0,,,,,,,,,,,,,,
42,2019-11-12,103:203,58:303,private_transport,,,,,,,14.0,,,,,,,,,,,,,,
42,2019-11-12,103:203,87:104,bus,,,,,,,,18.0,,,,,,,,,,,,,
42,2019-11-12,103:203,87:104,private_transport,,,,,,,,20.0,,,,,,,,,,,,,
42,2019-11-12,103:203,91:116,private_transport,,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-12,104:202,100:206,bus,,,,,,,,,,,,,,13.0,,,,,,,
