ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
41,2020-03-03,100:206,107:207,bus,,,,,,,,,,,,,,14.0,,,,,,
41,2020-03-03,100:206,107:207,private_transport,,,,,,,,,,,,,,12.0,,,,,,
41,2020-03-03,100:206,154:132,bus,,,12.0,,,,,,,,,,,,,,,,,
41,2020-03-03,100:206,154:132,private_transport,,,20.0,,,,,,,,,,,,,,,,,
41,2020-03-03,100:206,89:118,bus,,,11.0,,,,,,,,,,,,,,,,,
41,2020-03-03,100:206,89:118,private_transport,,,14.0,,,,,,,,,,,,,,,,,
41,2020-03-03,101:205,154:132,bus,,,,14.0,,,,,,,,,,,,,,,,
41,2020-03-03,101:205,89:118,bus,,,,12.0,10.0,,,,,,,,,,,,,,,
41,2020-03-03,101:205,89:118,private_transport,11.0,,,,,,,,,,,,,,,,,,,
41,2020-03-03,101:205,101:205,bus,,,,10.0,12.0,,,,,,,,,13.0,,,,,,
41,2020-03-03,101:205,101:205,private_transport,13.0,,,11.0,,,,,,,,,,11.0,,,,,,
41,2020-03-03,101:205,110:168,bus,,,,14.0,,,,,,,,,,,,,,,,
41,2020-03-03,101:205,110:168,private_transport,35.0,,,14.0,,,,,,,,,,,,,,,,
41,2020-03-03,101:205,116:154,bus,,,,,,,,,,,,,,,,,,,10.0,
41,2020-03-03,101:205,126:160,bus,,,,,,,,13.0,,,,,,,,,,,,
41,2020-03-03,101:205,126:160,private_transport,,,,,,,,16.0,,,,,,,,,,,,
41,2020-03-03,101:205,127:159,bus,,,11.0,,,,,,,,,,,,,,,,,
41,2020-03-03,101:205,127:159,private_transport,,,,,,,,13.0,,,,,,,,,,,,
41,2020-03-03,101:205,129:141,bus,,,,22.0,,,,,,,,,,19.0,,,,,,
41,2020-03-03,101:205,129:141,private_transport,21.0,,,22.0,,,,,,,,,,13.0,,,,,,
41,2020-03-03,101:205,135:135,bus,,,,16.0,,,,,,,,,,,,,,,,
41,2020-03-03,101:205,135:135,private_transport,,,,13.0,,,,,,,,,,,,,,,,
41,2020-03-03,101:205,151:119,bus,,,,,12.0,,,,,,,,,,,,,,,
41,2020-03-03,101:205,151:119,private_transport,,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-03,101:205,156:130,bus,,,,,,,,,,,18.0,,,,,,,,,
41,2020-03-03,101:205,160:110,bus,,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-03,101:205,83:108,bus,,,,,,,,,,,,,,,,15.0,,,,
41,2020-03-03,101:205,83:108,private_transport,,,,,,,,,,,,,,,,13.0,,,,
41,2020-03-03,102:204,110:168,bus,,,,,,,,,,,,,,,12.0,,,,,
41,2020-03-03,102:204,110:168,private_transport,,,,,,,,,,,,,,,12.0,,,,,
41,2020-03-03,106:208,154:132,bus,,,,,,,,,,,14.0,,,,,,,,,
41,2020-03-03,107:207,154:132,bus,,,,,,,,,,,24.0,,,,,,,,,
41,2020-03-03,107:207,154:132,private_transport,,,10.0,,,,,,,,15.0,,,,,,,,,
41,2020-03-03,107:207,89:118,private_transport,,,12.0,,,,,,,,,,,,,,,,,
41,2020-03-03,107:207,83:108,bus,,,,,,,,,,,12.0,,,10.0,,,,,,
41,2020-03-03,107:207,100:206,bus,,,,,,,,,,,,,,14.0,,,,,,
41,2020-03-03,107:207,100:206,private_transport,,,,,,,,,,,,,,12.0,,,,,,
41,2020-03-03,108:170,107:207,bus,,,,,,,,,,,,,,,,,12.0,,,
41,2020-03-03,108:170,154:132,bus,,,,,,,,,10.0,,,,,,,,,,,
41,2020-03-03,108:170,110:168,bus,,,,,,,,,,53.0,,,,,,,,,,
41,2020-03-03,108:170,126:160,bus,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-03,108:170,129:141,bus,,,,,,,,,39.0,,,,,,,,,,,
41,2020-03-03,108:170,129:141,private_transport,,,,,,,,,11.0,,,,,,,,,,,
41,2020-03-03,108:170,135:135,bus,,,,,,,,,,,,,,21.0,,,,,,
41,2020-03-03,108:170,160:110,bus,,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-03,108:170,83:108,bus,,,,,,,,,,,,,,,,13.0,,,,
41,2020-03-03,108:170,83:108,private_transport,,,,,,,,,,,,,,,,17.0,,,,
41,2020-03-03,108:170,100:206,bus,,,,,,,,,,,,,,,,,10.0,,,
41,2020-03-03,108:170,102:204,bus,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-03,108:170,108:170,private_transport,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-03,108:170,111:167,bus,,,,,,,,,,,,,,,15.0,,,,,
41,2020-03-03,108:170,111:167,private_transport,,,,,,,,,,,,,,,20.0,,,,,
41,2020-03-03,108:170,117:153,bus,,,,,,,,,,,,,,,,,,,11.0,
41,2020-03-03,108:170,118:152,bus,,,,,,,,,,,,,,,,,,,17.0,
41,2020-03-03,108:170,134:136,private_transport,,,,,,,,,,,,,,12.0,,,,,,
41,2020-03-03,108:170,143:143,bus,,,,,,,,,,,,,,,,10.0,,,,
41,2020-03-03,108:170,143:143,private_transport,,,,,,,,,,,,,,,,11.0,,,,
41,2020-03-03,108:170,148:122,bus,,,,,,,,,,,,,,,28.0,,,,,
41,2020-03-03,108:170,148:122,private_transport,,,,,,,,,,,,,,,41.0,,,,,
41,2020-03-03,108:170,152:134,private_transport,,,,,,,,,12.0,,,,,,,,,,,
41,2020-03-03,108:170,153:133,bus,,,,,,,,,11.0,,,,,,,,,,,
41,2020-03-03,108:170,96:111,bus,,,,,16.0,,,,,,,,,,,,,,,
41,2020-03-03,109:169,107:207,bus,,,,,,,,,,,,12.0,,,,,,,,
41,2020-03-03,109:169,126:160,bus,,,,,,20.0,,,,,,,,,,,,,,
41,2020-03-03,109:169,126:160,private_transport,,,,,,14.0,,,,,,,,,,,,,,
41,2020-03-03,109:169,83:108,bus,,,,,13.0,,,,,11.0,14.0,,,,,,,,,
41,2020-03-03,109:169,106:208,bus,,,,,,,,,,,,12.0,,,,,,,,
41,2020-03-03,109:169,112:158,bus,,,,,,,,,,,,19.0,,,,,,,,
41,2020-03-03,109:169,112:158,private_transport,,,,,,,,,,,,12.0,,,,,,,,
41,2020-03-03,109:169,130:140,bus,,,,,,,,,,,,,11.0,,,,,,,
41,2020-03-03,109:169,57:310,bus,,,,,,,,,,,,10.0,,,,,,,,
41,2020-03-03,109:169,98:217,bus,,,,,,,,,,15.0,,,,,,,,,,
41,2020-03-03,109:169,98:217,private_transport,,,,,12.0,,,,,,,,,,,,,,,
41,2020-03-03,110:168,110:168,bus,,,,,,,,54.0,,,,,,,,,,,,
41,2020-03-03,110:168,110:168,private_transport,,,,,,,,27.0,,,,,,,,,,,,
41,2020-03-03,110:168,129:141,bus,,,,,,,,,,,,,22.0,,,,,,,
41,2020-03-03,110:168,129:141,private_transport,,,,,,,,,,,,,11.0,,,,,,,
41,2020-03-03,110:168,83:108,bus,,,,,,11.0,,,,,,,16.0,,,,,,,
41,2020-03-03,110:168,83:108,private_transport,,,,,,14.0,,,,,,,,,,,,,,
41,2020-03-03,110:168,130:140,bus,,,,,,,,,,,,,28.0,,,,,,,
41,2020-03-03,110:168,130:140,private_transport,,,,,,,,,,,,,15.0,,,,,,,
41,2020-03-03,110:168,98:217,bus,,,,,,21.0,,11.0,,,,,,,,,,,,
41,2020-03-03,110:168,98:217,private_transport,,,,,,23.0,,14.0,,,,,,,,,,,,
41,2020-03-03,110:168,109:169,bus,,,,,,12.0,,,,,,,,,,,,,,
41,2020-03-03,110:168,109:169,private_transport,,,,,,14.0,,,,,,,,,,,,,,
41,2020-03-03,110:168,128:142,bus,,,,,,10.0,,,,,,,,,,,,,,
41,2020-03-03,110:168,128:142,private_transport,,,,,,12.0,,,,,,,,,,,,,,
41,2020-03-03,111:167,137:149,bus,,,,,,,10.0,,,,,,,,,,,,,
41,2020-03-03,111:167,137:149,private_transport,,,,,,,10.0,,,,,,,,,,,,,
41,2020-03-03,111:167,86:105,bus,,,,,,,12.0,,,,,,,,,,,,,
41,2020-03-03,111:167,86:105,private_transport,,,,,,,11.0,,,,,,,,,,,,,
41,2020-03-03,111:167,87:104,bus,,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-03,111:167,87:104,private_transport,,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-03,111:167,91:116,bus,,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-03,112:158,154:132,bus,,,,,,,,,,,27.0,,,,,,,,,
41,2020-03-03,112:158,153:133,private_transport,,,,,,,,,,,13.0,,,,,,,,,
41,2020-03-03,116:154,116:154,bus,,,,,,,,,,,,,,,14.0,,,,,
41,2020-03-03,116:154,118:152,bus,,,,,,,,16.0,,,,,,,,,,,,
41,2020-03-03,116:154,118:152,private_transport,,,,,,,,,,,,,,,11.0,,,,,
41,2020-03-03,116:154,139:147,private_transport,,,,,,,,11.0,,,,,,,,,,,,
41,2020-03-03,116:154,95:112,bus,,,,,,,,,,,,,,,13.0,,,,,
41,2020-03-03,118:152,116:154,bus,,,,,,,,,,,,,,,18.0,,,,,
41,2020-03-03,118:152,116:154,private_transport,,,,,,,,11.0,,,,,,,,,,,,
41,2020-03-03,118:152,118:152,bus,,,,,,,,16.0,,,,,,,20.0,,,,,
41,2020-03-03,118:152,118:152,private_transport,,,,,,,,,,,,,,,13.0,,,,,
41,2020-03-03,118:152,139:147,bus,,,,,,,,,,,,,,,15.0,,,,,
41,2020-03-03,118:152,95:112,bus,,,,,,,,12.0,,,,,,,,,,,,
41,2020-03-03,120:166,126:160,bus,,,,36.0,,,,,,,,,,,,,,,,
41,2020-03-03,120:166,126:160,private_transport,,,,14.0,,,,,,,,,,,,,,,,
41,2020-03-03,120:166,90:117,bus,,,,18.0,,,,,,,,,,,,,,,,
41,2020-03-03,120:166,99:101,bus,,,,,,,,,,11.0,,,,,,,,,,
41,2020-03-03,120:166,99:101,private_transport,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-03,121:165,87:104,bus,,,,,25.0,,,,,,,,,,,,,,,
41,2020-03-03,121:165,87:104,private_transport,,,,,17.0,,,,,,,,,,,,,,,
41,2020-03-03,123:163,154:132,private_transport,12.0,,,,,,,,,,,,,,,,,,,
41,2020-03-03,123:163,153:133,private_transport,11.0,,,,,,,,,,,,,,,,,,,
41,2020-03-03,126:160,154:132,bus,,,,,23.0,,,,,,,,,,,,,,,
41,2020-03-03,126:160,89:118,bus,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-03,126:160,126:160,bus,,,,,,,,,,,,26.0,,,,,,,,
41,2020-03-03,126:160,126:160,private_transport,,,,,,,,,,,,23.0,,,,,,,,
41,2020-03-03,126:160,127:159,bus,,,,,,,,,15.0,,,33.0,,,,,,,,
41,2020-03-03,126:160,127:159,private_transport,,,,,,,,,,,,18.0,,,,,,,,
41,2020-03-03,126:160,129:141,bus,,,,,,20.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,129:141,private_transport,,,,,,20.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,151:119,private_transport,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-03,126:160,156:130,bus,,,,,,42.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,156:130,private_transport,,,,,,17.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,83:108,bus,,,,,,17.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,134:136,bus,,,,,,15.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,134:136,private_transport,,,,,,,,,,,,,,11.0,,,,,,
41,2020-03-03,126:160,152:134,bus,,,,,,,,,,,,11.0,,,,,,,,
41,2020-03-03,126:160,96:111,bus,,,,,13.0,,,,,,,,,,,,,,,
41,2020-03-03,126:160,130:140,bus,,,,,,16.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,130:140,private_transport,,,,,,16.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,95:112,bus,,,,,,,,,,,,,,,,,,,11.0,
41,2020-03-03,126:160,145:125,bus,,,,,,12.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,155:131,private_transport,,,,,,17.0,,,,,,,,,,,,,,
41,2020-03-03,126:160,97:102,bus,,,,,,,18.0,,11.0,,,,,,,,,,,
41,2020-03-03,127:159,154:132,bus,,,,,25.0,,,,,,,,,,,,,,,10.0
41,2020-03-03,127:159,89:118,bus,,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-03,127:159,89:118,private_transport,,,,,17.0,,,,,,,,,,,,,,,
41,2020-03-03,128:142,83:108,bus,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-03,128:142,143:143,bus,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-03,128:142,112:158,bus,,,,,,,,,,,,18.0,,,,,,,,
41,2020-03-03,128:142,98:217,bus,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-03,129:141,154:132,bus,,,,44.0,,,,,,13.0,19.0,,,,,,,,,
41,2020-03-03,129:141,154:132,private_transport,,,,15.0,,,,,,,14.0,,,,,,,,,
41,2020-03-03,129:141,89:118,bus,,,,39.0,,,,,,,,,,13.0,,,,,,
41,2020-03-03,129:141,89:118,private_transport,,,,16.0,,,,,,,,,,,,,,,,
41,2020-03-03,129:141,101:205,bus,,,,18.0,,,,,,,,,,11.0,,,,,,
41,2020-03-03,129:141,110:168,private_transport,79.0,,,,,,,,,,,,,,,,,,,
41,2020-03-03,129:141,127:159,bus,,,,,18.0,,,,,,,,,,,,,,,
41,2020-03-03,129:141,129:141,bus,,,,31.0,,,,,,,,,,47.0,,,,,,
41,2020-03-03,129:141,129:141,private_transport,,,,40.0,,,,,,,,,,24.0,,,,,,
41,2020-03-03,129:141,83:108,private_transport,,,,,,,,,,,,10.0,,,,,,,,
41,2020-03-03,129:141,153:133,bus,,,,,,,10.0,,,,,,,,,,,,,
41,2020-03-03,129:141,130:140,bus,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-03,129:141,87:104,private_transport,,,,10.0,,,,,,,,,,,,,,,,
41,2020-03-03,129:141,122:164,bus,,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-03,129:141,122:164,private_transport,,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-03,129:141,94:113,private_transport,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-03,130:140,154:132,bus,,,,,,,,,,14.0,29.0,,,,,,,,,
41,2020-03-03,130:140,129:141,bus,,,,,,,,,,,,,,,,,,10.0,,
41,2020-03-03,130:140,153:133,bus,,,,,,,,,,11.0,11.0,,,,,,,,,
41,2020-03-03,130:140,130:140,bus,,,,,,,,,,,10.0,,,,,,,,,
41,2020-03-03,130:140,130:140,private_transport,,,,,,,10.0,,,,,,,,,,,,,
41,2020-03-03,130:140,97:102,bus,,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-03,130:140,97:102,private_transport,,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-03,130:140,122:164,bus,,,,,12.0,,,,,,,,,,,,,,,
41,2020-03-03,130:140,122:164,private_transport,,,,,12.0,,,,,,,,,,,,,,,
41,2020-03-03,130:140,93:114,bus,,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-03,134:136,139:147,bus,,,,,,,,,,11.0,,,,,,,,,,
41,2020-03-03,134:136,155:131,bus,,,,,,,,,,,,,10.0,,,,,,,
41,2020-03-03,134:136,141:145,bus,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-03,136:150,126:160,private_transport,,,,12.0,,,,,,,,,,,,,,,,
41,2020-03-03,136:150,90:117,private_transport,,,,10.0,,,,,,,,,,,,,,,,
41,2020-03-03,137:149,110:168,bus,,,,53.0,,,,,,,,,,,,,,,,
41,2020-03-03,137:149,111:167,bus,,,,16.0,,,,,,,,,,,,,,,,
41,2020-03-03,137:149,104:202,bus,,,,33.0,,,,,,,,,,,,,,,,
41,2020-03-03,139:147,116:154,bus,,,,,,,,14.0,,,,,10.0,,,,,,,
41,2020-03-03,139:147,118:152,bus,,,,,,,,10.0,,,,,,,,,,,,
41,2020-03-03,139:147,118:152,private_transport,,,,,,,,,,,,,,,10.0,,,,,
41,2020-03-03,139:147,139:147,bus,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-03,139:147,95:112,private_transport,,,,,,,,,,,,,10.0,,11.0,,,,,
41,2020-03-03,139:147,141:145,private_transport,,13.0,,,,,,,,10.0,,,,,,,,,,
41,2020-03-03,139:147,140:146,private_transport,,16.0,,,,,,,,,,,,,,,,,,
41,2020-03-03,140:146,116:154,private_transport,,,,,,,,,,,,,12.0,,,,,,,
41,2020-03-03,140:146,118:152,bus,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-03,140:146,118:152,private_transport,,11.0,,,,,,,,,,,,,,,,,,
41,2020-03-03,140:146,139:147,bus,,,,,,,,,,15.0,,,,,,,,,,
41,2020-03-03,140:146,95:112,private_transport,,,,,,,,,,,,,10.0,,,,,,,
41,2020-03-03,140:146,141:145,bus,,,,,,,,,,16.0,,,,,,,,,,
41,2020-03-03,140:146,141:145,private_transport,,24.0,,,,,,,,14.0,,,,,,,,,,
41,2020-03-03,140:146,140:146,bus,,,,,,,,,,17.0,,,,,,,,,,
41,2020-03-03,140:146,140:146,private_transport,,26.0,,,,,,,,,,,,,,,,,,
41,2020-03-03,141:145,116:154,private_transport,,,,,,,,,,,,,13.0,,,,,,,
41,2020-03-03,141:145,126:160,private_transport,,,,17.0,,,,,,,,,,,,,,,,
41,2020-03-03,141:145,118:152,bus,,,,,,,,,,,,,15.0,,,,,,,
41,2020-03-03,141:145,118:152,private_transport,,,,,,,,,,,,,10.0,,,,,,,
41,2020-03-03,141:145,139:147,bus,,,,,,,,,,15.0,,,13.0,,,,,,,
41,2020-03-03,141:145,139:147,private_transport,,,,,,,,,,11.0,,,,,,,,,,
41,2020-03-03,141:145,99:101,private_transport,,,,,,,,,,13.0,,,,,,,,,,
