ProjectID,Date,Origin,Destination,Modo,0000_0059,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
41,2020-03-11,100:206,122:164,bus,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-11,100:206,126:160,bus,,,10.0,34.0,,,,,,,,,,,,,,,
41,2020-03-11,100:206,127:159,bus,,,,17.0,,,,,,,,,,,,,,,
41,2020-03-11,100:206,127:159,private_transport,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-11,100:206,58:303,private_transport,,,,,36.0,,,,,,,,,,,,,,
41,2020-03-11,100:206,90:117,bus,,,,15.0,,,,,,,,,,,,,,,
41,2020-03-11,100:206,90:117,private_transport,,,,11.0,,,,,,,,,,,,,,,
41,2020-03-11,100:206,97:102,bus,,,19.0,12.0,,,,,,,,,,,,21.0,,,
41,2020-03-11,101:205,97:102,bus,,,12.0,,,,,,,,,,,,,,,,
41,2020-03-11,103:203,122:164,bus,,,,,,,,,,,,,15.0,,,,,,
41,2020-03-11,103:203,126:160,bus,,,,,,,22.0,,,,,,,,,,,,
41,2020-03-11,103:203,126:160,private_transport,,,,,,,10.0,,,,,,,,,,,,
41,2020-03-11,103:203,127:159,private_transport,,,,,,,,,,,,,11.0,,,,,,
41,2020-03-11,103:203,90:117,bus,,,,,,,16.0,,,,,,,,,,,,
41,2020-03-11,103:203,90:117,private_transport,,,,,,,12.0,,,,,,,,,,,,
41,2020-03-11,103:203,123:163,bus,,,,,,,,,,,,,12.0,,,,,,
41,2020-03-11,103:203,160:110,bus,,,,,,,12.0,,,,,,,,,,,,
41,2020-03-11,103:203,160:110,private_transport,,,,,,,10.0,,,,,,,,,,,,
41,2020-03-11,103:203,98:217,bus,,,,,,,,,,,,12.0,,,,,,,
41,2020-03-11,103:203,98:217,private_transport,,,,,,,,,,,,11.0,,,,,,,
41,2020-03-11,107:207,122:164,bus,,,,10.0,,,,,,,,,,,,,,,
41,2020-03-11,107:207,126:160,bus,,,,10.0,,,,,,,,,,,,,,,
