ProjectID,Date,Origin,Destination,Modo,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1900_1959,2100_2159
42,2020-03-11,101:205,32:532,private_transport,,,,,,,,39.0,,,,,,
42,2020-03-11,103:203,103:203,bus,,,,10.0,,,,,,,40.0,,,
42,2020-03-11,103:203,103:203,private_transport,,,,,,,,,,,15.0,,,
42,2020-03-11,103:203,131:139,bus,,,,,,,,,,,15.0,,,
42,2020-03-11,103:203,138:148,bus,,,,10.0,,,,,,,,,,
42,2020-03-11,103:203,58:303,bus,,,,,,,,,,,18.0,,,
42,2020-03-11,104:202,104:202,bus,,,11.0,,,,,,,,,,,
42,2020-03-11,109:169,85:106,bus,12.0,,,,,,,,,,,,,
42,2020-03-11,109:169,90:117,bus,24.0,,,,,,,,,,,,,
42,2020-03-11,110:168,110:168,bus,,,20.0,,,,,,,,,,,
42,2020-03-11,110:168,110:168,private_transport,,,15.0,,,,,,,,,,,
42,2020-03-11,111:167,110:168,bus,,,10.0,,,,,,,,,,,
42,2020-03-11,111:167,134:136,bus,,,,,,,,,,11.0,,,,
42,2020-03-11,111:167,134:136,private_transport,,,,,,,,,,11.0,,,,
42,2020-03-11,113:157,85:106,bus,,,,,,,,,,,,,,13.0
42,2020-03-11,113:157,85:106,private_transport,,,,,,,,,,,,,,12.0
42,2020-03-11,113:157,158:128,bus,,,,,,,,,,,,,,15.0
42,2020-03-11,113:157,158:128,private_transport,,,,,,,,,,,,,,14.0
42,2020-03-11,113:157,84:107,bus,,,,,,,,,,,,,,17.0
42,2020-03-11,113:157,84:107,private_transport,,,,,,,,,,,,,,16.0
42,2020-03-11,116:154,101:205,bus,,,,10.0,,,,,,,,,,
42,2020-03-11,116:154,116:154,bus,,,,,,,,,,,13.0,,,
42,2020-03-11,116:154,121:165,bus,,10.0,,,,,,,,,,,,
42,2020-03-11,116:154,121:165,private_transport,,12.0,,,,,,,,,,,,
42,2020-03-11,116:154,152:134,bus,,,,,,,,,25.0,,,,,
42,2020-03-11,116:154,153:133,bus,,,,,,,,,15.0,,,,,
42,2020-03-11,116:154,160:110,bus,,,,13.0,,,,,,,,,,
42,2020-03-11,117:153,152:134,bus,,,,,,,,,12.0,,,,,
42,2020-03-11,117:153,154:132,bus,,,,,,,,,11.0,,,,,
42,2020-03-11,118:152,116:154,bus,,,,,,,,,,,10.0,,,
42,2020-03-11,118:152,152:134,bus,,,,,,,,,19.0,,,,,
42,2020-03-11,118:152,152:134,private_transport,,,,,,,,,13.0,,,,,
