ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959
41,2020-03-04,100:206,126:160,bus,,,,,,,,,,,,,29.0,,,,
41,2020-03-04,100:206,126:160,private_transport,,,,,,,,,,,,,16.0,,,,
41,2020-03-04,100:206,97:102,bus,,,,,,,,,,,,,10.0,,,,
41,2020-03-04,107:207,126:160,bus,,,,,,,,,,,,,23.0,,,,
41,2020-03-04,107:207,90:117,private_transport,,,,,,,,,,,,,10.0,,,,
41,2020-03-04,109:169,126:160,bus,,11.0,,,,,,,,,,,,24.0,,,
41,2020-03-04,109:169,126:160,private_transport,,15.0,,,,,,,,,,,,18.0,,,
41,2020-03-04,109:169,97:102,bus,,,,,,,,,,,,,,,15.0,,
41,2020-03-04,109:169,90:117,bus,,,,,,,,,,,,,,10.0,17.0,,
41,2020-03-04,109:169,90:117,private_transport,,,,,,,,,,,,,,14.0,,,
41,2020-03-04,109:169,109:169,bus,,,,,23.0,,,34.0,,,,,,,,,
41,2020-03-04,109:169,109:169,private_transport,,,,,,,,24.0,,,,,,,,,
41,2020-03-04,109:169,110:168,bus,,,,,11.0,,,10.0,,,,,,,16.0,,
41,2020-03-04,109:169,110:168,private_transport,,,,,,,,,,,,,,,33.0,,
41,2020-03-04,109:169,120:166,bus,,,,,,,,,,,,,12.0,,,,
41,2020-03-04,109:169,122:164,bus,,,,,,,,,,,,,,,23.0,,13.0
41,2020-03-04,109:169,123:163,bus,,,,,,,18.0,,,,,,,,,,
41,2020-03-04,109:169,133:137,bus,,,21.0,,,,,,,,,,,,,,
41,2020-03-04,109:169,133:137,private_transport,,,20.0,,,,,,,,,,,,,,
41,2020-03-04,109:169,141:145,private_transport,,,,,,,,,,,,,12.0,,,,
41,2020-03-04,109:169,145:125,bus,,,,,,,,,,,,,11.0,,,,
41,2020-03-04,109:169,145:125,private_transport,,,,,,,,,,,,,10.0,,,,
41,2020-03-04,109:169,149:121,bus,,,,,,,,,,,,,,,18.0,,
41,2020-03-04,109:169,154:132,bus,,,,,,,,,,,,17.0,,,,,
41,2020-03-04,109:169,276:144,bus,,,,,12.0,,,,,,,,,,,,
41,2020-03-04,109:169,45:319,bus,,,,,,,,,53.0,,,,,,,,
41,2020-03-04,109:169,45:319,private_transport,,,,,,,,,28.0,,,,,,,,
41,2020-03-04,109:169,47:320,bus,,,,,,,,,11.0,,,,,,,,
41,2020-03-04,109:169,61:413,private_transport,,,,,,,,,,,,,,36.0,,,
41,2020-03-04,109:169,76:314,bus,,,,18.0,,,,,,,,,,,,,
41,2020-03-04,109:169,83:108,bus,,,,,,22.0,,,,,,,,,,,
41,2020-03-04,109:169,89:118,bus,,,,,,,,,,,,10.0,,,,,
41,2020-03-04,109:169,93:114,bus,,,,,,,33.0,,,,,,,,,,
41,2020-03-04,109:169,93:114,private_transport,,,,,,,10.0,,,,,,,,,,
41,2020-03-04,109:169,94:113,bus,,,,,10.0,,25.0,,,,,,,,,,
41,2020-03-04,109:169,98:217,bus,,,,,,,,21.0,,,,,,10.0,,,
41,2020-03-04,109:169,98:217,private_transport,,,,,,,,14.0,,,,,,,,,
41,2020-03-04,109:169,99:101,bus,,,,,,,,,,,,,35.0,,,,
41,2020-03-04,109:169,99:101,private_transport,,,,,,,,,,,,,22.0,,,,
41,2020-03-04,110:168,97:102,bus,,,,,,,,,,,,,,,,17.0,10.0
41,2020-03-04,110:168,109:169,bus,,,,,,,,19.0,,,,,,,,,
41,2020-03-04,110:168,109:169,private_transport,,,,,,,,16.0,,,,,,,,,
41,2020-03-04,110:168,110:168,bus,,,,,10.0,,,,,,,,,,11.0,,
41,2020-03-04,110:168,110:168,private_transport,,,,,,,,,,,,,,,10.0,,
41,2020-03-04,110:168,122:164,bus,,,,,,,,,,,,,,,,42.0,
41,2020-03-04,110:168,122:164,private_transport,,,,,,,,,,,,,,,,17.0,
41,2020-03-04,110:168,149:121,bus,,,,,,,,,,,,,,,14.0,,
41,2020-03-04,110:168,45:319,bus,,,,,,,,,21.0,,,,,,,,
41,2020-03-04,110:168,45:319,private_transport,,,,,,,,,15.0,,,,,,,,
41,2020-03-04,110:168,93:114,bus,,,,,,,,,,,,,,,,15.0,
41,2020-03-04,110:168,93:114,private_transport,,,,,,,10.0,,,,,,,,,,
41,2020-03-04,110:168,94:113,bus,,,,,,,,,,,,,,,,14.0,
41,2020-03-04,110:168,94:113,private_transport,,,,,,,,,,,,,,,,11.0,
41,2020-03-04,110:168,98:217,bus,,,,,,,,12.0,,,,,,,,,
41,2020-03-04,110:168,99:101,bus,,,,,,,,,,,,,15.0,,,,
41,2020-03-04,110:168,99:101,private_transport,,,,,,,,,,,,,12.0,,,,
41,2020-03-04,110:168,127:159,bus,,,,,,,,,,,,,,,,19.0,
41,2020-03-04,110:168,144:126,bus,,,13.0,,,,,,,,,,,,,,
41,2020-03-04,110:168,150:120,bus,,,,,,,,,,,,,,,11.0,,
41,2020-03-04,111:167,111:167,bus,,,,,,,,12.0,,,,,,,,,
41,2020-03-04,111:167,157:129,bus,,,,,,,,19.0,,,,,,,,,
41,2020-03-04,111:167,157:129,private_transport,,,,,,,,15.0,,,,,,,,,
41,2020-03-04,111:167,158:128,private_transport,,,,,,,,11.0,,,,,,,,,
41,2020-03-04,113:157,132:138,bus,,,,,,,11.0,,,,,,,,,,
41,2020-03-04,113:157,95:112,bus,,,,,,,17.0,,,,,,,,,,
41,2020-03-04,113:157,95:112,private_transport,,,,,,,13.0,,,,,,,,,,
41,2020-03-04,115:155,137:149,private_transport,,,10.0,,,,,,,,,,,,,,
41,2020-03-04,116:154,110:168,bus,,,,,,,,,,,19.0,,,,,,
41,2020-03-04,116:154,110:168,private_transport,,,,,,,,,,,12.0,,,,,,
41,2020-03-04,116:154,95:112,bus,,,,,10.0,,,,,,,,,,,,
41,2020-03-04,116:154,117:153,bus,,,,,,,,,,,,10.0,,,,,
41,2020-03-04,116:154,118:152,bus,,,,,18.0,16.0,,,,,,,,,,,
41,2020-03-04,116:154,139:147,bus,,,,,,11.0,,,,,,,,,,,
41,2020-03-04,117:153,95:112,bus,,,,,,,11.0,,,,,,,,,,
41,2020-03-04,118:152,95:112,bus,,,,,18.0,15.0,,,,,,,,,,,
41,2020-03-04,118:152,118:152,bus,,,,,12.0,,,,,,,,,,,,
41,2020-03-04,118:152,139:147,bus,,,,,14.0,13.0,,,,,,,,,,,
41,2020-03-04,118:152,87:104,bus,,,,,12.0,,,,,,,,,,,,
41,2020-03-04,120:166,133:137,bus,,,,,,,,,,,,,10.0,,,,
41,2020-03-04,120:166,116:154,bus,,,,,,,,,,,,,13.0,,,,
41,2020-03-04,120:166,134:136,private_transport,,,,,,,,,,,,,14.0,,,,
41,2020-03-04,120:166,135:135,bus,,,,,,,,,,,,,21.0,,,,
41,2020-03-04,122:164,97:102,bus,,,,,,,,,,,,,,,13.0,,
41,2020-03-04,122:164,122:164,bus,,,,,,11.0,,,,,,,,,14.0,,
41,2020-03-04,122:164,122:164,private_transport,,,,,,,,,,,,,,,11.0,,
41,2020-03-04,122:164,123:163,bus,,,,,,,,,,,,,,,30.0,,
41,2020-03-04,122:164,123:163,private_transport,,,,,,,,,,,,,,,13.0,,
41,2020-03-04,122:164,149:121,bus,,,,,,,,,,,,,,,21.0,,
41,2020-03-04,122:164,93:114,bus,,,,,,,,,,,,,,,25.0,,
41,2020-03-04,122:164,94:113,bus,,,,,,,,,,,,,,,22.0,,
41,2020-03-04,122:164,150:120,bus,,,,,,15.0,,,,,,,,,17.0,,
41,2020-03-04,122:164,156:130,bus,,,,,,20.0,,,,,,,,,,,
41,2020-03-04,122:164,64:306,private_transport,,,,,,64.0,,,,,,,,,,,
41,2020-03-04,122:164,91:116,bus,,,,,,12.0,,,,,,,,,,,
41,2020-03-04,123:163,109:169,bus,,,,,,,,,,,10.0,,,,11.0,,
41,2020-03-04,123:163,110:168,bus,,,,,,,,,,,,,,14.0,,,
41,2020-03-04,123:163,110:168,private_transport,,,,,,,,,,,,,,23.0,,,
41,2020-03-04,123:163,123:163,bus,,,,,16.0,,,,,,17.0,,,,,,
41,2020-03-04,123:163,123:163,private_transport,,,,,11.0,,,,,,,,,,,,
41,2020-03-04,123:163,149:121,bus,,,,,,,,,,,,,,,19.0,,
41,2020-03-04,123:163,93:114,bus,,,,,21.0,,,,,,19.0,,,,,,
41,2020-03-04,123:163,94:113,bus,,,,,10.0,,,,,,,,,,,,
41,2020-03-04,123:163,94:113,private_transport,,,,,10.0,,,,,,,,,,,,
41,2020-03-04,123:163,156:130,bus,,,,,,12.0,,,,,,,,,,,
41,2020-03-04,123:163,104:202,private_transport,,,,,,,,,,,,,,12.0,,,
41,2020-03-04,124:162,124:162,bus,,,,,,,46.0,,,,,,,,,,
41,2020-03-04,124:162,124:162,private_transport,,,,,,,25.0,,,,,,,,,,
41,2020-03-04,124:162,125:161,bus,,,,,,,21.0,,,,,,,,,,
41,2020-03-04,124:162,125:161,private_transport,,,,,,,11.0,,,,,,,,,,
41,2020-03-04,125:161,124:162,bus,,,,,,,24.0,,,,,,,,,,
41,2020-03-04,125:161,124:162,private_transport,,,,,,,13.0,,,,,,,,,,
41,2020-03-04,126:160,97:102,bus,,,,,,,,,,,,,,12.0,,,
41,2020-03-04,126:160,97:102,private_transport,,,,,,,,,,,,,,17.0,,,
41,2020-03-04,126:160,109:169,bus,,,,,12.0,,,,,11.0,,,,,,,
41,2020-03-04,126:160,110:168,bus,,,,,55.0,,,,29.0,,,,,,,,
41,2020-03-04,126:160,110:168,private_transport,,,,,25.0,,,,11.0,,,,,,,,
41,2020-03-04,126:160,149:121,bus,,,,,,,,,11.0,,,,,,,,
41,2020-03-04,126:160,276:144,bus,,,,,,,,,,14.0,,,,,,,
41,2020-03-04,126:160,47:320,bus,,,,,,,,,11.0,,,,,,,,
41,2020-03-04,126:160,47:320,private_transport,,,,,,,,,70.0,,,,,,,,
41,2020-03-04,126:160,76:314,private_transport,,,,,,,,,49.0,,,,,,,,
41,2020-03-04,126:160,98:217,bus,,,,,,,,,,29.0,,,,,,,
41,2020-03-04,126:160,98:217,private_transport,,,,,,,,,,17.0,,,,,,,
41,2020-03-04,126:160,116:154,bus,,,,,,,16.0,,,,,,,,,,
41,2020-03-04,126:160,116:154,private_transport,,,,,,,17.0,,,,,,,,,,
41,2020-03-04,126:160,134:136,private_transport,,,,,,,13.0,,,,,,,,,,
41,2020-03-04,126:160,135:135,bus,,,,,,,38.0,,,,,,,,,,
41,2020-03-04,126:160,135:135,private_transport,,,,,,,31.0,,,,,,,,,,
41,2020-03-04,126:160,84:107,bus,,,,,,,,,,10.0,,,,,,,
41,2020-03-04,126:160,92:115,bus,,,,,,,,,,11.0,,,,,,,
41,2020-03-04,126:160,92:115,private_transport,,,,,,,,,,10.0,,,,,,,
41,2020-03-04,127:159,97:102,bus,,,,,,11.0,,,,,,,,14.0,,,
41,2020-03-04,127:159,109:169,bus,,,,,,,,,,17.0,,,,,,,
41,2020-03-04,127:159,109:169,private_transport,,,,,,,,,,12.0,,,,,,,
41,2020-03-04,127:159,122:164,bus,,,,,,10.0,,,,,,,,,16.0,,
41,2020-03-04,127:159,123:163,private_transport,,,,,,,,,,,,,,,10.0,,
41,2020-03-04,127:159,276:144,bus,,,,,,,,,,14.0,,,,,,,
41,2020-03-04,127:159,93:114,bus,,,,,,,,,,,,,,,21.0,,
41,2020-03-04,127:159,93:114,private_transport,,,,,,,,,,,,,,,15.0,,
41,2020-03-04,127:159,94:113,bus,,,,,,,,,,,,,,,10.0,,
41,2020-03-04,127:159,98:217,bus,,,,,,,,,,26.0,,,,,,,
41,2020-03-04,127:159,150:120,bus,,,,,,13.0,,,,,,,,,,,
41,2020-03-04,127:159,134:136,bus,,,,,,11.0,,,,,,,,,,,
41,2020-03-04,127:159,156:130,bus,,,,,,21.0,,,,,,,,,,,
41,2020-03-04,127:159,64:306,private_transport,,,,,,32.0,,,,,,,,,,,
41,2020-03-04,128:142,126:160,bus,,15.0,,,,,,,,,,,12.0,,,,
41,2020-03-04,128:142,126:160,private_transport,,18.0,,,,,,,,,,,,,,,
41,2020-03-04,128:142,90:117,private_transport,,12.0,,,,,,,,,,,,,,,
41,2020-03-04,128:142,61:413,private_transport,,,,,,,,,,,,,,19.0,,,
41,2020-03-04,131:139,132:138,bus,,,,,,,10.0,,,,,,,,,,
41,2020-03-04,132:138,95:112,bus,,,,,,,16.0,,,,,,,,,,
41,2020-03-04,132:138,113:157,bus,,,,,,,10.0,,,,,,,,,,
41,2020-03-04,132:138,113:157,private_transport,,,,,,,11.0,,,,,,,,,,
41,2020-03-04,134:136,110:168,bus,,,,,,,,,,,22.0,,,,,,
41,2020-03-04,134:136,110:168,private_transport,,,,,,,,,,,14.0,,,,,,
41,2020-03-04,134:136,95:112,private_transport,,,,,,,,,,,,11.0,,,,,
41,2020-03-04,134:136,118:152,bus,,,,,,,,,,,,14.0,,,,,
41,2020-03-04,134:136,87:104,bus,,,,,10.0,,,,,,,,,,,,
41,2020-03-04,135:135,110:168,bus,,,,,,,,,,,55.0,,,,,,
