ProjectID,Date,Origin,Destination,Modo,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
42,2019-11-20,100:206,109:169,bus,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-20,100:206,110:168,bus,,,,,,,,,,31.0,,,,,,,,,,
42,2019-11-20,100:206,110:168,private_transport,,,,,,,,,,14.0,,,,,,,,,,
42,2019-11-20,100:206,143:143,bus,,,,,,,,,,,,,,,15.0,,,,,
42,2019-11-20,100:206,143:143,private_transport,,,,,,,,,,,,,,,12.0,,,,,
42,2019-11-20,100:206,151:119,bus,,,,,26.0,,,,,,,,,,,,,,,
42,2019-11-20,100:206,159:127,bus,,,,,,,,,36.0,,,21.0,,,,,,,,
42,2019-11-20,100:206,159:127,private_transport,,,,,,,,,,,,11.0,,,,,,,,
42,2019-11-20,100:206,78:302,bus,,,,26.0,,,,,,,,,,,,,,,,
42,2019-11-20,100:206,78:302,private_transport,,,,17.0,,,,,,,,,,,,,,,,
42,2019-11-20,100:206,83:108,bus,,,,,,,,,,,,,,,11.0,,,,,
42,2019-11-20,100:206,89:118,bus,,,,,13.0,,,,,,,,,,,,,,,
42,2019-11-20,101:205,159:127,bus,,,,12.0,,,,,,,,,,,,,,,,
42,2019-11-20,101:205,159:127,private_transport,,,,12.0,,,,,,,,,,,,,,,,
42,2019-11-20,101:205,121:165,bus,,,,,,,,,,,,,,12.0,,,,,,
42,2019-11-20,101:205,127:159,bus,,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-20,101:205,129:141,bus,,,,,,,,,,,,,,,19.0,,,,,
42,2019-11-20,101:205,129:141,private_transport,,,,,,,,,,,,,,,13.0,,,,,
42,2019-11-20,101:205,130:140,bus,,,,,,,,,,,,,,,14.0,,,,,
42,2019-11-20,101:205,130:140,private_transport,,,,,,,,,,,,,,,13.0,,,,,
42,2019-11-20,101:205,144:126,bus,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-20,101:205,157:129,private_transport,,,,,,,,,,,,,,10.0,,,,,,
42,2019-11-20,101:205,64:306,private_transport,,,,,,,,,,12.0,,,,,,,,,,
