ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0500_0559,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059
42,2020-03-12,101:205,83:108,bus,,,,,,,,,,10.0,,,,,,,
42,2020-03-12,108:170,9:509,private_transport,,,,,,,,28.0,,,,,,,,,
42,2020-03-12,109:169,146:124,private_transport,,,,,,,,,,,13.0,,,,,,
42,2020-03-12,109:169,45:319,bus,,,,,,,,,,,20.0,,,,,,
42,2020-03-12,109:169,45:319,private_transport,,,,,,,,,,,15.0,,,,,,
42,2020-03-12,110:168,146:124,bus,,,,,,,,,,,46.0,,,,,,
42,2020-03-12,110:168,146:124,private_transport,,,,,,,,,,,26.0,,,,,,
42,2020-03-12,110:168,101:205,bus,,,,,,,,,,,24.0,,,,,,
42,2020-03-12,113:157,134:136,private_transport,,,,,,,,10.0,,,,,,,,,
42,2020-03-12,113:157,135:135,bus,,,,,,,,26.0,,,,,,,,,
42,2020-03-12,113:157,135:135,private_transport,,,,,,,,15.0,,,,,,,,,
42,2020-03-12,113:157,140:146,bus,,15.0,,,,,,,,,,,,,,,
42,2020-03-12,113:157,141:145,bus,,12.0,,,,,,,,,,,,,,,
42,2020-03-12,116:154,120:166,bus,,,,,,,,,,,,,,,,11.0,
42,2020-03-12,116:154,120:166,private_transport,,,,,,,,,,,,,,,,11.0,
42,2020-03-12,116:154,99:101,bus,,,,,,,,,,,,,,,,16.0,
42,2020-03-12,116:154,99:101,private_transport,,,,,,,,,,,,,,,,16.0,
42,2020-03-12,117:153,134:136,private_transport,,,,,,,,10.0,,,,,,,,,
42,2020-03-12,117:153,116:154,bus,,,,,,,,11.0,,,,,,,,,
42,2020-03-12,117:153,47:320,private_transport,,,15.0,,,,,,,,,,,,,,
42,2020-03-12,117:153,85:106,bus,,,,,,,,,,,,,,11.0,,,
42,2020-03-12,117:153,90:117,private_transport,,,,,,,,,,,,,,11.0,,,
42,2020-03-12,118:152,47:320,private_transport,,,29.0,,,,,,,,,,,,,,
42,2020-03-12,118:152,90:117,bus,,,,,,,,,,,,,,24.0,,,
42,2020-03-12,118:152,90:117,private_transport,,,,,,,,,,,,,,16.0,,,
42,2020-03-12,118:152,127:159,bus,,,,,,,,,,,,,,11.0,,,
42,2020-03-12,118:152,76:314,private_transport,,,13.0,,,,,,,,,,,,,,
42,2020-03-12,119:151,140:146,bus,,,,,,17.0,,,,,,,,,,,
42,2020-03-12,119:151,140:146,private_transport,,,,,,10.0,,,,,,,,,,,
42,2020-03-12,119:151,141:145,bus,,,,,,12.0,,,,,,,,,,,
42,2020-03-12,119:151,47:320,private_transport,,,47.0,,,,,,,,,,,,,,
42,2020-03-12,119:151,90:117,bus,,,,,,,,,,,,,,16.0,,,
42,2020-03-12,119:151,90:117,private_transport,,,,,,,,,,,,,,19.0,,,
42,2020-03-12,119:151,127:159,bus,,,,,,,,,,,,,,16.0,,,
42,2020-03-12,119:151,127:159,private_transport,,,,,,,,,,,,,,14.0,,,
42,2020-03-12,119:151,76:314,private_transport,,,32.0,,,,,,,,,,,,,,
42,2020-03-12,119:151,122:164,bus,,,,,,,,,,,,,,19.0,,,
42,2020-03-12,119:151,136:150,private_transport,,,,,,,,,,12.0,,,,,,,
42,2020-03-12,119:151,144:126,bus,,,,,,,,,,,,,10.0,,,,
42,2020-03-12,119:151,93:114,bus,,,,,,,,,,,,,,12.0,,,
42,2020-03-12,119:151,94:113,bus,,,,,,,,,,,11.0,,,,,,
42,2020-03-12,120:166,9:509,private_transport,,,,,,,,,,,,,24.0,,,,
42,2020-03-12,121:165,121:165,bus,,,,,,,,,,,18.0,,,,,,
42,2020-03-12,121:165,121:165,private_transport,,,,,,,,,,,17.0,,,,,,
42,2020-03-12,121:165,137:149,private_transport,,,,,,,,,,,12.0,,,,,,
42,2020-03-12,121:165,84:107,bus,,,,,,,,,,,10.0,,,,,,
42,2020-03-12,121:165,86:105,bus,,,,,,,,,,,18.0,,,,,,
42,2020-03-12,121:165,86:105,private_transport,,,,,,,,,,,14.0,,,,,,
42,2020-03-12,126:160,9:509,private_transport,,,,,,,,17.0,,,,,,,,,
42,2020-03-12,126:160,146:124,bus,,,,,,10.0,,,,,,,,,,,
42,2020-03-12,131:139,135:135,bus,,,,,,,,12.0,,,,,,,,,
42,2020-03-12,132:138,135:135,private_transport,,,,,,,,10.0,,,,,,,,,
42,2020-03-12,134:136,99:101,bus,,,,,,,,,,,,,,,,16.0,
42,2020-03-12,134:136,99:101,private_transport,,,,,,,,,,,,,,,,16.0,
42,2020-03-12,134:136,136:150,private_transport,,,,11.0,,,,,,,,,,,,,
42,2020-03-12,134:136,113:157,private_transport,,,,,,,,,,,,,11.0,,,,
42,2020-03-12,134:136,126:160,bus,,,,,,,,11.0,,,,,,,,,
42,2020-03-12,135:135,120:166,bus,,,,,,,,,,,,,,,,14.0,
42,2020-03-12,135:135,120:166,private_transport,,,,,,,,,,,,,,,,14.0,
42,2020-03-12,135:135,99:101,bus,,,,,,,,,,,,,,,,32.0,
42,2020-03-12,135:135,99:101,private_transport,,,,,,,,,,,,,,,,34.0,
42,2020-03-12,135:135,102:204,bus,,,,,,,,,,,,,,,,11.0,
42,2020-03-12,135:135,102:204,private_transport,,,,,,,,,,,,,,,,11.0,
42,2020-03-12,136:150,45:319,bus,,,,,,,,,,20.0,20.0,10.0,,,17.0,,
42,2020-03-12,136:150,45:319,private_transport,,,,,,,,,,,10.0,,,,,,
42,2020-03-12,136:150,134:136,private_transport,,,,,,,,,,,50.0,,,,,,
42,2020-03-12,136:150,135:135,private_transport,,,,,,,,,,,22.0,,,,,,
42,2020-03-12,136:150,140:146,bus,,,,,,,,,,,,15.0,,,,,
42,2020-03-12,136:150,140:146,private_transport,,,,,,,,,,,,10.0,,,,,
42,2020-03-12,136:150,141:145,bus,,,,,,11.0,,,,,,,,,,,
42,2020-03-12,136:150,47:320,private_transport,,,15.0,,,,,,,,,76.0,,,,,
42,2020-03-12,136:150,90:117,bus,,,,,,,,,,,,,,13.0,,,
42,2020-03-12,136:150,90:117,private_transport,,,,,,,,,,,,,,14.0,,,
42,2020-03-12,136:150,76:314,private_transport,,,15.0,,,,,,,,,48.0,,,,,
42,2020-03-12,136:150,136:150,bus,,,,,,,,,,71.0,77.0,18.0,,,99.0,,
42,2020-03-12,136:150,136:150,private_transport,,,,,,,,,,38.0,33.0,,,,15.0,,
42,2020-03-12,136:150,144:126,bus,,,,,,,,,,,,,34.0,,,,
42,2020-03-12,136:150,144:126,private_transport,,,,,,,,,,,,,25.0,,,,
42,2020-03-12,136:150,109:169,bus,,,,,,,,,,,14.0,,,,,,
42,2020-03-12,136:150,109:169,private_transport,,,,,,,,,,,12.0,,,,,,
42,2020-03-12,136:150,110:168,bus,,,,,,,,,,,81.0,,,,,,
42,2020-03-12,136:150,110:168,private_transport,,,,,,,,,,,14.0,,,,,,
42,2020-03-12,136:150,118:152,bus,,,,,,,,,,,,22.0,,,,,
42,2020-03-12,136:150,118:152,private_transport,,,,,,,,,,,,11.0,,,,,
42,2020-03-12,136:150,119:151,bus,,,,,,,,,,16.0,,39.0,,,,,
42,2020-03-12,136:150,119:151,private_transport,,,,,,,,,,,,20.0,,,,,
42,2020-03-12,136:150,123:163,bus,,,,,,,,,,,,,,11.0,,,
42,2020-03-12,136:150,133:137,bus,,,,,,,,,,,,,44.0,,,,
42,2020-03-12,136:150,133:137,private_transport,,,,,,,,,,,,,19.0,,,,
42,2020-03-12,136:150,154:132,bus,,,,,,,39.0,,,,,,,,,,
42,2020-03-12,136:150,154:132,private_transport,,,,,,,21.0,,,,,,,,,,
42,2020-03-12,136:150,155:131,private_transport,,,,,,,,,,,56.0,,,,,,
42,2020-03-12,136:150,61:413,private_transport,,,,132.0,,,,,,,,,,,,,
42,2020-03-12,136:150,89:118,bus,,,,,,,32.0,,,,,,,,,,
42,2020-03-12,136:150,89:118,private_transport,,,,,,,18.0,,,,,,,,,,
42,2020-03-12,136:150,91:116,bus,,,,,,,,,,,,,11.0,,,,
42,2020-03-12,137:149,90:117,private_transport,,,,,,,,,,,,,,10.0,,,
42,2020-03-12,139:147,99:101,bus,,,,,,,,,,,,,,,,10.0,
42,2020-03-12,139:147,99:101,private_transport,,,,,,,,,,,,,,,,10.0,
42,2020-03-12,139:147,136:150,private_transport,,,,,,,,,,,,,17.0,,,,
42,2020-03-12,139:147,126:160,bus,,,,,,,,14.0,,,,,,,,,
42,2020-03-12,139:147,126:160,private_transport,,,,,,,,18.0,,,,,,,,,
42,2020-03-12,140:146,45:319,bus,,,,,,,,,,,,,12.0,,,,
42,2020-03-12,140:146,140:146,private_transport,,,,,,10.0,,,,,,,,,,,
42,2020-03-12,140:146,136:150,bus,,,,,,,,,,,,,23.0,,,,
42,2020-03-12,140:146,136:150,private_transport,,,,,,,,,,,,,24.0,,,,
42,2020-03-12,140:146,126:160,private_transport,,,,,,,,13.0,,,,,,,,,
42,2020-03-12,140:146,119:151,bus,,,,,,,,,,,,,10.0,,,,
42,2020-03-12,140:146,119:151,private_transport,,,,,,,,,,,,,10.0,,,,
42,2020-03-12,140:146,97:102,bus,,,,,,,,,,,,,,12.0,,,
42,2020-03-12,141:145,9:509,private_transport,,,,,,,,,,,,,27.0,,,,
42,2020-03-12,141:145,99:101,bus,,,,,,,,,,16.0,,,,,,,
42,2020-03-12,141:145,136:150,bus,,,,,,,,,,,,,27.0,,,,
42,2020-03-12,141:145,136:150,private_transport,,,,,,,,,,,,,29.0,,,,
42,2020-03-12,141:145,126:160,private_transport,,,,,,,,34.0,,,,,,,,,
42,2020-03-12,145:125,9:509,private_transport,,,,,,,,,,,,,22.0,,,,
42,2020-03-12,145:125,120:166,bus,,,,,,,,,,11.0,,,,,,,
42,2020-03-12,149:121,146:124,bus,,,,,,,,,,,13.0,,,,,,
42,2020-03-12,150:120,90:117,private_transport,,,,12.0,,,,,,,,,,,,,
42,2020-03-12,150:120,126:160,bus,,,,45.0,,,,,,,,,,,,,
42,2020-03-12,150:120,126:160,private_transport,,,,24.0,,,,,,,,,,,,,
42,2020-03-12,155:131,136:150,private_transport,,,,10.0,,,,,,,,,,,,,
42,2020-03-12,155:131,113:157,private_transport,,,,,,,,,,,,,12.0,,,,
42,2020-03-12,155:131,117:153,private_transport,,,,,,,,,,,,,10.0,,,,
42,2020-03-12,155:131,95:112,bus,,,,,,,,,,,,,15.0,,,,
42,2020-03-12,156:130,9:509,private_transport,,,,,,,,10.0,,,,,,,,,
42,2020-03-12,156:130,136:150,private_transport,,,,10.0,,,,,,,,,,,,,
42,2020-03-12,156:130,113:157,private_transport,,,,,,,,,,,,,14.0,,,,
42,2020-03-12,156:130,118:152,private_transport,,,,22.0,,,,,,,,,,,,,
42,2020-03-12,156:130,119:151,private_transport,,,,27.0,,,,,,,,,,,,,
42,2020-03-12,156:130,117:153,private_transport,,,,,,,,,,,,,12.0,,,,
42,2020-03-12,156:130,95:112,bus,,,,,,,,,,,,,27.0,,,,
