ProjectID,Date,Origin,Destination,Modo,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1500_1559,1700_1759,1900_1959,2100_2159,2200_2259
42,2019-11-21,103:203,103:203,bus,,,,,,,,,,,,,,21.0
42,2019-11-21,103:203,138:148,bus,,,,,,,,,,,,,,28.0
42,2019-11-21,115:155,9:509,private_transport,,,,,11.0,,,,,,,,,
42,2019-11-21,117:153,118:152,bus,,,,,,,,,11.0,,,,,
42,2019-11-21,117:153,136:150,bus,,,,,,,,,10.0,,,,,
42,2019-11-21,118:152,118:152,bus,,,,,,,,,12.0,,,,,
42,2019-11-21,118:152,136:150,private_transport,,,,,,,,,12.0,,,,,
42,2019-11-21,118:152,119:151,bus,,,,,,,,,14.0,,,11.0,,
42,2019-11-21,119:151,118:152,bus,,,,,,,,,,,,17.0,,
42,2019-11-21,119:151,118:152,private_transport,,,,,,,,,,,,10.0,,
42,2019-11-21,119:151,136:150,bus,,,,,,,,,,,,17.0,,
42,2019-11-21,119:151,136:150,private_transport,,,,,,,,,10.0,,,11.0,,
42,2019-11-21,119:151,119:151,bus,,,,,,,,,16.0,,,12.0,,
42,2019-11-21,119:151,119:151,private_transport,,,,,,,,,16.0,,,15.0,,
42,2019-11-21,119:151,117:153,private_transport,,,,,,,,,10.0,,,,,
42,2019-11-21,119:151,140:146,bus,,,,,,,,,13.0,,,,,
42,2019-11-21,119:151,140:146,private_transport,,,,,,,,,,,,11.0,,
42,2019-11-21,120:166,136:150,bus,,,,,,,,,,,12.0,,,
42,2019-11-21,120:166,140:146,bus,,,,,,,,,,22.0,16.0,,,
42,2019-11-21,120:166,140:146,private_transport,,,,,,,,,,11.0,12.0,,,
42,2019-11-21,120:166,116:154,bus,,,,,,,,,12.0,,,,,
42,2019-11-21,120:166,120:166,bus,,,,,,,,,,,15.0,,11.0,
42,2019-11-21,120:166,120:166,private_transport,,,,,,,,,,,,,10.0,
42,2019-11-21,120:166,139:147,private_transport,,,,,,,,,,15.0,,,,
42,2019-11-21,120:166,141:145,bus,,,,,,,,,,16.0,17.0,,,
42,2019-11-21,120:166,141:145,private_transport,,,,,,,,,,12.0,,,,
42,2019-11-21,120:166,145:125,private_transport,,,,,,,,,,10.0,,,,
42,2019-11-21,120:166,159:127,bus,,,,12.0,,,,,,,,,,
42,2019-11-21,120:166,50:412,private_transport,79.0,,,,,,,,,,,,,
42,2019-11-21,120:166,64:306,bus,,,,,,,12.0,,,,,,,
42,2019-11-21,120:166,99:101,bus,,,,,,,,,,14.0,,,,
42,2019-11-21,122:164,122:164,bus,,,,,20.0,,,,,,,,,
42,2019-11-21,122:164,122:164,private_transport,,,,,17.0,,,,,,,,,
42,2019-11-21,122:164,123:163,bus,,,,,11.0,,,,,,,,,
42,2019-11-21,122:164,123:163,private_transport,,,,,10.0,,,,,,,,,
42,2019-11-21,122:164,127:159,bus,,,,,14.0,,,,,,,,,
42,2019-11-21,122:164,97:102,bus,,,,,12.0,,,,,,,,,
42,2019-11-21,126:160,120:166,bus,,,,,,,,,,,,12.0,,
42,2019-11-21,126:160,120:166,private_transport,,,,,,,,,,,,13.0,,
42,2019-11-21,126:160,141:145,bus,,,,,,,,,,,,13.0,,
42,2019-11-21,126:160,145:125,bus,,,,,,,,,,,,13.0,,
42,2019-11-21,126:160,99:101,bus,,,,,,,,,,,,78.0,,
42,2019-11-21,126:160,99:101,private_transport,,,,,,,,,,,,15.0,,
42,2019-11-21,127:159,123:163,private_transport,,,,,10.0,,,,,,,,,
42,2019-11-21,127:159,127:159,bus,,,,,13.0,,,,,,,,,
42,2019-11-21,134:136,141:145,private_transport,,,,,10.0,,,,,,,,,
42,2019-11-21,136:150,118:152,private_transport,,,,,,,,,11.0,,,,,
42,2019-11-21,136:150,136:150,private_transport,,,,,,,,,10.0,,,,,
42,2019-11-21,136:150,119:151,bus,,,,,,,,,,,,14.0,,
42,2019-11-21,136:150,50:412,private_transport,16.0,,,,,,,,,,,,,
42,2019-11-21,137:149,103:203,bus,,,,,,,,,,,,,,10.0
42,2019-11-21,138:148,103:203,bus,,,,,,,,,,,,,,30.0
42,2019-11-21,138:148,138:148,bus,,,,,,,,,,,,,,66.0
42,2019-11-21,138:148,138:148,private_transport,,,,,,,,,,,,,,16.0
42,2019-11-21,139:147,87:104,private_transport,,,,,,,,,,15.0,,,,
42,2019-11-21,139:147,91:116,bus,,,,,,,,,,11.0,,,,
42,2019-11-21,140:146,119:151,bus,,,,,,,,,,,,13.0,,
42,2019-11-21,140:146,87:104,bus,,,,,,,,,,22.0,,,,
