ProjectID,Date,Origin,Destination,Modo,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959
42,2019-11-13,101:205,97:102,bus,11.0,,,,,,,,,,,,,,
42,2019-11-13,101:205,97:102,private_transport,10.0,,,,,,,,,,,,,,
42,2019-11-13,103:203,138:148,bus,,13.0,,,,,,,,,,,,,
42,2019-11-13,103:203,138:148,private_transport,,15.0,,,,,,,,,,,,,
42,2019-11-13,103:203,158:128,bus,,14.0,,,,,,,,,,,,,
42,2019-11-13,103:203,45:319,bus,,,,,,,,,11.0,,,,,,
42,2019-11-13,103:203,45:319,private_transport,,,,,,,,,13.0,,,,,,
42,2019-11-13,103:203,85:106,bus,,20.0,,,,,,,,,,,,,
42,2019-11-13,103:203,85:106,private_transport,,10.0,,,,,,,,,,,,,
42,2019-11-13,103:203,88:103,bus,,21.0,,,,,,,,,,,,,
42,2019-11-13,103:203,88:103,private_transport,,10.0,,,,,,,,,,,,,
42,2019-11-13,104:202,88:103,bus,,12.0,,,,,,,,,,,,,
42,2019-11-13,108:170,97:102,bus,55.0,,,,,,,,,,,,,,
42,2019-11-13,108:170,97:102,private_transport,16.0,,,,,,,,,,,,,,
42,2019-11-13,108:170,121:165,bus,,,,18.0,,,,,,,,,,,
42,2019-11-13,108:170,121:165,private_transport,,,,12.0,,,,,,,,,,,
42,2019-11-13,108:170,126:160,bus,11.0,,,,,,,,,,,,,,
42,2019-11-13,108:170,84:107,bus,,,,10.0,,,,,,,,,,,
42,2019-11-13,108:170,86:105,bus,,,,11.0,,,,,,,,,,,
42,2019-11-13,109:169,85:106,bus,,,,,,,,,,12.0,,,,,
42,2019-11-13,109:169,85:106,private_transport,,,,,,,,,,14.0,,,,,
42,2019-11-13,109:169,88:103,private_transport,,,,,,,,,,10.0,,,,,
42,2019-11-13,109:169,90:117,bus,,,,,,,,,,15.0,,,,,
42,2019-11-13,110:168,85:106,bus,,,,,,,,,,22.0,,,,,
42,2019-11-13,110:168,85:106,private_transport,,,,,,,,,,24.0,,,,,
42,2019-11-13,110:168,88:103,private_transport,,,,,,,,,,17.0,,,,,
42,2019-11-13,110:168,90:117,bus,,,,,,,,,,52.0,,,,,
42,2019-11-13,110:168,90:117,private_transport,,,,,,,,,,71.0,,,,,
42,2019-11-13,111:167,148:122,bus,,,19.0,,,,,,,,,,,,
42,2019-11-13,111:167,148:122,private_transport,,,17.0,,,,,,,,,,,,
42,2019-11-13,111:167,150:120,bus,,,10.0,,,,,,10.0,,,,,,
42,2019-11-13,111:167,150:120,private_transport,,,10.0,,,,,,,,,,,,
42,2019-11-13,113:157,110:168,bus,,,,,23.0,,,,,,,,,,
42,2019-11-13,113:157,110:168,private_transport,,,,,14.0,,,,,,,,,,
42,2019-11-13,118:152,119:151,bus,,,,,,12.0,,,,,,,,,
42,2019-11-13,119:151,119:151,bus,,,,,,26.0,,,,,,,,,
42,2019-11-13,119:151,118:152,bus,,,,,,25.0,,,,,,,,,
42,2019-11-13,119:151,136:150,bus,,,,,,23.0,,,,,,,,,
42,2019-11-13,119:151,140:146,bus,,,,,,18.0,,,,,,,,,
42,2019-11-13,121:165,97:102,bus,,,,77.0,,,,,,,46.0,,,,
42,2019-11-13,121:165,97:102,private_transport,,,,82.0,,,,,,,33.0,,,,
42,2019-11-13,121:165,85:106,bus,,,,,,,,27.0,,,,,,,
42,2019-11-13,121:165,85:106,private_transport,,,,,,,,13.0,,,,,,,
42,2019-11-13,121:165,88:103,bus,,,,21.0,,,,,,,,,,,
42,2019-11-13,121:165,88:103,private_transport,,,,19.0,,,,,,,,,,,
