ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
42,2019-11-13,0:500,45:319,private_transport,,,,15.0,,,,,,,,,,,,,,,,,,
42,2019-11-13,100:206,100:206,bus,,,,,13.0,,,,,,,,,,,,,,,,,
42,2019-11-13,100:206,143:143,bus,,,,,12.0,,,,,,,,,,,,,,,,,
42,2019-11-13,101:205,108:170,bus,,,10.0,,,,,,,,,,,,,,,,,,,
42,2019-11-13,101:205,137:149,bus,,,,,12.0,,,,,,,,,,,,,,,,,
42,2019-11-13,101:205,146:124,bus,,,,,,,,,,,,,,,12.0,,,,,,,
42,2019-11-13,101:205,146:124,private_transport,,,,,,,,,,,,,,,11.0,,,,,,,
42,2019-11-13,101:205,152:134,bus,,,,,,,,,,,,,,,15.0,,,,,,,
42,2019-11-13,101:205,152:134,private_transport,,,,,,,,,,,,,,,17.0,,,,,,,
42,2019-11-13,101:205,159:127,bus,,,,,10.0,,,,,,,,,,,,,,,,,
42,2019-11-13,101:205,160:110,bus,,,10.0,,,,,,,,,,,,12.0,,,,,,,
42,2019-11-13,101:205,160:110,private_transport,,,10.0,,,,,,,,,,,,,,,,,,,
42,2019-11-13,101:205,96:111,bus,,,11.0,,,,,,,,,,,,,,,,,,,
42,2019-11-13,101:205,96:111,private_transport,,,10.0,,,,,,,,,,,,,,,,,,,
42,2019-11-13,102:204,96:111,bus,,,,,,,,,,,,,,,10.0,,,,,,,
42,2019-11-13,103:203,110:168,bus,,,,,,,,,,,,16.0,,,,,,,,,,
42,2019-11-13,103:203,62:307,private_transport,,,,,113.0,,,,,,,,,,,,,,,,,
42,2019-11-13,104:202,110:168,bus,,,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-13,104:202,56:416,private_transport,71.0,,,,,,,,,,,,,,,,,,,,,
42,2019-11-13,104:202,58:303,bus,,,,,,,,,28.0,,,,,,,,,,,,,
42,2019-11-13,104:202,58:303,private_transport,,,,,,,,,60.0,,,,,,,,,,,,,
42,2019-11-13,107:207,143:143,bus,,,,,12.0,,,,,,,,,,,,,,,,,
42,2019-11-13,107:207,107:207,bus,,,,,12.0,,,,,,,,,,,,,,,,,
42,2019-11-13,107:207,61:413,private_transport,,,,,,,25.0,,,,,,,,,,31.0,,,,,
42,2019-11-13,108:170,100:206,bus,,,,,,,,,,,,,,,,,,20.0,,,,
42,2019-11-13,108:170,100:206,private_transport,,,,,,,,,,,,,,,,,,10.0,,,,
42,2019-11-13,108:170,143:143,bus,,,,,,,,,,,,,,,,,,24.0,,,,
42,2019-11-13,108:170,108:170,private_transport,,,11.0,,,,,,,,,,,,,,,,,,,
42,2019-11-13,108:170,137:149,bus,,,,,18.0,,,,,,,,,,,,,,,,,
42,2019-11-13,108:170,137:149,private_transport,,,,,17.0,,,,,,,,,,,,,,,,,
42,2019-11-13,108:170,159:127,bus,,,,,13.0,,,,,,,,,,,,,,,,,
42,2019-11-13,108:170,160:110,bus,,,11.0,,,,,,,,,,,,,,,,,,,
