ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
41,2019-11-20,100:206,61:413,private_transport,,,,,,,,,,,,32.0,,,,,,,,,
41,2019-11-20,101:205,97:102,bus,,,,,,,,,,,,10.0,,,,,,,,,
41,2019-11-20,102:204,140:146,bus,,,,,10.0,,,,,,,,,,,,,,,,
41,2019-11-20,102:204,87:104,bus,,,,,,,,,,,,,,,,,,,11.0,,
41,2019-11-20,103:203,97:102,private_transport,,,,,,,,,,,,,,,18.0,,,,,,
41,2019-11-20,103:203,111:167,bus,,,,,14.0,,,,,,,,,31.0,,,,,,,
41,2019-11-20,103:203,111:167,private_transport,,,,,10.0,,,,,,,,,23.0,,,,,,,
41,2019-11-20,103:203,137:149,bus,,,,,,,,,24.0,,,,,,,,,,,,
41,2019-11-20,103:203,137:149,private_transport,,,,,,,,,29.0,,,,,,,,,,,,
41,2019-11-20,103:203,138:148,bus,,,,23.0,,,,,,,,,,,,,,,,,
41,2019-11-20,103:203,138:148,private_transport,,,,,,,,,,,,,,,,,,,13.0,,
41,2019-11-20,103:203,144:126,bus,,,,,,,,,,,10.0,,,,,,,,,,
41,2019-11-20,103:203,150:120,private_transport,,,,,,,,,,,,,,,32.0,,,,,,
41,2019-11-20,103:203,159:127,private_transport,,,,,,,,,,,13.0,,,,,,,,,,
41,2019-11-20,103:203,45:319,bus,,,,,,18.0,,,,,,,,,,,,,,,
41,2019-11-20,103:203,45:319,private_transport,,,,,,10.0,,,,,,,,,,,,,,,
41,2019-11-20,103:203,48:301,bus,,,,,,28.0,,,,,,,,,,,,,,,
41,2019-11-20,103:203,48:301,private_transport,,,,,,15.0,,,,,,,,,,,,,,,
41,2019-11-20,103:203,77:312,bus,,,,,,15.0,,,,,,,,,,,,,,,
41,2019-11-20,103:203,77:312,private_transport,,,,,,12.0,,,,,,,,,,,,,,,
41,2019-11-20,104:202,97:102,bus,,,,,,,,,,,,,,,,,10.0,,,,
41,2019-11-20,104:202,97:102,private_transport,,,,,,,,,,,,,,,,,13.0,,,,
41,2019-11-20,104:202,87:104,private_transport,,,,,,,,,,,,,,,,15.0,,,,,
41,2019-11-20,104:202,111:167,private_transport,,,,,,,,,,,,15.0,,,,,,,,,
41,2019-11-20,104:202,137:149,private_transport,,,,,,,,,10.0,,,,,,,,,,,,
41,2019-11-20,104:202,138:148,bus,,,,11.0,,,,,,,,,,,,,,,,,
41,2019-11-20,104:202,104:202,private_transport,,,,,15.0,,,,,,,,,,,,,,,,
41,2019-11-20,104:202,110:168,private_transport,,,,,20.0,,,,,,,,,,,,,,,,
41,2019-11-20,104:202,122:164,private_transport,,,,,,,,,,,,,,,,,17.0,,,,
41,2019-11-20,104:202,127:159,private_transport,,,,,,,,,,,,,,,,,16.0,,,,
41,2019-11-20,104:202,148:122,bus,,,,,,,,,,,,25.0,,,,,,,,,
41,2019-11-20,104:202,148:122,private_transport,,,,,,,,,,,,10.0,,,,,,,,,
41,2019-11-20,104:202,91:116,private_transport,,,,,,,,,,,,,,,,10.0,,,,,
41,2019-11-20,104:202,93:114,private_transport,,,,,,,,,,,,,,,,,12.0,,,,
41,2019-11-20,106:208,97:102,bus,,,,,,,,,,,,,,,,10.0,,,,,
41,2019-11-20,106:208,92:115,bus,,,,,,,,,,,,,11.0,,,,,,,,
