ProjectID,Date,Origin,Destination,Modo,0000_0059,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
42,2019-11-21,101:205,102:204,bus,,,,,,,,,,,,,,,,,,10.0,,,,
42,2019-11-21,101:205,123:163,bus,,,,,,,,,,,,14.0,,,,,,,,,,
42,2019-11-21,101:205,145:125,bus,,,,,,,,,,13.0,,,,,,,,,,,,
42,2019-11-21,101:205,149:121,bus,,,,,,,,,,,,11.0,,,,,,,,,,
42,2019-11-21,101:205,150:120,private_transport,,,,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-21,101:205,90:117,bus,,,,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-21,102:204,149:121,bus,,,,,,,,,,,,13.0,,,,,,,,,,
42,2019-11-21,102:204,126:160,private_transport,,,,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-21,102:204,136:150,bus,,,,,,,,,,,,,10.0,,,,,,,,,
42,2019-11-21,102:204,159:127,bus,,,,,,,11.0,,,,,,,,,,,,,,,
42,2019-11-21,102:204,48:301,private_transport,,,,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-21,103:203,103:203,bus,,,,,,,,,,,,,,,,,,,,,,22.0
42,2019-11-21,103:203,121:165,bus,,,,,,,,,,,,,,,,,,,,,,10.0
42,2019-11-21,103:203,138:148,bus,,,,,,,,,,,,,,,,,,,,,,38.0
42,2019-11-21,103:203,140:146,private_transport,,,,,,,,,19.0,,,,,,,,,,,,,
42,2019-11-21,103:203,141:145,bus,,,,,,,,,13.0,,,,,,,,,,,,,
42,2019-11-21,103:203,141:145,private_transport,,,,,,,,,18.0,,,,,,,,,,,,,
42,2019-11-21,103:203,45:319,bus,,,,,,,,,,,,,,11.0,,,,,,,,
42,2019-11-21,103:203,99:101,private_transport,,,,,,,,,,,,,,,,,,14.0,,,,
42,2019-11-21,104:202,145:125,private_transport,,,,,,,,,,,,,,,,13.0,,,,,,
