ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2100_2159
41,2020-03-04,101:205,110:168,bus,,,,,12.0,,,,,,,,,,,,,
41,2020-03-04,103:203,118:152,bus,,,,,,,,,,,,,,,,,11.0,
41,2020-03-04,103:203,118:152,private_transport,,,,,,,,,,,,,,,,,10.0,
41,2020-03-04,103:203,122:164,bus,,,,,,,,,,,,,,,,,21.0,
41,2020-03-04,103:203,127:159,bus,,,,,,,,,,,,,,,,,17.0,
41,2020-03-04,103:203,137:149,bus,,19.0,,,,,,,,,,,,,,,,
41,2020-03-04,103:203,140:146,bus,,,,,,,,,,,,,,,,,31.0,
41,2020-03-04,103:203,140:146,private_transport,,,,,,,,,,,,,,,,,20.0,
41,2020-03-04,103:203,141:145,bus,,,,,,,,,,,,,,,,,38.0,
41,2020-03-04,103:203,141:145,private_transport,,,,,,,,,,,,,,,,,23.0,
41,2020-03-04,103:203,97:102,bus,,,,,,,,,,,,,,,,,20.0,
41,2020-03-04,104:202,116:154,private_transport,,,,,12.0,,,,,,,,,,,,,
41,2020-03-04,104:202,135:135,bus,,,,,24.0,,,,,,,,,,,,,
41,2020-03-04,104:202,135:135,private_transport,,,,,17.0,,,,,,,,,,,,,
41,2020-03-04,104:202,91:116,bus,,,,,,,,,,,,,,,,14.0,,
41,2020-03-04,108:170,110:168,bus,,,,,11.0,,,,,,,,,,,,,
41,2020-03-04,108:170,104:202,bus,,,,,11.0,,,,,,,,,,,,,
41,2020-03-04,108:170,98:217,bus,,,,,16.0,,,,,,,,,,,,,
41,2020-03-04,109:169,110:168,bus,,,,,16.0,,,,,,,,,,,,,
41,2020-03-04,109:169,98:217,bus,,,,,13.0,,,,,,,,,,,13.0,,
41,2020-03-04,109:169,109:169,bus,,,,,26.0,,,,,,,,,,,14.0,,
41,2020-03-04,109:169,276:144,bus,,,,,12.0,,,,,,,,,,,,,
41,2020-03-04,109:169,83:108,bus,,,,,,,,,,,,,,,,10.0,,
41,2020-03-04,109:169,93:114,bus,,,,,11.0,,,,,,,,,,,,,
41,2020-03-04,110:168,116:154,bus,,,,,15.0,,,,,,,,,,,,,
41,2020-03-04,110:168,135:135,bus,,,,,35.0,,,,,,,,,,,,,
41,2020-03-04,110:168,135:135,private_transport,,,,,19.0,,,,,,,,,,,,,
41,2020-03-04,110:168,91:116,private_transport,,,,,,,,,,,,,,,,14.0,,
41,2020-03-04,110:168,133:137,bus,,,,,10.0,,,,,,,,,,,,,
41,2020-03-04,110:168,144:126,bus,,,,,,,,,,,,,,,,11.0,,
41,2020-03-04,110:168,87:104,bus,,,,,,,,,,,,,,,,28.0,,
41,2020-03-04,110:168,87:104,private_transport,,,,,,,,,,,,,,,,20.0,,
41,2020-03-04,111:167,110:168,bus,,,,,,,,,,,,18.0,,,,,,
41,2020-03-04,111:167,110:168,private_transport,,,,,,,,,,,,16.0,,,,,,
41,2020-03-04,111:167,104:202,bus,,,,10.0,,,,,,,,,,,,,,
41,2020-03-04,111:167,87:104,bus,,,,,,,,,,,,,,,,13.0,,
41,2020-03-04,111:167,111:167,bus,,,,,,,,,,,,,,10.0,,,,
41,2020-03-04,111:167,148:122,bus,,,,,,,,,,,,,,20.0,,,,
41,2020-03-04,111:167,148:122,private_transport,,,,,,,,,,,,,,11.0,,,,
41,2020-03-04,113:157,140:146,bus,,,,,,,,,,,,,,,,,11.0,
41,2020-03-04,113:157,93:114,bus,,,,,,,,,,,,10.0,,,,,,
41,2020-03-04,113:157,93:114,private_transport,,,,,,,,,,,,11.0,,,,,,
41,2020-03-04,113:157,123:163,bus,,,,,,,,,,,,14.0,,,,,,
41,2020-03-04,113:157,123:163,private_transport,,,,,,,,,,,,14.0,,,,,,
41,2020-03-04,115:155,126:160,bus,,,,,,,,,,,,42.0,,,,,,
41,2020-03-04,115:155,126:160,private_transport,,,,,,,,,,,,21.0,,,,,,
41,2020-03-04,115:155,90:117,bus,,,,,,,,,,,,21.0,,,,,,
41,2020-03-04,115:155,90:117,private_transport,,,,,,,,,,,,14.0,,,,,,
41,2020-03-04,116:154,97:102,bus,,,,,23.0,,,,,,,,,,,,,
41,2020-03-04,116:154,97:102,private_transport,,,,,11.0,,,,,,,,,,,,,
41,2020-03-04,116:154,154:132,private_transport,12.0,,,,,,,,,,,,,,,,,
41,2020-03-04,116:154,89:118,private_transport,19.0,,,,,,,,,,,,,,,,,
41,2020-03-04,117:153,93:114,private_transport,,,,,,,,,,,,10.0,,,,,,
41,2020-03-04,117:153,90:117,bus,,,,,,15.0,,,,,,,,,,,,
41,2020-03-04,117:153,90:117,private_transport,,,,,,10.0,,,,,,,,,,,,
41,2020-03-04,118:152,97:102,bus,,,,,20.0,,,,,,,,,,,,,
41,2020-03-04,118:152,97:102,private_transport,,,,,15.0,,,,,,,,,,,,,
41,2020-03-04,118:152,126:160,bus,,,,,,11.0,,,,,,,,,,,,
41,2020-03-04,118:152,126:160,private_transport,,,,,12.0,,,,,,,,,,,,,
41,2020-03-04,118:152,90:117,bus,,,,,,19.0,,,,,,,,,,,,
41,2020-03-04,118:152,90:117,private_transport,,,,,,13.0,,,,,,,,,,,,
41,2020-03-04,118:152,154:132,private_transport,25.0,,,,,,,,,,,,,,,,,
41,2020-03-04,118:152,89:118,private_transport,20.0,,,,,,,,,,,,,,,,,
41,2020-03-04,118:152,129:141,private_transport,12.0,,,,,,,,,,,,,,,,,
41,2020-03-04,119:151,122:164,private_transport,,,,,,10.0,,,,,,,,,,,,
41,2020-03-04,119:151,97:102,bus,,,,,,22.0,,,,,,,,,,,,
41,2020-03-04,119:151,90:117,bus,,,,,,45.0,,,,,,,,,,,,
41,2020-03-04,119:151,150:120,bus,,,,,,33.0,,,,,,,,,,,,
41,2020-03-04,120:166,90:117,bus,,,22.0,,,,,,,,,,,,,,,
41,2020-03-04,120:166,90:117,private_transport,,,14.0,,,,,,,,,,,,,,,
41,2020-03-04,120:166,108:170,bus,,,,,,,,,,12.0,,,,,,,,
41,2020-03-04,120:166,88:103,bus,,,10.0,,,,,,,,,,,,,,,
41,2020-03-04,120:166,96:111,private_transport,,,,,,,,,,12.0,,,,,,,,
41,2020-03-04,121:165,110:168,bus,,,,12.0,,,,,,,,21.0,,,,,,
41,2020-03-04,121:165,110:168,private_transport,,,,11.0,,,,,,,,,,,,,,
41,2020-03-04,121:165,122:164,bus,,,,,,,,,,,11.0,,,,,,,
41,2020-03-04,121:165,127:159,bus,,,,,,,,,,,17.0,,,,,,,
41,2020-03-04,121:165,127:159,private_transport,,,,,,,,,,,15.0,,,,,,,
41,2020-03-04,121:165,137:149,bus,,10.0,,,24.0,,,,,,,,,,,27.0,,
41,2020-03-04,121:165,137:149,private_transport,,,,,16.0,,,,,,,,,,,19.0,,
41,2020-03-04,121:165,97:102,bus,,,,,,117.0,,,,,21.0,,,,,,,
41,2020-03-04,121:165,97:102,private_transport,,,,,,60.0,,,,,16.0,,,,,,,
41,2020-03-04,121:165,104:202,bus,,,,11.0,,,,,,,,15.0,,,,,,
41,2020-03-04,121:165,111:167,bus,,,,,,,,,,,,12.0,,13.0,,,,
