ProjectID,Date,Origin,Destination,Modo,0300_0359,0400_0459,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1900_1959
42,2019-11-12,101:205,129:141,private_transport,19.0,,,,,,,,,,,,,
42,2019-11-12,102:204,120:166,bus,,,,,,,,,,,,,,10.0
42,2019-11-12,108:170,154:132,bus,,,,46.0,,,,,,,,,,
42,2019-11-12,108:170,89:118,bus,,,,32.0,,,,,,,,,,
42,2019-11-12,109:169,110:168,bus,,,,15.0,,,,,,,,,,
42,2019-11-12,110:168,120:166,bus,,,,,,19.0,,,,,,,,
42,2019-11-12,110:168,141:145,bus,,,,,,14.0,,,,,,,,
42,2019-11-12,113:157,45:319,bus,,,,,,,,,15.0,,,,,
42,2019-11-12,113:157,45:319,private_transport,,,,,,,,,23.0,,,,,
42,2019-11-12,114:156,120:166,bus,,,,,,18.0,,,,,,,,
42,2019-11-12,114:156,141:145,bus,,,,,,14.0,,,,,,,,
42,2019-11-12,114:156,140:146,bus,,,,,,11.0,,,,,,,,
42,2019-11-12,117:153,45:319,bus,,,,,,,,,14.0,,,,,
42,2019-11-12,118:152,126:160,bus,,,,,,,,,,,,,,11.0
42,2019-11-12,118:152,126:160,private_transport,,,,,,,,,,,,,,10.0
42,2019-11-12,118:152,159:127,bus,,,,,,,,,,,10.0,,,
42,2019-11-12,118:152,159:127,private_transport,,,,,,,,,,,10.0,,,
42,2019-11-12,120:166,120:166,bus,,,,,,,,,11.0,,,31.0,,28.0
42,2019-11-12,120:166,120:166,private_transport,,,,,,32.0,,,11.0,,,19.0,,13.0
42,2019-11-12,120:166,141:145,private_transport,,,,,,17.0,,,,,,,,
42,2019-11-12,120:166,140:146,bus,,,,,,,,,,,,,,15.0
42,2019-11-12,120:166,140:146,private_transport,,,,,,12.0,,,,,,,,
42,2019-11-12,120:166,102:204,bus,,,,,,,,,11.0,,,,,10.0
42,2019-11-12,120:166,136:150,bus,,,,,,,,,,,,10.0,,13.0
42,2019-11-12,120:166,136:150,private_transport,,,,,,,,,11.0,,,,,10.0
42,2019-11-12,120:166,146:124,private_transport,,,,,,,,,11.0,,,,,
42,2019-11-12,120:166,29:529,private_transport,,,,,,,,12.0,,,,,,
42,2019-11-12,120:166,83:108,bus,,,,,,,,,,,,,51.0,
42,2019-11-12,120:166,83:108,private_transport,,,,,,,,,,,,,14.0,
42,2019-11-12,120:166,87:104,private_transport,,,,,,11.0,,,,,,,,
42,2019-11-12,120:166,91:116,private_transport,,,,,,11.0,,,,,,,,
42,2019-11-12,121:165,116:154,bus,,,21.0,,,,,,,,,,,
42,2019-11-12,121:165,117:153,private_transport,,,10.0,,,,,,,,,,,
42,2019-11-12,121:165,118:152,bus,,,17.0,,,,,,,,,,,
42,2019-11-12,121:165,118:152,private_transport,,,10.0,,,,,,,,,,,
42,2019-11-12,121:165,121:165,bus,,,,,,,14.0,,,,,,,
42,2019-11-12,121:165,121:165,private_transport,,,,,,,15.0,,,,,,,
42,2019-11-12,121:165,139:147,bus,,,19.0,,,,,,,,,,,
42,2019-11-12,121:165,95:112,private_transport,,,12.0,,,,,,,,,,,
42,2019-11-12,126:160,122:164,bus,,,,,,,,,,,,22.0,,
42,2019-11-12,126:160,127:159,bus,,,,,,,,,,,,17.0,,
42,2019-11-12,126:160,97:102,bus,,,,,,,,,,,,23.0,,
42,2019-11-12,126:160,97:102,private_transport,,,,,,,,,,,,10.0,,
42,2019-11-12,129:141,129:141,private_transport,72.0,,,,,,,,,,,,,
42,2019-11-12,129:141,89:118,private_transport,11.0,,,,,,,,,,,,,
42,2019-11-12,129:141,101:205,private_transport,17.0,,,,,,,,,,,,,
42,2019-11-12,131:139,45:319,bus,,,,,,,,,13.0,,,,,
42,2019-11-12,132:138,45:319,bus,,,,,,,,,13.0,,,,,
42,2019-11-12,134:136,99:101,bus,,,,,,,11.0,,,,,,,
42,2019-11-12,136:150,120:166,bus,,,,,,,,,,,,,,10.0
42,2019-11-12,136:150,120:166,private_transport,,,,,,19.0,,,,,,,,10.0
42,2019-11-12,136:150,136:150,bus,,,,,,,,,,,,10.0,,
42,2019-11-12,136:150,83:108,bus,,,,,,,,,,,,,13.0,
42,2019-11-12,136:150,83:108,private_transport,,,,,,,,,,,,,10.0,
42,2019-11-12,136:150,87:104,private_transport,,,,,,14.0,,,,,,,,
42,2019-11-12,136:150,91:116,bus,,,,,,10.0,,,,,,,,
42,2019-11-12,136:150,91:116,private_transport,,,,,,10.0,,,,,,,,
42,2019-11-12,137:149,121:165,private_transport,,,,,10.0,,,,,,,,,
42,2019-11-12,140:146,120:166,bus,,,,,,,,,,,,,,13.0
42,2019-11-12,140:146,141:145,private_transport,,,,,,12.0,,,,,,,,
42,2019-11-12,140:146,126:160,bus,,,,,,,,,,,,,,20.0
42,2019-11-12,140:146,126:160,private_transport,,,,,,,,,,,,,,17.0
42,2019-11-12,140:146,159:127,bus,,,,,,,,,,,10.0,,,
42,2019-11-12,140:146,136:150,private_transport,,,,,,10.0,,,,,,,,
42,2019-11-12,140:146,90:117,bus,,,,,,,,,,,,,,10.0
42,2019-11-12,141:145,120:166,bus,,,,,,,,,12.0,,,14.0,,
42,2019-11-12,141:145,120:166,private_transport,,,,,,19.0,,,10.0,,,11.0,,
