ProjectID,Date,Origin,Destination,Modo,0100_0159,0400_0459,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1800_1859,2200_2259
41,2019-11-19,100:206,107:207,bus,,,,,,,10.0,,,,,,,,
41,2019-11-19,100:206,107:207,private_transport,,,,,,,10.0,,,,,,,,
41,2019-11-19,100:206,128:142,bus,,,,,,,11.0,,,,,,,,
41,2019-11-19,100:206,128:142,private_transport,,,,,,,11.0,,,,,,,,
41,2019-11-19,101:205,144:126,bus,,,12.0,,,,,,,,,,,,
41,2019-11-19,101:205,146:124,bus,,,,,,,,,,17.0,,,,,
41,2019-11-19,101:205,146:124,private_transport,,,,,,,,,,15.0,,,,,
41,2019-11-19,101:205,151:119,bus,,,,,,,,,,10.0,,,,,
41,2019-11-19,101:205,76:314,private_transport,,,39.0,,,,,,,,,,,,
41,2019-11-19,102:204,146:124,private_transport,,,,,,,,,,11.0,,,,,
41,2019-11-19,102:204,76:314,private_transport,,,21.0,,,,,,,,,,,,
41,2019-11-19,102:204,101:205,private_transport,,,,,,,,,,11.0,,,,,
41,2019-11-19,103:203,83:108,bus,,,,,,31.0,,,,,,,,,
41,2019-11-19,103:203,83:108,private_transport,,,,,,58.0,,,,,,,,,
41,2019-11-19,107:207,100:206,private_transport,,,,,,,11.0,,,,,,,,
41,2019-11-19,108:170,128:142,bus,,,,,,,10.0,,,,,,,,
41,2019-11-19,108:170,151:119,private_transport,,,,,,,,,,,,15.0,,,
41,2019-11-19,108:170,108:170,bus,,,,,,,,,,,,10.0,,,
41,2019-11-19,109:169,128:142,bus,,,16.0,,,,,,,,,,,,
41,2019-11-19,109:169,128:142,private_transport,,,12.0,,,,,,,,,,,,
41,2019-11-19,109:169,83:108,bus,,,23.0,,,,,,,,,,,,
41,2019-11-19,109:169,83:108,private_transport,,,,,,,,,,,,19.0,,,
41,2019-11-19,109:169,100:206,private_transport,,,,,,,,,,,,,,12.0,
41,2019-11-19,109:169,109:169,bus,,,10.0,,,,,,,,,,,,
41,2019-11-19,109:169,109:169,private_transport,,,13.0,,,,,,,,,,,,
41,2019-11-19,109:169,114:156,bus,,,,,,,,,20.0,,,,,,
41,2019-11-19,109:169,114:156,private_transport,,,,,,,,,20.0,,,,,,
41,2019-11-19,109:169,118:152,bus,,17.0,,,,,,,,,,,,,
41,2019-11-19,109:169,139:147,private_transport,,10.0,,,,,,,,,,,,,
41,2019-11-19,109:169,143:143,bus,,,17.0,,,,,,,,,,,,
41,2019-11-19,109:169,154:132,bus,,,,,,,,,,,,,14.0,,
41,2019-11-19,109:169,276:144,bus,,,10.0,,,,,,,,,,,,
