ProjectID,Date,Origin,Destination,Modo,0000_0059,0300_0359,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
42,2019-11-12,101:205,90:117,private_transport,,,,,,,,,,,,,,,,,,,,13.0
42,2019-11-12,103:203,103:203,bus,,,,,,,12.0,,,,,,,15.0,,,,,,
42,2019-11-12,103:203,103:203,private_transport,,,,,,,,,,,,,,19.0,,,,,,
42,2019-11-12,103:203,109:169,bus,,,,,,,,17.0,,,,,,,,,,,,
42,2019-11-12,103:203,109:169,private_transport,,,,,,,,14.0,,,,,,,,,,,,
42,2019-11-12,103:203,110:168,bus,,,,,,,,59.0,,,,,,,,,,,,
42,2019-11-12,103:203,110:168,private_transport,,,,,,,,42.0,,,,,,,,,,,,
42,2019-11-12,103:203,138:148,bus,,,,,,,20.0,,,,,,,26.0,,,,,,
42,2019-11-12,103:203,138:148,private_transport,,,,,,,,,,,,,,24.0,,,,,,
42,2019-11-12,103:203,149:121,bus,,,,,,,,13.0,,,,,,,,,,,,
42,2019-11-12,103:203,149:121,private_transport,,,,,,,,11.0,,,,,,,,,,,,
42,2019-11-12,103:203,97:102,private_transport,,,,,,,,,,,11.0,,,,,,,,,
42,2019-11-12,108:170,90:117,private_transport,,,,,,,,,,,,,,,,,,,,25.0
42,2019-11-12,108:170,151:119,bus,,,,12.0,,,,,,,,,,,,,,,,
42,2019-11-12,108:170,152:134,bus,,,,13.0,,,,,,,,,,,,,,,,
42,2019-11-12,108:170,154:132,bus,,,,22.0,,,,,,,,,,,,,,,,
42,2019-11-12,108:170,154:132,private_transport,,,,20.0,,,,,,,,,,,,,,,,
42,2019-11-12,108:170,85:106,bus,,,,,,,,,,,,,,,,,,,,11.0
42,2019-11-12,108:170,85:106,private_transport,,,,,,,,,,,,,,,,,,,,15.0
42,2019-11-12,108:170,89:118,bus,,,,29.0,,,,,,,,,,,,,,,,
42,2019-11-12,108:170,89:118,private_transport,,,,18.0,,,,,,,,,,,,,,,,
42,2019-11-12,109:169,97:102,bus,,,25.0,,,,,,,,,,,,,,,,,
42,2019-11-12,109:169,97:102,private_transport,,,12.0,,,,,,,,,,,,,,,,,
42,2019-11-12,109:169,126:160,bus,,,13.0,,,,,,,,,,,,,,,,,
42,2019-11-12,113:157,110:168,bus,,,,,,,,11.0,,,,,,,,,,,,
42,2019-11-12,113:157,110:168,private_transport,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-12,118:152,121:165,bus,,,,,,,,,11.0,,,,,,,,,,,
42,2019-11-12,118:152,121:165,private_transport,,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-12,118:152,157:129,bus,,,,,,11.0,,,,,,,,,,,,,,
42,2019-11-12,121:165,90:117,bus,,,,,22.0,,,,,38.0,,,,,,,,,,
42,2019-11-12,121:165,90:117,private_transport,,,,,20.0,,,,,33.0,11.0,,,,,,,,,
42,2019-11-12,121:165,97:102,private_transport,,,,,,,,,,,13.0,,,,,,,,,
42,2019-11-12,121:165,85:106,bus,,,,,22.0,,,,,,,,,,,,,,,
42,2019-11-12,121:165,85:106,private_transport,,,,,21.0,,,,,,,,,,,,,,,
42,2019-11-12,121:165,126:160,bus,,,,,,,,,,,18.0,,,,,,,,,
42,2019-11-12,121:165,121:165,bus,,,,,,,34.0,,,,,,11.0,,,,,,,
42,2019-11-12,121:165,121:165,private_transport,,,,,,,25.0,,,,,,15.0,,,,,,,
42,2019-11-12,121:165,115:155,bus,,,,,,,,18.0,,,,,,,,,,,,
42,2019-11-12,121:165,115:155,private_transport,,,,,,,,19.0,,,,,,,,,,,,
42,2019-11-12,121:165,122:164,bus,,,,,,24.0,,,,,,,,,,,,,,
42,2019-11-12,121:165,122:164,private_transport,,,,,,24.0,,,,,,,,,,,,,,
42,2019-11-12,121:165,127:159,bus,,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-12,121:165,135:135,bus,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-12,121:165,135:135,private_transport,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-12,121:165,137:149,bus,,,,,,,13.0,,,,,,,,,,,,,
42,2019-11-12,121:165,144:126,private_transport,,,,,,13.0,,,,,,,,,,,,,,
42,2019-11-12,121:165,159:127,bus,,,,,,19.0,,12.0,,,,,,,,,,,,
42,2019-11-12,121:165,159:127,private_transport,,,,,,42.0,,12.0,,,,,,,,,,,,
42,2019-11-12,121:165,84:107,private_transport,,,,,,,10.0,,,,,,,,,,,,,
42,2019-11-12,121:165,86:105,bus,,,,,,,22.0,,,,,,,,,,,,,
42,2019-11-12,121:165,86:105,private_transport,,,,,,,17.0,,,,,,,,,,,,,
42,2019-11-12,121:165,87:104,bus,,,,,10.0,,,,,,,,,,,,,,,
42,2019-11-12,121:165,87:104,private_transport,,,,,10.0,,,,,,,,,,,,,,,
42,2019-11-12,121:165,88:103,private_transport,,,,,,,,,,,11.0,,,,,,,,,
42,2019-11-12,122:164,45:319,private_transport,,,,,,10.0,,,,,,,,,,,,,,
42,2019-11-12,124:162,110:168,bus,,,,,,,,12.0,,,,,,,,,,,,
42,2019-11-12,124:162,110:168,private_transport,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-12,126:160,90:117,bus,,,,,,,,,46.0,,,,,,,,,,,
42,2019-11-12,126:160,90:117,private_transport,,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-12,126:160,152:134,bus,,,,,,,,,,,,,,23.0,,,,,,
42,2019-11-12,126:160,154:132,private_transport,,,,,,,,,,,,,,11.0,,,,,,
42,2019-11-12,126:160,85:106,bus,,,,,,,,,19.0,,,,,,,,,,,
42,2019-11-12,126:160,121:165,bus,,,,,,46.0,,46.0,,,,,,,,,,,,
42,2019-11-12,126:160,121:165,private_transport,,,,,,25.0,,,,,,,,,,,,,,
42,2019-11-12,126:160,137:149,bus,,,,,,11.0,,13.0,,,,,,,,,,,,
42,2019-11-12,126:160,144:126,bus,,,,,,,,,,,,,,,,,,,13.0,
42,2019-11-12,126:160,144:126,private_transport,,,,,,,,,,,,,,,,,,,10.0,
