ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
41,2020-03-11,100:206,126:160,bus,,,,,,,,17.0,,,,,,,,,,,,,,,
41,2020-03-11,100:206,155:131,bus,,,,,,,,,,,,,,,,,,10.0,,,,,
41,2020-03-11,100:206,155:131,private_transport,,,,,,,,,,,,,,,,,,12.0,,,,,
41,2020-03-11,100:206,156:130,bus,,,,,,,,,,,,,,,,,,21.0,,,,,
41,2020-03-11,100:206,156:130,private_transport,,,,,,,,,,,,,,,,,,25.0,,,,,
41,2020-03-11,100:206,58:303,bus,,,,,,,,,,10.0,,,,,,,,,,,,,
41,2020-03-11,100:206,58:303,private_transport,,,,,,,,,,16.0,,,,,,,,,,,,,
41,2020-03-11,100:206,62:307,private_transport,,,,,,,,31.0,,,,,,,,,,,,,,,
41,2020-03-11,100:206,76:314,bus,,,,,,,10.0,,,,,,,,,,,,,,,,
41,2020-03-11,100:206,76:314,private_transport,,,,,,,30.0,,,,,,,,,,,,,,,,
41,2020-03-11,102:204,121:165,private_transport,,,,,,,,,,,,,,,,,,,,10.0,,,
41,2020-03-11,102:204,45:319,private_transport,,,,,,,11.0,,,,,,,,,,,,,,,,
41,2020-03-11,102:204,97:102,private_transport,,,,,,,,,,,,,,,,,,,,,11.0,,
41,2020-03-11,103:203,126:160,bus,,,,,,,,,,10.0,,,,,,,,,,,,,
41,2020-03-11,103:203,58:303,bus,,,,,,,,,,12.0,,,,10.0,,,,,,,,,
41,2020-03-11,103:203,58:303,private_transport,,,,,,,,,,13.0,,,,,,,,,,,,,
41,2020-03-11,103:203,121:165,bus,,,,,,,,,,,,,11.0,,,,,,,,,,
41,2020-03-11,103:203,121:165,private_transport,,,,,,,,,,,,,10.0,,,,,,12.0,,,,
41,2020-03-11,103:203,45:319,bus,,,,,,,,,,32.0,,,,,,,,,,,,,
41,2020-03-11,103:203,45:319,private_transport,,,100.0,,,,,,,31.0,,,,,,,10.0,,,,,,
41,2020-03-11,103:203,97:102,bus,,,,,,,26.0,,,59.0,,,,,,,18.0,,,,,,
41,2020-03-11,103:203,97:102,private_transport,,,,,,,26.0,,,10.0,,,,,,,,,,,,,
41,2020-03-11,103:203,103:203,bus,,,,,,,,,,49.0,,,14.0,,,,,,,,,,
41,2020-03-11,103:203,103:203,private_transport,23.0,,,,,,,,,23.0,,,,,,,,,,,,,
41,2020-03-11,103:203,104:202,private_transport,,,,,,,,,10.0,,,,,,,,,,,,,,
41,2020-03-11,103:203,109:169,bus,,,,,,,,,,18.0,,,,,,10.0,,,,,,,
41,2020-03-11,103:203,109:169,private_transport,,,,,,,,,,11.0,,,,,,,,,,,,,
41,2020-03-11,103:203,111:167,bus,,,,,,,,,,,,,,18.0,,,,,,,,,
41,2020-03-11,103:203,111:167,private_transport,,,,,,,,,,,,,,32.0,,,,,,,,,
41,2020-03-11,103:203,128:142,bus,,,,,,,,,,14.0,,,,,,,,,,,,,
41,2020-03-11,103:203,128:142,private_transport,,,,,,,,,,14.0,,,,,,,,,,,,,
41,2020-03-11,103:203,131:139,bus,,,,,,,,,,27.0,,,,,,,,,,,,,
41,2020-03-11,103:203,131:139,private_transport,,,,,,,,,,10.0,,,,,,,,,,,,,
41,2020-03-11,103:203,134:136,private_transport,,,,,,,,,,,12.0,,,,,,,,,,,,
41,2020-03-11,103:203,137:149,bus,,,,,,,,,14.0,,,,,14.0,,,,,11.0,,,,
41,2020-03-11,103:203,137:149,private_transport,,,,,,,,,,,,,,11.0,,,,,,,,,
41,2020-03-11,103:203,138:148,bus,,,,,,,,,,15.0,,,40.0,13.0,33.0,,,,,,,,
41,2020-03-11,103:203,138:148,private_transport,32.0,,,,,,,,,15.0,,,32.0,12.0,,,,,,,,,
41,2020-03-11,103:203,139:147,private_transport,,,,,,,,,,,10.0,,,,,,,,,,,,
41,2020-03-11,103:203,140:146,private_transport,,,,,,,,,,,29.0,,,,,,,,,,,,
41,2020-03-11,103:203,141:145,private_transport,,,,,,,,,,,27.0,,,,,,,,,,,,
41,2020-03-11,103:203,160:110,private_transport,,,,,,,,,,,11.0,,,,,,,,,,,,
41,2020-03-11,103:203,20:520,private_transport,,,,,,,,,,,92.0,,,,,,,,,,,,
41,2020-03-11,103:203,25:525,private_transport,,,,,,,,,,,37.0,,,,,,,,,14.0,,,
41,2020-03-11,103:203,29:529,private_transport,,,,,,,,11.0,,26.0,15.0,,,,,,,,,,,,
41,2020-03-11,103:203,32:532,private_transport,12.0,,,,,,,,,,,,,,,,,,,,,,
41,2020-03-11,103:203,66:316,private_transport,,,,,,,,,,82.0,,,,,,12.0,,,,,,,
41,2020-03-11,103:203,6:506,private_transport,,,,,,,,,,,,,,25.0,,,,,,,,,
41,2020-03-11,103:203,83:108,bus,,,,,,,,,,20.0,,,,,,,,,,,,,
41,2020-03-11,103:203,94:113,bus,,,,,,,,,,,,,,,,,10.0,,,,,,
41,2020-03-11,103:203,98:217,bus,,,,,,,,,,26.0,,,,,,13.0,,,,,,,
41,2020-03-11,103:203,98:217,private_transport,,,,,,,,,,,,,,,,11.0,,,,,,,
41,2020-03-11,103:203,9:509,bus,,,,,,,,,,,,,,13.0,,,,,,,,,
41,2020-03-11,103:203,9:509,private_transport,,,,15.0,,,,,108.0,,,,,34.0,,,,,,,,,
41,2020-03-11,104:202,126:160,bus,,,,,,,22.0,,,,,,,,,,,,,,,,
41,2020-03-11,104:202,126:160,private_transport,,,,,,,14.0,,,,,,,,,,,,,,,,
41,2020-03-11,104:202,58:303,bus,,,,,,,,,,,,,39.0,,,15.0,,,,,,,
41,2020-03-11,104:202,58:303,private_transport,,,,,,,71.0,,,,,,26.0,,,33.0,,,,,,,
41,2020-03-11,104:202,121:165,bus,,,,,,,10.0,,,,,,,,21.0,,,,,,,,
41,2020-03-11,104:202,121:165,private_transport,,,,,,,15.0,,,,,,,,,,,,,,,,
41,2020-03-11,104:202,45:319,private_transport,,,12.0,,,,,,,,,,,,,,,,,,,,
41,2020-03-11,104:202,104:202,bus,,,,,,,,16.0,22.0,,,10.0,12.0,,,,10.0,,,,,,
41,2020-03-11,104:202,104:202,private_transport,15.0,,,,,,15.0,24.0,30.0,,14.0,,,,32.0,,18.0,,,,24.0,,
41,2020-03-11,104:202,111:167,bus,,,,,,,,,,,,10.0,,,,,,,17.0,,,,
41,2020-03-11,104:202,111:167,private_transport,17.0,,,,,,21.0,10.0,32.0,,,,,,,,10.0,,54.0,,27.0,,
41,2020-03-11,104:202,138:148,bus,,,,,,,,,,11.0,,,,,,,,,,,,,
41,2020-03-11,104:202,160:110,bus,,,,,,,,,,,,,,,,,,,11.0,,,,
41,2020-03-11,104:202,160:110,private_transport,,,,,,,,,,,,,,,,,,,20.0,,,,
41,2020-03-11,104:202,29:529,private_transport,,,,,,,,,,,,,,,,,78.0,,,,,,
41,2020-03-11,104:202,101:205,bus,,,,,,,,,,,,,,,,,,,11.0,,,,
41,2020-03-11,104:202,108:170,private_transport,,,,,,,,,,,,,,,,,,,13.0,,,,
41,2020-03-11,104:202,110:168,bus,,,,,,,,44.0,14.0,,,18.0,,,,,16.0,,,,,,
41,2020-03-11,104:202,110:168,private_transport,37.0,,,,,,38.0,32.0,,,16.0,25.0,,,38.0,,24.0,,,,,,
41,2020-03-11,104:202,147:123,private_transport,,,,,,,,,,,,10.0,,,,,,,,,,,
41,2020-03-11,104:202,149:121,private_transport,,,,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-11,104:202,154:132,bus,,,,,,,,,,,,26.0,,,,,,,,,,,
41,2020-03-11,104:202,157:129,bus,,,,,,,10.0,,,,,,,,,,,,,,,,
41,2020-03-11,104:202,157:129,private_transport,,,,,,,12.0,,,,,,,,,,,,,,,,
41,2020-03-11,104:202,158:128,bus,,,,,,,,,,,,,,,,,23.0,,,,,,
41,2020-03-11,104:202,158:128,private_transport,,,,,,,11.0,,,,,,,,,,30.0,,,,,,
41,2020-03-11,104:202,50:412,private_transport,,,,,,,,,,,,,,54.0,,66.0,,,,,,,
41,2020-03-11,104:202,64:306,bus,,,,,,,,,,,,,,,,37.0,,,,,,,
41,2020-03-11,104:202,64:306,private_transport,,,,,,,,23.0,12.0,,,,,,,47.0,,,,,,,
41,2020-03-11,104:202,78:302,private_transport,,,,,,,,33.0,32.0,,,,,,,,,,,,,,
41,2020-03-11,104:202,86:105,private_transport,,,,,,,,,,,,,,,11.0,,,,,,,,
41,2020-03-11,104:202,87:104,bus,,,,,,,,,,,,,18.0,14.0,,,,,,,,,10.0
41,2020-03-11,104:202,87:104,private_transport,,,,,,,,,,,,,16.0,18.0,,,,,,23.0,,,12.0
41,2020-03-11,104:202,88:103,bus,,,,,,,,,,,,,,,,,12.0,,,,,,
41,2020-03-11,104:202,88:103,private_transport,,,,,,,,,,,,,,,,,13.0,,,,,,
41,2020-03-11,104:202,89:118,bus,,,,,,,,,,,,20.0,,,,,,,,,,,
41,2020-03-11,104:202,90:117,bus,,,,,,,13.0,,,,,,,,,,,,,,,,
41,2020-03-11,104:202,91:116,private_transport,,,,,,,,,,,,,14.0,13.0,,,,,,11.0,,,
41,2020-03-11,104:202,92:115,bus,,,,,,,,,,,,,,,,,,,,,,,10.0
41,2020-03-11,104:202,92:115,private_transport,,,,,,,,,,,,,,10.0,,,,,,,,,11.0
41,2020-03-11,104:202,96:111,private_transport,,,,,,,,,,,,,,,,,,,24.0,,,,
41,2020-03-11,105:201,58:303,private_transport,,,,,,11.0,,,,,,,,,,,,,,,,,
41,2020-03-11,105:201,111:167,bus,,,,,,,,,19.0,,,,,,,,,,,,,,
41,2020-03-11,105:201,29:529,private_transport,,,,,,,,,,,,,,,,,11.0,,,,,,
41,2020-03-11,105:201,157:129,bus,,,,,,,,,11.0,,,,,,,,,,,,,,
41,2020-03-11,105:201,148:122,bus,,,,,,,,,55.0,,,,,,,,,,,,,,
41,2020-03-11,105:201,148:122,private_transport,,,,,,,,,11.0,,,,,,,,,,,,,,
41,2020-03-11,105:201,150:120,private_transport,,,,,,,,,11.0,,,,,,,,,,,,,,
41,2020-03-11,106:208,58:303,bus,,,,,,11.0,,,,,,,,,,,,,,,,,
41,2020-03-11,106:208,58:303,private_transport,,,,,,21.0,,,18.0,,,,,,,,,,,,,,
41,2020-03-11,106:208,45:319,bus,,,,,,21.0,,,,,,,,,,,,,,,,,
41,2020-03-11,106:208,45:319,private_transport,,,,,,21.0,,,11.0,,,,,,,,,,,,,,
41,2020-03-11,106:208,111:167,bus,,,,,,,,,18.0,,,,,10.0,,,,,,,,,
41,2020-03-11,106:208,110:168,bus,,,,,,,,,,,,,,14.0,,,,,,,,,
41,2020-03-11,106:208,147:123,bus,,,,,,,,,,,,,,,,,,,,10.0,,,
41,2020-03-11,106:208,148:122,bus,,,,,,,,,25.0,,,,,,,,,,,,,,
41,2020-03-11,106:208,114:156,bus,,,,,,,,,,,,,,,,,,,,11.0,,,
41,2020-03-11,106:208,46:420,private_transport,,,,,,27.0,,,,,,,,,,,,,,,,,
41,2020-03-11,107:207,126:160,bus,,,,,,,,14.0,,,,,,,,,,,,,,,
41,2020-03-11,107:207,155:131,bus,,,,,,,,,,,,,,,,,,10.0,,,,,
41,2020-03-11,107:207,155:131,private_transport,,,,,,,,,,,,,,,,,,11.0,,,,,
41,2020-03-11,107:207,156:130,bus,,,,,,,,,,,,,,,,,,10.0,,,,,
41,2020-03-11,107:207,156:130,private_transport,,,,,,,,,,,,,,,,,,13.0,,,,,
41,2020-03-11,107:207,58:303,bus,,,,,,58.0,,,,16.0,,,,,,,,,,,,,
41,2020-03-11,107:207,58:303,private_transport,,,,,,46.0,,,73.0,14.0,,,,,,,,,,,,,
41,2020-03-11,107:207,62:307,private_transport,,,,,,,,18.0,,,,,,,,,,,,,,,
41,2020-03-11,107:207,76:314,private_transport,,,,,,,19.0,,20.0,,,,,,,,,,,,,,
41,2020-03-11,107:207,45:319,bus,,,,,,39.0,,,,,,,,,,,,,,,,,
41,2020-03-11,107:207,45:319,private_transport,,,,,,68.0,,,,,,,,,,,,,,,,,
41,2020-03-11,107:207,104:202,bus,,,,,,,,,,,,,,14.0,,,,,,,,,
41,2020-03-11,107:207,110:168,bus,,,,,,,,,,,,,,20.0,,,,,,,,,
41,2020-03-11,107:207,110:168,private_transport,,,,,,,,,,,,,10.0,18.0,,,,,,,,,
41,2020-03-11,107:207,147:123,bus,,,,,,,,,,,,,,13.0,,,,,,,,,
41,2020-03-11,107:207,149:121,bus,,,,,,,,,,,,,10.0,,,,,,,,,,
41,2020-03-11,107:207,90:117,bus,,,,,,,,12.0,,,,,,,,,,,,,,,
41,2020-03-11,107:207,114:156,private_transport,,,,,,,,,,,,,,,,,,,,12.0,,,
41,2020-03-11,107:207,46:420,private_transport,,,,,,46.0,,,,,,,,,,,,,,,,,
