ProjectID,Date,Origin,Destination,Modo,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2100_2159
40,2020-03-11,100:206,109:169,bus,,14.0,,,,,,,,,,,,,,
40,2020-03-11,100:206,143:143,bus,,11.0,,,,,,,,,,,,,,
40,2020-03-11,100:206,276:144,bus,,10.0,,,,,,,,,,,,,,
40,2020-03-11,100:206,83:108,bus,,12.0,,,,,,,,,,,,,,
40,2020-03-11,100:206,88:103,bus,,,,,,,,,,,,,,,22.0,
40,2020-03-11,100:206,97:102,bus,,,,,,,,,,,,,,,25.0,
40,2020-03-11,100:206,98:217,bus,,12.0,,,,,,,,,,,,,,
40,2020-03-11,101:205,97:102,bus,,,,,,,,,,,,,,,11.0,
40,2020-03-11,101:205,32:532,private_transport,,,,,,,,,14.0,,,,,,,
40,2020-03-11,102:204,61:413,bus,,,,,,,,,12.0,,,,,,,
40,2020-03-11,103:203,109:169,bus,,,,,,19.0,,,,,,,,,,
40,2020-03-11,103:203,109:169,private_transport,,,,,,12.0,,,,,,,,,,
40,2020-03-11,103:203,143:143,bus,,,,,,17.0,,,,,,,,,,
40,2020-03-11,103:203,143:143,private_transport,,,,,,13.0,,,,,,,,,,
40,2020-03-11,103:203,83:108,bus,,,,,,10.0,,,,,,,,,,
40,2020-03-11,103:203,98:217,bus,,,12.0,,,18.0,,,,,,,,,,
40,2020-03-11,103:203,56:416,private_transport,10.0,,,,,,,,,,,,,,,
40,2020-03-11,106:208,118:152,bus,,,,,,,,,,,,,,12.0,,
40,2020-03-11,107:207,143:143,bus,,12.0,,,,,,,,,,,,,,
40,2020-03-11,107:207,88:103,bus,,,,,,,,,,,,,,,10.0,
40,2020-03-11,107:207,97:102,bus,,,,,,,,,,,,,,,22.0,
40,2020-03-11,107:207,98:217,bus,,13.0,,,,,,,,,,,,,,
40,2020-03-11,107:207,118:152,bus,,,,,,,,,,,,,,12.0,,
40,2020-03-11,107:207,118:152,private_transport,,,,,,,,,,,,,,15.0,,
40,2020-03-11,107:207,116:154,bus,,,,,,,,,,,,,,16.0,,
40,2020-03-11,107:207,117:153,bus,,,,,,,,,,,,,,10.0,,
40,2020-03-11,107:207,139:147,bus,,,,,,,,,,,,,,15.0,,
40,2020-03-11,107:207,139:147,private_transport,,,,,,,,,,,,,,12.0,,
40,2020-03-11,109:169,109:169,bus,,14.0,,,,,,,,,,,,,,
40,2020-03-11,109:169,109:169,private_transport,,,,,,,,,11.0,,,,,,,
40,2020-03-11,109:169,143:143,bus,,,,,,12.0,,,,,,,,,,
40,2020-03-11,109:169,143:143,private_transport,,,,,,,,10.0,,,,,,,,
40,2020-03-11,109:169,276:144,private_transport,,,,,,,,,,,,,,,10.0,
40,2020-03-11,109:169,98:217,bus,,14.0,,,,,,,,,,,,,,
40,2020-03-11,109:169,98:217,private_transport,,11.0,,,,,,,,,,,,,,
40,2020-03-11,109:169,100:206,private_transport,,,,,,,,13.0,,,,,,,,
40,2020-03-11,109:169,107:207,private_transport,,,,,,,,,,,,11.0,,,,
40,2020-03-11,109:169,110:168,bus,,,,11.0,,,,,,,,,,,,
40,2020-03-11,109:169,122:164,bus,,,,15.0,,,,,,,,,,,,
40,2020-03-11,109:169,126:160,private_transport,,,11.0,,,,,,,,,,,,,
40,2020-03-11,109:169,128:142,bus,,,,,,,,,10.0,,,,,,,
40,2020-03-11,109:169,149:121,private_transport,,,,12.0,,,,,,,,,,,,
40,2020-03-11,109:169,150:120,bus,,,,11.0,,,,,,,,,,,,
40,2020-03-11,109:169,150:120,private_transport,,,,11.0,,,,,,,,,,,,
40,2020-03-11,109:169,45:319,bus,,,,,,,,,,,,,,,15.0,
40,2020-03-11,109:169,45:319,private_transport,,,,,,,,,,,,,,,30.0,
40,2020-03-11,110:168,98:217,bus,,,,20.0,,,,,,,,,,,,
40,2020-03-11,110:168,98:217,private_transport,,,,10.0,,,,,,,,,,,,
40,2020-03-11,110:168,110:168,bus,,,,33.0,,,,,,,,,,,,
40,2020-03-11,110:168,110:168,private_transport,,,,23.0,,,,,,,,,,,,
40,2020-03-11,111:167,87:104,bus,,,,,,16.0,,,,,,,,,,
40,2020-03-11,112:158,118:152,bus,,,,,,,,,,,,,,14.0,,
40,2020-03-11,112:158,95:112,bus,,,,,,,,,,,,,,11.0,,
40,2020-03-11,116:154,118:152,bus,,,,,,,,,,,,10.0,,,,
40,2020-03-11,116:154,116:154,bus,,,,,,,,,,,,15.0,,,,
40,2020-03-11,116:154,116:154,private_transport,,,,,,,,,,,,11.0,,,,
40,2020-03-11,116:154,110:168,bus,,,,15.0,,,,,,,,,,,,
40,2020-03-11,118:152,83:108,bus,,17.0,,,,,,,,,,,,,,
40,2020-03-11,118:152,98:217,private_transport,,12.0,,,,,,,,,,,,,,
40,2020-03-11,118:152,118:152,bus,,,,,,,,,,,,22.0,,,,
40,2020-03-11,118:152,128:142,bus,,11.0,,,,,,,,,,,,,,
40,2020-03-11,118:152,128:142,private_transport,,11.0,,,,,,,,,,,,,,
40,2020-03-11,120:166,129:141,bus,,,,,,,,,,11.0,,,,,,
40,2020-03-11,120:166,152:134,bus,,,,,,,,,,10.0,,,,,,
40,2020-03-11,120:166,154:132,bus,,,,,,,,,,16.0,,,,,,
40,2020-03-11,121:165,87:104,private_transport,,,,,,14.0,,,,,,,,,,
40,2020-03-11,122:164,83:108,bus,,,,,,,,,,,,,,,44.0,
40,2020-03-11,122:164,83:108,private_transport,,,,,,,,,,,,,,,11.0,
40,2020-03-11,123:163,83:108,private_transport,,,,,,,,,,,,,,,11.0,
40,2020-03-11,123:163,98:217,bus,,,,,,,,,,,,,,,11.0,
40,2020-03-11,124:162,56:416,private_transport,41.0,,,,,,,,,,,,,,,
40,2020-03-11,127:159,109:169,bus,,,,,,,,12.0,,,,,,,,
40,2020-03-11,127:159,83:108,bus,,,,,,,,10.0,,,,,,,27.0,
40,2020-03-11,127:159,128:142,private_transport,,,,,,,,10.0,,,,,,,,
40,2020-03-11,128:142,109:169,bus,,11.0,,,,,,,,,,,,,,
40,2020-03-11,128:142,143:143,bus,,,,,,,,,10.0,,,,,,,
40,2020-03-11,128:142,83:108,bus,,14.0,,,,,,,,,,,,,,
40,2020-03-11,128:142,83:108,private_transport,,,,,,,,,10.0,,,,,,,
40,2020-03-11,128:142,100:206,private_transport,,,,,,10.0,,,,,,,,,,
40,2020-03-11,128:142,128:142,private_transport,,,,,,,,,11.0,,,,,,,
40,2020-03-11,128:142,45:319,private_transport,,,,,,,,,,,,,,,28.0,
40,2020-03-11,128:142,123:163,bus,,,,12.0,,,,,,,,,,,,
40,2020-03-11,128:142,76:314,private_transport,,,,,,,,,,,,10.0,,,,
40,2020-03-11,129:141,129:141,bus,,,,,,,25.0,,,,,,,,,
40,2020-03-11,129:141,129:141,private_transport,,,,,,,12.0,,,,,,,,,
40,2020-03-11,129:141,154:132,bus,,,,,,,,,,,,10.0,,,,
40,2020-03-11,129:141,101:205,bus,,,,,,,13.0,,,,,,,,,
40,2020-03-11,130:140,129:141,bus,,,,,,,20.0,,,,,,,,,
40,2020-03-11,130:140,89:118,bus,,,,,,,14.0,,,,,,,,,
40,2020-03-11,130:140,89:118,private_transport,,,,,,,11.0,,,,,,,,,
40,2020-03-11,131:139,276:144,bus,,,14.0,,,,,,,,,,,,,
40,2020-03-11,131:139,98:217,bus,,,20.0,,,,,,,,,,,,,
