ProjectID,Date,Origin,Destination,Modo,0400_0459,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059
40,2019-11-13,103:203,152:134,bus,10.0,,,,,,,,,,,,,,,
40,2019-11-13,103:203,152:134,private_transport,10.0,,,,,,,,,,,,,,,
40,2019-11-13,104:202,122:164,private_transport,,,,,,,,,,,19.0,,,,,
40,2019-11-13,109:169,87:104,bus,,,,,,,,,,20.0,,,,,,
40,2019-11-13,109:169,87:104,private_transport,,,,,,,,,,24.0,,,,,,
40,2019-11-13,109:169,90:117,bus,,,,,,,,,,24.0,,,,,,
40,2019-11-13,109:169,90:117,private_transport,,,,,,,,,,27.0,,,,,,
40,2019-11-13,109:169,92:115,private_transport,,,,,,,,,,15.0,,,,,,
40,2019-11-13,110:168,122:164,private_transport,,,,,,,,,,,24.0,,,,,
40,2019-11-13,110:168,87:104,bus,,,,,,,,,,14.0,,,,,,
40,2019-11-13,110:168,90:117,bus,,,,,,,,,,52.0,,,,,,
40,2019-11-13,110:168,90:117,private_transport,,,,,,,,,,66.0,,,,,,
40,2019-11-13,110:168,123:163,private_transport,,,,,,,,,,,12.0,,,,,
40,2019-11-13,110:168,127:159,private_transport,,,,,,,,,,,15.0,,,,,
40,2019-11-13,110:168,85:106,bus,,,,,,,,,,22.0,,,,,,
40,2019-11-13,110:168,85:106,private_transport,,,,,,,,,,39.0,,,,,,
40,2019-11-13,110:168,88:103,private_transport,,,,,,,,,,16.0,,,,,,
40,2019-11-13,110:168,93:114,private_transport,,,,,,,,,,,15.0,,,,,
40,2019-11-13,110:168,97:102,private_transport,,,,,,,,,,,30.0,,,,,
40,2019-11-13,111:167,134:136,bus,,,,,,,,,,,12.0,,,,,
40,2019-11-13,111:167,141:145,bus,,,,,,,,,,,19.0,,,,,
40,2019-11-13,111:167,145:125,bus,,,,,,,,,,,106.0,,,,,
40,2019-11-13,111:167,145:125,private_transport,,,,,,,,,,,33.0,,,,,
40,2019-11-13,111:167,155:131,bus,,,,,,,,,,,26.0,,,,,
40,2019-11-13,111:167,47:320,bus,,,,,,,,,,,,,,14.0,,
40,2019-11-13,111:167,47:320,private_transport,,,,,,,,,,,,,,25.0,,
40,2019-11-13,111:167,57:310,bus,,,,105.0,,,,,,,,,,,,
40,2019-11-13,111:167,57:310,private_transport,,,,92.0,,,,,,,,,,,,
40,2019-11-13,113:157,108:170,bus,,,,,16.0,,,,,,,,,,,
40,2019-11-13,113:157,108:170,private_transport,,,,,15.0,,,,,,,,,,,
40,2019-11-13,113:157,110:168,bus,,,,,28.0,,,,,,,,,,,
40,2019-11-13,113:157,110:168,private_transport,,,,,19.0,,,,,,,,,,,
40,2019-11-13,113:157,120:166,bus,,,,,,,12.0,,,,,,,,,
40,2019-11-13,113:157,120:166,private_transport,,,,,,,18.0,,,,,,,,,
40,2019-11-13,113:157,136:150,bus,,,,,,,12.0,,,,,,,,,
40,2019-11-13,113:157,136:150,private_transport,,,,,,,14.0,,,,,,,,,
40,2019-11-13,113:157,149:121,bus,,,,,12.0,,,,,,,,,,,
40,2019-11-13,113:157,149:121,private_transport,,,,,11.0,,,,,,,,,,,
40,2019-11-13,116:154,90:117,bus,,,,,,,,,,,,33.0,,,,
40,2019-11-13,116:154,119:151,private_transport,,,,,,,,,,,10.0,,,,,
40,2019-11-13,116:154,148:122,bus,,,,,,,,,,,,,,,,15.0
40,2019-11-13,116:154,148:122,private_transport,,,,,,,,,,,,,,,,18.0
40,2019-11-13,117:153,141:145,bus,,,11.0,,,,,,,,,,,,,
40,2019-11-13,117:153,120:166,private_transport,,,,,,,10.0,,,,,,,,,
40,2019-11-13,117:153,151:119,private_transport,,,,,10.0,,,,,,,,,,,
40,2019-11-13,118:152,90:117,bus,,,,,,,,,,,,42.0,,,,
40,2019-11-13,118:152,90:117,private_transport,,,,,,,,,,,,11.0,,,,
40,2019-11-13,118:152,92:115,bus,,,,,,,,,,,,15.0,,,,
40,2019-11-13,118:152,141:145,bus,,,21.0,,,,,,,,,,,,,
40,2019-11-13,118:152,141:145,private_transport,,,19.0,,,,,,,,,,,,,
40,2019-11-13,118:152,148:122,bus,,,,,,,,,,,,,,,,10.0
40,2019-11-13,118:152,148:122,private_transport,,,,,,,,,,,,,,,,14.0
40,2019-11-13,118:152,133:137,private_transport,,,10.0,,,,,,,,,,,,,
40,2019-11-13,118:152,139:147,bus,,,11.0,,,,,,,,,,,,,
40,2019-11-13,118:152,140:146,bus,,,15.0,,,,,,,,,,,,,
40,2019-11-13,118:152,157:129,bus,,,,,,,,,,,,,,,,11.0
40,2019-11-13,118:152,157:129,private_transport,,,,,,,,,,,,,,,,12.0
40,2019-11-13,119:151,134:136,private_transport,,,,,10.0,,,,,,,,,,,
40,2019-11-13,119:151,135:135,bus,,,,,12.0,,,,,,,,,,,
40,2019-11-13,119:151,86:105,private_transport,,,,,,,,,,,12.0,,,,,
40,2019-11-13,120:166,99:101,bus,,,,,,13.0,,,,,,,,,,
40,2019-11-13,120:166,99:101,private_transport,,,,,,10.0,,,,,,,,,,
40,2019-11-13,121:165,47:320,bus,,,,,,,,,,,,,,17.0,,
40,2019-11-13,121:165,47:320,private_transport,,,,,,,,,,,,,,36.0,,
40,2019-11-13,121:165,144:126,private_transport,,,,,,,,,,,,,15.0,,,
40,2019-11-13,121:165,159:127,bus,,,,,,,,,,,,,49.0,,,
40,2019-11-13,121:165,159:127,private_transport,,,,,,,,,,,,,22.0,,,
40,2019-11-13,121:165,76:314,private_transport,,,,,,,,,,,,,,15.0,,
40,2019-11-13,122:164,122:164,bus,,,,,,,,18.0,,,,,,,,
40,2019-11-13,122:164,122:164,private_transport,,,,,,,,18.0,,,,,,,,
40,2019-11-13,122:164,123:163,bus,,,,,,,,11.0,,,,,,,,
40,2019-11-13,122:164,123:163,private_transport,,,,,,,,11.0,,,,,,,,
40,2019-11-13,122:164,93:114,bus,,,,,,,,11.0,,,,,,,,
40,2019-11-13,122:164,93:114,private_transport,,,,,,,,11.0,,,,,,,,
40,2019-11-13,126:160,90:117,bus,,,,,,,,,,,,,,,16.0,
40,2019-11-13,126:160,90:117,private_transport,,,,,,,,,,,,,,,24.0,
40,2019-11-13,126:160,85:106,bus,,,,,,,,,25.0,,,,,,,
40,2019-11-13,126:160,85:106,private_transport,,,,,,,,,32.0,,,,,,,
40,2019-11-13,126:160,88:103,bus,,,,,,,,,29.0,,,,,,,
