ProjectID,Date,Origin,Destination,Modo,0500_0559,0600_0659,0700_0759,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959
40,2019-11-12,100:206,111:167,bus,,,,,,,13.0,,,,,,
40,2019-11-12,100:206,111:167,private_transport,,,,,,,10.0,,,,,,
40,2019-11-12,100:206,121:165,bus,,,,,,,,,,17.0,,,
40,2019-11-12,100:206,128:142,bus,,,,,,,,,11.0,,,,
40,2019-11-12,100:206,143:143,private_transport,,,,,,,,,11.0,,,,
40,2019-11-12,100:206,157:129,bus,,,,,,,19.0,,,,,,
40,2019-11-12,100:206,159:127,bus,,,,,,,,,,,,20.0,
40,2019-11-12,100:206,83:108,bus,,,,,,,,,,,,,15.0
40,2019-11-12,100:206,98:217,bus,,,,,,,,,,,,,17.0
40,2019-11-12,100:206,98:217,private_transport,,,,,,,,,,,,,11.0
40,2019-11-12,101:205,157:129,bus,,,,,,,10.0,,,,,,
40,2019-11-12,101:205,159:127,bus,,,,,,,,,,,,11.0,
40,2019-11-12,101:205,98:217,bus,,,,,,,,,,,14.0,,
40,2019-11-12,103:203,46:420,private_transport,12.0,,,,,,,,,,,,
40,2019-11-12,106:208,110:168,bus,,,11.0,,,,,,,,,,
40,2019-11-12,107:207,111:167,bus,,,,,,,,,,13.0,,,
40,2019-11-12,107:207,111:167,private_transport,,,,,,,10.0,,,,,,
40,2019-11-12,107:207,128:142,bus,,,,,,,,,,,,,12.0
40,2019-11-12,107:207,157:129,bus,,,,,,,14.0,,,,,,
40,2019-11-12,107:207,159:127,bus,,,,,,,,,,,,14.0,
40,2019-11-12,107:207,159:127,private_transport,,,,,,,,,,,,14.0,
40,2019-11-12,107:207,98:217,bus,,,,,,,,,,,,,10.0
40,2019-11-12,107:207,110:168,bus,,,25.0,,,,,,,,,,
40,2019-11-12,107:207,110:168,private_transport,,,10.0,,,,,,,,,,
40,2019-11-12,107:207,100:206,bus,,,,,,,,,16.0,,,,
40,2019-11-12,107:207,104:202,bus,,,21.0,,,,,,,,,,
40,2019-11-12,107:207,126:160,bus,,,20.0,,,,,,,,,,
40,2019-11-12,107:207,147:123,bus,,,12.0,,,,,,,,,,
40,2019-11-12,108:170,127:159,bus,,,,,,,,,,,17.0,,
40,2019-11-12,108:170,127:159,private_transport,,,,,,,,,,,15.0,,
40,2019-11-12,108:170,129:141,bus,,,15.0,,,,,,,,,,
40,2019-11-12,108:170,152:134,bus,,,,,,,,,,,13.0,,
40,2019-11-12,108:170,152:134,private_transport,,,,,,,,,,,23.0,,
40,2019-11-12,108:170,154:132,bus,,,44.0,,,,,,,,,,
40,2019-11-12,108:170,89:118,bus,,,34.0,,,,,,,,,,
40,2019-11-12,109:169,128:142,bus,,,,11.0,,,,,,11.0,,,
40,2019-11-12,109:169,128:142,private_transport,,,,12.0,,,,,,,,,
40,2019-11-12,109:169,143:143,bus,,,13.0,,,,,,,,,,
40,2019-11-12,109:169,159:127,bus,,,,,,14.0,,,,,,,
40,2019-11-12,109:169,83:108,bus,,,,,,,,,,10.0,,,
40,2019-11-12,109:169,98:217,bus,,,,,,,,,,15.0,,,
40,2019-11-12,109:169,98:217,private_transport,,,,10.0,,,,,,,,,
40,2019-11-12,109:169,109:169,bus,,,,,,,,,,13.0,,,
40,2019-11-12,109:169,45:319,bus,,,,,,,,,35.0,,,,
40,2019-11-12,109:169,45:319,private_transport,,,,,,,,,12.0,,,,
40,2019-11-12,109:169,87:104,bus,,18.0,,,,,,,,,,,
40,2019-11-12,109:169,91:116,bus,,10.0,,,,,,,,,,,
40,2019-11-12,110:168,159:127,bus,,,,,,66.0,,,,,,,
40,2019-11-12,110:168,159:127,private_transport,,,,,,49.0,,,,,,,
40,2019-11-12,110:168,137:149,bus,,,,,,11.0,,,,,,,
40,2019-11-12,110:168,144:126,bus,,,,,,16.0,,,,,,,
40,2019-11-12,110:168,144:126,private_transport,,,,,,12.0,,,,,,,
40,2019-11-12,111:167,83:108,private_transport,,,,,,,,,,18.0,,,
40,2019-11-12,112:158,111:167,bus,,,14.0,,,,,,,,,,
40,2019-11-12,112:158,110:168,bus,,,31.0,,,,,,,,,,
40,2019-11-12,112:158,104:202,bus,,,15.0,,,,,,,,,,
40,2019-11-12,114:156,143:143,bus,,,,11.0,,,,,,,,,
40,2019-11-12,114:156,107:207,bus,,,,10.0,,,,,,,,,
40,2019-11-12,117:153,83:108,bus,,,,,,10.0,,,,,,,
40,2019-11-12,117:153,98:217,private_transport,,,,,,10.0,,,,,,,
40,2019-11-12,118:152,83:108,bus,,,,,,11.0,,,,,,,
40,2019-11-12,126:160,120:166,private_transport,,,11.0,,,,,,,,,,
40,2019-11-12,126:160,141:145,bus,,,11.0,,,,,,,,,,
40,2019-11-12,128:142,128:142,bus,,,,,,,,,,10.0,,,
40,2019-11-12,128:142,143:143,bus,,,,,,,,,,,,,10.0
40,2019-11-12,128:142,157:129,bus,,,,,,,12.0,,,,,,
40,2019-11-12,128:142,159:127,bus,,,,,,20.0,,,,,,,
40,2019-11-12,128:142,98:217,bus,,,,,,,,,,13.0,,,
40,2019-11-12,128:142,100:206,bus,,,14.0,,,,,,,,,,
40,2019-11-12,128:142,109:169,bus,,,,10.0,,,,,,,,,
40,2019-11-12,128:142,45:319,bus,,,,,,,,,24.0,,,,
40,2019-11-12,128:142,87:104,bus,,17.0,,,,,,,,,,,
40,2019-11-12,128:142,91:116,bus,,12.0,,,,,,,,,,,
40,2019-11-12,128:142,158:128,bus,,,,,,,10.0,,,,,,
40,2019-11-12,129:141,143:143,bus,,,,,,,,,,,14.0,,
40,2019-11-12,129:141,83:108,bus,,,,,,,,,,,19.0,,
40,2019-11-12,129:141,98:217,bus,,,,,,,,,,,20.0,,
40,2019-11-12,129:141,98:217,private_transport,,,,,,,,,,,13.0,,
40,2019-11-12,129:141,109:169,bus,,,,,,,,,,,13.0,,
40,2019-11-12,129:141,144:126,private_transport,,,,10.0,,,,,,,,,
40,2019-11-12,129:141,148:122,private_transport,,,13.0,,,,,,,,,,
40,2019-11-12,130:140,159:127,private_transport,,,,10.0,,,,,,,,,
40,2019-11-12,130:140,137:149,private_transport,,,,10.0,,,,,,,,,
40,2019-11-12,130:140,148:122,private_transport,,,12.0,,,,,,,,,,
40,2019-11-12,130:140,149:121,bus,,,15.0,,,,,,,,,,
40,2019-11-12,130:140,149:121,private_transport,,,19.0,,,,,,,,,,
40,2019-11-12,137:149,159:127,bus,,,,,,,,,,,12.0,,
40,2019-11-12,139:147,128:142,private_transport,,,,,,11.0,,,,,,,
40,2019-11-12,139:147,109:169,bus,,,,,,11.0,,,,,,,
40,2019-11-12,143:143,111:167,bus,,,,,,,,,,13.0,,,
40,2019-11-12,143:143,128:142,bus,,10.0,,,,,,,,,,,
40,2019-11-12,143:143,143:143,bus,,,,,,,,,,12.0,,,
40,2019-11-12,143:143,157:129,bus,,,,,,,18.0,,,11.0,,,
40,2019-11-12,143:143,157:129,private_transport,,,,,,,13.0,,,,,,
40,2019-11-12,143:143,159:127,bus,,,,,,,,,,,,18.0,
40,2019-11-12,143:143,83:108,bus,,,,,,,,,10.0,,,,10.0
40,2019-11-12,143:143,98:217,private_transport,,,,,,,,,,,,,11.0
40,2019-11-12,143:143,100:206,bus,,,,,,,,,12.0,,,,
40,2019-11-12,143:143,100:206,private_transport,,,10.0,,,,,,,,,,
